https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume LTC
1663549200000,2022-09-19 01:00:00,LTC/BTC,0.00275556,0.00276044,0.0027496,0.0027507,0.165514464853176,60.17176168
1663545600000,2022-09-19 00:00:00,LTC/BTC,0.00271303,0.00275995,0.00271303,0.00275803,0.5749840420149969,208.47635523
1663542000000,2022-09-18 23:00:00,LTC/BTC,0.00274524,0.00274626,0.0027,0.00271068,0.54363442595448,200.552786
1663538400000,2022-09-18 22:00:00,LTC/BTC,0.00276001,0.00276377,0.00273575,0.00274098,0.9577390019941986,349.41480857
1663534800000,2022-09-18 21:00:00,LTC/BTC,0.00285412,0.00285412,0.0027071,0.00276141,0.9898432229095117,358.45572476
1663531200000,2022-09-18 20:00:00,LTC/BTC,0.00286225,0.00286225,0.00284617,0.00284891,0.5295615135634156,185.88214916
1663527600000,2022-09-18 19:00:00,LTC/BTC,0.00284985,0.00286754,0.00284635,0.00286043,0.5202241469060828,181.86921089
1663524000000,2022-09-18 18:00:00,LTC/BTC,0.00284601,0.00285195,0.00283919,0.00285054,0.5712552311504346,200.40246099
1663520400000,2022-09-18 17:00:00,LTC/BTC,0.00284124,0.00284726,0.00283064,0.00284553,0.5543815229660664,194.82540088
1663516800000,2022-09-18 16:00:00,LTC/BTC,0.00284881,0.00285,0.00282612,0.0028401,0.578916957423774,203.83682174
1663513200000,2022-09-18 15:00:00,LTC/BTC,0.00284324,0.00285203,0.00284324,0.00284881,0.61877577605,217.205
1663509600000,2022-09-18 14:00:00,LTC/BTC,0.00285255,0.00285459,0.00283727,0.00284447,0.47995669866066776,168.73326091
1663506000000,2022-09-18 13:00:00,LTC/BTC,0.00284839,0.00285412,0.00284276,0.00285308,0.5962384550415376,208.98062972
1663502400000,2022-09-18 12:00:00,LTC/BTC,0.00283461,0.00285028,0.00282972,0.00284873,0.6288346793670788,220.74211293
1663498800000,2022-09-18 11:00:00,LTC/BTC,0.00283296,0.00284178,0.00283224,0.00283391,0.5424001324192945,191.39638606
1663495200000,2022-09-18 10:00:00,LTC/BTC,0.00283117,0.00283998,0.00283117,0.00283489,0.56952656611,200.899
1663491600000,2022-09-18 09:00:00,LTC/BTC,0.00285211,0.00286176,0.00283163,0.00283481,0.5459902576431501,192.60206421
1663488000000,2022-09-18 08:00:00,LTC/BTC,0.00284805,0.00285602,0.00284468,0.00285321,0.5201792155690383,182.31368023
1663484400000,2022-09-18 07:00:00,LTC/BTC,0.00283595,0.00285588,0.00283513,0.00284938,0.5585756331158374,196.03409623
1663480800000,2022-09-18 06:00:00,LTC/BTC,0.00285728,0.00285728,0.0028311,0.00283376,0.508782183850392,179.54314545
1663477200000,2022-09-18 05:00:00,LTC/BTC,0.00286336,0.00286972,0.00285927,0.00285927,0.55505292948,194.124
1663473600000,2022-09-18 04:00:00,LTC/BTC,0.0028628,0.00287411,0.0028595,0.00286311,0.6354048976325499,221.92821709
1663470000000,2022-09-18 03:00:00,LTC/BTC,0.00286199,0.00286653,0.00285707,0.00286508,0.647599609707982,226.03194665
1663466400000,2022-09-18 02:00:00,LTC/BTC,0.00285516,0.00287549,0.00285516,0.00286182,0.6234427427320405,217.84834222
1663462800000,2022-09-18 01:00:00,LTC/BTC,0.00285667,0.00285932,0.00285059,0.00285723,0.51101844273,178.851
1663459200000,2022-09-18 00:00:00,LTC/BTC,0.00287437,0.00287561,0.00284542,0.00285538,0.6461588394015171,226.29521794
1663455600000,2022-09-17 23:00:00,LTC/BTC,0.00285984,0.00287433,0.00285586,0.00287403,0.5627753091554268,195.81399956
1663452000000,2022-09-17 22:00:00,LTC/BTC,0.00287645,0.00287958,0.00285875,0.00285976,0.6043474214207528,211.32802103
1663448400000,2022-09-17 21:00:00,LTC/BTC,0.00290194,0.00290376,0.00287959,0.00287959,0.5401735265442824,187.58695736
1663444800000,2022-09-17 20:00:00,LTC/BTC,0.0029051,0.00291111,0.00289648,0.00290186,0.6368254440617966,219.45422731
1663441200000,2022-09-17 19:00:00,LTC/BTC,0.00289951,0.00290537,0.00289403,0.00290484,0.5844436528826988,201.19650407
1663437600000,2022-09-17 18:00:00,LTC/BTC,0.00289291,0.00290603,0.00288799,0.00289719,0.6394329346715658,220.70797382
1663434000000,2022-09-17 17:00:00,LTC/BTC,0.00288248,0.00289614,0.0028745,0.00289127,0.5797838805939585,200.52913792
1663430400000,2022-09-17 16:00:00,LTC/BTC,0.00288604,0.00289358,0.00286999,0.00288049,0.6001672585002775,208.35595975
1663426800000,2022-09-17 15:00:00,LTC/BTC,0.00289164,0.00289164,0.00287629,0.00288442,0.5293960391203791,183.53639176
1663423200000,2022-09-17 14:00:00,LTC/BTC,0.00287126,0.00289878,0.00287126,0.00289114,0.6814947609427496,235.71835364
1663419600000,2022-09-17 13:00:00,LTC/BTC,0.00287965,0.00288091,0.00286375,0.00286842,0.646091646963903,225.24304215
1663416000000,2022-09-17 12:00:00,LTC/BTC,0.00286211,0.00287982,0.00285755,0.00287969,0.6000511265176461,208.37351469
1663412400000,2022-09-17 11:00:00,LTC/BTC,0.00284446,0.00286767,0.00284378,0.00286315,0.5509356137375605,192.42289567
1663408800000,2022-09-17 10:00:00,LTC/BTC,0.00284308,0.00284452,0.00283369,0.00284102,1.0347342957567254,364.21225326
1663405200000,2022-09-17 09:00:00,LTC/BTC,0.00284296,0.00285,0.00284074,0.00284324,0.6619377346114623,232.81106576
1663401600000,2022-09-17 08:00:00,LTC/BTC,0.00282857,0.00284548,0.00282774,0.00284251,0.534854550236182,188.1627682
1663398000000,2022-09-17 07:00:00,LTC/BTC,0.00282875,0.00283496,0.0028265,0.00283104,0.5419654690300704,191.43688151
1663394400000,2022-09-17 06:00:00,LTC/BTC,0.0028344,0.00283701,0.00282441,0.00282759,0.5318299172597646,188.08593794
1663390800000,2022-09-17 05:00:00,LTC/BTC,0.00282824,0.0028385,0.0028225,0.00283436,0.5745268019969756,202.70071621
1663387200000,2022-09-17 04:00:00,LTC/BTC,0.00283298,0.00283298,0.0028229,0.00282779,0.5583330945329236,197.44503465
1663383600000,2022-09-17 03:00:00,LTC/BTC,0.0028198,0.00283421,0.0028188,0.00283367,0.5716956759488023,201.75097169
1663380000000,2022-09-17 02:00:00,LTC/BTC,0.00282629,0.00283566,0.00281926,0.00281967,0.5647280390634603,200.28160709
1663376400000,2022-09-17 01:00:00,LTC/BTC,0.00281238,0.00282682,0.00280377,0.00282682,0.5073337331622328,179.47153804
1663372800000,2022-09-17 00:00:00,LTC/BTC,0.00282518,0.00282898,0.00281282,0.00281335,0.615707379475557,218.85203742
1663369200000,2022-09-16 23:00:00,LTC/BTC,0.0028188,0.0028276,0.00281507,0.00282374,0.6019040065603866,213.15843759
1663365600000,2022-09-16 22:00:00,LTC/BTC,0.00281689,0.00282151,0.0028115,0.00281759,0.545894966623439,193.7453521
1663362000000,2022-09-16 21:00:00,LTC/BTC,0.00282922,0.00283378,0.00281687,0.0028169,0.599213344562192,212.72084368
1663358400000,2022-09-16 20:00:00,LTC/BTC,0.00283527,0.00283923,0.00282821,0.00283246,0.49344137964205764,174.20947856
1663354800000,2022-09-16 19:00:00,LTC/BTC,0.00282286,0.00283645,0.0028226,0.00283432,0.5398936176304641,190.4843552
1663351200000,2022-09-16 18:00:00,LTC/BTC,0.00283163,0.002835,0.0028215,0.00282192,0.6112370916923664,216.60326717
1663347600000,2022-09-16 17:00:00,LTC/BTC,0.00283031,0.00283795,0.0028225,0.00283076,0.6359364958392731,224.65221207
1663344000000,2022-09-16 16:00:00,LTC/BTC,0.00283564,0.00284085,0.00281585,0.00283144,0.6320815658898137,223.23678619
1663340400000,2022-09-16 15:00:00,LTC/BTC,0.00284338,0.00284338,0.00283066,0.00283497,0.5892615775314655,207.85460782
1663336800000,2022-09-16 14:00:00,LTC/BTC,0.0028191,0.00284288,0.0028191,0.00284187,0.5196724653764435,182.86285628
1663333200000,2022-09-16 13:00:00,LTC/BTC,0.00282375,0.00282486,0.00281143,0.00281725,0.52582928428009,186.64629844
1663329600000,2022-09-16 12:00:00,LTC/BTC,0.00282614,0.0028295,0.0028131,0.00282227,0.5975004392723453,211.70917002
1663326000000,2022-09-16 11:00:00,LTC/BTC,0.00282179,0.0028285,0.00280745,0.0028267,0.5722691006210621,202.45130386
1663322400000,2022-09-16 10:00:00,LTC/BTC,0.0028129,0.002827,0.0028129,0.00282302,0.5453424211392865,193.17695983
1663318800000,2022-09-16 09:00:00,LTC/BTC,0.00279637,0.00281393,0.00279637,0.002813,0.53801565237616,191.26045232
1663315200000,2022-09-16 08:00:00,LTC/BTC,0.0028048,0.00281059,0.00279167,0.00279167,0.5873442942332826,210.39173478
1663311600000,2022-09-16 07:00:00,LTC/BTC,0.00281465,0.00282246,0.00280476,0.00280482,0.514972977571707,183.60286135
1663308000000,2022-09-16 06:00:00,LTC/BTC,0.0028275,0.0028301,0.00281203,0.00281532,0.4776447608187036,169.65913673
1663304400000,2022-09-16 05:00:00,LTC/BTC,0.00282536,0.0028398,0.00282398,0.00282543,0.613107549349845,216.9961915
1663300800000,2022-09-16 04:00:00,LTC/BTC,0.0028279,0.0028355,0.00282518,0.00282604,0.5490901345807221,194.29666055
1663297200000,2022-09-16 03:00:00,LTC/BTC,0.00283006,0.0028347,0.00282641,0.00282827,0.5101726534062535,180.38329205
1663293600000,2022-09-16 02:00:00,LTC/BTC,0.00285301,0.00285301,0.00281055,0.0028315,0.480560826288165,169.71952191
1663290000000,2022-09-16 01:00:00,LTC/BTC,0.00286417,0.00286668,0.0028458,0.00285171,0.560112943321245,196.4130095
1663286400000,2022-09-16 00:00:00,LTC/BTC,0.00285739,0.00288271,0.00284364,0.00286681,0.5384618130385647,187.82612487
1663282800000,2022-09-15 23:00:00,LTC/BTC,0.00285429,0.00286124,0.00284267,0.00285896,0.47690609286249275,166.81104068
1663279200000,2022-09-15 22:00:00,LTC/BTC,0.00286358,0.00286369,0.0028466,0.00285356,0.5652885690073192,198.09941582
1663275600000,2022-09-15 21:00:00,LTC/BTC,0.00287593,0.00287604,0.00286009,0.00286042,0.5072430690311865,177.33167473
1663272000000,2022-09-15 20:00:00,LTC/BTC,0.00287476,0.00287968,0.00286623,0.00287951,0.59801087778,207.678
1663268400000,2022-09-15 19:00:00,LTC/BTC,0.00287099,0.00287607,0.00286047,0.00287607,0.5984767633163955,208.08838565
1663264800000,2022-09-15 18:00:00,LTC/BTC,0.00288165,0.00288692,0.00286885,0.0028713,0.5928594201248519,206.47770004
1663261200000,2022-09-15 17:00:00,LTC/BTC,0.00287515,0.00289444,0.0028724,0.0028811,0.619341609156407,214.96706437
1663257600000,2022-09-15 16:00:00,LTC/BTC,0.00292,0.00292034,0.00286688,0.00287616,0.6853430894588544,238.28406259
1663254000000,2022-09-15 15:00:00,LTC/BTC,0.00296689,0.00296689,0.00291557,0.00292111,0.8520425979541,291.68453018
1663250400000,2022-09-15 14:00:00,LTC/BTC,0.0029795,0.0029846,0.00294731,0.00296613,0.622747727566398,209.9529446
1663246800000,2022-09-15 13:00:00,LTC/BTC,0.00297871,0.00297871,0.00296544,0.00297669,0.5747649905222059,193.08862882
1663243200000,2022-09-15 12:00:00,LTC/BTC,0.00296118,0.00297724,0.00295623,0.00297505,0.6983797505802845,234.74555069
1663239600000,2022-09-15 11:00:00,LTC/BTC,0.00295977,0.00296736,0.00295697,0.00296085,0.6240831491612445,210.77837417
1663236000000,2022-09-15 10:00:00,LTC/BTC,0.0029864,0.00299123,0.0029576,0.00296166,0.5575800593780664,188.26606004
1663232400000,2022-09-15 09:00:00,LTC/BTC,0.0029736,0.00299492,0.0029736,0.00299036,0.7952022959562007,265.92192778
