https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XTZ,Volume BTC
1663459200,2022-09-18 00:00:00,XTZ/BTC,0.00007704,0.00007714,0.00007671,0.00007671,69.6417,0.0053526317
1663372800,2022-09-17 00:00:00,XTZ/BTC,0.00007686,0.00007842,0.00007646,0.00007704,1807.79732768,0.1396961349325362
1663286400,2022-09-16 00:00:00,XTZ/BTC,0.00007725,0.00007926,0.00007625,0.00007685,4979.67138214,0.386263766079266
1663200000,2022-09-15 00:00:00,XTZ/BTC,0.0000793,0.0000797,0.00007629,0.00007721,6689.56966435,0.5196660735282774
1663113600,2022-09-14 00:00:00,XTZ/BTC,0.0000757,0.0000805,0.00007504,0.00007944,8199.03735211,0.6403923516738736
1663027200,2022-09-13 00:00:00,XTZ/BTC,0.0000738,0.00007711,0.00007289,0.00007572,25084.09898653,1.8665024983999167
1662940800,2022-09-12 00:00:00,XTZ/BTC,0.00007709,0.00007747,0.00007319,0.00007423,16455.2643889,1.216864637394735
1662854400,2022-09-11 00:00:00,XTZ/BTC,0.00007689,0.00008121,0.00007679,0.00007713,13085.0973676,1.0217661487533614
1662768000,2022-09-10 00:00:00,XTZ/BTC,0.00007692,0.0000789,0.00007616,0.00007673,4549.70704365,0.3524141754266484
1662681600,2022-09-09 00:00:00,XTZ/BTC,0.00008221,0.0000831,0.00007607,0.00007686,11565.18714529,0.9090600661416286
1662595200,2022-09-08 00:00:00,XTZ/BTC,0.00007731,0.00008321,0.0000768,0.00008216,10352.18777578,0.8322423292431728
1662508800,2022-09-07 00:00:00,XTZ/BTC,0.00007586,0.00007797,0.00007542,0.00007725,2904.60590596,0.2225625617328298
1662422400,2022-09-06 00:00:00,XTZ/BTC,0.00007812,0.00008014,0.00007566,0.00007579,6445.38181678,0.5039802168663741
1662336000,2022-09-05 00:00:00,XTZ/BTC,0.00007801,0.00007866,0.00007636,0.00007819,2313.0051841,0.177849603298763
1662249600,2022-09-04 00:00:00,XTZ/BTC,0.00007674,0.00008245,0.0000763,0.0000778,12909.79794406,1.0185044855052162
