https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HYVE,Volume BTC
1663459200,2022-09-18 00:00:00,HYVE/BTC,0.0000019,0.00000194,0.0000019,0.0000019,1146.4382,0.0022071297918
1663372800,2022-09-17 00:00:00,HYVE/BTC,0.00000186,0.000002033,0.000001834,0.000001885,39688.4107,0.0757837120009
1663286400,2022-09-16 00:00:00,HYVE/BTC,0.000001928,0.000002757,0.000001833,0.00000187,1007666.3307,2.2389167749238
1663200000,2022-09-15 00:00:00,HYVE/BTC,0.00000179,0.000002038,0.00000175,0.000001928,280420.757,0.5145888359336
1663113600,2022-09-14 00:00:00,HYVE/BTC,0.000001775,0.000002221,0.00000169,0.00000179,480841.9483,0.996958746423
1663027200,2022-09-13 00:00:00,HYVE/BTC,0.00000174,0.000001821,0.000001595,0.00000178,26436.1811,0.0451450003283
1662940800,2022-09-12 00:00:00,HYVE/BTC,0.00000177,0.00000177,0.000001681,0.000001749,67810.6075,0.1161957258504
1662854400,2022-09-11 00:00:00,HYVE/BTC,0.00000182,0.00000185,0.000001747,0.00000178,10256.0521,0.0182581780825
1662768000,2022-09-10 00:00:00,HYVE/BTC,0.00000184,0.00000187,0.000001786,0.00000182,8180.545,0.0148566426268
1662681600,2022-09-09 00:00:00,HYVE/BTC,0.000001971,0.000001987,0.000001776,0.00000183,226776.6824,0.4214499476995
1662595200,2022-09-08 00:00:00,HYVE/BTC,0.000002076,0.00000326,0.000001941,0.00000197,1334842.6956,3.1358943380489
1662508800,2022-09-07 00:00:00,HYVE/BTC,0.000002058,0.000002147,0.00000195,0.000002076,62901.8642,0.1300177027093
1662422400,2022-09-06 00:00:00,HYVE/BTC,0.00000209,0.000002137,0.000002006,0.000002058,42857.9558,0.0889299004334
1662336000,2022-09-05 00:00:00,HYVE/BTC,0.000002222,0.000002242,0.00000207,0.00000208,54735.7356,0.1184616812988
1662249600,2022-09-04 00:00:00,HYVE/BTC,0.00000223,0.000002333,0.000002128,0.000002225,67546.4906,0.1496445328614
