https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume CHZ
1662163200000,2022-09-03 00:00:00,CHZ/BTC,1.095e-05,1.137e-05,1.075e-05,1.098e-05,0.5933644723009674,54040.48017313
1662076800000,2022-09-02 00:00:00,CHZ/BTC,1.06e-05,1.127e-05,1.045e-05,1.095e-05,0.5851911612673185,53442.11518423
1661990400000,2022-09-01 00:00:00,CHZ/BTC,1.063e-05,1.11e-05,1.023e-05,1.059e-05,0.562807357949263,53145.17072231
1661904000000,2022-08-31 00:00:00,CHZ/BTC,9.95e-06,1.075e-05,9.84e-06,1.062e-05,0.558859367288277,52623.29258835
1661817600000,2022-08-30 00:00:00,CHZ/BTC,1.063e-05,1.07e-05,9.87e-06,9.92e-06,0.530017911440016,53429.22494355
1661731200000,2022-08-29 00:00:00,CHZ/BTC,1.08e-05,1.08e-05,1.023e-05,1.061e-05,0.57406424613573,54105.960993
1661644800000,2022-08-28 00:00:00,CHZ/BTC,1.097e-05,1.157e-05,1.071e-05,1.071e-05,0.5735517961383567,53552.92214177
1661558400000,2022-08-27 00:00:00,CHZ/BTC,1.025e-05,1.115e-05,1.025e-05,1.099e-05,0.5961963728442505,54248.98751995
1661472000000,2022-08-26 00:00:00,CHZ/BTC,1.042e-05,1.157e-05,1.002e-05,1.024e-05,0.5606285669403648,54748.88349027
1661385600000,2022-08-25 00:00:00,CHZ/BTC,1.133e-05,1.174e-05,1.019e-05,1.043e-05,0.5631901417837779,53997.13727553
1661299200000,2022-08-24 00:00:00,CHZ/BTC,1.166e-05,1.217e-05,1.077e-05,1.133e-05,0.614386428878762,54226.51622937
1661212800000,2022-08-23 00:00:00,CHZ/BTC,9.99e-06,1.205e-05,8.98e-06,1.163e-05,0.7981927843425293,68632.22565284
1661126400000,2022-08-22 00:00:00,CHZ/BTC,8.7e-06,8.7e-06,8.51e-06,8.58e-06,0.02628912,3064.0
1661040000000,2022-08-21 00:00:00,CHZ/BTC,8.68e-06,9.16e-06,8.46e-06,8.7e-06,0.47064360215254203,54096.96576466
1660953600000,2022-08-20 00:00:00,CHZ/BTC,9.41e-06,9.45e-06,8.22e-06,8.66e-06,0.49875968302340723,57593.49688492
1660867200000,2022-08-19 00:00:00,CHZ/BTC,9.02e-06,9.77e-06,8.55e-06,9.41e-06,0.5173517246872166,54978.92929726
1660780800000,2022-08-18 00:00:00,CHZ/BTC,9.52e-06,9.77e-06,9.01e-06,9.01e-06,0.48730878523698473,54085.32577547
1660694400000,2022-08-17 00:00:00,CHZ/BTC,8.78e-06,9.69e-06,8.28e-06,9.54e-06,0.6607461465670608,69260.60236552
1660608000000,2022-08-16 00:00:00,CHZ/BTC,8.07e-06,9.06e-06,7.75e-06,8.77e-06,0.5053994968809854,57628.22085302
1660521600000,2022-08-15 00:00:00,CHZ/BTC,7.46e-06,8.39e-06,7.08e-06,8.1e-06,0.480519324839214,59323.37343694
1660435200000,2022-08-14 00:00:00,CHZ/BTC,6.61e-06,7.76e-06,6.59e-06,7.44e-06,0.529070506465092,71111.62721305
1660348800000,2022-08-13 00:00:00,CHZ/BTC,6.7e-06,6.7e-06,6.23e-06,6.61e-06,0.3542009157424543,53585.61508963
1660262400000,2022-08-12 00:00:00,CHZ/BTC,6.25e-06,6.87e-06,5.79e-06,6.72e-06,0.3632441351925792,54054.18678461
1660176000000,2022-08-11 00:00:00,CHZ/BTC,6.4e-06,6.58e-06,6.14e-06,6.24e-06,0.31090176,49824.0
1660089600000,2022-08-10 00:00:00,CHZ/BTC,6.37e-06,6.61e-06,6.16e-06,6.4e-06,0.2901952,45343
1660003200000,2022-08-09 00:00:00,CHZ/BTC,6.41e-06,6.41e-06,6.35e-06,6.35e-06,0.02044065,3219.0
1659916800000,2022-08-08 00:00:00,CHZ/BTC,6.54e-06,6.64e-06,6.07e-06,6.41e-06,0.34773258912702765,54248.45384197
1659830400000,2022-08-07 00:00:00,CHZ/BTC,6.37e-06,6.77e-06,6.27e-06,6.53e-06,0.3483683504367344,53348.90512048
1659744000000,2022-08-06 00:00:00,CHZ/BTC,6.26e-06,6.62e-06,6.13e-06,6.38e-06,0.34501764,54078
1659657600000,2022-08-05 00:00:00,CHZ/BTC,6.41e-06,6.55e-06,6.17e-06,6.26e-06,0.335964338336231,53668.42465435
1659571200000,2022-08-04 00:00:00,CHZ/BTC,5.87e-06,6.59e-06,5.86e-06,6.39e-06,0.3526820897827833,55192.81530247
1659484800000,2022-08-03 00:00:00,CHZ/BTC,5.9e-06,6.37e-06,5.76e-06,5.87e-06,0.31089280999999996,52963
1659398400000,2022-08-02 00:00:00,CHZ/BTC,6.42e-06,6.87e-06,5.88e-06,5.91e-06,0.3169924846269132,53636.63022452
1659312000000,2022-08-01 00:00:00,CHZ/BTC,5.23e-06,6.94e-06,5.02e-06,6.42e-06,0.3644444827863984,56767.05339352
1659225600000,2022-07-31 00:00:00,CHZ/BTC,5.35e-06,5.51e-06,5.21e-06,5.23e-06,0.28415368683329983,54331.48887826
1659139200000,2022-07-30 00:00:00,CHZ/BTC,5.45e-06,5.71e-06,5.03e-06,5.33e-06,0.2793329293374594,52407.67905018
1659052800000,2022-07-29 00:00:00,CHZ/BTC,5.07e-06,5.69e-06,4.56e-06,5.45e-06,0.297106718684627,54514.99425406
1658966400000,2022-07-28 00:00:00,CHZ/BTC,4.98e-06,5.1e-06,4.79e-06,5.06e-06,0.2679456204794996,52953.67993666
1658880000000,2022-07-27 00:00:00,CHZ/BTC,4.86e-06,5.02e-06,4.68e-06,4.97e-06,0.2631332799018945,52944.32191185
1658793600000,2022-07-26 00:00:00,CHZ/BTC,4.75e-06,4.86e-06,4.74e-06,4.86e-06,0.2607751376173278,53657.43572373
1658707200000,2022-07-25 00:00:00,CHZ/BTC,4.81e-06,4.86e-06,4.7e-06,4.75e-06,0.24906253600639752,52434.21810661
1658620800000,2022-07-24 00:00:00,CHZ/BTC,4.85e-06,5.01e-06,4.8e-06,4.81e-06,0.2484003201146792,51642.47819432
1658534400000,2022-07-23 00:00:00,CHZ/BTC,4.68e-06,4.88e-06,4.65e-06,4.84e-06,0.26504808,54762
1658448000000,2022-07-22 00:00:00,CHZ/BTC,4.74e-06,4.99e-06,4.56e-06,4.68e-06,0.2484259238709612,53082.46236559
1658361600000,2022-07-21 00:00:00,CHZ/BTC,4.69e-06,4.95e-06,4.61e-06,4.76e-06,0.2538420702548192,53328.16601992
1658275200000,2022-07-20 00:00:00,CHZ/BTC,4.99e-06,5.35e-06,4.68e-06,4.69e-06,0.2525734171013634,53853.60705786
1658188800000,2022-07-19 00:00:00,CHZ/BTC,5.11e-06,5.43e-06,4.95e-06,4.99e-06,0.2762935225838143,55369.44340357
1658102400000,2022-07-18 00:00:00,CHZ/BTC,5.09e-06,5.31e-06,4.8e-06,5.11e-06,0.27871557717545364,54543.16578776
1658016000000,2022-07-17 00:00:00,CHZ/BTC,5.21e-06,5.29e-06,5.06e-06,5.1e-06,0.282013358823012,55296.73702412
1657929600000,2022-07-16 00:00:00,CHZ/BTC,5.07e-06,5.26e-06,5.05e-06,5.22e-06,0.2892395921867496,55409.88356068
1657843200000,2022-07-15 00:00:00,CHZ/BTC,5.11e-06,5.23e-06,4.84e-06,5.08e-06,0.2760913325925068,54348.68751821
1657756800000,2022-07-14 00:00:00,CHZ/BTC,5.04e-06,5.24e-06,4.81e-06,5.1e-06,0.27201392841439803,53336.06439498
1657670400000,2022-07-13 00:00:00,CHZ/BTC,5.01e-06,5.23e-06,4.98e-06,5.03e-06,0.2220911120107992,44153.30258664
1657584000000,2022-07-12 00:00:00,CHZ/BTC,5.31e-06,5.49e-06,5.02e-06,5.02e-06,0.20943703552951762,41720.52500588
1657497600000,2022-07-11 00:00:00,CHZ/BTC,5.04e-06,5.36e-06,4.98e-06,5.32e-06,0.24984126785682678,46962.64433399
1657411200000,2022-07-10 00:00:00,CHZ/BTC,4.78e-06,5.2e-06,4.75e-06,5.04e-06,0.19843289407141199,39371.60596655
1657324800000,2022-07-09 00:00:00,CHZ/BTC,4.66e-06,4.8e-06,4.66e-06,4.77e-06,0.19074276,39988
1657238400000,2022-07-08 00:00:00,CHZ/BTC,4.8e-06,4.82e-06,4.62e-06,4.67e-06,0.1885041859388019,40364.92204257
1657152000000,2022-07-07 00:00:00,CHZ/BTC,4.85e-06,5.06e-06,4.72e-06,4.8e-06,0.18896639999999998,39368
1657065600000,2022-07-06 00:00:00,CHZ/BTC,4.87e-06,5.14e-06,4.73e-06,4.85e-06,0.1860144253073365,38353.48975409
1656979200000,2022-07-05 00:00:00,CHZ/BTC,4.82e-06,5.16e-06,4.74e-06,4.88e-06,0.1910276,39145
1656892800000,2022-07-04 00:00:00,CHZ/BTC,5.1e-06,5.29e-06,4.76e-06,4.89e-06,0.12795663,26167
1656806400000,2022-07-03 00:00:00,CHZ/BTC,5.06e-06,5.26e-06,4.97e-06,5.1e-06,0.047142823005132,9243.69078532
1656720000000,2022-07-02 00:00:00,CHZ/BTC,4.92e-06,5.24e-06,4.89e-06,5.04e-06,0.045957114176853595,9118.47503509
1656633600000,2022-07-01 00:00:00,CHZ/BTC,4.89e-06,5.18e-06,4.75e-06,4.93e-06,0.04330881999995371,8784.75050709
1656547200000,2022-06-30 00:00:00,CHZ/BTC,5.17e-06,5.24e-06,4.6e-06,4.91e-06,0.046116147035427796,9392.29063858
1656460800000,2022-06-29 00:00:00,CHZ/BTC,5.05e-06,5.49e-06,4.83e-06,4.97e-06,0.05735399882206679,11540.04000444
1656374400000,2022-06-28 00:00:00,CHZ/BTC,5.37e-06,5.53e-06,5.28e-06,5.4e-06,0.0062377375030020004,1155.13657463
1656288000000,2022-06-27 00:00:00,CHZ/BTC,4.68e-06,5.47e-06,4.68e-06,5.25e-06,0.06120140192733,11657.40989092
1656201600000,2022-06-26 00:00:00,CHZ/BTC,4.89e-06,5.21e-06,4.65e-06,4.67e-06,0.0414084395938643,8866.90355329
1656115200000,2022-06-25 00:00:00,CHZ/BTC,4.46e-06,5.47e-06,4.42e-06,4.9e-06,0.047906001151463,9776.73492887
1656028800000,2022-06-24 00:00:00,CHZ/BTC,4.56e-06,4.99e-06,4.3e-06,4.57e-06,0.060199460214597406,13172.74840582
1655942400000,2022-06-23 00:00:00,CHZ/BTC,4.59e-06,4.93e-06,4.3e-06,4.36e-06,0.016755000399999997,3842.89
1655856000000,2022-06-22 00:00:00,CHZ/BTC,4.49e-06,4.58e-06,4.49e-06,4.58e-06,0.00028640375774480003,62.53357156
1655769600000,2022-06-21 00:00:00,CHZ/BTC,4.58e-06,4.61e-06,4.58e-06,4.61e-06,0.000177519457445,38.5074745
1655683200000,2022-06-20 00:00:00,CHZ/BTC,4.52e-06,4.52e-06,4.52e-06,4.52e-06,0.0012541629067728,277.46966964
1655510400000,2022-06-18 00:00:00,CHZ/BTC,4.55e-06,4.65e-06,4.55e-06,4.65e-06,0.001516685981688,326.16902832
1655424000000,2022-06-17 00:00:00,CHZ/BTC,4.6e-06,4.65e-06,4.6e-06,4.62e-06,0.0006292057365132,136.19171786
1655337600000,2022-06-16 00:00:00,CHZ/BTC,4.41e-06,4.5e-06,4.41e-06,4.5e-06,0.00023692953496500001,52.65100777
1655251200000,2022-06-15 00:00:00,CHZ/BTC,4.28e-06,4.45e-06,4.28e-06,4.45e-06,0.004592761676865001,1032.0812757
1655164800000,2022-06-14 00:00:00,CHZ/BTC,4.1e-06,4.31e-06,3.71e-06,4.16e-06,0.013807948685148801,3319.21843393
1655078400000,2022-06-13 00:00:00,CHZ/BTC,3.19e-06,4.39e-06,3.19e-06,4.04e-06,0.025152594117804804,6225.88963312
1654992000000,2022-06-12 00:00:00,CHZ/BTC,3.56e-06,3.72e-06,3.56e-06,3.72e-06,0.0024271288734156,652.45399823
1654905600000,2022-06-11 00:00:00,CHZ/BTC,3.89e-06,4.1e-06,3.7e-06,3.75e-06,0.04425043257345,11800.11535292
1654732800000,2022-06-09 00:00:00,CHZ/BTC,3.98e-06,4e-06,3.98e-06,4e-06,0.0010142525628,253.5631407
1654646400000,2022-06-08 00:00:00,CHZ/BTC,5.4e-06,5.4e-06,3.99e-06,4.02e-06,0.018268261686260997,4544.34370305
1654560000000,2022-06-07 00:00:00,CHZ/BTC,4.07e-06,4.07e-06,4.07e-06,4.07e-06,0.0001702811664301,41.83812443
1654473600000,2022-06-06 00:00:00,CHZ/BTC,4.26e-06,4.26e-06,4.14e-06,4.14e-06,0.0008467301648574,204.52419441
1654387200000,2022-06-05 00:00:00,CHZ/BTC,4.21e-06,4.22e-06,4.21e-06,4.22e-06,0.0002052864608072,48.64608076
1654128000000,2022-06-02 00:00:00,CHZ/BTC,4.09e-06,4.09e-06,4.09e-06,4.09e-06,0.0019999999999908997,488.99755501
1654041600000,2022-06-01 00:00:00,CHZ/BTC,3.88e-06,4.09e-06,3.88e-06,4.06e-06,0.024364232523204,6001.0424934
1653955200000,2022-05-31 00:00:00,CHZ/BTC,3.94e-06,5.46e-06,3.8e-06,3.8e-06,0.016358207056774,4304.79133073
1653868800000,2022-05-30 00:00:00,CHZ/BTC,3.94e-06,3.94e-06,3.94e-06,3.94e-06,0.00011266999999800002,28.5964467
1653782400000,2022-05-29 00:00:00,CHZ/BTC,3.84e-06,3.88e-06,3.84e-06,3.88e-06,0.00058376677546,150.4553545
1653696000000,2022-05-28 00:00:00,CHZ/BTC,3.85e-06,3.85e-06,3.83e-06,3.83e-06,0.0033793858617399996,882.346178
1653523200000,2022-05-26 00:00:00,CHZ/BTC,3.86e-06,3.86e-06,3.86e-06,3.86e-06,0.0016408797518952,425.09838132
1653436800000,2022-05-25 00:00:00,CHZ/BTC,4.06e-06,4.08e-06,4e-06,4e-06,0.00201236375196,503.09093799
1653350400000,2022-05-24 00:00:00,CHZ/BTC,4.04e-06,4.04e-06,4.02e-06,4.02e-06,0.0022376365199999995,556.626
1653177600000,2022-05-22 00:00:00,CHZ/BTC,4.18e-06,4.18e-06,4.12e-06,4.12e-06,0.0008088355980292,196.31931991
1653004800000,2022-05-20 00:00:00,CHZ/BTC,3.99e-06,4.01e-06,3.99e-06,4.01e-06,0.0020762533005889003,517.76890289
1652918400000,2022-05-19 00:00:00,CHZ/BTC,3.91e-06,4.02e-06,3.91e-06,4.02e-06,0.0028600702525968,711.46026184
1652832000000,2022-05-18 00:00:00,CHZ/BTC,4.21e-06,4.64e-06,4.21e-06,4.3e-06,0.015944514560729,3708.02664203
1652659200000,2022-05-16 00:00:00,CHZ/BTC,3.95e-06,3.95e-06,3.95e-06,3.95e-06,0.0005940290322415001,150.38709677
1652572800000,2022-05-15 00:00:00,CHZ/BTC,3.97e-06,3.99e-06,3.97e-06,3.99e-06,0.001775115617079,444.8911321
1652486400000,2022-05-14 00:00:00,CHZ/BTC,3.84e-06,3.94e-06,3.76e-06,3.76e-06,0.003633917676296,966.4674671
1652400000000,2022-05-13 00:00:00,CHZ/BTC,3.75e-06,3.88e-06,3.75e-06,3.88e-06,0.010851442604962399,2796.76355798
1652313600000,2022-05-12 00:00:00,CHZ/BTC,3.74e-06,3.82e-06,3.34e-06,3.34e-06,0.000296379140798,88.7362697
1652227200000,2022-05-11 00:00:00,CHZ/BTC,4.85e-06,4.85e-06,3.57e-06,3.57e-06,0.0018190597339404,509.54054172
1652140800000,2022-05-10 00:00:00,CHZ/BTC,4.67e-06,4.67e-06,4.16e-06,4.56e-06,0.0006949128787752001,152.39317517
1652054400000,2022-05-09 00:00:00,CHZ/BTC,4.84e-06,4.84e-06,4.62e-06,4.65e-06,0.0038416414315260005,826.15944764
1651968000000,2022-05-08 00:00:00,CHZ/BTC,4.71e-06,5.6e-06,2.6e-07,4.74e-06,0.1582531366962936,33386.73769964
1651881600000,2022-05-07 00:00:00,CHZ/BTC,4.32e-06,5.97e-06,4.27e-06,4.73e-06,0.032623672869020195,6897.18242474
1651795200000,2022-05-06 00:00:00,CHZ/BTC,4.71e-06,4.79e-06,4.71e-06,4.79e-06,0.0005078414640313,106.02118247
1651708800000,2022-05-05 00:00:00,CHZ/BTC,4.36e-06,4.9e-06,4.36e-06,4.9e-06,0.001007621135703,205.63696647
1651622400000,2022-05-04 00:00:00,CHZ/BTC,4.32e-06,4.75e-06,4.32e-06,4.75e-06,0.00018797730384250002,39.57416923
1651536000000,2022-05-03 00:00:00,CHZ/BTC,4.6e-06,4.72e-06,4.6e-06,4.72e-06,0.00020327314755039998,43.06634482
1651449600000,2022-05-02 00:00:00,CHZ/BTC,4.65e-06,4.65e-06,4.65e-06,4.65e-06,0.00012993867000000002,27.9438
1651363200000,2022-05-01 00:00:00,CHZ/BTC,4.72e-06,4.72e-06,4.72e-06,4.72e-06,4.453832105839999e-05,9.43608497
1651276800000,2022-04-30 00:00:00,CHZ/BTC,4.84e-06,4.84e-06,4.5e-06,4.5e-06,0.00032272444926,71.71654428
1651190400000,2022-04-29 00:00:00,CHZ/BTC,5.62e-06,5.62e-06,4.9e-06,4.94e-06,0.0134849769232828,2729.75241362
1651104000000,2022-04-28 00:00:00,CHZ/BTC,4.91e-06,5.13e-06,4.91e-06,5.13e-06,0.0001375955681634,26.82174818
1651017600000,2022-04-27 00:00:00,CHZ/BTC,5.23e-06,5.26e-06,5.18e-06,5.26e-06,0.00037805809511819996,71.87416257
1650931200000,2022-04-26 00:00:00,CHZ/BTC,5.28e-06,5.28e-06,5.13e-06,5.13e-06,0.0012210451784919001,238.02050263
1650672000000,2022-04-23 00:00:00,CHZ/BTC,5.56e-06,5.56e-06,5.53e-06,5.53e-06,0.0018693835970530002,338.0440501
1650585600000,2022-04-22 00:00:00,CHZ/BTC,5.5e-06,5.58e-06,5.05e-06,5.58e-06,0.000511213355586,91.6152967
1650412800000,2022-04-20 00:00:00,CHZ/BTC,5.48e-06,5.61e-06,5.48e-06,5.52e-06,0.0044498793415776,806.13756188
1650326400000,2022-04-19 00:00:00,CHZ/BTC,5.63e-06,5.64e-06,5.55e-06,5.55e-06,0.000148790682489,26.80913198
1650240000000,2022-04-18 00:00:00,CHZ/BTC,5.7e-06,5.7e-06,4.91e-06,5.59e-06,0.009435477429638,1687.9208282
1650153600000,2022-04-17 00:00:00,CHZ/BTC,5.77e-06,5.81e-06,5.77e-06,5.81e-06,0.0010690019625110001,183.9934531
1649980800000,2022-04-15 00:00:00,CHZ/BTC,5.97e-06,5.97e-06,5.93e-06,5.93e-06,0.0003775016791948,63.65964236
1649894400000,2022-04-14 00:00:00,CHZ/BTC,6.1e-06,6.18e-06,5.89e-06,5.89e-06,0.0052854209499411005,897.35499999
1649808000000,2022-04-13 00:00:00,CHZ/BTC,5.7e-06,6.07e-06,5.7e-06,6.04e-06,0.025833733518698398,4277.10819846
1649721600000,2022-04-12 00:00:00,CHZ/BTC,5.55e-06,5.57e-06,5.55e-06,5.57e-06,0.001326774,238.2
1649635200000,2022-04-11 00:00:00,CHZ/BTC,5.73e-06,5.84e-06,5.42e-06,5.52e-06,0.0120909284765616,2190.38559358
1649548800000,2022-04-10 00:00:00,CHZ/BTC,5.74e-06,5.74e-06,5.74e-06,5.74e-06,0.00090692,158.0
1649462400000,2022-04-09 00:00:00,CHZ/BTC,5.52e-06,5.68e-06,5.52e-06,5.67e-06,0.0008319679313084999,146.73155755
1649376000000,2022-04-08 00:00:00,CHZ/BTC,5.54e-06,5.56e-06,5.53e-06,5.56e-06,0.0024920900139595997,448.21762841
1649289600000,2022-04-07 00:00:00,CHZ/BTC,5.25e-06,5.56e-06,5.25e-06,5.5e-06,0.007648013598224999,1390.54792695
1649203200000,2022-04-06 00:00:00,CHZ/BTC,5.5e-06,5.61e-06,5.39e-06,5.41e-06,0.0027650253299828,511.09525508
1649116800000,2022-04-05 00:00:00,CHZ/BTC,5.82e-06,5.82e-06,5.82e-06,5.82e-06,0.0015910475572307999,273.37586894
