https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TARA,Volume USDT
1663372800,2022-09-17 00:00:00,TARA/USDT,0.001522,0.001532,0.001517,0.001523,999981.6434,1521.6388931059
1663286400,2022-09-16 00:00:00,TARA/USDT,0.001517,0.00153,0.001472,0.001523,30229650.2263,45612.7941520414
1663200000,2022-09-15 00:00:00,TARA/USDT,0.001513,0.001549,0.001504,0.001515,30583391.733,46487.1191650705
1663113600,2022-09-14 00:00:00,TARA/USDT,0.001528,0.00155,0.001481,0.001522,33060939.0203,50261.8027663419
1663027200,2022-09-13 00:00:00,TARA/USDT,0.001636,0.001664,0.00151,0.001529,28346096.1503,45730.7254130276
1662940800,2022-09-12 00:00:00,TARA/USDT,0.001632,0.00175,0.00158,0.001629,49041815.6621,79647.290648597
1662854400,2022-09-11 00:00:00,TARA/USDT,0.001622,0.00165,0.001591,0.001631,33794152.3381,55032.9884153756
1662768000,2022-09-10 00:00:00,TARA/USDT,0.001641,0.001682,0.001568,0.001634,54798809.5448,89195.3463949028
1662681600,2022-09-09 00:00:00,TARA/USDT,0.001608,0.001674,0.001592,0.001641,22486971.7147,36961.2538482774
1662595200,2022-09-08 00:00:00,TARA/USDT,0.001633,0.001643,0.001585,0.001607,29351742.6661,47285.8375634458
1662508800,2022-09-07 00:00:00,TARA/USDT,0.001609,0.00164,0.001569,0.001628,34408947.0632,55038.4575996512
1662422400,2022-09-06 00:00:00,TARA/USDT,0.001684,0.001729,0.001597,0.00161,32806158.4601,54375.3304381082
1662336000,2022-09-05 00:00:00,TARA/USDT,0.001714,0.001729,0.00166,0.001685,33404960.9774,56551.7990757238
1662249600,2022-09-04 00:00:00,TARA/USDT,0.001753,0.00176,0.00168,0.001714,31501768.5318,54086.0088459838
1662163200,2022-09-03 00:00:00,TARA/USDT,0.001739,0.0018,0.00173,0.001752,34954407.9198,61447.0876294587
1662076800,2022-09-02 00:00:00,TARA/USDT,0.001666,0.001856,0.001651,0.001738,45526934.3263,77813.6031150029
1661990400,2022-09-01 00:00:00,TARA/USDT,0.001724,0.001729,0.001628,0.001667,38700140.7604,65309.8435556436
1661904000,2022-08-31 00:00:00,TARA/USDT,0.001682,0.00175,0.001677,0.001725,38547278.4901,66504.716564113
1661817600,2022-08-30 00:00:00,TARA/USDT,0.001662,0.00174,0.001643,0.001679,32973239.8167,55213.4237183346
1661731200,2022-08-29 00:00:00,TARA/USDT,0.001625,0.001696,0.001568,0.001662,34260337.8198,55776.8764385007
1661644800,2022-08-28 00:00:00,TARA/USDT,0.001645,0.001676,0.001616,0.001625,29075366.8148,48023.9388619098
1661558400,2022-08-27 00:00:00,TARA/USDT,0.001652,0.00169,0.001601,0.001645,32276211.0444,52780.2204170287
1661472000,2022-08-26 00:00:00,TARA/USDT,0.001784,0.001792,0.001648,0.001652,4378797.1899,7536.3384149199
1661385600,2022-08-25 00:00:00,TARA/USDT,0.001767,0.001816,0.001677,0.001769,13831050.4989,24171.4592884312
1661299200,2022-08-24 00:00:00,TARA/USDT,0.001742,0.00177,0.0017,0.00175,30487837.3735,52575.9673108728
1661212800,2022-08-23 00:00:00,TARA/USDT,0.001746,0.001781,0.001712,0.001742,7373945.8637,12830.1882078709
1661126400,2022-08-22 00:00:00,TARA/USDT,0.001705,0.00175,0.00161,0.001744,13027725.5852,21920.2453063038
1661040000,2022-08-21 00:00:00,TARA/USDT,0.001625,0.001715,0.001615,0.00171,27900481.1215,46455.5501992174
1660953600,2022-08-20 00:00:00,TARA/USDT,0.001662,0.001707,0.001614,0.001615,18182683.3237,30306.6545483936
1660867200,2022-08-19 00:00:00,TARA/USDT,0.001784,0.0018,0.001648,0.001648,15000268.802,25590.7783501417
1660780800,2022-08-18 00:00:00,TARA/USDT,0.001812,0.001824,0.00175,0.001781,4754108.2933,8481.0635733265
1660694400,2022-08-17 00:00:00,TARA/USDT,0.00186,0.00192,0.001777,0.001809,8412333.0802,15593.5801586035
1660608000,2022-08-16 00:00:00,TARA/USDT,0.001855,0.001866,0.00179,0.001852,17311997.9584,31797.2784195837
1660521600,2022-08-15 00:00:00,TARA/USDT,0.001908,0.001936,0.001811,0.001853,12761539.065,23627.6026370054
1660435200,2022-08-14 00:00:00,TARA/USDT,0.002031,0.002036,0.001909,0.001909,11237209.9779,21926.7448923871
1660348800,2022-08-13 00:00:00,TARA/USDT,0.001921,0.00204,0.00187,0.002017,36541764.6219,72067.8443818933
1660262400,2022-08-12 00:00:00,TARA/USDT,0.001805,0.001984,0.001805,0.00192,37404431.861,71279.9988659592
1660176000,2022-08-11 00:00:00,TARA/USDT,0.001962,0.00211,0.001692,0.001805,103371209.6537,189524.9245918464
1660089600,2022-08-10 00:00:00,TARA/USDT,0.001976,0.002172,0.00177,0.00196,33833136.859,65941.0184315848
1660003200,2022-08-09 00:00:00,TARA/USDT,0.002163,0.002171,0.00197,0.001976,15551351.6555,32483.2283110283
1659916800,2022-08-08 00:00:00,TARA/USDT,0.002319,0.002395,0.002049,0.002165,28469980.758,61699.9230275239
1659830400,2022-08-07 00:00:00,TARA/USDT,0.002221,0.00247,0.00215,0.002322,26824417.6272,61162.4213488117
1659744000,2022-08-06 00:00:00,TARA/USDT,0.00198,0.002389,0.00198,0.002207,53902216.06784469,118651.14435780951358
1659657600,2022-08-05 00:00:00,TARA/USDT,0.001988,0.002056,0.001943,0.001979,21111439.0243,42132.6529603847
1659571200,2022-08-04 00:00:00,TARA/USDT,0.001917,0.002015,0.001868,0.001991,26042714.3917,51034.0707722329
1659484800,2022-08-03 00:00:00,TARA/USDT,0.001828,0.00216,0.00178,0.001918,57580098.75016194,109753.47821473887466
1659398400,2022-08-02 00:00:00,TARA/USDT,0.001797,0.00186,0.00174,0.001828,35205281.7399,63276.0598101465
1659312000,2022-08-01 00:00:00,TARA/USDT,0.001807,0.001878,0.00176,0.001797,33570014.7888,60846.5761574104
1659225600,2022-07-31 00:00:00,TARA/USDT,0.00196,0.00201,0.001747,0.001801,31229063.0498,58071.274230206
1659139200,2022-07-30 00:00:00,TARA/USDT,0.00179,0.002014,0.00171,0.00196,27840089.7273,52139.4458818194
1659052800,2022-07-29 00:00:00,TARA/USDT,0.001976,0.002054,0.001671,0.00179,46335960.69330109,84710.25082388491924
1658966400,2022-07-28 00:00:00,TARA/USDT,0.0018,0.002,0.001732,0.001989,18939552.9213,35067.9514685721
1658880000,2022-07-27 00:00:00,TARA/USDT,0.001747,0.001809,0.001689,0.001807,21101973.3198,37194.6799841939
1658793600,2022-07-26 00:00:00,TARA/USDT,0.001688,0.001769,0.001628,0.001747,14543847.25209917,24446.4797179957471
1658707200,2022-07-25 00:00:00,TARA/USDT,0.00177,0.00177,0.00168,0.001699,9498005.5998,16312.7356366035
1658620800,2022-07-24 00:00:00,TARA/USDT,0.001764,0.001799,0.001724,0.001764,28192806.2209,49815.7255621468
1658534400,2022-07-23 00:00:00,TARA/USDT,0.001874,0.0019,0.001718,0.001766,16251540.6567,29754.8921278079
1658448000,2022-07-22 00:00:00,TARA/USDT,0.001903,0.001979,0.001851,0.00186,33132990.7718,62834.9195502821
1658361600,2022-07-21 00:00:00,TARA/USDT,0.001819,0.001955,0.00175,0.001903,32627160.9666,59723.7675473028
1658275200,2022-07-20 00:00:00,TARA/USDT,0.002029,0.00204,0.001734,0.001819,40650373.45814641,74892.66232953872213
1658188800,2022-07-19 00:00:00,TARA/USDT,0.002043,0.00211,0.001916,0.00201,21630253.36353615,43332.34780140360429
1658102400,2022-07-18 00:00:00,TARA/USDT,0.001783,0.00218,0.001761,0.002044,35547741.01938175,69855.47267549901176
1658016000,2022-07-17 00:00:00,TARA/USDT,0.001755,0.001858,0.001743,0.001781,13867867.36974042,25001.25388340885832
1657929600,2022-07-16 00:00:00,TARA/USDT,0.001749,0.001849,0.00174,0.001772,23528918.18526917,41927.07557142221937
1657843200,2022-07-15 00:00:00,TARA/USDT,0.001787,0.001787,0.001678,0.001742,36187091.94999336,62919.14540352373513
1657756800,2022-07-14 00:00:00,TARA/USDT,0.001887,0.002507,0.001699,0.001788,134032846.64675951,276469.51893815009385
1657670400,2022-07-13 00:00:00,TARA/USDT,0.001574,0.002205,0.001482,0.001887,155532131.36141781,285752.9477396129095
1657584000,2022-07-12 00:00:00,TARA/USDT,0.00145,0.001769,0.00144,0.001585,103607316.38940674,162400.74980706016963
1657497600,2022-07-11 00:00:00,TARA/USDT,0.001409,0.001687,0.001364,0.00145,118973085.45853575,173181.82926932128581
1657411200,2022-07-10 00:00:00,TARA/USDT,0.001466,0.001497,0.001395,0.001418,12179713.25986244,17502.50512544409729
1657324800,2022-07-09 00:00:00,TARA/USDT,0.001372,0.00154,0.001337,0.001479,21359838.45637893,30626.23769546151745
1657238400,2022-07-08 00:00:00,TARA/USDT,0.001481,0.001505,0.001294,0.001382,58312454.13839564,83160.47793186291025
1657152000,2022-07-07 00:00:00,TARA/USDT,0.001387,0.00151,0.001387,0.00148,64622296.50920063,94655.71985342117196
1657065600,2022-07-06 00:00:00,TARA/USDT,0.001492,0.001724,0.001346,0.0014,62011575.65388094,92299.96517723787094
1656979200,2022-07-05 00:00:00,TARA/USDT,0.001426,0.00152,0.001372,0.0015,19820168.58975409,28546.19776420916186
1656892800,2022-07-04 00:00:00,TARA/USDT,0.001409,0.001463,0.001357,0.001426,24808362.73935868,34897.38485432833006
1656806400,2022-07-03 00:00:00,TARA/USDT,0.001387,0.00144,0.001341,0.001407,19172269.78883351,26759.52699911709789
1656720000,2022-07-02 00:00:00,TARA/USDT,0.00136,0.0015,0.001311,0.001387,23639947.57902543,32972.16340951883245
1656633600,2022-07-01 00:00:00,TARA/USDT,0.001336,0.00151,0.00128,0.001372,59772640.6282729,82605.68266385421591
1656547200,2022-06-30 00:00:00,TARA/USDT,0.001384,0.001399,0.001223,0.001331,40559546.61407368,52720.36696367617698
1656460800,2022-06-29 00:00:00,TARA/USDT,0.001385,0.001395,0.0013,0.001383,25428822.29468124,34185.33674044026866
1656374400,2022-06-28 00:00:00,TARA/USDT,0.001372,0.00156,0.001319,0.001385,74915328.73716993,107466.07933267199363
1656288000,2022-06-27 00:00:00,TARA/USDT,0.001335,0.00151,0.001281,0.001372,51295455.54223401,70812.63930574861941
1656201600,2022-06-26 00:00:00,TARA/USDT,0.001383,0.00141,0.001304,0.001336,28727877.78200036,39186.27966327651682
1656115200,2022-06-25 00:00:00,TARA/USDT,0.001381,0.001466,0.001295,0.001383,39015806.42745643,53478.62871217967329
1656028800,2022-06-24 00:00:00,TARA/USDT,0.00136,0.00141,0.001285,0.001383,66315925.98161309,89316.38882137147577
1655942400,2022-06-23 00:00:00,TARA/USDT,0.00142,0.001439,0.001262,0.00136,66658496.10879666,89869.85066835374916
1655856000,2022-06-22 00:00:00,TARA/USDT,0.001615,0.001623,0.0014,0.00142,15824633.47761671,23170.55955732497915
1655769600,2022-06-21 00:00:00,TARA/USDT,0.001507,0.001729,0.001504,0.001615,28409077.57477658,46238.36428286720616
1655683200,2022-06-20 00:00:00,TARA/USDT,0.001508,0.001687,0.001462,0.001507,31568991.45503671,48748.79481918105591
1655596800,2022-06-19 00:00:00,TARA/USDT,0.001323,0.001826,0.001265,0.00151,60035504.85740771,90401.23234365570021
1655510400,2022-06-18 00:00:00,TARA/USDT,0.001384,0.00139,0.00128,0.001323,17329412.66090251,22778.82961648790121
1655424000,2022-06-17 00:00:00,TARA/USDT,0.001469,0.00148,0.001362,0.001383,10907405.99628024,15315.19665976596672
1655337600,2022-06-16 00:00:00,TARA/USDT,0.001464,0.001569,0.0014,0.001467,18876620.19115085,27703.23199687299134
1655251200,2022-06-15 00:00:00,TARA/USDT,0.001415,0.001505,0.001344,0.001459,28740113.11089793,40723.64364510564463
1655164800,2022-06-14 00:00:00,TARA/USDT,0.001408,0.001594,0.00136,0.001435,31177813.46411166,45984.05314237003288
1655078400,2022-06-13 00:00:00,TARA/USDT,0.001659,0.00168,0.00127,0.001405,47966544.77453925,68530.41011691258873
1654992000,2022-06-12 00:00:00,TARA/USDT,0.00169,0.001746,0.00152,0.001676,38904617.57665314,63233.81825928668123
1654905600,2022-06-11 00:00:00,TARA/USDT,0.001842,0.001938,0.001614,0.00169,38082421.3752124,68381.34355449305396
1654819200,2022-06-10 00:00:00,TARA/USDT,0.002067,0.002067,0.001826,0.001833,36881545.48473072,71609.84590975150259
1654732800,2022-06-09 00:00:00,TARA/USDT,0.001865,0.00254,0.001865,0.002067,134052310.73236344,289686.46154661127351
1654646400,2022-06-08 00:00:00,TARA/USDT,0.001844,0.00199,0.00181,0.00186,23114386.93576135,44039.91578454984496
1654560000,2022-06-07 00:00:00,TARA/USDT,0.002042,0.00207,0.001767,0.001844,38916281.06025425,74317.98242984539488
