https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume WXT
1663538400000,2022-09-18 22:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0003867371600508,1487.45061558
1663534800000,2022-09-18 21:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,3.501029475e-07,1.40041179
1663419600000,2022-09-17 13:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00032071279011,1282.85116044
1663362000000,2022-09-16 21:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,2.4999999999999998e-05,100.0
1663358400000,2022-09-16 20:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.001314103725,5256.4149
1663344000000,2022-09-16 16:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.002361,9444.0
1663340400000,2022-09-16 15:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.002506,10024.0
1663336800000,2022-09-16 14:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.002612451,10449.804
1663322400000,2022-09-16 10:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.00098696,3796.0
1663318800000,2022-09-16 09:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.00293072,11272.0
1663315200000,2022-09-16 08:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0028483,10955.0
1663311600000,2022-09-16 07:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.00251914,9689.0
1663308000000,2022-09-16 06:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.00228488,8788.0
1663304400000,2022-09-16 05:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.00249782,9607.0
1663300800000,2022-09-16 04:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0016920799999999999,6508.0
1663297200000,2022-09-16 03:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0022321,8585.0
1663293600000,2022-09-16 02:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.00190138,7313.0
1663290000000,2022-09-16 01:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.00272142,10467.0
1663286400000,2022-09-16 00:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.00257062,9887.0
1663282800000,2022-09-15 23:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.00234832,9032.0
1663279200000,2022-09-15 22:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.00037882,1457.0
1663257600000,2022-09-15 16:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,1.90993483e-06,7.63973932
1663254000000,2022-09-15 15:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0045456059352418,17483.09975093
1663178400000,2022-09-14 18:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,3.90599422954e-05,150.23054729
1663095600000,2022-09-13 19:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00020649999999999998,826.0
1663092000000,2022-09-13 18:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0019045,7618.0
1663088400000,2022-09-13 17:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0033422420999999996,13368.9684
1663084800000,2022-09-13 16:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00271425,10857.0
1663081200000,2022-09-13 15:00:00,WXT/BTC,2.4e-07,2.5e-07,2.4e-07,2.5e-07,0.0007849963887774999,3139.98555511
1663077600000,2022-09-13 14:00:00,WXT/BTC,2.4e-07,2.5e-07,2.4e-07,2.4e-07,0.0024645518470199994,10268.96602925
1663074000000,2022-09-13 13:00:00,WXT/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.00217128,9047.0
1663070400000,2022-09-13 12:00:00,WXT/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0018556799945687998,7731.99997737
1663009200000,2022-09-12 19:00:00,WXT/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0006969599999999999,2904.0
1663005600000,2022-09-12 18:00:00,WXT/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0015839099999999998,6599.625
1663002000000,2022-09-12 17:00:00,WXT/BTC,2.4e-07,2.5e-07,2.4e-07,2.4e-07,0.0022606848,9419.52
1662998400000,2022-09-12 16:00:00,WXT/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.00265272,11053.0
1662994800000,2022-09-12 15:00:00,WXT/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0022360799999999997,9317.0
1662991200000,2022-09-12 14:00:00,WXT/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.00237048,9877.0
1662987600000,2022-09-12 13:00:00,WXT/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.001285431144,5355.9631
1662984000000,2022-09-12 12:00:00,WXT/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,9.000883508159999e-05,375.03681284
1662980400000,2022-09-12 11:00:00,WXT/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0011514834062472,4797.84752603
1662966000000,2022-09-12 07:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0003,1200.0
1662944400000,2022-09-12 01:00:00,WXT/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,3.5999993404799995e-05,149.99997252
1662894000000,2022-09-11 11:00:00,WXT/BTC,2.5e-07,2.5e-07,2.4e-07,2.4e-07,0.0019211309866055998,8004.71244419
1662890400000,2022-09-11 10:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00462074009,18482.96036
1662883200000,2022-09-11 08:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0008507499999999999,3403.0
1662879600000,2022-09-11 07:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00234475,9379.0
1662876000000,2022-09-11 06:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00205375,8215.0
1662872400000,2022-09-11 05:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0024194999999999998,9678.0
1662868800000,2022-09-11 04:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0022684999999999997,9074.0
1662865200000,2022-09-11 03:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00200875,8035.0
1662850800000,2022-09-10 23:00:00,WXT/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,9.0475214664e-06,37.69800611
1662847200000,2022-09-10 22:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00157575,6303.0
1662843600000,2022-09-10 21:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0023,9200.0
1662840000000,2022-09-10 20:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0030729999999999998,12292.0
1662836400000,2022-09-10 19:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00291825,11673.0
1662832800000,2022-09-10 18:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00304985971919,12199.43887676
1662829200000,2022-09-10 17:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.005162969826555,20651.87930622
1662825600000,2022-09-10 16:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0019015,7606.0
1662822000000,2022-09-10 15:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.001908,7632.0
1662818400000,2022-09-10 14:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0022052499999999997,8821.0
1662814800000,2022-09-10 13:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0017812499999999998,7125.0
1662811200000,2022-09-10 12:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.001969,7876.0
1662807600000,2022-09-10 11:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0027412499999999998,10965.0
1662804000000,2022-09-10 10:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0028764999999999997,11506.0
1662800400000,2022-09-10 09:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0029254999999999997,11702.0
1662796800000,2022-09-10 08:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0019104999999999999,7642.0
1662793200000,2022-09-10 07:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0018549999999999999,7420.0
1662789600000,2022-09-10 06:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00298501949122,11940.07796488
1662786000000,2022-09-10 05:00:00,WXT/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0022194999999999997,8878.0
