https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZCX,Volume BTC
1663462800,2022-09-18 01:00:00,ZCX/BTC,0.00000371,0.00000371,0.00000371,0.00000371,0.7413,0.000002750223
1663459200,2022-09-18 00:00:00,ZCX/BTC,0.00000369,0.00000372,0.00000369,0.00000372,4396.1896,0.01632846501
1663455600,2022-09-17 23:00:00,ZCX/BTC,0.00000366,0.00000368,0.0000036,0.00000368,6252.2866,0.022781708431
1663452000,2022-09-17 22:00:00,ZCX/BTC,0.00000366,0.00000368,0.00000366,0.00000368,693.2465,0.002550586432
1663448400,2022-09-17 21:00:00,ZCX/BTC,0.00000366,0.00000366,0.00000366,0.00000366,674.4565,0.00246851079
1663444800,2022-09-17 20:00:00,ZCX/BTC,0.00000363,0.00000369,0.00000363,0.00000366,12060.0922,0.04416031661
1663441200,2022-09-17 19:00:00,ZCX/BTC,0.00000363,0.00000365,0.00000359,0.00000363,1863.6138,0.006734203684
1663437600,2022-09-17 18:00:00,ZCX/BTC,0.00000376,0.00000376,0.00000357,0.00000366,113301.5604,0.416095331924
1663434000,2022-09-17 17:00:00,ZCX/BTC,0.00000378,0.00000378,0.00000376,0.00000376,1696.7498,0.006386897605
1663430400,2022-09-17 16:00:00,ZCX/BTC,0.00000379,0.00000382,0.00000377,0.00000378,4651.4602,0.017676911671
1663426800,2022-09-17 15:00:00,ZCX/BTC,0.00000383,0.00000383,0.00000372,0.00000374,2162.7168,0.008129756526
1663423200,2022-09-17 14:00:00,ZCX/BTC,0.00000376,0.00000386,0.00000368,0.00000386,2732.9417,0.010208465509
1663419600,2022-09-17 13:00:00,ZCX/BTC,0.00000366,0.00000376,0.00000363,0.00000376,1755.1122,0.006408337337
1663416000,2022-09-17 12:00:00,ZCX/BTC,0.00000369,0.00000373,0.00000367,0.00000367,4602.9566,0.01697631228
1663412400,2022-09-17 11:00:00,ZCX/BTC,0.00000362,0.00000375,0.00000359,0.00000375,2994.0831,0.010955604352
1663408800,2022-09-17 10:00:00,ZCX/BTC,0.00000362,0.00000375,0.00000357,0.00000358,17161.2246,0.062863201004
1663405200,2022-09-17 09:00:00,ZCX/BTC,0.00000357,0.00000377,0.00000355,0.00000364,55084.5559,0.200267252562
1663401600,2022-09-17 08:00:00,ZCX/BTC,0.00000359,0.00000359,0.00000356,0.00000358,9818.4604,0.03512977975
1663398000,2022-09-17 07:00:00,ZCX/BTC,0.00000358,0.00000369,0.00000356,0.0000036,7817.1553,0.0281997111
1663394400,2022-09-17 06:00:00,ZCX/BTC,0.0000035,0.00000357,0.00000349,0.00000355,10525.1492,0.037184361931
1663390800,2022-09-17 05:00:00,ZCX/BTC,0.00000346,0.00000357,0.00000344,0.00000348,6637.99,0.023186213568
1663387200,2022-09-17 04:00:00,ZCX/BTC,0.00000354,0.00000354,0.00000346,0.00000346,3898.9391,0.013659022782
1663383600,2022-09-17 03:00:00,ZCX/BTC,0.00000355,0.00000356,0.00000355,0.00000356,1670.342,0.005932955273
1663380000,2022-09-17 02:00:00,ZCX/BTC,0.00000353,0.00000354,0.00000348,0.00000354,20132.3273,0.07113767848
1663376400,2022-09-17 01:00:00,ZCX/BTC,0.00000352,0.00000355,0.00000349,0.00000355,4058.0251,0.014298282394
1663372800,2022-09-17 00:00:00,ZCX/BTC,0.00000347,0.00000351,0.00000347,0.00000349,19752.6399,0.069244265697
1663369200,2022-09-16 23:00:00,ZCX/BTC,0.00000339,0.00000357,0.00000327,0.00000349,21132.7463,0.072732700697
1663365600,2022-09-16 22:00:00,ZCX/BTC,0.00000349,0.00000352,0.00000336,0.00000342,7332.992,0.025052188317
1663362000,2022-09-16 21:00:00,ZCX/BTC,0.00000358,0.00000367,0.00000345,0.0000036,22981.3761,0.082943308986
1663358400,2022-09-16 20:00:00,ZCX/BTC,0.00000398,0.00000398,0.00000324,0.00000358,102135.6643,0.37762807081
1663354800,2022-09-16 19:00:00,ZCX/BTC,0.00000391,0.00000403,0.00000391,0.00000396,12717.5505,0.050655970971
1663351200,2022-09-16 18:00:00,ZCX/BTC,0.00000396,0.00000396,0.00000387,0.00000387,2024.1342,0.007950563019
