https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SFUND,Volume USDT
1663398000,2022-09-17 07:00:00,SFUND/USDT,2.3127,2.3329,2.3127,2.3323,323.3017,753.81050103
1663394400,2022-09-17 06:00:00,SFUND/USDT,2.3282,2.3331,2.3153,2.3291,49320.3257,114647.73706277
1663390800,2022-09-17 05:00:00,SFUND/USDT,2.3226,2.3291,2.3093,2.3172,32862.1254,76165.96946687
1663387200,2022-09-17 04:00:00,SFUND/USDT,2.3374,2.3415,2.3123,2.3233,20482.5066,47706.11910646
1663383600,2022-09-17 03:00:00,SFUND/USDT,2.3312,2.3343,2.3195,2.3343,3048.0401,7086.30846853
1663380000,2022-09-17 02:00:00,SFUND/USDT,2.3257,2.3311,2.3257,2.3311,15.9931,37.20440341
1663376400,2022-09-17 01:00:00,SFUND/USDT,2.312,2.3308,2.312,2.3257,30851.7106,71652.2960893
1663372800,2022-09-17 00:00:00,SFUND/USDT,2.292,2.329,2.2876,2.3099,101188.8895,233309.09674626
1663369200,2022-09-16 23:00:00,SFUND/USDT,2.2894,2.2926,2.2868,2.2925,50944.4207,116640.04368021
1663365600,2022-09-16 22:00:00,SFUND/USDT,2.2903,2.2963,2.2796,2.2857,9493.3593,21729.74339432
1663362000,2022-09-16 21:00:00,SFUND/USDT,2.286,2.2962,2.2797,2.2916,8724.953,19965.46863793
1663358400,2022-09-16 20:00:00,SFUND/USDT,2.2884,2.2925,2.2806,2.2875,59501.9932,135989.82905067
1663354800,2022-09-16 19:00:00,SFUND/USDT,2.2792,2.2889,2.2758,2.2836,62227.9365,141927.37445462
1663351200,2022-09-16 18:00:00,SFUND/USDT,2.289,2.289,2.2758,2.2793,43468.1285,99221.26429342
1663347600,2022-09-16 17:00:00,SFUND/USDT,2.305,2.305,2.2758,2.285,47621.444,109018.19930603
1663344000,2022-09-16 16:00:00,SFUND/USDT,2.3097,2.3122,2.27,2.3038,37585.6077,86483.75435583
1663340400,2022-09-16 15:00:00,SFUND/USDT,2.308,2.3157,2.2941,2.3088,39962.6849,92215.84514518
1663336800,2022-09-16 14:00:00,SFUND/USDT,2.3084,2.3125,2.294,2.3125,27649.5879,63692.86707704
1663333200,2022-09-16 13:00:00,SFUND/USDT,2.3124,2.3327,2.2882,2.3017,67328.6574,155615.05098914
1663329600,2022-09-16 12:00:00,SFUND/USDT,2.3368,2.3368,2.3113,2.3124,22813.2109,52896.59500858
