https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume BRZ
1663545600000.0,2022-09-19 00:00:00,BTC/BRZ,102505.0,102700.0,102425.0,102465.0,0.18051960669496903,18496.9415
1663459200000.0,2022-09-18 00:00:00,BTC/BRZ,106175.0,106175.0,102070.0,102505.0,17.949234286132384,1839886.2605
1663372800000.0,2022-09-17 00:00:00,BTC/BRZ,104440.0,106400.0,104360.0,106175.0,12.02736851424535,1277005.852
1663286400000.0,2022-09-16 00:00:00,BTC/BRZ,103810.0,104945.0,102840.0,104440.0,9.599143690157028,1002534.567
1663200000000.0,2022-09-15 00:00:00,BTC/BRZ,104825.0,106000.0,102595.0,103810.0,23.158286258549275,2404061.6965
1663113600000.0,2022-09-14 00:00:00,BTC/BRZ,104990.0,106755.0,102170.0,104825.0,34.486992787979965,3615099.019
1663027200000.0,2022-09-13 00:00:00,BTC/BRZ,114515.0,116445.0,103585.0,104990.0,66.3407554386132,6965115.9135
1662940800000.0,2022-09-12 00:00:00,BTC/BRZ,112760.0,116165.0,111605.0,114515.0,26.201860952713616,3000506.107
1662854400000.0,2022-09-11 00:00:00,BTC/BRZ,112065.0,112910.0,110590.0,112760.0,2.7713056092586026,312492.4205
1662768000000.0,2022-09-10 00:00:00,BTC/BRZ,110605.0,112650.0,109465.0,112065.0,6.525938375050194,731329.284
1662681600000.0,2022-09-09 00:00:00,BTC/BRZ,101210.0,111605.0,101200.0,110605.0,124.47330128384793,13767369.4885
1662595200000.0,2022-09-08 00:00:00,BTC/BRZ,101715.0,102230.0,99660.0,101210.0,53.87392406382769,5452579.8545
1662508800000.0,2022-09-07 00:00:00,BTC/BRZ,99185.0,102585.0,97945.0,101715.0,21.493510303298432,2186212.4005
1662422400000.0,2022-09-06 00:00:00,BTC/BRZ,102755.0,104515.0,98345.0,99185.0,115.8672235771538,11492290.5705
1662336000000.0,2022-09-05 00:00:00,BTC/BRZ,103905.0,104130.0,102035.0,102755.0,15.863234037273125,1630026.6135
1662249600000.0,2022-09-04 00:00:00,BTC/BRZ,103040.0,104015.0,101875.0,103905.0,4.981715018526539,517625.099
1662163200000.0,2022-09-03 00:00:00,BTC/BRZ,103660.0,104205.0,102260.0,103040.0,3.7054760869565215,381812.256
1662076800000.0,2022-09-02 00:00:00,BTC/BRZ,106125.0,106860.0,102915.0,103660.0,81.38636172101099,8436510.256
1661990400000.0,2022-09-01 00:00:00,BTC/BRZ,104530.0,106420.0,103000.0,106125.0,122.89037080329801,13041740.6015
1661904000000.0,2022-08-31 00:00:00,BTC/BRZ,102300.0,106420.0,102300.0,104525.0,117.04065860798852,12233674.841
1661817600000.0,2022-08-30 00:00:00,BTC/BRZ,102780.0,103975.0,100280.0,102300.0,75.59966182306941,7733845.4045
1661731200000.0,2022-08-29 00:00:00,BTC/BRZ,99895.0,103585.0,99895.0,102780.0,23.132320986573262,2377539.951
1661644800000.0,2022-08-28 00:00:00,BTC/BRZ,102245.0,102860.0,99760.0,99895.0,13.715821647730118,1370142.0035
1661558400000.0,2022-08-27 00:00:00,BTC/BRZ,103045.0,103765.0,101040.0,102245.0,8.354489901706684,854204.82
1661472000000.0,2022-08-26 00:00:00,BTC/BRZ,111070.0,111365.0,102685.0,103045.0,27.382219525450047,2821600.811
1661385600000.0,2022-08-25 00:00:00,BTC/BRZ,110185.0,112010.0,109870.0,111070.0,35.03700040064824,3891559.6345
1661299200000.0,2022-08-24 00:00:00,BTC/BRZ,110640.0,112180.0,108845.0,110185.0,56.67581320506421,6244824.478
1661212800000.0,2022-08-23 00:00:00,BTC/BRZ,111095.0,111920.0,108805.0,110640.0,29.06894029284165,3216187.554
1661126400000.0,2022-08-22 00:00:00,BTC/BRZ,112255.0,112260.0,109000.0,111095.0,15.680439695755885,1742018.448
1661040000000.0,2022-08-21 00:00:00,BTC/BRZ,110275.0,113640.0,109970.0,112255.0,8.223228871765178,923098.557
1660953600000.0,2022-08-20 00:00:00,BTC/BRZ,108510.0,111260.0,108485.0,110275.0,16.29567632282929,1797005.7065
1660867200000.0,2022-08-19 00:00:00,BTC/BRZ,120750.0,120910.0,108295.0,108510.0,68.26335293521335,7407256.427
1660780800000.0,2022-08-18 00:00:00,BTC/BRZ,121215.0,122340.0,120380.0,120750.0,6.342330741200828,765836.437
1660694400000.0,2022-08-17 00:00:00,BTC/BRZ,123305.0,126230.0,120500.0,121215.0,80.89756735552531,9805998.627
1660608000000.0,2022-08-16 00:00:00,BTC/BRZ,123380.0,124260.0,122250.0,123305.0,23.75278540205182,2928837.204
1660521600000.0,2022-08-15 00:00:00,BTC/BRZ,124285.0,128580.0,121170.0,123380.0,33.20092617523099,4096330.2715
1660435200000.0,2022-08-14 00:00:00,BTC/BRZ,124615.0,127785.0,123540.0,124285.0,7.643361258398037,949955.154
1660348800000.0,2022-08-13 00:00:00,BTC/BRZ,124355.0,126780.0,124090.0,124615.0,16.12120668860089,2008944.1715
1660262400000.0,2022-08-12 00:00:00,BTC/BRZ,124170.0,124880.0,122150.0,124355.0,22.395029745486713,2784933.924
1660176000000.0,2022-08-11 00:00:00,BTC/BRZ,122770.0,126895.0,122345.0,124170.0,93.66068059917855,11629846.71
1660089600000.0,2022-08-10 00:00:00,BTC/BRZ,119505.0,124110.0,117280.0,122770.0,90.59745674431863,11122649.7645
1660003200000.0,2022-08-09 00:00:00,BTC/BRZ,122515.0,122945.0,118415.0,119505.0,46.74698746914355,5586498.7375
1659916800000.0,2022-08-08 00:00:00,BTC/BRZ,120440.0,125745.0,120440.0,122515.0,70.08732341345957,8586748.428
1659830400000.0,2022-08-07 00:00:00,BTC/BRZ,119285.0,121520.0,118760.0,120440.0,9.728220599468616,1171666.889
1659744000000.0,2022-08-06 00:00:00,BTC/BRZ,121075.0,121415.0,119250.0,119285.0,19.285690870604014,2300493.6355
1659657600000.0,2022-08-05 00:00:00,BTC/BRZ,118795.0,123100.0,118415.0,121075.0,28.579453883956226,3460257.379
1659571200000.0,2022-08-04 00:00:00,BTC/BRZ,121250.0,123070.0,117795.0,118795.0,16.62755278420809,1975270.133
1659484800000.0,2022-08-03 00:00:00,BTC/BRZ,121675.0,124870.0,120425.0,121250.0,41.60155106804124,5044188.067
1659398400000.0,2022-08-02 00:00:00,BTC/BRZ,121190.0,123405.0,118360.0,121675.0,48.78541358126156,5935965.1975
1659312000000.0,2022-08-01 00:00:00,BTC/BRZ,121475.0,122305.0,119155.0,121190.0,57.756381619770615,6999495.8885
1659225600000.0,2022-07-31 00:00:00,BTC/BRZ,123220.0,125775.0,121230.0,121475.0,25.525337814365095,3100690.411
1659139200000.0,2022-07-30 00:00:00,BTC/BRZ,123945.0,128210.0,122060.0,123220.0,25.351383342801494,3123797.4555
1659052800000.0,2022-07-29 00:00:00,BTC/BRZ,124120.0,126890.0,121570.0,123945.0,19.391404239783775,2403467.5985
1658966400000.0,2022-07-28 00:00:00,BTC/BRZ,120940.0,125720.0,119235.0,124120.0,38.385470129713184,4764404.5525
1658880000000.0,2022-07-27 00:00:00,BTC/BRZ,114495.0,121875.0,113335.0,120940.0,24.093869960310897,2913912.633
1658793600000.0,2022-07-26 00:00:00,BTC/BRZ,114820.0,115080.0,111910.0,114495.0,15.659648692082623,1792951.477
1658707200000.0,2022-07-25 00:00:00,BTC/BRZ,124485.0,124840.0,114705.0,114820.0,25.119926580735065,2884269.97
1658620800000.0,2022-07-24 00:00:00,BTC/BRZ,123980.0,126780.0,123075.0,124485.0,7.449436847812989,927343.146
1658534400000.0,2022-07-23 00:00:00,BTC/BRZ,125290.0,127070.0,121365.0,123980.0,11.278143789320858,1398264.267
1658448000000.0,2022-07-22 00:00:00,BTC/BRZ,127705.0,130115.0,124470.0,125290.0,26.486560599409373,3318501.1775
1658361600000.0,2022-07-21 00:00:00,BTC/BRZ,127450.0,128445.0,123165.0,127705.0,12.58906370149955,1607686.38
1658275200000.0,2022-07-20 00:00:00,BTC/BRZ,127110.0,132395.0,124690.0,127450.0,16.141757650058846,2057267.0125
1658188800000.0,2022-07-19 00:00:00,BTC/BRZ,122320.0,129740.0,117665.0,127110.0,51.470726850759185,6542444.09
1658102400000.0,2022-07-18 00:00:00,BTC/BRZ,112640.0,123475.0,112440.0,122320.0,74.60719828727927,9125952.4945
1658016000000.0,2022-07-17 00:00:00,BTC/BRZ,114890.0,117360.0,112375.0,112640.0,12.30551454190341,1386093.158
1657929600000.0,2022-07-16 00:00:00,BTC/BRZ,112980.0,116870.0,111315.0,114890.0,15.763006240752024,1811011.787
1657843200000.0,2022-07-15 00:00:00,BTC/BRZ,112030.0,114835.0,111005.0,112980.0,51.094724517613734,5772681.976
1657756800000.0,2022-07-14 00:00:00,BTC/BRZ,109560.0,113825.0,106555.0,112030.0,54.74630888601268,6133228.9845
1657670400000.0,2022-07-13 00:00:00,BTC/BRZ,105380.0,109995.0,103100.0,109560.0,41.74823800200804,4573936.9555
1657584000000.0,2022-07-12 00:00:00,BTC/BRZ,107645.0,108570.0,105010.0,105380.0,31.295422883848925,3297911.6635
1657497600000.0,2022-07-11 00:00:00,BTC/BRZ,110460.0,111415.0,107400.0,107645.0,75.49751183519903,8126929.6615
1657411200000.0,2022-07-10 00:00:00,BTC/BRZ,114105.0,114330.0,109500.0,110460.0,18.273851674814413,2018529.656
1657324800000.0,2022-07-09 00:00:00,BTC/BRZ,114105.0,116210.0,112930.0,114105.0,20.350034634766224,2322040.702
1657238400000.0,2022-07-08 00:00:00,BTC/BRZ,116020.0,120380.0,113525.0,114105.0,33.05592829411507,3771846.698
1657152000000.0,2022-07-07 00:00:00,BTC/BRZ,111615.0,116980.0,109735.0,116020.0,30.138738523530428,3496696.4435
1657065600000.0,2022-07-06 00:00:00,BTC/BRZ,108910.0,112440.0,106745.0,111615.0,54.85338130627604,6122460.1545
1656979200000.0,2022-07-05 00:00:00,BTC/BRZ,108025.0,111695.0,103890.0,108910.0,63.414647268386744,6906489.234
1656892800000.0,2022-07-04 00:00:00,BTC/BRZ,103165.0,108500.0,101640.0,108015.0,26.235260079618573,2833801.6175
1656806400000.0,2022-07-03 00:00:00,BTC/BRZ,102765.0,104750.0,100500.0,103165.0,9.075376988319682,936261.267
1656720000000.0,2022-07-02 00:00:00,BTC/BRZ,102975.0,103875.0,101630.0,102765.0,18.42231139493018,1893168.8305
1656633600000.0,2022-07-01 00:00:00,BTC/BRZ,105650.0,110435.0,100415.0,102975.0,105.19814603544549,10832779.088
1656547200000.0,2022-06-30 00:00:00,BTC/BRZ,104415.0,105650.0,98445.0,105650.0,49.92150292948415,5274206.7845
1656460800000.0,2022-06-29 00:00:00,BTC/BRZ,106975.0,107655.0,104165.0,104415.0,35.271078025187954,3682829.612
1656374400000.0,2022-06-28 00:00:00,BTC/BRZ,108800.0,111250.0,106805.0,106975.0,28.06761144659967,3002532.7345
1656288000000.0,2022-06-27 00:00:00,BTC/BRZ,110620.0,113105.0,107825.0,108800.0,14.93375426470588,1624792.464
1656201600000.0,2022-06-26 00:00:00,BTC/BRZ,113040.0,114880.0,110610.0,110620.0,18.73768219580546,2072762.4045
1656115200000.0,2022-06-25 00:00:00,BTC/BRZ,111795.0,113600.0,110295.0,113040.0,16.58791748938429,1875098.193
1656028800000.0,2022-06-24 00:00:00,BTC/BRZ,111095.0,113620.0,109265.0,111795.0,116.38768742340892,13011561.5155
1655942400000.0,2022-06-23 00:00:00,BTC/BRZ,104450.0,111750.0,104140.0,111095.0,124.67907418425672,13851221.7465
1655856000000.0,2022-06-22 00:00:00,BTC/BRZ,107090.0,108055.0,103210.0,104450.0,46.378301589277164,4844213.601
1655769600000.0,2022-06-21 00:00:00,BTC/BRZ,107500.0,112280.0,106210.0,107090.0,150.03549237090297,16067300.878
1655683200000.0,2022-06-20 00:00:00,BTC/BRZ,106575.0,109275.0,102205.0,107500.0,69.87606335813953,7511676.811
1655596800000.0,2022-06-19 00:00:00,BTC/BRZ,98785.0,107955.0,93340.0,106575.0,50.88144895144265,5422690.422
1655510400000.0,2022-06-18 00:00:00,BTC/BRZ,106155.0,107765.0,91280.0,98785.0,125.4379897352837,12391391.816
1655424000000.0,2022-06-17 00:00:00,BTC/BRZ,104760.0,109000.0,104135.0,106155.0,177.20881739437613,18811602.0105
1655337600000.0,2022-06-16 00:00:00,BTC/BRZ,115035.0,116940.0,104135.0,104760.0,104.30603472222222,10927100.1975
1655251200000.0,2022-06-15 00:00:00,BTC/BRZ,114855.0,116560.0,104385.0,115035.0,113.6603889859608,13074922.847
1655164800000.0,2022-06-14 00:00:00,BTC/BRZ,116165.0,119995.0,107995.0,114860.0,128.65557511753437,14777379.358
1655078400000.0,2022-06-13 00:00:00,BTC/BRZ,134025.0,135305.0,113900.0,116165.0,153.7313006542418,17858196.5405
1654992000000.0,2022-06-12 00:00:00,BTC/BRZ,142670.0,143355.0,133885.0,134025.0,54.99911594478642,7371256.5145
