https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AR,Volume USDT
1663462800,2022-09-18 01:00:00,AR/USDT,10.247,10.247,10.218,10.218,19.79138125,202.663078
1663459200,2022-09-18 00:00:00,AR/USDT,10.194,10.332,10.156,10.25,516.30125155,5300.53291869021
1663455600,2022-09-17 23:00:00,AR/USDT,10.154,10.226,10.154,10.201,221.13366743,2255.80882641532
1663452000,2022-09-17 22:00:00,AR/USDT,10.154,10.158,10.113,10.155,916.73854917,9288.38462003091
1663448400,2022-09-17 21:00:00,AR/USDT,10.162,10.168,10.116,10.15,326.63079445,3312.27973531197
1663444800,2022-09-17 20:00:00,AR/USDT,10.106,10.186,10.106,10.177,257.45002088,2617.89195612334
1663441200,2022-09-17 19:00:00,AR/USDT,10.094,10.11,10.061,10.103,496.30137743,4999.85234907662
1663437600,2022-09-17 18:00:00,AR/USDT,10.178,10.178,10.078,10.097,176.15258838,1784.13213121258
1663434000,2022-09-17 17:00:00,AR/USDT,10.17,10.21,10.157,10.164,422.65466001,4300.23080186137
1663430400,2022-09-17 16:00:00,AR/USDT,10.084,10.171,10.069,10.154,312.35585268,3168.50704989998
1663426800,2022-09-17 15:00:00,AR/USDT,10.036,10.09,10.036,10.063,499.09765834,5024.30672775457
1663423200,2022-09-17 14:00:00,AR/USDT,10.009,10.1,9.832,10.043,6300.82963333,63215.39783290814
1663419600,2022-09-17 13:00:00,AR/USDT,9.987,10.01,9.987,10.004,18.84163947,188.52791152748
1663416000,2022-09-17 12:00:00,AR/USDT,9.971,10.002,9.971,9.997,129.93748157,1298.08126973957
1663412400,2022-09-17 11:00:00,AR/USDT,9.952,9.981,9.951,9.981,34.37257422,342.96955855826
1663408800,2022-09-17 10:00:00,AR/USDT,10.016,10.016,9.932,9.958,224.58110383,2244.49536306128
1663405200,2022-09-17 09:00:00,AR/USDT,10.025,10.064,10.018,10.018,232.9015,2335.0742807
1663401600,2022-09-17 08:00:00,AR/USDT,10.011,10.049,10.011,10.037,134.42067985,1347.19017871369
1663398000,2022-09-17 07:00:00,AR/USDT,10.024,10.024,9.986,10.012,204.16754156,2040.91079272834
1663394400,2022-09-17 06:00:00,AR/USDT,9.999,10.027,9.993,10.024,63.55730196,636.02602692981
1663390800,2022-09-17 05:00:00,AR/USDT,10.09,10.09,9.963,9.984,328.08747172,3294.26001054411
1663387200,2022-09-17 04:00:00,AR/USDT,10.092,10.16,10.084,10.1,320.5046191,3249.89409689131
1663383600,2022-09-17 03:00:00,AR/USDT,10.124,10.124,10.078,10.094,199.9821275,2021.24468148216
1663380000,2022-09-17 02:00:00,AR/USDT,10.177,10.186,10.115,10.122,313.85194719,3185.24563775456
1663376400,2022-09-17 01:00:00,AR/USDT,10.196,10.207,10.145,10.169,793.32639792,8070.99933626919
1663372800,2022-09-17 00:00:00,AR/USDT,10.126,10.332,10.115,10.197,2174.80795933,22298.77544471084
1663369200,2022-09-16 23:00:00,AR/USDT,10.05,10.123,10.038,10.123,229.73405084,2315.39023181294
1663365600,2022-09-16 22:00:00,AR/USDT,10.127,10.127,10.02,10.032,1483.85953539,14948.54742167131
1663362000,2022-09-16 21:00:00,AR/USDT,10.121,10.17,10.101,10.108,219.44080757,2222.72362561736
1663358400,2022-09-16 20:00:00,AR/USDT,10.007,10.126,10.004,10.121,368.35361505,3710.95189080616
1663354800,2022-09-16 19:00:00,AR/USDT,9.973,10.06,9.973,10.007,379.40803069,3802.4845784895
1663351200,2022-09-16 18:00:00,AR/USDT,9.949,10.001,9.881,9.963,1214.19647663,12058.54383972804
1663347600,2022-09-16 17:00:00,AR/USDT,9.971,10.008,9.874,9.954,448.41391994,4451.41205536008
1663344000,2022-09-16 16:00:00,AR/USDT,10.089,10.089,9.855,9.971,1924.96628604,19156.86834707744
1663340400,2022-09-16 15:00:00,AR/USDT,10.194,10.194,10.059,10.094,1417.32684499,14357.0973328778
1663336800,2022-09-16 14:00:00,AR/USDT,9.976,10.282,9.959,10.194,1996.96410935,20242.50457851365
1663333200,2022-09-16 13:00:00,AR/USDT,9.942,10.098,9.936,9.993,1603.47574374,16055.07255724212
1663329600,2022-09-16 12:00:00,AR/USDT,9.975,10.077,9.928,9.938,1204.61345731,12019.5670145244
1663326000,2022-09-16 11:00:00,AR/USDT,9.854,9.99,9.85,9.981,1250.80805761,12394.50128109035
1663322400,2022-09-16 10:00:00,AR/USDT,9.719,9.853,9.704,9.842,751.28456,7360.67671636537
1663318800,2022-09-16 09:00:00,AR/USDT,9.63,9.742,9.63,9.721,491.19012037,4757.53612366406
1663315200,2022-09-16 08:00:00,AR/USDT,9.769,9.786,9.62,9.62,1010.28387016,9831.51810482395
1663311600,2022-09-16 07:00:00,AR/USDT,9.789,9.81,9.757,9.79,301.16581459,2944.27869988969
1663308000,2022-09-16 06:00:00,AR/USDT,9.813,9.82,9.752,9.771,392.98095177,3850.62200023372
1663304400,2022-09-16 05:00:00,AR/USDT,9.824,9.868,9.816,9.816,241.73819328,2378.54210101379
1663300800,2022-09-16 04:00:00,AR/USDT,9.849,9.897,9.826,9.828,222.340732,2190.89768553627
1663297200,2022-09-16 03:00:00,AR/USDT,9.863,9.882,9.824,9.853,186.44263656,1839.5697960975
1663293600,2022-09-16 02:00:00,AR/USDT,9.781,9.866,9.76,9.864,499.40642499,4899.45788309863
1663290000,2022-09-16 01:00:00,AR/USDT,9.763,9.846,9.75,9.809,803.74101432,7877.22932639449
1663286400,2022-09-16 00:00:00,AR/USDT,9.739,9.763,9.586,9.754,580.09575138,5622.33583102294
1663282800,2022-09-15 23:00:00,AR/USDT,9.713,9.755,9.668,9.755,898.55328281,8720.77140323606
1663279200,2022-09-15 22:00:00,AR/USDT,9.729,9.759,9.641,9.711,345.47212946,3347.36836955947
1663275600,2022-09-15 21:00:00,AR/USDT,9.732,9.759,9.684,9.744,487.35188008,4743.18036111972
1663272000,2022-09-15 20:00:00,AR/USDT,9.685,9.736,9.665,9.736,142.5578,1381.9143493
1663268400,2022-09-15 19:00:00,AR/USDT,9.656,9.721,9.629,9.691,441.60102701,4273.36888459817
1663264800,2022-09-15 18:00:00,AR/USDT,9.608,9.695,9.59,9.677,607.01728709,5867.07411740307
1663261200,2022-09-15 17:00:00,AR/USDT,9.584,9.636,9.567,9.612,117.60425576,1130.30414841824
1663257600,2022-09-15 16:00:00,AR/USDT,9.507,9.624,9.469,9.572,837.41533006,7973.33253395567
1663254000,2022-09-15 15:00:00,AR/USDT,9.379,9.505,9.324,9.499,658.41538969,6191.26753060621
1663250400,2022-09-15 14:00:00,AR/USDT,9.629,9.633,9.34,9.367,734.98174571,6949.2577653523
1663246800,2022-09-15 13:00:00,AR/USDT,9.647,9.647,9.531,9.627,848.20508257,8145.76187106677
