https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume COMP,Volume EUR
1659398400,2022-08-02 00:00:00,COMP/EUR,54.72,57.96,53.53,56.30,516.60107207,29084.640357540997
1659312000,2022-08-01 00:00:00,COMP/EUR,56.18,60.34,55.99,57.40,245.64488483,14100.016389241999
1659225600,2022-07-31 00:00:00,COMP/EUR,56.86,61.00,54.06,57.81,651.92183108,37687.6010547348
1659139200,2022-07-30 00:00:00,COMP/EUR,57.20,60.00,56.16,56.16,600.75687347,33738.506014075196
1659052800,2022-07-29 00:00:00,COMP/EUR,56.41,58.10,54.57,57.14,406.33691249,23218.0911796786
1658966400,2022-07-28 00:00:00,COMP/EUR,54.25,59.60,53.05,56.78,397.85567581,22590.2452724918
1658880000,2022-07-27 00:00:00,COMP/EUR,47.33,55.41,47.33,54.17,275.01635463,14897.635930307102
1658793600,2022-07-26 00:00:00,COMP/EUR,48.81,49.86,46.74,46.74,60.66866055,2835.653194107
1658707200,2022-07-25 00:00:00,COMP/EUR,53.08,53.08,49.90,50.25,264.99994992,13316.24748348
1658620800,2022-07-24 00:00:00,COMP/EUR,55.63,55.63,54.06,54.06,117.59257405,6357.054553143
1658534400,2022-07-23 00:00:00,COMP/EUR,55.00,55.52,53.28,53.32,291.31022812,15532.661363358398
1658448000,2022-07-22 00:00:00,COMP/EUR,56.82,60.57,56.79,57.43,481.92495971,27676.9504361453
1658361600,2022-07-21 00:00:00,COMP/EUR,55.11,57.00,53.21,56.91,225.77526911,12848.8705650501
1658275200,2022-07-20 00:00:00,COMP/EUR,58.96,60.38,47.04,55.53,189.65351109,10531.4594708277
1658188800,2022-07-19 00:00:00,COMP/EUR,55.93,62.00,54.40,60.08,421.15121293,25302.7648728344
1658102400,2022-07-18 00:00:00,COMP/EUR,54.45,57.84,54.11,56.59,374.43959383,21189.5366148397
1658016000,2022-07-17 00:00:00,COMP/EUR,54.95,55.34,53.62,54.97,98.69930530,5425.500812341
1657929600,2022-07-16 00:00:00,COMP/EUR,52.91,56.82,52.87,54.89,176.75772880,9702.231733831999
1657843200,2022-07-15 00:00:00,COMP/EUR,56.15,58.54,54.82,54.82,302.03269186,16557.4321677652
1657756800,2022-07-14 00:00:00,COMP/EUR,48.72,55.08,47.30,53.75,521.61587855,28036.853472062503
1657670400,2022-07-13 00:00:00,COMP/EUR,45.43,48.17,44.03,45.64,210.94846285,9627.687844474
1657584000,2022-07-12 00:00:00,COMP/EUR,49.48,49.71,46.33,46.35,1059.05967133,49087.415766145496
1657497600,2022-07-11 00:00:00,COMP/EUR,52.61,54.18,48.09,48.09,248.40847156,11945.963397320402
1657411200,2022-07-10 00:00:00,COMP/EUR,56.58,57.28,51.19,53.29,444.29395932,23676.4250921628
1657324800,2022-07-09 00:00:00,COMP/EUR,46.53,55.02,46.53,54.67,152.03738797,8311.8840003199
1657238400,2022-07-08 00:00:00,COMP/EUR,47.27,49.10,45.60,46.16,222.34037036,10263.2314958176
1657152000,2022-07-07 00:00:00,COMP/EUR,48.04,48.91,46.35,47.66,372.72061068,17763.8643050088
1657065600,2022-07-06 00:00:00,COMP/EUR,44.78,45.92,44.54,45.63,231.86982664,10580.2201895832
1656979200,2022-07-05 00:00:00,COMP/EUR,48.26,48.26,44.09,44.66,567.75378474,25355.8840264884
1656892800,2022-07-04 00:00:00,COMP/EUR,46.34,47.77,45.48,46.80,207.08016421,9691.351685028
1656806400,2022-07-03 00:00:00,COMP/EUR,44.96,48.88,44.73,47.73,65.10857423,3107.6322479979
1656720000,2022-07-02 00:00:00,COMP/EUR,45.45,45.99,43.87,45.38,201.63944437,9150.3979855106
1656633600,2022-07-01 00:00:00,COMP/EUR,45.82,46.79,43.94,46.12,163.15038649,7524.495824918799
1656547200,2022-06-30 00:00:00,COMP/EUR,45.50,45.50,41.35,43.77,59.78459271,2616.7716229167
1656460800,2022-06-29 00:00:00,COMP/EUR,46.23,49.32,44.45,46.79,258.70888166,12104.988572871398
1656374400,2022-06-28 00:00:00,COMP/EUR,47.09,48.48,44.82,44.82,196.87948860,8824.138679052001
1656288000,2022-06-27 00:00:00,COMP/EUR,49.53,50.63,46.19,47.05,131.48726395,6186.475768847499
1656201600,2022-06-26 00:00:00,COMP/EUR,50.94,51.54,47.92,47.92,404.22294330,19370.363442936
1656115200,2022-06-25 00:00:00,COMP/EUR,44.90,52.52,44.90,52.00,444.73496840,23126.2183568
1656028800,2022-06-24 00:00:00,COMP/EUR,39.87,47.89,39.45,44.55,392.35934192,17479.608682536
1655942400,2022-06-23 00:00:00,COMP/EUR,42.99,46.96,38.67,40.97,321.54371011,13173.6458032067
1655856000,2022-06-22 00:00:00,COMP/EUR,36.77,42.88,35.73,37.50,750.71760736,28151.910276
1655769600,2022-06-21 00:00:00,COMP/EUR,42.95,42.99,32.19,37.06,768.84307870,28493.324496622
1655683200,2022-06-20 00:00:00,COMP/EUR,29.61,42.88,29.60,42.88,337.38412257,14467.0311758016
1655596800,2022-06-19 00:00:00,COMP/EUR,26.74,30.64,26.46,30.64,93.25343563,2857.2852677032
1655510400,2022-06-18 00:00:00,COMP/EUR,31.36,31.45,25.14,26.77,626.51656963,16771.8485689951
1655424000,2022-06-17 00:00:00,COMP/EUR,29.15,31.21,29.15,31.21,173.91835304,5427.9917983784
1655337600,2022-06-16 00:00:00,COMP/EUR,32.46,32.75,28.00,28.14,276.76135800,7788.0646141199995
1655251200,2022-06-15 00:00:00,COMP/EUR,31.36,33.60,28.21,33.60,381.82810220,12829.424233920001
1655164800,2022-06-14 00:00:00,COMP/EUR,33.03,34.69,33.03,33.82,502.93913269,17009.4014675758
1655078400,2022-06-13 00:00:00,COMP/EUR,38.81,42.73,31.91,33.84,449.27778522,15203.560251844801
1654992000,2022-06-12 00:00:00,COMP/EUR,43.38,47.95,40.14,41.09,117.75758034,4838.658976170601
1654905600,2022-06-11 00:00:00,COMP/EUR,49.50,49.50,42.82,43.72,242.72223194,10611.815980416799
1654819200,2022-06-10 00:00:00,COMP/EUR,51.64,51.89,48.25,48.83,159.43556157,7785.2384714631
1654732800,2022-06-09 00:00:00,COMP/EUR,51.69,52.99,51.64,52.00,169.44612933,8811.19872516
1654646400,2022-06-08 00:00:00,COMP/EUR,53.74,53.74,51.88,52.10,135.01080119,7034.062741999
1654560000,2022-06-07 00:00:00,COMP/EUR,51.88,54.75,51.64,53.41,130.86306703,6989.3964100723
1654473600,2022-06-06 00:00:00,COMP/EUR,56.15,57.24,54.52,55.58,254.10427258,14123.1154699964
1654387200,2022-06-05 00:00:00,COMP/EUR,53.53,55.32,53.21,54.60,46.02868703,2513.166311838
1654300800,2022-06-04 00:00:00,COMP/EUR,51.58,54.18,51.58,54.18,89.53180275,4850.833072994999
1654214400,2022-06-03 00:00:00,COMP/EUR,54.48,54.48,51.66,52.28,61.13863248,3196.3277060544
1654128000,2022-06-02 00:00:00,COMP/EUR,53.31,54.84,53.20,54.84,204.46491538,11212.8559594392
1654041600,2022-06-01 00:00:00,COMP/EUR,59.16,65.10,53.52,53.52,107.48060807,5752.362143906401
1653955200,2022-05-31 00:00:00,COMP/EUR,60.31,62.58,57.87,59.22,76.69109164,4541.6464469207995
1653868800,2022-05-30 00:00:00,COMP/EUR,54.16,58.70,54.16,58.09,139.78157954,8119.9119554786
1653782400,2022-05-29 00:00:00,COMP/EUR,52.26,53.59,52.21,52.77,58.21572445,3072.0437792265
1653696000,2022-05-28 00:00:00,COMP/EUR,52.19,53.60,52.06,53.33,74.07794423,3950.5767657859
1653609600,2022-05-27 00:00:00,COMP/EUR,53.61,55.12,51.36,52.40,301.81054160,15814.87237984
1653523200,2022-05-26 00:00:00,COMP/EUR,61.02,61.05,54.93,56.08,179.61497564,10072.8078338912
1653436800,2022-05-25 00:00:00,COMP/EUR,66.15,66.89,61.57,62.57,149.60645488,9360.8758818416
1653350400,2022-05-24 00:00:00,COMP/EUR,65.36,65.65,60.86,65.13,500.59748858,32603.9144312154
1653264000,2022-05-23 00:00:00,COMP/EUR,68.66,70.31,64.69,64.69,195.43308587,12642.5663249303
1653177600,2022-05-22 00:00:00,COMP/EUR,64.13,68.34,64.08,65.34,60.95661964,3982.9055272776
1653091200,2022-05-21 00:00:00,COMP/EUR,63.02,65.41,62.62,64.50,26.82048367,1729.9211967150002
1653004800,2022-05-20 00:00:00,COMP/EUR,64.76,65.00,60.48,62.76,61.87420957,3883.2253926132
1652918400,2022-05-19 00:00:00,COMP/EUR,61.85,64.19,59.22,61.85,103.25927443,6386.5861234955
1652832000,2022-05-18 00:00:00,COMP/EUR,70.29,71.13,61.10,61.44,333.74040015,20505.010185216
1652745600,2022-05-17 00:00:00,COMP/EUR,64.27,69.50,64.27,69.50,105.74077130,7348.98360535
1652659200,2022-05-16 00:00:00,COMP/EUR,71.34,71.34,64.13,64.20,335.44835598,21535.784453916
1652572800,2022-05-15 00:00:00,COMP/EUR,67.73,71.87,65.53,70.82,154.65257188,10952.4951405416
1652486400,2022-05-14 00:00:00,COMP/EUR,68.70,68.70,50.52,66.84,158.15889189,10571.340333927601
1652400000,2022-05-13 00:00:00,COMP/EUR,58.19,72.42,58.19,65.00,272.92923473,17740.40025745
1652313600,2022-05-12 00:00:00,COMP/EUR,67.33,67.41,47.31,57.90,337.76232654,19556.438706666
1652227200,2022-05-11 00:00:00,COMP/EUR,83.57,85.84,60.89,63.09,244.83981988,15446.944236229201
1652140800,2022-05-10 00:00:00,COMP/EUR,75.91,89.25,75.85,83.99,251.88705186,21155.9934857214
1652054400,2022-05-09 00:00:00,COMP/EUR,93.86,94.25,75.00,75.00,240.92344324,18069.258243
1651968000,2022-05-08 00:00:00,COMP/EUR,93.24,95.79,90.15,92.00,68.22998962,6277.15904504
1651881600,2022-05-07 00:00:00,COMP/EUR,96.09,96.82,91.00,93.87,110.33952968,10357.5716510616
1651795200,2022-05-06 00:00:00,COMP/EUR,99.77,99.77,95.00,96.88,82.02437260,7946.521217488
1651708800,2022-05-05 00:00:00,COMP/EUR,109.36,110.00,97.14,99.04,236.98800900,23471.292411360002
1651622400,2022-05-04 00:00:00,COMP/EUR,99.41,108.15,99.41,108.11,20.23574731,2187.6866416841
1651536000,2022-05-03 00:00:00,COMP/EUR,99.19,100.58,97.11,97.49,25.30681642,2467.1615327858
1651449600,2022-05-02 00:00:00,COMP/EUR,100.75,101.96,97.37,99.46,32.92830972,3275.0496847512
1651363200,2022-05-01 00:00:00,COMP/EUR,98.87,101.58,96.27,99.93,134.53191974,13443.774739618202
1651276800,2022-04-30 00:00:00,COMP/EUR,108.71,110.63,97.56,99.10,117.53138214,11647.359970074
1651190400,2022-04-29 00:00:00,COMP/EUR,115.50,117.02,107.18,108.03,116.00046376,12531.5300999928
1651104000,2022-04-28 00:00:00,COMP/EUR,118.14,118.71,116.24,118.00,285.34638367,33670.87327306
1651017600,2022-04-27 00:00:00,COMP/EUR,114.03,118.51,114.03,117.48,20.52541008,2411.3251761984
1650931200,2022-04-26 00:00:00,COMP/EUR,124.17,124.53,112.86,112.86,288.35216715,32543.425584549
1650844800,2022-04-25 00:00:00,COMP/EUR,117.00,124.19,113.68,124.09,444.58584917,55168.658023505304
1650758400,2022-04-24 00:00:00,COMP/EUR,121.44,123.50,119.26,120.02,267.13332391,32061.3415356782
1650672000,2022-04-23 00:00:00,COMP/EUR,125.81,126.88,122.01,122.18,303.38955530,37068.135866554
1650585600,2022-04-22 00:00:00,COMP/EUR,127.09,127.88,124.02,125.46,245.84179483,30843.3115793718
1650499200,2022-04-21 00:00:00,COMP/EUR,134.06,137.04,123.97,125.85,242.80777819,30557.3588852115
1650412800,2022-04-20 00:00:00,COMP/EUR,130.00,136.70,130.00,133.94,441.20914384,59095.5527259296
1650326400,2022-04-19 00:00:00,COMP/EUR,132.78,133.90,128.96,132.05,120.42296012,15901.851883846
1650240000,2022-04-18 00:00:00,COMP/EUR,131.20,131.89,124.00,129.39,346.48333759,44831.4790507701
1650153600,2022-04-17 00:00:00,COMP/EUR,134.53,137.96,130.74,131.52,234.65966824,30862.439566924804
1650067200,2022-04-16 00:00:00,COMP/EUR,133.04,135.90,130.84,133.29,264.39445228,35241.1365444012
1649980800,2022-04-15 00:00:00,COMP/EUR,136.34,137.09,129.27,137.09,259.34864443,35554.1056649087
1649894400,2022-04-14 00:00:00,COMP/EUR,136.46,143.17,130.45,133.21,432.94651684,57672.8055082564
1649808000,2022-04-13 00:00:00,COMP/EUR,119.14,138.98,118.63,138.08,546.93235215,75520.41918487201
1649721600,2022-04-12 00:00:00,COMP/EUR,107.86,121.11,107.86,117.60,346.69294006,40771.089751056
1649635200,2022-04-11 00:00:00,COMP/EUR,122.00,122.00,107.03,108.84,379.70410306,41326.994577050405
1649548800,2022-04-10 00:00:00,COMP/EUR,126.23,129.03,122.96,122.96,96.52225241,11868.3761563336
1649462400,2022-04-09 00:00:00,COMP/EUR,124.01,126.98,123.61,125.87,163.16345872,20537.3845490864
1649376000,2022-04-08 00:00:00,COMP/EUR,126.33,131.77,122.53,122.53,278.30378369,34100.5626155357
1649289600,2022-04-07 00:00:00,COMP/EUR,121.23,128.18,121.23,127.43,291.33777668,37125.1728823324
1649203200,2022-04-06 00:00:00,COMP/EUR,137.02,138.66,123.11,123.11,259.16790223,31906.160443535297
1649116800,2022-04-05 00:00:00,COMP/EUR,150.95,150.95,140.73,140.77,178.42274897,25116.5703725069
1649030400,2022-04-04 00:00:00,COMP/EUR,153.17,153.17,141.45,146.95,303.68884582,44627.07589324899
1648944000,2022-04-03 00:00:00,COMP/EUR,136.77,157.53,134.76,154.80,820.53146753,127018.27117364401
1648857600,2022-04-02 00:00:00,COMP/EUR,146.15,146.69,136.09,139.25,213.08614152,29672.24520666
1648771200,2022-04-01 00:00:00,COMP/EUR,133.97,144.14,128.71,142.37,472.14469504,67219.2402328448
1648684800,2022-03-31 00:00:00,COMP/EUR,141.83,147.79,133.02,134.73,610.09898275,82198.63594590749
1648598400,2022-03-30 00:00:00,COMP/EUR,130.63,145.16,126.43,141.14,1214.94544958,171477.4007537212
1648512000,2022-03-29 00:00:00,COMP/EUR,111.74,134.96,111.74,132.48,810.22319591,107338.36899415679
1648425600,2022-03-28 00:00:00,COMP/EUR,113.84,122.00,110.36,111.78,603.36293261,67443.9086071458
