https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RENBTC,Volume USD
1662940800,2022-09-12,RENBTC/USD,21637.1,21637.1,21637.1,21637.1,0.000188,4.0677748
1662249600,2022-09-04,RENBTC/USD,21637.0,21637.0,21637.0,21637.0,0.002556,55.304172
1661904000,2022-08-31,RENBTC/USD,19275.2,19275.2,19275.2,19275.2,0.001126,21.703875200000002
1661731200,2022-08-29,RENBTC/USD,21637.1,21637.1,21637.1,21637.1,0.000156,3.3753876
1661472000,2022-08-26,RENBTC/USD,20506.7,20506.7,20506.7,20506.7,0.000344,7.054304800000001
1660521600,2022-08-15,RENBTC/USD,23035.9,62500.0,20762.4,24388.6,0.032119,783.3374434
1660435200,2022-08-14,RENBTC/USD,25849.9,25849.9,25849.9,25849.9,0.002,51.6998
1660348800,2022-08-13,RENBTC/USD,22838.2,24330.8,20885.2,24014.8,0.005881,141.2310388
1660262400,2022-08-12,RENBTC/USD,25849.6,25849.6,25849.6,25849.6,0.003,77.5488
1659830400,2022-08-07,RENBTC/USD,25927.9,25928.1,25927.9,25928.1,0.001801,46.6965081
1659571200,2022-08-04,RENBTC/USD,21163.6,22734.4,13223.1,22734.4,0.011394,259.0357536
1658793600,2022-07-26,RENBTC/USD,18883.0,20548.8,13222.1,20548.8,0.007236,148.6911168
1658707200,2022-07-25,RENBTC/USD,24249.8,26494.4,22125.8,22125.8,0.007399,163.7087942
1658188800,2022-07-19,RENBTC/USD,21527.5,23248.0,21527.5,23248.0,0.000788,18.319423999999998
1657238400,2022-07-08,RENBTC/USD,24556.3,24556.3,24556.3,24556.3,0.00043,10.559209
1655942400,2022-06-23,RENBTC/USD,22846.5,22846.5,22846.5,22846.5,0.0003,6.853949999999999
1655683200,2022-06-20,RENBTC/USD,18217.8,19931.5,13222.1,19931.5,0.015196,302.879074
1655510400,2022-06-18,RENBTC/USD,18500.0,18500.0,18500.0,18500.0,0.001,18.5
1655164800,2022-06-14,RENBTC/USD,22000.0,22000.0,22000.0,22000.0,0.002,44.0
1654992000,2022-06-12,RENBTC/USD,27781.6,27781.6,27781.6,27781.6,0.00021,5.834136
1654732800,2022-06-09,RENBTC/USD,32755.0,32755.0,30814.8,30814.8,0.001365,42.062202
1653868800,2022-05-30,RENBTC/USD,28272.2,29932.8,21000.0,29932.8,0.00278,83.213184
1653782400,2022-05-29,RENBTC/USD,27273.4,29078.2,21000.0,29078.2,0.00547,159.05775400000002
1653350400,2022-05-24,RENBTC/USD,28952.0,28952.0,28901.5,28901.5,0.013623,393.72513449999997
1653264000,2022-05-23,RENBTC/USD,33005.2,33005.2,28899.8,28914.8,0.07058,2040.8065840000002
1652572800,2022-05-15,RENBTC/USD,29877.6,29877.6,29877.6,29877.6,1e-06,0.029877599999999997
1652400000,2022-05-13,RENBTC/USD,28991.2,29877.6,24802.1,29877.6,0.002497,74.6043672
1652313600,2022-05-12,RENBTC/USD,27850.0,29283.3,24260.4,29283.3,0.007627,223.3437291
1652227200,2022-05-11,RENBTC/USD,29750.0,29750.0,29750.0,29750.0,0.001,29.75
1652140800,2022-05-10,RENBTC/USD,31681.9,31681.9,31681.9,31681.9,0.000314,9.9481166
1652054400,2022-05-09,RENBTC/USD,32250.0,32250.0,32250.0,32250.0,0.001,32.25
1651708800,2022-05-05,RENBTC/USD,34567.7,34567.7,34567.7,34567.7,0.000229,7.9160033
1651104000,2022-04-28,RENBTC/USD,40022.2,40022.3,40022.2,40022.3,0.000505,20.211261500000003
1650931200,2022-04-26,RENBTC/USD,41190.7,41190.7,38420.2,38420.2,0.000264,10.1429328
1650844800,2022-04-25,RENBTC/USD,43849.5,43849.5,41190.7,41190.7,0.002724,112.20346679999999
1649980800,2022-04-15,RENBTC/USD,43538.1,43538.1,43538.1,43538.1,0.0003,13.061429999999998
1649635200,2022-04-11,RENBTC/USD,41542.3,41542.3,41542.3,41542.3,0.000998,41.459215400000005
1649289600,2022-04-07,RENBTC/USD,43450.2,43450.2,43450.2,43450.2,0.000371,16.1200242
1649030400,2022-04-04,RENBTC/USD,46536.4,46536.4,45412.1,45412.1,0.00141,64.031061
1648944000,2022-04-03,RENBTC/USD,45564.1,45564.1,45564.1,45564.1,0.000374,17.0409734
1648857600,2022-04-02,RENBTC/USD,46023.1,49536.1,44386.8,49536.1,0.003789,187.69228289999998
1648771200,2022-04-01,RENBTC/USD,45809.1,45809.1,45809.1,45809.1,0.00021,9.619911
1648684800,2022-03-31,RENBTC/USD,47070.9,52958.7,44485.2,44485.2,0.010502,467.18357039999995
1648598400,2022-03-30,RENBTC/USD,47044.3,56676.9,46635.4,46635.4,0.017942,836.7323468
1648425600,2022-03-28,RENBTC/USD,46594.7,51874.7,46594.7,51874.7,0.003451,179.01958969999998
1648339200,2022-03-27,RENBTC/USD,43537.9,49116.6,43537.9,45767.6,0.00675,308.93129999999996
1648252800,2022-03-26,RENBTC/USD,44267.7,44267.7,44267.7,44267.7,0.001002,44.3562354
1648080000,2022-03-24,RENBTC/USD,42565.6,43607.9,42446.4,43607.9,0.00776,338.397304
1647993600,2022-03-23,RENBTC/USD,42158.3,45372.0,37051.0,45372.0,0.003873,175.72575600000002
1647907200,2022-03-22,RENBTC/USD,41867.0,46738.9,41613.1,42620.3,0.028487,1214.1244861
1647734400,2022-03-20,RENBTC/USD,46349.2,46349.2,40563.0,41382.6,0.007851,324.8947926
1647648000,2022-03-19,RENBTC/USD,44953.3,44953.3,39208.1,41902.5,0.012857,538.7404425
1647561600,2022-03-18,RENBTC/USD,44090.4,45619.6,37051.1,42127.5,0.006774,285.37168499999996
1647475200,2022-03-17,RENBTC/USD,43641.3,65000.0,35186.5,65000.0,0.000662,43.03
1647388800,2022-03-16,RENBTC/USD,39270.4,45072.5,39270.4,44459.8,0.009249,411.20869020000004
1647302400,2022-03-15,RENBTC/USD,41834.0,42662.0,38494.9,39270.6,0.022584,886.8872303999999
1647216000,2022-03-14,RENBTC/USD,38559.4,71051.2,38559.4,39312.9,0.025668,1009.0835172000001
1646870400,2022-03-10,RENBTC/USD,39624.9,39624.9,39624.9,39624.9,0.002,79.24980000000001
1646265600,2022-03-03,RENBTC/USD,42067.7,42067.7,42067.7,42067.7,0.00403,169.532831
1646092800,2022-03-01,RENBTC/USD,43262.2,43262.2,43262.2,43262.2,0.000647,27.9906434
