https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GLQ,Volume USDT
1663459200,2022-09-18 00:00:00,GLQ/USDT,0.001738,0.001738,0.00172,0.001738,143767.8179,248.4386416696
1663372800,2022-09-17 00:00:00,GLQ/USDT,0.001732,0.00199,0.001701,0.001762,18193256.0034,33164.3156272518
1663286400,2022-09-16 00:00:00,GLQ/USDT,0.00172,0.001816,0.001702,0.00172,4579759.5264,7959.7123890464
1663200000,2022-09-15 00:00:00,GLQ/USDT,0.00179,0.00182,0.001671,0.00172,10246041.6812,17812.0903843695
1663113600,2022-09-14 00:00:00,GLQ/USDT,0.001878,0.001887,0.001714,0.00179,9675836.9995,17230.6953339452
1663027200,2022-09-13 00:00:00,GLQ/USDT,0.002052,0.002057,0.00184,0.00188,4291201.746,8411.0224950646
1662940800,2022-09-12 00:00:00,GLQ/USDT,0.002082,0.00221,0.001924,0.002054,7722215.4842,16196.9647753997
1662854400,2022-09-11 00:00:00,GLQ/USDT,0.00212,0.002418,0.00205,0.002089,7980290.3489,17266.2752509658
1662768000,2022-09-10 00:00:00,GLQ/USDT,0.002131,0.00216,0.002018,0.00212,6860384.8081,14259.1514444669
1662681600,2022-09-09 00:00:00,GLQ/USDT,0.00221,0.002325,0.002014,0.002131,25719897.6007,56146.7255759131
1662595200,2022-09-08 00:00:00,GLQ/USDT,0.002032,0.002329,0.00199,0.002231,33855918.6835,72690.0120130213
1662508800,2022-09-07 00:00:00,GLQ/USDT,0.001968,0.00214,0.001803,0.002032,22920537.2558,45235.799268578
1662422400,2022-09-06 00:00:00,GLQ/USDT,0.001893,0.002307,0.001861,0.001968,24891534.558,49160.0701249274
1662336000,2022-09-05 00:00:00,GLQ/USDT,0.001873,0.00195,0.00186,0.00189,3474202.1642,6587.234499959
1662249600,2022-09-04 00:00:00,GLQ/USDT,0.001842,0.002052,0.001822,0.00189,24793469.0597,47990.2774794812
1662163200,2022-09-03 00:00:00,GLQ/USDT,0.001778,0.00191,0.00173,0.001832,11143293.7392,20319.9638694132
1662076800,2022-09-02 00:00:00,GLQ/USDT,0.0017,0.00189,0.001692,0.001778,4435452.2626,8000.1908936606
1661990400,2022-09-01 00:00:00,GLQ/USDT,0.001649,0.001729,0.00164,0.00172,5752713.4373,9762.1854135566
1661904000,2022-08-31 00:00:00,GLQ/USDT,0.001651,0.00175,0.001631,0.00165,2083571.378,3491.8918703515
1661817600,2022-08-30 00:00:00,GLQ/USDT,0.001671,0.00179,0.00163,0.00165,6341229.5329,10858.5208134878
1661731200,2022-08-29 00:00:00,GLQ/USDT,0.001605,0.00175,0.001561,0.001687,4921520.0008,8190.9539082724
1661644800,2022-08-28 00:00:00,GLQ/USDT,0.001683,0.00172,0.0016,0.001614,3577315.2386,5855.9485290798
1661558400,2022-08-27 00:00:00,GLQ/USDT,0.001753,0.001765,0.001667,0.00169,1951943.8424,3295.8626625417
1661472000,2022-08-26 00:00:00,GLQ/USDT,0.001894,0.00193,0.001699,0.00177,3609706.2925,6694.856363424
1661385600,2022-08-25 00:00:00,GLQ/USDT,0.00182,0.001935,0.001808,0.00189,4472394.1036,8335.8346139202
1661299200,2022-08-24 00:00:00,GLQ/USDT,0.001945,0.00195,0.00181,0.001824,6159434.3682,11621.3870021092
1661212800,2022-08-23 00:00:00,GLQ/USDT,0.002056,0.00216,0.001875,0.001925,15077602.237,30301.3174885635
1661126400,2022-08-22 00:00:00,GLQ/USDT,0.00195,0.00236,0.001875,0.002055,23793694.3539,48494.5376419612
1661040000,2022-08-21 00:00:00,GLQ/USDT,0.002018,0.00234,0.001852,0.001955,41009034.3345,85450.4050828027
1660953600,2022-08-20 00:00:00,GLQ/USDT,0.00191,0.0021,0.001801,0.002,25674153.5206,50092.6349768751
1660867200,2022-08-19 00:00:00,GLQ/USDT,0.002379,0.00238,0.001904,0.001904,16942251.1818,36372.579368094
1660780800,2022-08-18 00:00:00,GLQ/USDT,0.002276,0.00282,0.00221,0.00236,30582676.6644,76193.2687972469
1660694400,2022-08-17 00:00:00,GLQ/USDT,0.00219,0.00309,0.002098,0.002292,86971959.8219,218559.7866703142
1660608000,2022-08-16 00:00:00,GLQ/USDT,0.002351,0.002469,0.002145,0.002203,11542823.573,25822.4449477673
1660521600,2022-08-15 00:00:00,GLQ/USDT,0.002276,0.003,0.002123,0.002351,46290311.0642,112411.1184973834
1660435200,2022-08-14 00:00:00,GLQ/USDT,0.00213,0.002499,0.002112,0.002258,17137103.8593,40060.2299897525
1660348800,2022-08-13 00:00:00,GLQ/USDT,0.002258,0.002579,0.002114,0.002138,14596279.6199,33278.8263685877
1660262400,2022-08-12 00:00:00,GLQ/USDT,0.002267,0.00235,0.0022,0.002259,10618727.0616,24064.8301449208
1660176000,2022-08-11 00:00:00,GLQ/USDT,0.002188,0.002349,0.002105,0.002289,8010497.4057,17735.612230624
