https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HBAR,Volume EUR
1663545600,2022-09-19 00:00:00,HBAR/EUR,0.05757,0.05757,0.05757,0.05757,0.00000000,0.0
1663542000,2022-09-18 23:00:00,HBAR/EUR,0.05762,0.05762,0.05757,0.05757,21195.80617892,1220.2425617204244
1663538400,2022-09-18 22:00:00,HBAR/EUR,0.05690,0.05690,0.05690,0.05690,5200.98866397,295.93625497989296
1663534800,2022-09-18 21:00:00,HBAR/EUR,0.05866,0.05866,0.05641,0.05732,92823.28983142,5320.630973136995
1663531200,2022-09-18 20:00:00,HBAR/EUR,0.05900,0.05917,0.05892,0.05892,31897.06316376,1879.3749616087393
1663527600,2022-09-18 19:00:00,HBAR/EUR,0.05954,0.05954,0.05948,0.05948,100000.00000000,5948.0
1663524000,2022-09-18 18:00:00,HBAR/EUR,0.05970,0.05970,0.05970,0.05970,0.00000000,0.0
1663520400,2022-09-18 17:00:00,HBAR/EUR,0.05970,0.05970,0.05970,0.05970,13495.18509212,805.662549999564
1663516800,2022-09-18 16:00:00,HBAR/EUR,0.05992,0.05992,0.05977,0.05977,12959.17531480,774.569908565596
1663513200,2022-09-18 15:00:00,HBAR/EUR,0.05998,0.05998,0.05998,0.05998,0.00000000,0.0
1663509600,2022-09-18 14:00:00,HBAR/EUR,0.06046,0.06046,0.05998,0.05998,8182.13925639,490.7647125982722
1663506000,2022-09-18 13:00:00,HBAR/EUR,0.06054,0.06059,0.06052,0.06052,79720.76577095,4824.700744457894
1663502400,2022-09-18 12:00:00,HBAR/EUR,0.06031,0.06036,0.06030,0.06036,4698.87715275,283.62422493999003
1663498800,2022-09-18 11:00:00,HBAR/EUR,0.06083,0.06085,0.06083,0.06085,947.77314492,57.671995868382005
1663495200,2022-09-18 10:00:00,HBAR/EUR,0.06055,0.06094,0.06055,0.06077,19771.55934998,1201.5176616982847
1663491600,2022-09-18 09:00:00,HBAR/EUR,0.06137,0.06148,0.06031,0.06037,74781.35274696,4514.5502653339745
1663488000,2022-09-18 08:00:00,HBAR/EUR,0.06128,0.06145,0.06119,0.06145,8188.84918141,503.2047821976445
1663484400,2022-09-18 07:00:00,HBAR/EUR,0.06147,0.06147,0.06147,0.06147,0.00000000,0.0
1663480800,2022-09-18 06:00:00,HBAR/EUR,0.06146,0.06147,0.06128,0.06147,25046.78178818,1539.6256765194246
1663477200,2022-09-18 05:00:00,HBAR/EUR,0.06152,0.06152,0.06152,0.06152,999.00000000,61.45848
1663473600,2022-09-18 04:00:00,HBAR/EUR,0.06147,0.06147,0.06147,0.06147,16114.91170543,990.5836225327821
1663470000,2022-09-18 03:00:00,HBAR/EUR,0.06130,0.06130,0.06130,0.06130,0.00000000,0.0
1663466400,2022-09-18 02:00:00,HBAR/EUR,0.06130,0.06130,0.06130,0.06130,0.00000000,0.0
1663462800,2022-09-18 01:00:00,HBAR/EUR,0.06130,0.06130,0.06130,0.06130,326.69063000,20.026135619
1663459200,2022-09-18 00:00:00,HBAR/EUR,0.06122,0.06122,0.06122,0.06122,0.00000000,0.0
1663455600,2022-09-17 23:00:00,HBAR/EUR,0.06122,0.06122,0.06122,0.06122,0.00000000,0.0
1663452000,2022-09-17 22:00:00,HBAR/EUR,0.06122,0.06122,0.06122,0.06122,1712.08897065,104.81408678319299
1663448400,2022-09-17 21:00:00,HBAR/EUR,0.06102,0.06102,0.06102,0.06102,0.00000000,0.0
1663444800,2022-09-17 20:00:00,HBAR/EUR,0.06086,0.06102,0.06085,0.06102,68547.34354409,4182.758903060372
1663441200,2022-09-17 19:00:00,HBAR/EUR,0.06107,0.06107,0.06107,0.06107,807.37716537,49.306523489145896
1663437600,2022-09-17 18:00:00,HBAR/EUR,0.06131,0.06150,0.06131,0.06150,3794.93528923,233.38852028764498
1663434000,2022-09-17 17:00:00,HBAR/EUR,0.06152,0.06152,0.06152,0.06152,2879.36003393,177.1382292873736
1663430400,2022-09-17 16:00:00,HBAR/EUR,0.06167,0.06167,0.06167,0.06167,0.00000000,0.0
1663426800,2022-09-17 15:00:00,HBAR/EUR,0.06169,0.06169,0.06166,0.06167,56408.01635059,3478.682368340885
1663423200,2022-09-17 14:00:00,HBAR/EUR,0.06152,0.06166,0.06152,0.06166,5203.43120669,320.8435682045054
1663419600,2022-09-17 13:00:00,HBAR/EUR,0.06096,0.06096,0.06096,0.06096,0.00000000,0.0
1663416000,2022-09-17 12:00:00,HBAR/EUR,0.06096,0.06096,0.06096,0.06096,0.00000000,0.0
1663412400,2022-09-17 11:00:00,HBAR/EUR,0.06108,0.06108,0.06096,0.06096,3500.00000000,213.36
1663408800,2022-09-17 10:00:00,HBAR/EUR,0.06133,0.06133,0.06133,0.06133,0.00000000,0.0
1663405200,2022-09-17 09:00:00,HBAR/EUR,0.06143,0.06143,0.06133,0.06133,85478.51562500,5242.39736328125
1663401600,2022-09-17 08:00:00,HBAR/EUR,0.06144,0.06144,0.06144,0.06144,0.00000000,0.0
1663398000,2022-09-17 07:00:00,HBAR/EUR,0.06140,0.06144,0.06140,0.06144,4248.96978067,261.0567033243648
1663394400,2022-09-17 06:00:00,HBAR/EUR,0.06131,0.06131,0.06131,0.06131,0.00000000,0.0
1663390800,2022-09-17 05:00:00,HBAR/EUR,0.06131,0.06131,0.06131,0.06131,765.36894190,46.924769827889
1663387200,2022-09-17 04:00:00,HBAR/EUR,0.06163,0.06163,0.06163,0.06163,7269.18708421,447.99999999986227
1663383600,2022-09-17 03:00:00,HBAR/EUR,0.06184,0.06184,0.06184,0.06184,0.00000000,0.0
1663380000,2022-09-17 02:00:00,HBAR/EUR,0.06184,0.06184,0.06184,0.06184,0.00000000,0.0
1663376400,2022-09-17 01:00:00,HBAR/EUR,0.06184,0.06184,0.06184,0.06184,323.15399000,19.9838427416
1663372800,2022-09-17 00:00:00,HBAR/EUR,0.06189,0.06189,0.06189,0.06189,3839.14671190,237.604789999491
1663369200,2022-09-16 23:00:00,HBAR/EUR,0.06055,0.06055,0.06055,0.06055,0.00000000,0.0
1663365600,2022-09-16 22:00:00,HBAR/EUR,0.06055,0.06055,0.06055,0.06055,0.00000000,0.0
1663362000,2022-09-16 21:00:00,HBAR/EUR,0.06045,0.06055,0.06045,0.06055,32266.30647414,1953.724857009177
1663358400,2022-09-16 20:00:00,HBAR/EUR,0.06028,0.06028,0.06028,0.06028,0.00000000,0.0
1663354800,2022-09-16 19:00:00,HBAR/EUR,0.06028,0.06028,0.06028,0.06028,0.00000000,0.0
1663351200,2022-09-16 18:00:00,HBAR/EUR,0.06028,0.06028,0.06028,0.06028,574.77141980,34.647221185544
1663347600,2022-09-16 17:00:00,HBAR/EUR,0.06061,0.06061,0.06038,0.06039,7661.94044515,462.70458348260854
1663344000,2022-09-16 16:00:00,HBAR/EUR,0.06041,0.06052,0.06000,0.06052,61224.22684422,3705.2902086121944
1663340400,2022-09-16 15:00:00,HBAR/EUR,0.06077,0.06102,0.06077,0.06087,105861.79256738,6443.807313576421
1663336800,2022-09-16 14:00:00,HBAR/EUR,0.06090,0.06090,0.06078,0.06078,13270.93596059,806.6074876846602
1663333200,2022-09-16 13:00:00,HBAR/EUR,0.06099,0.06099,0.06019,0.06019,4635.70138059,279.0228660977121
1663329600,2022-09-16 12:00:00,HBAR/EUR,0.06102,0.06102,0.06102,0.06102,0.00000000,0.0
1663326000,2022-09-16 11:00:00,HBAR/EUR,0.06102,0.06102,0.06102,0.06102,0.00000000,0.0
1663322400,2022-09-16 10:00:00,HBAR/EUR,0.06102,0.06102,0.06102,0.06102,16324.58184117,996.1259839481934
1663318800,2022-09-16 09:00:00,HBAR/EUR,0.06145,0.06145,0.06145,0.06145,0.00000000,0.0
1663315200,2022-09-16 08:00:00,HBAR/EUR,0.06145,0.06145,0.06145,0.06145,40000.00000000,2458.0
1663311600,2022-09-16 07:00:00,HBAR/EUR,0.06140,0.06140,0.06140,0.06140,958.06717645,58.825324634030004
1663308000,2022-09-16 06:00:00,HBAR/EUR,0.06138,0.06138,0.06129,0.06129,9768.68018898,598.7224087825842
1663304400,2022-09-16 05:00:00,HBAR/EUR,0.06033,0.06033,0.06033,0.06033,0.00000000,0.0
1663300800,2022-09-16 04:00:00,HBAR/EUR,0.06033,0.06033,0.06033,0.06033,0.00000000,0.0
1663297200,2022-09-16 03:00:00,HBAR/EUR,0.06033,0.06033,0.06033,0.06033,0.00000000,0.0
1663293600,2022-09-16 02:00:00,HBAR/EUR,0.06033,0.06033,0.06033,0.06033,1407.09431460,84.889999999818
1663290000,2022-09-16 01:00:00,HBAR/EUR,0.06129,0.06129,0.06092,0.06092,1605.32623495,97.796474233154
1663286400,2022-09-16 00:00:00,HBAR/EUR,0.06099,0.06099,0.06066,0.06077,5947.63436351,361.4377402705027
1663282800,2022-09-15 23:00:00,HBAR/EUR,0.06099,0.06099,0.06099,0.06099,0.00000000,0.0
1663279200,2022-09-15 22:00:00,HBAR/EUR,0.06102,0.06102,0.06099,0.06099,4572.95012825,278.9042283219675
1663275600,2022-09-15 21:00:00,HBAR/EUR,0.06144,0.06145,0.06144,0.06145,1781.93174552,109.499705762204
1663272000,2022-09-15 20:00:00,HBAR/EUR,0.06180,0.06180,0.06180,0.06180,1537.21682847,94.999999999446
1663268400,2022-09-15 19:00:00,HBAR/EUR,0.06152,0.06152,0.06152,0.06152,0.00000000,0.0
1663264800,2022-09-15 18:00:00,HBAR/EUR,0.06152,0.06152,0.06152,0.06152,439.18316390,27.018548243128
1663261200,2022-09-15 17:00:00,HBAR/EUR,0.06188,0.06188,0.06176,0.06176,1988.21243523,122.7919999998048
1663257600,2022-09-15 16:00:00,HBAR/EUR,0.06147,0.06193,0.06142,0.06193,2111.88988324,130.7893404690532
1663254000,2022-09-15 15:00:00,HBAR/EUR,0.06095,0.06133,0.06038,0.06133,53550.86136176,3284.2743273167407
1663250400,2022-09-15 14:00:00,HBAR/EUR,0.06263,0.06263,0.06090,0.06095,59108.39949148,3602.656949005706
1663246800,2022-09-15 13:00:00,HBAR/EUR,0.06246,0.06246,0.06246,0.06246,784.87906455,49.023546371792996
1663243200,2022-09-15 12:00:00,HBAR/EUR,0.06243,0.06243,0.06243,0.06243,472.13746587,29.475541994264102
1663239600,2022-09-15 11:00:00,HBAR/EUR,0.06210,0.06232,0.06205,0.06227,41390.04643356,2577.358191417781
1663236000,2022-09-15 10:00:00,HBAR/EUR,0.06261,0.06262,0.06229,0.06229,24891.63305955,1550.4998232793694
1663232400,2022-09-15 09:00:00,HBAR/EUR,0.06240,0.06240,0.06240,0.06240,532.59557078,33.233963616672
1663228800,2022-09-15 08:00:00,HBAR/EUR,0.06250,0.06250,0.06250,0.06250,160.00000000,10.0
1663225200,2022-09-15 07:00:00,HBAR/EUR,0.06310,0.06342,0.06273,0.06284,75997.94025099,4775.710565372211
1663221600,2022-09-15 06:00:00,HBAR/EUR,0.06130,0.06264,0.06130,0.06261,92971.75451561,5820.961550222341
1663218000,2022-09-15 05:00:00,HBAR/EUR,0.06176,0.06176,0.06176,0.06176,0.00000000,0.0
1663214400,2022-09-15 04:00:00,HBAR/EUR,0.06218,0.06228,0.06176,0.06176,155620.00000000,9611.0912
1663210800,2022-09-15 03:00:00,HBAR/EUR,0.06199,0.06207,0.06190,0.06206,10520.31350660,652.8906562195959
