https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AXPR,Volume BTC
1663459200,2022-09-18 00:00:00,AXPR/BTC,0.0000001533,0.0000001571,0.0000001533,0.0000001571,706585.122,0.11006308943253
1663372800,2022-09-17 00:00:00,AXPR/BTC,0.0000001567,0.0000001567,0.0000001444,0.0000001539,1278859.4428,0.19652666805482
1663286400,2022-09-16 00:00:00,AXPR/BTC,0.0000001388,0.0000001588,0.0000001334,0.0000001549,8140963.2676,1.17142447268565
1663200000,2022-09-15 00:00:00,AXPR/BTC,0.0000001366,0.000000151,0.0000001305,0.0000001395,8135550.625,1.15107000530505
1663113600,2022-09-14 00:00:00,AXPR/BTC,0.0000001307,0.000000145,0.0000001262,0.0000001343,4667813.4036,0.64196089201918
1663027200,2022-09-13 00:00:00,AXPR/BTC,0.000000132,0.0000001392,0.0000001259,0.0000001328,4737894.99,0.62713232544313
1662940800,2022-09-12 00:00:00,AXPR/BTC,0.0000001401,0.0000001463,0.0000001269,0.0000001318,5977224.8872,0.8077035906807
1662854400,2022-09-11 00:00:00,AXPR/BTC,0.0000001659,0.0000001675,0.000000127,0.0000001419,14222006.6632,2.08849079484314
1662768000,2022-09-10 00:00:00,AXPR/BTC,0.0000001565,0.0000001797,0.00000015,0.0000001635,3911235.8712,0.62487684614037
1662681600,2022-09-09 00:00:00,AXPR/BTC,0.0000001661,0.0000001698,0.0000001547,0.0000001568,3732572.3576,0.60656550384564
1662595200,2022-09-08 00:00:00,AXPR/BTC,0.0000001607,0.0000001729,0.0000001598,0.0000001637,5595429.1842,0.93776293337083
1662508800,2022-09-07 00:00:00,AXPR/BTC,0.000000193,0.0000001987,0.0000001444,0.0000001598,16390455.3023,2.78877008187877
1662422400,2022-09-06 00:00:00,AXPR/BTC,0.0000001863,0.0000001986,0.0000001862,0.000000193,3996487.8958,0.77818706575272
1662336000,2022-09-05 00:00:00,AXPR/BTC,0.0000001856,0.000000191,0.0000001811,0.0000001853,8675826.7255,1.62047704711635
1662249600,2022-09-04 00:00:00,AXPR/BTC,0.0000001859,0.0000001913,0.0000001818,0.0000001859,9112200.1538,1.69671855474929
1662163200,2022-09-03 00:00:00,AXPR/BTC,0.0000001915,0.0000001986,0.0000001856,0.0000001859,7407168.8499,1.4350960844475
1662076800,2022-09-02 00:00:00,AXPR/BTC,0.0000001928,0.0000001947,0.0000001859,0.0000001915,12879806.07,2.47531803544811
1661990400,2022-09-01 00:00:00,AXPR/BTC,0.0000001855,0.0000002049,0.0000001855,0.0000001928,9367277.12,1.82709105019095
1661904000,2022-08-31 00:00:00,AXPR/BTC,0.0000001867,0.0000002,0.0000001835,0.0000001864,12680480.9029,2.3787614704327
1661817600,2022-08-30 00:00:00,AXPR/BTC,0.0000001823,0.00000019,0.0000001815,0.0000001868,11967226.6826,2.2241051897528
1661731200,2022-08-29 00:00:00,AXPR/BTC,0.0000001727,0.0000001865,0.0000001603,0.0000001822,9610720.448,1.6915845558087
1661644800,2022-08-28 00:00:00,AXPR/BTC,0.0000001645,0.000000175,0.00000016,0.0000001728,8760887.3421,1.44466402223823
1661558400,2022-08-27 00:00:00,AXPR/BTC,0.0000001699,0.0000001737,0.0000001601,0.0000001629,8625417.6633,1.44370528874459
1661472000,2022-08-26 00:00:00,AXPR/BTC,0.000000196,0.0000001976,0.000000168,0.0000001725,14331558.5008,2.61368660422784
1661385600,2022-08-25 00:00:00,AXPR/BTC,0.0000002006,0.0000002023,0.0000001877,0.0000001966,8390132.264,1.66951922722286
1661299200,2022-08-24 00:00:00,AXPR/BTC,0.0000002048,0.0000002057,0.0000001994,0.0000002003,8821822.6456,1.77913748058811
1661212800,2022-08-23 00:00:00,AXPR/BTC,0.0000001997,0.000000205,0.0000001988,0.0000002048,5545014.2004,1.11816866100519
