https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XLM,Volume USDT
1663459200,2022-09-18 00:00:00,XLM/USDT,0.113345,0.113376,0.1118,0.111931,1215627.89884592,136698.72126346018172
1663372800,2022-09-17 00:00:00,XLM/USDT,0.107096,0.114107,0.10574,0.113316,18267535.38274201,2011015.97558044306238
1663286400,2022-09-16 00:00:00,XLM/USDT,0.102064,0.107558,0.101292,0.107094,14325046.98794876,1485806.9460984540874
1663200000,2022-09-15 00:00:00,XLM/USDT,0.105076,0.105926,0.101281,0.102051,16316343.57926827,1685244.9380691271182
1663113600,2022-09-14 00:00:00,XLM/USDT,0.104485,0.1057,0.102613,0.105069,15755188.98888042,1645031.55720754682927
1663027200,2022-09-13 00:00:00,XLM/USDT,0.113808,0.113917,0.10423,0.10449,19864784.92808952,2168620.49457019900888
1662940800,2022-09-12 00:00:00,XLM/USDT,0.11435,0.11647,0.111777,0.113795,17139388.85083879,1964192.80947361817215
1662854400,2022-09-11 00:00:00,XLM/USDT,0.114638,0.116442,0.112518,0.114417,13472751.02587462,1540456.18470189877337
1662768000,2022-09-10 00:00:00,XLM/USDT,0.11438,0.116021,0.113104,0.114636,18865262.66703353,2159680.69949079952786
1662681600,2022-09-09 00:00:00,XLM/USDT,0.104327,0.11446,0.104143,0.114376,28778925.15028764,3147961.49939794761443
1662595200,2022-09-08 00:00:00,XLM/USDT,0.102964,0.104562,0.10069,0.104315,16745288.29417832,1717519.35031262245982
1662508800,2022-09-07 00:00:00,XLM/USDT,0.099685,0.103386,0.098202,0.102933,16845868.54543477,1696843.30810242679957
1662422400,2022-09-06 00:00:00,XLM/USDT,0.105057,0.107472,0.099015,0.099687,19306610.33735166,1997242.74135291094177
1662336000,2022-09-05 00:00:00,XLM/USDT,0.10643,0.10692,0.10346,0.105014,10571266.94706716,1106606.06152622017461
1662249600,2022-09-04 00:00:00,XLM/USDT,0.10524,0.10895,0.104801,0.106344,9375143.64957362,995379.91430396672716
1662163200,2022-09-03 00:00:00,XLM/USDT,0.104541,0.105753,0.103721,0.105239,8735567.11929014,914231.96949277921104
1662076800,2022-09-02 00:00:00,XLM/USDT,0.105036,0.10627,0.102785,0.104535,13046793.28400755,1367529.89846398389136
1661990400,2022-09-01 00:00:00,XLM/USDT,0.104283,0.105455,0.10193,0.105036,12663880.66894441,1314749.24640497785453
1661904000,2022-08-31 00:00:00,XLM/USDT,0.102399,0.105661,0.102118,0.104304,12240925.02928641,1278232.26154942559777
1661817600,2022-08-30 00:00:00,XLM/USDT,0.10591,0.10673,0.100382,0.102417,16734317.64226716,1729456.06514405572295
1661731200,2022-08-29 00:00:00,XLM/USDT,0.10263,0.106071,0.101,0.105911,13127946.28100192,1357915.69973046916228
1661644800,2022-08-28 00:00:00,XLM/USDT,0.105497,0.106999,0.10189,0.102616,12107962.49963966,1274905.67982393849391
1661558400,2022-08-27 00:00:00,XLM/USDT,0.103858,0.105854,0.102393,0.105475,13047215.58834647,1363794.51419119428915
1661472000,2022-08-26 00:00:00,XLM/USDT,0.110354,0.114312,0.102501,0.103885,21884727.30096792,2379172.43492149609693
1661385600,2022-08-25 00:00:00,XLM/USDT,0.109435,0.111055,0.108831,0.110366,10209892.45547029,1122726.10552573735157
1661299200,2022-08-24 00:00:00,XLM/USDT,0.110691,0.111051,0.108183,0.109451,10992419.54412975,1205131.94692362508476
1661212800,2022-08-23 00:00:00,XLM/USDT,0.109517,0.11131,0.10724,0.110634,10139122.94427467,1112174.21868116374822
1661126400,2022-08-22 00:00:00,XLM/USDT,0.110959,0.111102,0.106052,0.109503,15804754.21137275,1713214.84679406382127
1661040000,2022-08-21 00:00:00,XLM/USDT,0.108996,0.1166,0.10778,0.110955,14527788.30122747,1605041.30531732899945
1660953600,2022-08-20 00:00:00,XLM/USDT,0.108059,0.11046,0.10711,0.109004,10354124.9472296,1129475.88518320483505
1660867200,2022-08-19 00:00:00,XLM/USDT,0.115825,0.11649,0.106614,0.108026,21938089.94058466,2419545.27163984413385
1660780800,2022-08-18 00:00:00,XLM/USDT,0.121328,0.121779,0.115412,0.115832,11266673.87131966,1348345.56519379870387
1660694400,2022-08-17 00:00:00,XLM/USDT,0.121743,0.127518,0.119425,0.121278,14375203.73803527,1765245.74885803606218
1660608000,2022-08-16 00:00:00,XLM/USDT,0.123424,0.124356,0.120913,0.121725,9217294.24072318,1127206.13374137239053
1660521600,2022-08-15 00:00:00,XLM/USDT,0.12559,0.128567,0.121713,0.12343,11087230.92061558,1379318.53985054001888
1660435200,2022-08-14 00:00:00,XLM/USDT,0.126717,0.129655,0.124259,0.125588,11242603.20148543,1426671.54308958527898
1660348800,2022-08-13 00:00:00,XLM/USDT,0.126295,0.128455,0.125721,0.126742,9554114.26509396,1212637.86718671004674
1660262400,2022-08-12 00:00:00,XLM/USDT,0.125175,0.126549,0.123219,0.126295,10504745.0179501,1313501.45564966163266
1660176000,2022-08-11 00:00:00,XLM/USDT,0.125869,0.127277,0.12438,0.125173,13566461.92563803,1706579.78677142671962
