https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINKBULL,Volume USDT
1663545600000.0,2022-09-19 00:00:00,LINKBULL/USDT,0.0002583,0.0002686,0.0002565,0.0002668,196630.80959520242,52.4611
1663542000000.0,2022-09-18 23:00:00,LINKBULL/USDT,0.0002586,0.0002646,0.0002507,0.0002583,0.0,0.0
1663538400000.0,2022-09-18 22:00:00,LINKBULL/USDT,0.0002527,0.0002606,0.0002513,0.0002586,0.0,0.0
1663534800000.0,2022-09-18 21:00:00,LINKBULL/USDT,0.0002891,0.0002916,0.0002492,0.0002527,185144.1234665611,46.78592
1663531200000.0,2022-09-18 20:00:00,LINKBULL/USDT,0.000296,0.0002962,0.0002856,0.0002891,0.0,0.0
1663527600000.0,2022-09-18 19:00:00,LINKBULL/USDT,0.0002895,0.0002974,0.0002882,0.000296,13509.121621621622,3.9987
1663524000000.0,2022-09-18 18:00:00,LINKBULL/USDT,0.0002881,0.0002958,0.0002829,0.0002896,0.0,0.0
1663520400000.0,2022-09-18 17:00:00,LINKBULL/USDT,0.0002927,0.0002944,0.0002841,0.0002881,0.0,0.0
1663516800000.0,2022-09-18 16:00:00,LINKBULL/USDT,0.0003011,0.0003053,0.0002864,0.0002927,756569.046805603,221.44776
1663513200000.0,2022-09-18 15:00:00,LINKBULL/USDT,0.0003022,0.0003053,0.0003005,0.0003012,0.0,0.0
1663509600000.0,2022-09-18 14:00:00,LINKBULL/USDT,0.000312,0.000312,0.000296,0.0003022,1212.309728656519,0.36636
1663506000000.0,2022-09-18 13:00:00,LINKBULL/USDT,0.0003094,0.000312,0.0003053,0.000312,144300.0,45.0216
1663502400000.0,2022-09-18 12:00:00,LINKBULL/USDT,0.0003028,0.0003097,0.0002977,0.0003094,0.0,0.0
1663498800000.0,2022-09-18 11:00:00,LINKBULL/USDT,0.0003026,0.0003048,0.0003026,0.0003028,0.0,0.0
1663495200000.0,2022-09-18 10:00:00,LINKBULL/USDT,0.0002976,0.0003048,0.0002947,0.0003026,55537.6404494382,16.80569
1663491600000.0,2022-09-18 09:00:00,LINKBULL/USDT,0.0003115,0.0003161,0.0002964,0.0002976,83836.15591397848,24.94964
1663488000000.0,2022-09-18 08:00:00,LINKBULL/USDT,0.0003171,0.000318,0.0003107,0.0003115,0.0,0.0
1663484400000.0,2022-09-18 07:00:00,LINKBULL/USDT,0.000317,0.0003229,0.0003169,0.0003171,376115.6732891832,119.26628
1663480800000.0,2022-09-18 06:00:00,LINKBULL/USDT,0.0003205,0.0003233,0.0003113,0.000317,134206.11987381702,42.54334
1663477200000.0,2022-09-18 05:00:00,LINKBULL/USDT,0.0003142,0.0003228,0.0003096,0.0003205,0.0,0.0
1663473600000.0,2022-09-18 04:00:00,LINKBULL/USDT,0.0003091,0.0003163,0.0003091,0.0003142,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,LINKBULL/USDT,0.0003116,0.0003119,0.0003056,0.0003091,0.0,0.0
1663466400000.0,2022-09-18 02:00:00,LINKBULL/USDT,0.0003127,0.0003147,0.0003091,0.0003116,0.0,0.0
1663462800000.0,2022-09-18 01:00:00,LINKBULL/USDT,0.0003119,0.0003205,0.0003091,0.0003125,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,LINKBULL/USDT,0.0003222,0.000327,0.0003091,0.0003118,11201379.1533034,3492.59002
1663455600000.0,2022-09-17 23:00:00,LINKBULL/USDT,0.0003203,0.0003276,0.0003174,0.0003222,0.0,0.0
1663452000000.0,2022-09-17 22:00:00,LINKBULL/USDT,0.000312,0.0003211,0.0003096,0.0003203,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,LINKBULL/USDT,0.0003184,0.0003198,0.0003113,0.000312,0.0,0.0
1663444800000.0,2022-09-17 20:00:00,LINKBULL/USDT,0.0003147,0.0003206,0.0003124,0.0003184,0.0,0.0
1663441200000.0,2022-09-17 19:00:00,LINKBULL/USDT,0.0003147,0.0003167,0.0003117,0.0003147,11218406.101048619,3530.4324
1663437600000.0,2022-09-17 18:00:00,LINKBULL/USDT,0.0003136,0.0003177,0.000313,0.0003147,15028.598665395613,4.7295
1663434000000.0,2022-09-17 17:00:00,LINKBULL/USDT,0.0003115,0.0003198,0.0003086,0.0003136,137778.0612244898,43.2072
1663430400000.0,2022-09-17 16:00:00,LINKBULL/USDT,0.0003049,0.0003121,0.0003049,0.0003115,0.0,0.0
1663426800000.0,2022-09-17 15:00:00,LINKBULL/USDT,0.0003073,0.0003094,0.0003049,0.0003049,0.0,0.0
1663423200000.0,2022-09-17 14:00:00,LINKBULL/USDT,0.0003013,0.0003077,0.0003012,0.0003073,29765.701269118126,9.147
1663419600000.0,2022-09-17 13:00:00,LINKBULL/USDT,0.0003013,0.0003013,0.0002979,0.0003013,0.0,0.0
1663416000000.0,2022-09-17 12:00:00,LINKBULL/USDT,0.0002994,0.000303,0.0002989,0.0003013,0.0,0.0
1663412400000.0,2022-09-17 11:00:00,LINKBULL/USDT,0.0003013,0.0003016,0.0002992,0.0002994,0.0,0.0
1663408800000.0,2022-09-17 10:00:00,LINKBULL/USDT,0.0003113,0.0003115,0.0003013,0.0003013,226000.0,68.0938
1663405200000.0,2022-09-17 09:00:00,LINKBULL/USDT,0.0003105,0.0003137,0.0003073,0.0003113,0.0,0.0
1663401600000.0,2022-09-17 08:00:00,LINKBULL/USDT,0.000312,0.0003165,0.000303,0.0003105,464999.99999999994,144.3825
1663398000000.0,2022-09-17 07:00:00,LINKBULL/USDT,0.0003119,0.0003193,0.0003075,0.000312,0.0,0.0
1663394400000.0,2022-09-17 06:00:00,LINKBULL/USDT,0.0003075,0.0003134,0.000306,0.0003119,0.0,0.0
1663390800000.0,2022-09-17 05:00:00,LINKBULL/USDT,0.0002962,0.0003114,0.0002912,0.0003073,774001.952489424,237.8508
1663387200000.0,2022-09-17 04:00:00,LINKBULL/USDT,0.0002909,0.0002985,0.0002889,0.0002962,0.0,0.0
1663383600000.0,2022-09-17 03:00:00,LINKBULL/USDT,0.0002879,0.0002921,0.0002848,0.0002909,0.0,0.0
1663380000000.0,2022-09-17 02:00:00,LINKBULL/USDT,0.00029,0.000294,0.0002848,0.0002879,0.0,0.0
1663376400000.0,2022-09-17 01:00:00,LINKBULL/USDT,0.0002762,0.0002908,0.0002761,0.00029,0.0,0.0
1663372800000.0,2022-09-17 00:00:00,LINKBULL/USDT,0.0002761,0.0002852,0.0002761,0.0002769,0.0,0.0
1663369200000.0,2022-09-16 23:00:00,LINKBULL/USDT,0.0002733,0.0002761,0.0002733,0.0002761,0.0,0.0
1663365600000.0,2022-09-16 22:00:00,LINKBULL/USDT,0.000278,0.0002801,0.0002728,0.0002733,32327.844859129167,8.8352
1663362000000.0,2022-09-16 21:00:00,LINKBULL/USDT,0.0002705,0.0002801,0.0002679,0.000278,0.0,0.0
