https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume DAI
1663459200,2022-09-18 00:00:00,BTC/DAI,20095,20095,20033.6,20049.8,1.1563204,23236.222632984
1663372800,2022-09-17 00:00:00,BTC/DAI,19846,20204.2,19800,20125.8,2.56781647,51171.067575459
1663286400,2022-09-16 00:00:00,BTC/DAI,19717.2,19889,19432.7,19811,1.44217752,28446.153951674
1663200000,2022-09-15 00:00:00,BTC/DAI,20295.3,20712,19550.4,19718.2,2.65469771,53145.345043461
1663113600,2022-09-14 00:00:00,BTC/DAI,20183.5,20474.1,19605.3,20239,18.77631468,376550.500701506
1663027200,2022-09-13 00:00:00,BTC/DAI,22363.2,22772,19943,20215,6.15338817,132625.873277036
1662940800,2022-09-12 00:00:00,BTC/DAI,21770.3,22449.8,21574,22410.1,16.12732376,357304.081007922
1662854400,2022-09-11 00:00:00,BTC/DAI,21680,21793.5,21468,21793.5,0.64100188,13844.202669616
1662768000,2022-09-10 00:00:00,BTC/DAI,21354.1,21793.5,21187.1,21704.3,1.15803927,24862.655468961
1662681600,2022-09-09 00:00:00,BTC/DAI,19354.5,21579.7,19327.4,21317.5,7.69813324,158292.579345321
1662595200,2022-09-08 00:00:00,BTC/DAI,19364,19402.2,19042.3,19348,2.83388607,54687.961494008
1662508800,2022-09-07 00:00:00,BTC/DAI,18802,19421.5,18514.2,19303.7,4.5439896,85877.200262733
1662422400,2022-09-06 00:00:00,BTC/DAI,19777.4,20141.6,18709,18850,7.26426885,142090.756433731
1662336000,2022-09-05 00:00:00,BTC/DAI,19986.2,19997.2,19658.7,19817.1,1.59824539,31574.529127061
1662249600,2022-09-04 00:00:00,BTC/DAI,19846,19992.2,19637.5,19992.2,0.57284857,11350.979345191
1662163200,2022-09-03 00:00:00,BTC/DAI,19969.9,20068.2,19697.3,19753.2,0.23165285,4617.920986257
1662076800,2022-09-02 00:00:00,BTC/DAI,20098.9,20406.9,19756,19977.2,2.54852034,51175.805532248
1661990400,2022-09-01 00:00:00,BTC/DAI,20057.2,20155.4,19610.9,20151.4,2.45289148,48828.562922323
1661904000,2022-08-31 00:00:00,BTC/DAI,19911.7,20424.8,19891.5,20030.3,4.16135488,84099.687054634
1661817600,2022-08-30 00:00:00,BTC/DAI,20228.6,20542.4,19624.7,19804.4,0.74710391,14941.825763147
1661731200,2022-08-29 00:00:00,BTC/DAI,19557.9,20373.2,19514.5,20268,1.97139512,39119.155528997
1661644800,2022-08-28 00:00:00,BTC/DAI,20020.5,20141.6,19590.7,19590.7,2.14771596,42830.861529115
1661558400,2022-08-27 00:00:00,BTC/DAI,20228.2,20331.9,19858.6,20013.6,3.80779513,76111.140237184
1661472000,2022-08-26 00:00:00,BTC/DAI,21563.2,21860.6,20147.5,20246.9,4.45267474,93824.40230599
1661385600,2022-08-25 00:00:00,BTC/DAI,21369.5,21794,21205.4,21579.6,2.62867831,56672.067218028
1661299200,2022-08-24 00:00:00,BTC/DAI,21525.3,21857.4,21236.7,21378,1.7101897,36748.73394246
1661212800,2022-08-23 00:00:00,BTC/DAI,21365.2,21653,20908,21557.5,0.98448852,21066.510331772
1661126400,2022-08-22 00:00:00,BTC/DAI,21460.6,21527.3,20907.8,21375,1.69359463,36048.749619221
1661040000,2022-08-21 00:00:00,BTC/DAI,21117,21820.3,21106,21571.1,2.47279597,53059.652308286
1660953600,2022-08-20 00:00:00,BTC/DAI,20906.5,21350.4,20758,21122.7,0.91106186,19253.802063677
1660867200,2022-08-19 00:00:00,BTC/DAI,23209.9,23209.9,20800.7,20871.3,10.13142179,218588.531700633
1660780800,2022-08-18 00:00:00,BTC/DAI,23372.3,23580.8,23188.8,23209.8,3.14139691,73453.338147019
1660694400,2022-08-17 00:00:00,BTC/DAI,23861.3,24375.6,23195.3,23368.3,9.95287675,234781.705040339
1660608000,2022-08-16 00:00:00,BTC/DAI,24081.8,24231.8,23690.5,23861.3,4.73983094,113654.916498161
1660521600,2022-08-15 00:00:00,BTC/DAI,24237,25052.4,23837.4,24151.4,2.12707698,51964.117691428
1660435200,2022-08-14 00:00:00,BTC/DAI,24344.5,25024.1,24219.2,24342.4,1.50142699,36959.535165636
1660348800,2022-08-13 00:00:00,BTC/DAI,24399.7,24877.5,24345.3,24451.4,1.27589775,31304.355181939
1660262400,2022-08-12 00:00:00,BTC/DAI,23872.3,24461.9,23627.1,24427.7,8.98340925,215283.261873904
1660176000,2022-08-11 00:00:00,BTC/DAI,23969.9,26337.9,23890.9,23944.8,27.80684452,685180.01059259
1660089600,2022-08-10 00:00:00,BTC/DAI,23025.3,24200,22717,23943.5,3.9939969,94916.498201795
1660003200,2022-08-09 00:00:00,BTC/DAI,23826.8,23917.2,22900,23172.7,1.58553524,36870.238519131
1659916800,2022-08-08 00:00:00,BTC/DAI,23194.4,24242.4,23193.8,23810.3,1.42765441,34033.413736604
1659830400,2022-08-07 00:00:00,BTC/DAI,22963.1,23355,22843.2,23174.4,2.14314849,49493.006601927
1659744000,2022-08-06 00:00:00,BTC/DAI,23292.6,23297,22954.2,23022,0.36785744,8543.920793442
1659657600,2022-08-05 00:00:00,BTC/DAI,22608.6,23476.6,22608.6,23268.5,2.31042055,53382.452777627
1659571200,2022-08-04 00:00:00,BTC/DAI,22888.1,23218,22452.5,22633.4,0.51903844,11830.459934623
1659484800,2022-08-03 00:00:00,BTC/DAI,23003.3,23599.8,22716.5,22816.1,1.39560336,32458.331619163
1659398400,2022-08-02 00:00:00,BTC/DAI,23298.8,23422.8,22694.6,23127.6,2.61231539,60100.90989801
1659312000,2022-08-01 00:00:00,BTC/DAI,23277.3,23500.8,22843.7,23277.2,2.02724448,46639.540645972
1659225600,2022-07-31 00:00:00,BTC/DAI,23540.3,24054.6,23217.8,23289.3,2.36573765,56239.668046729
1659139200,2022-07-30 00:00:00,BTC/DAI,23803.1,24643.6,23572.9,23628,2.12724338,51342.33953196
1659052800,2022-07-29 00:00:00,BTC/DAI,23857.7,24408.9,22997.4,23780.2,6.32750821,150048.520005046
1658966400,2022-07-28 00:00:00,BTC/DAI,22971.3,24134.7,22607.5,23816.4,6.03129788,141771.75052922
1658880000,2022-07-27 00:00:00,BTC/DAI,21205.5,23012,20960.5,22934.6,10.33155361,226988.160125774
1658793600,2022-07-26 00:00:00,BTC/DAI,21308.1,21359.9,20796,21220.7,1.48793981,31358.209168088
1658707200,2022-07-25 00:00:00,BTC/DAI,22554.1,22671.3,21321,21330.4,1.53049282,33473.372622973
1658620800,2022-07-24 00:00:00,BTC/DAI,22558,22894,22276.9,22613.7,0.93920691,21338.268642545
1658534400,2022-07-23 00:00:00,BTC/DAI,22645.3,22983.4,22009.2,22441.5,3.27257941,73348.853259737
1658448000,2022-07-22 00:00:00,BTC/DAI,23110.9,23672.3,22595.8,22717.2,1.72477076,39874.73194304
1658361600,2022-07-21 00:00:00,BTC/DAI,23253,24673.4,22400.8,23114.5,6.76465873,156799.140971954
1658275200,2022-07-20 00:00:00,BTC/DAI,23303.8,24216.8,22993.9,23375.6,5.87787169,138319.459466165
1658188800,2022-07-19 00:00:00,BTC/DAI,22352.6,23813.8,21714,23304.3,8.52147081,194472.645221669
1658102400,2022-07-18 00:00:00,BTC/DAI,20798.9,22728.6,20798.9,22511.1,5.24130709,115111.089996567
1658016000,2022-07-17 00:00:00,BTC/DAI,21259.8,21586.7,20757.6,20757.6,2.39931354,50830.853014812
1657929600,2022-07-16 00:00:00,BTC/DAI,20851.2,21555.1,20514.4,21166.9,1.66845348,34657.339060294
1657843200,2022-07-15 00:00:00,BTC/DAI,20551.9,21158.6,20363.4,20830.2,3.81805761,79180.065997524
1657756800,2022-07-14 00:00:00,BTC/DAI,20188.9,21291.9,19675.1,20588,6.36447771,128713.831363216
1657670400,2022-07-13 00:00:00,BTC/DAI,19361.8,20300,18946,20189.8,5.19774681,100639.152442233
1657584000,2022-07-12 00:00:00,BTC/DAI,19964.3,20031.5,19260,19329.3,3.6878075,73066.647382176
1657497600,2022-07-11 00:00:00,BTC/DAI,20845.8,20845.8,19902.8,19996,1.31631183,26949.6863794
1657411200,2022-07-10 00:00:00,BTC/DAI,21510.4,21555,20689.5,20828.7,2.36237925,49639.330605415
1657324800,2022-07-09 00:00:00,BTC/DAI,21624,21952.7,21323.9,21595,1.77912324,38612.343607748
