https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RSR,Volume BTC
1663459200,2022-09-18 00:00:00,RSR/BTC,0.0000002964,0.0000002964,0.0000002948,0.0000002958,135.4321,0.00004007615392
1663372800,2022-09-17 00:00:00,RSR/BTC,0.0000002941,0.0000003005,0.0000002923,0.0000002962,84700.9145,0.0250811800533
1663286400,2022-09-16 00:00:00,RSR/BTC,0.00000029,0.0000002977,0.0000002885,0.0000002941,372477.3765,0.10918929978664
1663200000,2022-09-15 00:00:00,RSR/BTC,0.0000002911,0.0000002939,0.0000002829,0.0000002918,135561.5776,0.03926924169813
1663113600,2022-09-14 00:00:00,RSR/BTC,0.0000002865,0.0000002948,0.0000002852,0.0000002928,261605.9899,0.07643969296811
1663027200,2022-09-13 00:00:00,RSR/BTC,0.000000284,0.0000002927,0.0000002733,0.0000002865,294533.9208,0.08313590784004
1662940800,2022-09-12 00:00:00,RSR/BTC,0.0000002838,0.0000002963,0.0000002821,0.0000002841,76985.3645,0.02221626640051
1662854400,2022-09-11 00:00:00,RSR/BTC,0.0000002916,0.0000003001,0.0000002839,0.0000002846,865746.3802,0.25187739467305
1662768000,2022-09-10 00:00:00,RSR/BTC,0.0000002952,0.0000003035,0.0000002896,0.0000002896,158605.7891,0.04665218542495
1662681600,2022-09-09 00:00:00,RSR/BTC,0.0000003152,0.0000003172,0.0000002911,0.0000002932,327159.5381,0.09743384439452
1662595200,2022-09-08 00:00:00,RSR/BTC,0.0000003095,0.000000317,0.0000003057,0.0000003139,644906.4436,0.20088181676668
1662508800,2022-09-07 00:00:00,RSR/BTC,0.0000003064,0.0000003196,0.0000003057,0.0000003095,269826.5601,0.08470285918912
1662422400,2022-09-06 00:00:00,RSR/BTC,0.0000003253,0.0000003309,0.0000003036,0.0000003068,528162.5727,0.16764013081167
1662336000,2022-09-05 00:00:00,RSR/BTC,0.0000003164,0.0000003253,0.0000003144,0.0000003244,283563.0612,0.09031123909116
1662249600,2022-09-04 00:00:00,RSR/BTC,0.0000003146,0.0000003217,0.0000003118,0.0000003176,541782.0852,0.17078632371875
1662163200,2022-09-03 00:00:00,RSR/BTC,0.0000003094,0.000000317,0.0000003082,0.0000003136,170441.5648,0.05336523443558
1662076800,2022-09-02 00:00:00,RSR/BTC,0.0000003177,0.0000003217,0.0000003045,0.0000003095,806722.1885,0.25344337048833
1661990400,2022-09-01 00:00:00,RSR/BTC,0.0000003113,0.0000003201,0.0000003057,0.0000003171,166486.2762,0.05252656994299
1661904000,2022-08-31 00:00:00,RSR/BTC,0.0000003253,0.0000003253,0.0000003095,0.0000003095,489985.5728,0.15543556104432
1661817600,2022-08-30 00:00:00,RSR/BTC,0.0000003075,0.0000003311,0.0000002988,0.0000003254,849812.2132,0.2685553973014
1661731200,2022-08-29 00:00:00,RSR/BTC,0.0000002865,0.00000031,0.0000002851,0.0000003083,780797.2792,0.23456143067754
1661644800,2022-08-28 00:00:00,RSR/BTC,0.0000002879,0.0000002946,0.0000002863,0.0000002885,372052.1636,0.10841111603823
1661558400,2022-08-27 00:00:00,RSR/BTC,0.0000002793,0.0000002885,0.0000002786,0.000000288,593483.3026,0.16899609505296
1661472000,2022-08-26 00:00:00,RSR/BTC,0.0000002895,0.0000002926,0.000000278,0.0000002792,728689.2151,0.20613725043407
1661385600,2022-08-25 00:00:00,RSR/BTC,0.0000002866,0.0000002926,0.0000002829,0.0000002904,150842.3713,0.04347253122751
1661299200,2022-08-24 00:00:00,RSR/BTC,0.0000002829,0.0000002903,0.0000002818,0.0000002855,459163.5487,0.13138678053182
1661212800,2022-08-23 00:00:00,RSR/BTC,0.0000002785,0.0000002952,0.0000002757,0.0000002846,1538479.8773,0.43538433005234
1661126400,2022-08-22 00:00:00,RSR/BTC,0.0000002843,0.0000002846,0.0000002721,0.0000002772,545566.8667,0.15121402611525
1661040000,2022-08-21 00:00:00,RSR/BTC,0.0000002806,0.0000002897,0.0000002785,0.000000284,697616.4951,0.19888849759882
1660953600,2022-08-20 00:00:00,RSR/BTC,0.0000002947,0.0000003013,0.000000277,0.0000002808,1046412.8963,0.30246515125592
1660867200,2022-08-19 00:00:00,RSR/BTC,0.0000002753,0.000000297,0.0000002652,0.0000002953,3737878.6191,1.04577316026884
1660780800,2022-08-18 00:00:00,RSR/BTC,0.0000002892,0.0000002954,0.000000269,0.0000002757,541250.0783,0.1554271697595
1660694400,2022-08-17 00:00:00,RSR/BTC,0.0000003061,0.0000003221,0.0000002857,0.0000002892,877918.5669,0.26614939957829
1660608000,2022-08-16 00:00:00,RSR/BTC,0.0000003038,0.00000031,0.0000002981,0.000000305,478753.4607,0.14596282662779
1660521600,2022-08-15 00:00:00,RSR/BTC,0.0000003044,0.000000318,0.0000002995,0.0000003033,1405689.732,0.43633590316726
1660435200,2022-08-14 00:00:00,RSR/BTC,0.0000003236,0.0000003285,0.0000002996,0.0000003035,2019614.2316,0.62015580752377
1660348800,2022-08-13 00:00:00,RSR/BTC,0.0000003292,0.0000003328,0.0000003224,0.0000003227,236014.6827,0.07677726634641
1660262400,2022-08-12 00:00:00,RSR/BTC,0.0000003318,0.0000003359,0.0000003267,0.0000003299,1024075.7836,0.338500751881
1660176000,2022-08-11 00:00:00,RSR/BTC,0.0000003544,0.000000357,0.0000003305,0.0000003324,1317369.8832,0.44570423166256
1660089600,2022-08-10 00:00:00,RSR/BTC,0.000000363,0.0000003648,0.0000003303,0.0000003548,3149660.8803,1.09709125709348
1660003200,2022-08-09 00:00:00,RSR/BTC,0.0000003251,0.00000037,0.000000322,0.0000003664,3699412.0876,1.31086446828726
1659916800,2022-08-08 00:00:00,RSR/BTC,0.0000003074,0.0000003451,0.0000003056,0.0000003251,2248298.8713,0.73570745220942
1659830400,2022-08-07 00:00:00,RSR/BTC,0.000000309,0.0000003131,0.0000003051,0.0000003064,622754.5024,0.19120530681027
1659744000,2022-08-06 00:00:00,RSR/BTC,0.0000003074,0.0000003188,0.0000003074,0.0000003108,214150.783,0.06706090344447
1659657600,2022-08-05 00:00:00,RSR/BTC,0.0000003154,0.00000033,0.0000003019,0.0000003094,2116731.0736,0.65839405097059
1659571200,2022-08-04 00:00:00,RSR/BTC,0.0000002871,0.00000033,0.0000002829,0.0000003112,4205236.1647,1.29155754414662
1659484800,2022-08-03 00:00:00,RSR/BTC,0.0000002875,0.0000002935,0.000000279,0.0000002876,722391.1121,0.20943314415444
1659398400,2022-08-02 00:00:00,RSR/BTC,0.0000003038,0.0000003072,0.0000002817,0.0000002903,1154703.1027,0.33518962504265
1659312000,2022-08-01 00:00:00,RSR/BTC,0.000000282,0.0000003086,0.0000002817,0.0000003026,1484784.6761,0.44172855462054
1659225600,2022-07-31 00:00:00,RSR/BTC,0.0000002929,0.000000297,0.0000002771,0.0000002823,1765653.8118,0.50782578492423
1659139200,2022-07-30 00:00:00,RSR/BTC,0.0000002873,0.0000003158,0.0000002786,0.0000002915,3463027.0159,1.03636328010621
1659052800,2022-07-29 00:00:00,RSR/BTC,0.0000002661,0.0000002952,0.0000002634,0.0000002854,3072996.0517,0.86307304959185
1658966400,2022-07-28 00:00:00,RSR/BTC,0.0000002721,0.0000002761,0.0000002607,0.0000002681,919391.4188,0.24665888857478
1658880000,2022-07-27 00:00:00,RSR/BTC,0.0000002727,0.0000002751,0.000000265,0.0000002686,360356.8758,0.0976030236639
1658793600,2022-07-26 00:00:00,RSR/BTC,0.0000002676,0.0000002755,0.0000002661,0.0000002708,1021764.0124,0.27585346153254
1658707200,2022-07-25 00:00:00,RSR/BTC,0.0000002721,0.0000002764,0.000000266,0.0000002689,1800448.3271,0.48746969256041
1658620800,2022-07-24 00:00:00,RSR/BTC,0.0000002814,0.0000002849,0.0000002725,0.0000002732,341941.652,0.09512616374903
1658534400,2022-07-23 00:00:00,RSR/BTC,0.0000002771,0.0000002845,0.0000002742,0.0000002819,336016.1964,0.09404004209725
1658448000,2022-07-22 00:00:00,RSR/BTC,0.000000282,0.0000002872,0.0000002746,0.0000002765,454018.0668,0.12862638830803
1658361600,2022-07-21 00:00:00,RSR/BTC,0.0000002809,0.0000002902,0.000000277,0.0000002846,416734.2222,0.11786137685279
1658275200,2022-07-20 00:00:00,RSR/BTC,0.0000003084,0.0000003151,0.0000002784,0.0000002812,1028249.3718468,0.299250128147842
1658188800,2022-07-19 00:00:00,RSR/BTC,0.0000003177,0.0000003381,0.0000003035,0.0000003102,1331867.63375232,0.4222467400501431
1658102400,2022-07-18 00:00:00,RSR/BTC,0.0000003102,0.0000003275,0.0000003086,0.0000003169,2501130.085,0.78596399269773
1658016000,2022-07-17 00:00:00,RSR/BTC,0.0000003224,0.0000003259,0.0000003122,0.0000003122,384314.55099994,0.122204714806365484
1657929600,2022-07-16 00:00:00,RSR/BTC,0.0000003229,0.0000003257,0.0000003175,0.0000003247,1206534.11828354,0.385938665256915282
1657843200,2022-07-15 00:00:00,RSR/BTC,0.0000003244,0.0000003408,0.0000003144,0.0000003236,1122942.56183993,0.365012836079820119
1657756800,2022-07-14 00:00:00,RSR/BTC,0.0000003225,0.0000003327,0.0000003146,0.000000325,3252009.2115292,1.04726930922247248
1657670400,2022-07-13 00:00:00,RSR/BTC,0.0000002916,0.0000003327,0.0000002864,0.000000325,4167773.87915495,1.31116504233866935
1657584000,2022-07-12 00:00:00,RSR/BTC,0.0000002937,0.0000003075,0.0000002921,0.0000002921,2695200.28529881,0.809882681175128927
1657497600,2022-07-11 00:00:00,RSR/BTC,0.0000003239,0.0000003239,0.0000002913,0.0000002932,2220876.65504796,0.683932579127986782
1657411200,2022-07-10 00:00:00,RSR/BTC,0.0000003364,0.000000337,0.0000003175,0.0000003239,496715.56239805,0.162520393303247853
1657324800,2022-07-09 00:00:00,RSR/BTC,0.0000003274,0.0000003393,0.0000003264,0.0000003338,256335.80302916,0.085361174063176968
1657238400,2022-07-08 00:00:00,RSR/BTC,0.0000003438,0.0000003482,0.0000003244,0.0000003244,1142487.43307709,0.380323171071226778
1657152000,2022-07-07 00:00:00,RSR/BTC,0.0000003447,0.0000003759,0.0000003418,0.0000003463,3443414.5147,1.23560785238489
1657065600,2022-07-06 00:00:00,RSR/BTC,0.0000003456,0.0000003493,0.0000003412,0.0000003447,640782.06229089,0.220657526790497877
1656979200,2022-07-05 00:00:00,RSR/BTC,0.0000003507,0.0000003655,0.0000003435,0.0000003435,2174894.39736819,0.767337802133736993
1656892800,2022-07-04 00:00:00,RSR/BTC,0.0000003577,0.0000003601,0.0000003483,0.0000003483,474543.2142,0.16789566269658
1656806400,2022-07-03 00:00:00,RSR/BTC,0.0000003793,0.0000003793,0.0000003581,0.0000003585,598254.52293346,0.220837307981365108
1656720000,2022-07-02 00:00:00,RSR/BTC,0.0000003597,0.0000003881,0.0000003543,0.0000003809,1748938.63478243,0.638936381103526801
1656633600,2022-07-01 00:00:00,RSR/BTC,0.0000003577,0.0000003744,0.0000003489,0.0000003581,6984723.92054085,2.515760435854538336
1656547200,2022-06-30 00:00:00,RSR/BTC,0.0000003624,0.0000003765,0.0000003403,0.0000003581,14264663.81246148,5.127599656633418264
1656460800,2022-06-29 00:00:00,RSR/BTC,0.0000003925,0.0000003995,0.0000003597,0.0000003601,3092946.04727761,1.166607541018246692
1656374400,2022-06-28 00:00:00,RSR/BTC,0.0000004088,0.0000004272,0.0000003875,0.0000003905,4057627.55128237,1.652536738324446469
1656288000,2022-06-27 00:00:00,RSR/BTC,0.0000003728,0.0000004297,0.0000003728,0.0000004083,3658374.11905861,1.465227618914539582
1656201600,2022-06-26 00:00:00,RSR/BTC,0.0000004096,0.0000004148,0.00000037,0.0000003705,1549157.38868588,0.612438732271603706
1656115200,2022-06-25 00:00:00,RSR/BTC,0.0000004404,0.0000004686,0.0000004014,0.00000041,4157120.06773757,1.792885738341598038
1656028800,2022-06-24 00:00:00,RSR/BTC,0.0000004176,0.000000465,0.0000004041,0.0000004399,2446538.1367882,1.050491642825842254
1655942400,2022-06-23 00:00:00,RSR/BTC,0.0000004481,0.0000004766,0.0000004125,0.0000004188,4945045.44830773,2.159832917942294183
1655856000,2022-06-22 00:00:00,RSR/BTC,0.0000003875,0.0000004615,0.000000384,0.0000004476,5005092.24979033,2.159397466799042024
1655769600,2022-06-21 00:00:00,RSR/BTC,0.0000004191,0.0000004644,0.0000003824,0.0000003871,12506831.45941002,5.1308305583753993
1655683200,2022-06-20 00:00:00,RSR/BTC,0.0000003149,0.0000004248,0.0000003055,0.0000004218,13596805.65250999,4.684969513554803336
1655596800,2022-06-19 00:00:00,RSR/BTC,0.0000003235,0.0000003333,0.0000003083,0.000000314,4830485.76722912,1.5402380981940356
1655510400,2022-06-18 00:00:00,RSR/BTC,0.0000003408,0.0000003492,0.0000003192,0.0000003233,5092656.33804155,1.684568961676513182
1655424000,2022-06-17 00:00:00,RSR/BTC,0.0000003053,0.000000355,0.0000003036,0.0000003412,2435239.8318882,0.802126235193671356
1655337600,2022-06-16 00:00:00,RSR/BTC,0.0000003173,0.0000003201,0.0000002799,0.0000003052,12142726.42398103,3.762133069669782553
1655251200,2022-06-15 00:00:00,RSR/BTC,0.0000002824,0.00000035,0.0000002818,0.0000003169,15867238.06226697,4.845544129654264035
1655164800,2022-06-14 00:00:00,RSR/BTC,0.0000003004,0.0000003177,0.000000273,0.0000002816,7093927.36570245,2.085606171486936087
1655078400,2022-06-13 00:00:00,RSR/BTC,0.0000002529,0.0000003101,0.0000002346,0.0000003007,10162929.4122585,2.737781869090004082
1654992000,2022-06-12 00:00:00,RSR/BTC,0.0000002799,0.0000002822,0.0000002391,0.000000255,5314821.43176699,1.375613358144717005
1654905600,2022-06-11 00:00:00,RSR/BTC,0.0000002972,0.0000003261,0.000000268,0.0000002803,4528369.93326282,1.315657735999951289
1654819200,2022-06-10 00:00:00,RSR/BTC,0.0000002656,0.0000003217,0.0000002549,0.0000002975,7791786.59947454,2.272271487252548101
1654732800,2022-06-09 00:00:00,RSR/BTC,0.0000002855,0.0000003101,0.0000002622,0.0000002661,6530027.36395328,1.825835361059371693
1654646400,2022-06-08 00:00:00,RSR/BTC,0.0000003201,0.000000325,0.0000002818,0.0000002868,10734780.3192313,3.256128061778077097
1654560000,2022-06-07 00:00:00,RSR/BTC,0.0000002314,0.0000004067,0.0000002273,0.0000003197,21586702.52983085,6.900274735281548385
1654473600,2022-06-06 00:00:00,RSR/BTC,0.0000002276,0.0000002498,0.0000002216,0.0000002316,2734589.5769472,0.634434946856823857
1654387200,2022-06-05 00:00:00,RSR/BTC,0.0000002432,0.0000002498,0.0000002275,0.0000002288,3367917.81533051,0.794153985033157027
1654300800,2022-06-04 00:00:00,RSR/BTC,0.0000002379,0.0000002737,0.0000002351,0.0000002446,2976448.80896072,0.736389818986404199
1654214400,2022-06-03 00:00:00,RSR/BTC,0.0000002318,0.000000255,0.0000002117,0.000000237,8167333.79980063,1.850796815381407014
