https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAT,Volume USDT
1663459200,2022-09-18 00:00:00,BAT/USDT,0.3303,0.3303,0.3251,0.3275,24650.02024716,8067.223798298308
1663372800,2022-09-17 00:00:00,BAT/USDT,0.3206,0.3302,0.3194,0.3298,282211.79606021,91370.047086573411
1663286400,2022-09-16 00:00:00,BAT/USDT,0.3147,0.3216,0.311,0.3211,351818.32896802,111257.405814692406
1663200000,2022-09-15 00:00:00,BAT/USDT,0.3264,0.3274,0.312,0.3142,871083.58857077,277099.950029502437
1663113600,2022-09-14 00:00:00,BAT/USDT,0.3218,0.3289,0.3171,0.3265,480629.60973797,155545.17687510174
1663027200,2022-09-13 00:00:00,BAT/USDT,0.3547,0.3618,0.32,0.322,570012.70692944,193744.157224916721
1662940800,2022-09-12 00:00:00,BAT/USDT,0.3513,0.3631,0.3448,0.3548,227439.56748473,80745.768350290995
1662854400,2022-09-11 00:00:00,BAT/USDT,0.353,0.3639,0.3445,0.3513,327845.99981003,116259.891349932718
1662768000,2022-09-10 00:00:00,BAT/USDT,0.3545,0.3586,0.3465,0.3528,276639.70522576,97516.167336168602
1662681600,2022-09-09 00:00:00,BAT/USDT,0.3302,0.3582,0.33,0.3543,358217.16522412,124771.396471237994
1662595200,2022-09-08 00:00:00,BAT/USDT,0.3241,0.3329,0.3162,0.33,622553.73044318,202449.578318886456
1662508800,2022-09-07 00:00:00,BAT/USDT,0.3144,0.3291,0.3066,0.3238,317294.81451533,100740.496988148544
1662422400,2022-09-06 00:00:00,BAT/USDT,0.342,0.3476,0.3135,0.3142,402770.74138878,133444.891289015776
1662336000,2022-09-05 00:00:00,BAT/USDT,0.3499,0.3536,0.3351,0.3418,180531.3331687,61657.159402649628
1662249600,2022-09-04 00:00:00,BAT/USDT,0.3363,0.3501,0.3338,0.3499,136958.24479415,47191.353138682232
1662163200,2022-09-03 00:00:00,BAT/USDT,0.3374,0.339,0.3322,0.336,119229.61965619,40068.369774653202
1662076800,2022-09-02 00:00:00,BAT/USDT,0.3406,0.3457,0.3316,0.3374,140041.08107682,47416.48999116085
1661990400,2022-09-01 00:00:00,BAT/USDT,0.335,0.3413,0.325,0.3402,188194.33159238,62664.441431042697
1661904000,2022-08-31 00:00:00,BAT/USDT,0.3376,0.3466,0.3336,0.3349,185909.04571709,63225.377223874402
1661817600,2022-08-30 00:00:00,BAT/USDT,0.3471,0.3507,0.3289,0.3367,215467.65785788,73449.2833686852
1661731200,2022-08-29 00:00:00,BAT/USDT,0.3281,0.3481,0.3237,0.347,278582.11606681,93328.223270781611
1661644800,2022-08-28 00:00:00,BAT/USDT,0.3379,0.344,0.3261,0.3278,197488.04487606,66686.99603828465
1661558400,2022-08-27 00:00:00,BAT/USDT,0.3363,0.3413,0.3309,0.3378,359431.90131265,121147.835583110775
1661472000,2022-08-26 00:00:00,BAT/USDT,0.373,0.3756,0.3324,0.337,429444.41758916,151615.487286214891
1661385600,2022-08-25 00:00:00,BAT/USDT,0.3677,0.3779,0.366,0.3735,139552.05416052,51932.714009692922
1661299200,2022-08-24 00:00:00,BAT/USDT,0.372,0.3794,0.3595,0.3677,111780.09799051,41395.741457678759
1661212800,2022-08-23 00:00:00,BAT/USDT,0.3628,0.3735,0.3515,0.3713,134861.00286208,48982.835589528232
1661126400,2022-08-22 00:00:00,BAT/USDT,0.3687,0.3688,0.3481,0.3623,225730.77167821,80444.023573852365
1661040000,2022-08-21 00:00:00,BAT/USDT,0.3584,0.3731,0.3548,0.369,296446.94969078,108334.979421183476
1660953600,2022-08-20 00:00:00,BAT/USDT,0.3604,0.3691,0.348,0.3584,307851.19713095,110344.75544869048
1660867200,2022-08-19 00:00:00,BAT/USDT,0.3919,0.3938,0.3554,0.3608,721069.32659409,265681.996685561371
1660780800,2022-08-18 00:00:00,BAT/USDT,0.4093,0.4165,0.3858,0.3924,478057.97816639,192632.467368842343
1660694400,2022-08-17 00:00:00,BAT/USDT,0.4298,0.4411,0.405,0.4105,591081.04380708,247185.696767609404
1660608000,2022-08-16 00:00:00,BAT/USDT,0.4437,0.4462,0.4249,0.4299,275847.30315472,119074.590003478347
1660521600,2022-08-15 00:00:00,BAT/USDT,0.443,0.4609,0.4338,0.4437,488730.68820502,218401.635178480097
1660435200,2022-08-14 00:00:00,BAT/USDT,0.458,0.4716,0.4391,0.4435,643377.58447847,294531.670423048549
1660348800,2022-08-13 00:00:00,BAT/USDT,0.4661,0.4721,0.4544,0.4587,631450.64457606,291610.218027583963
1660262400,2022-08-12 00:00:00,BAT/USDT,0.46,0.4797,0.4456,0.4666,736226.92374053,339549.644125669233
1660176000,2022-08-11 00:00:00,BAT/USDT,0.4645,0.473,0.4525,0.46,1032836.89243531,477340.693382460456
1660089600,2022-08-10 00:00:00,BAT/USDT,0.4351,0.4678,0.414,0.4639,1664748.44971346,736368.847718797572
1660003200,2022-08-09 00:00:00,BAT/USDT,0.4366,0.4594,0.433,0.4349,1362525.86577297,608633.430502095397
1659916800,2022-08-08 00:00:00,BAT/USDT,0.4294,0.4492,0.4274,0.4371,366954.74346166,161639.804134790794
1659830400,2022-08-07 00:00:00,BAT/USDT,0.432,0.4359,0.4221,0.4296,318147.32813908,136266.726523610335
1659744000,2022-08-06 00:00:00,BAT/USDT,0.4286,0.4545,0.4268,0.4321,977495.7759581,431182.359440798947
1659657600,2022-08-05 00:00:00,BAT/USDT,0.404,0.4415,0.4013,0.4289,667027.79471911,284574.31105088961
1659571200,2022-08-04 00:00:00,BAT/USDT,0.3949,0.4102,0.3927,0.4031,353299.80015388,141119.665286661711
1659484800,2022-08-03 00:00:00,BAT/USDT,0.3983,0.4092,0.3842,0.3951,225700.27024686,90638.539678231591
1659398400,2022-08-02 00:00:00,BAT/USDT,0.4185,0.4221,0.3882,0.3972,356505.73257373,141937.731756934443
1659312000,2022-08-01 00:00:00,BAT/USDT,0.3983,0.4477,0.3975,0.4193,713793.56488143,301786.029071038979
1659225600,2022-07-31 00:00:00,BAT/USDT,0.4038,0.4271,0.3961,0.3989,601673.72030837,247112.316337774547
1659139200,2022-07-30 00:00:00,BAT/USDT,0.4027,0.4292,0.4002,0.4053,715480.47361532,295848.57169287983
1659052800,2022-07-29 00:00:00,BAT/USDT,0.4089,0.419,0.3912,0.4018,461261.4812265,187863.163523131924
1658966400,2022-07-28 00:00:00,BAT/USDT,0.3964,0.4169,0.382,0.4085,528544.46830484,210783.39322438577
1658880000,2022-07-27 00:00:00,BAT/USDT,0.366,0.3963,0.3581,0.3963,183453.21205044,68746.322364779137
1658793600,2022-07-26 00:00:00,BAT/USDT,0.3582,0.3671,0.349,0.3665,334963.22905471,119139.676301022017
1658707200,2022-07-25 00:00:00,BAT/USDT,0.3874,0.3891,0.3584,0.3586,504460.82001166,188044.749032358168
1658620800,2022-07-24 00:00:00,BAT/USDT,0.3884,0.3979,0.3846,0.3874,270826.37050765,105882.913563003079
1658534400,2022-07-23 00:00:00,BAT/USDT,0.3877,0.3992,0.3742,0.3877,462043.72561402,178508.967690486689
1658448000,2022-07-22 00:00:00,BAT/USDT,0.4026,0.4159,0.3814,0.3874,555940.88173134,222627.442193540572
1658361600,2022-07-21 00:00:00,BAT/USDT,0.3925,0.4039,0.3788,0.4017,608059.42552039,238276.650672239366
1658275200,2022-07-20 00:00:00,BAT/USDT,0.4304,0.4417,0.3907,0.3931,1147579.16215148,483721.778938431341
1658188800,2022-07-19 00:00:00,BAT/USDT,0.4127,0.4391,0.411,0.4303,2055627.22668613,879214.367999997519
1658102400,2022-07-18 00:00:00,BAT/USDT,0.3835,0.42,0.3827,0.4132,636805.00219889,257064.180961953554
1658016000,2022-07-17 00:00:00,BAT/USDT,0.3986,0.4072,0.3822,0.3835,484016.54864846,190659.665803846159
1657929600,2022-07-16 00:00:00,BAT/USDT,0.3895,0.4042,0.3828,0.399,700934.36472176,273983.744958219297
1657843200,2022-07-15 00:00:00,BAT/USDT,0.3889,0.4005,0.3813,0.3882,982469.6774965,385789.839338461752
1657756800,2022-07-14 00:00:00,BAT/USDT,0.3851,0.3888,0.3595,0.3888,561954.62397286,211411.446404487075
1657670400,2022-07-13 00:00:00,BAT/USDT,0.3663,0.386,0.3474,0.386,998351.46892426,368495.70684023377
1657584000,2022-07-12 00:00:00,BAT/USDT,0.3741,0.3904,0.3616,0.3673,941437.99022871,353645.141750406895
1657497600,2022-07-11 00:00:00,BAT/USDT,0.4084,0.4084,0.372,0.3752,668069.09751088,259561.401714903541
1657411200,2022-07-10 00:00:00,BAT/USDT,0.4326,0.4366,0.4025,0.4088,693001.29216668,287045.472921947357
1657324800,2022-07-09 00:00:00,BAT/USDT,0.4326,0.4424,0.4237,0.4325,303393.87318702,131406.733799495112
1657238400,2022-07-08 00:00:00,BAT/USDT,0.4529,0.4581,0.4267,0.4324,888819.38893635,388696.713636606406
1657152000,2022-07-07 00:00:00,BAT/USDT,0.441,0.4594,0.441,0.4532,916941.07140805,413252.831208153173
1657065600,2022-07-06 00:00:00,BAT/USDT,0.4409,0.4458,0.4255,0.4414,1390565.74421736,603065.708964769531
1656979200,2022-07-05 00:00:00,BAT/USDT,0.4068,0.4569,0.4049,0.4421,2360619.42125046,1031469.185536011369
1656892800,2022-07-04 00:00:00,BAT/USDT,0.4013,0.4087,0.3848,0.4057,394242.88801589,156604.771479254983
1656806400,2022-07-03 00:00:00,BAT/USDT,0.4122,0.4122,0.3858,0.4008,448793.13931985,178171.938174480346
1656720000,2022-07-02 00:00:00,BAT/USDT,0.4036,0.4211,0.3954,0.4126,766718.19345699,314423.352077354974
1656633600,2022-07-01 00:00:00,BAT/USDT,0.3918,0.4194,0.381,0.4036,1298396.6980937,522439.219616730759
1656547200,2022-06-30 00:00:00,BAT/USDT,0.3858,0.3953,0.352,0.3936,668553.88474544,247783.391629928479
1656460800,2022-06-29 00:00:00,BAT/USDT,0.3715,0.3912,0.3595,0.3855,569057.67770094,214519.85772176134
1656374400,2022-06-28 00:00:00,BAT/USDT,0.3885,0.4077,0.3681,0.3717,680248.39066759,265118.437218630211
1656288000,2022-06-27 00:00:00,BAT/USDT,0.3937,0.4122,0.3786,0.3884,398897.23168325,158870.994909711491
1656201600,2022-06-26 00:00:00,BAT/USDT,0.4312,0.4349,0.3912,0.3948,563389.05742218,231868.560570411502
1656115200,2022-06-25 00:00:00,BAT/USDT,0.4358,0.4409,0.4031,0.4318,1125353.26279006,479635.47351854625
1656028800,2022-06-24 00:00:00,BAT/USDT,0.4062,0.443,0.405,0.4344,856213.42252673,366128.181269191828
1655942400,2022-06-23 00:00:00,BAT/USDT,0.3644,0.41,0.3619,0.4059,654744.40803128,253632.929706227579
1655856000,2022-06-22 00:00:00,BAT/USDT,0.3726,0.3952,0.3536,0.3638,1139848.18066223,420334.471281978263
1655769600,2022-06-21 00:00:00,BAT/USDT,0.3605,0.4058,0.3585,0.3736,1506684.68852875,583235.139967746679
1655683200,2022-06-20 00:00:00,BAT/USDT,0.3402,0.3881,0.336,0.3601,969103.65973169,352386.321801010615
1655596800,2022-06-19 00:00:00,BAT/USDT,0.3125,0.3464,0.2956,0.34,465784.18906284,153254.232873647004
1655510400,2022-06-18 00:00:00,BAT/USDT,0.3374,0.34,0.2913,0.3117,688043.23352149,213225.665423263765
1655424000,2022-06-17 00:00:00,BAT/USDT,0.3213,0.3469,0.3099,0.338,580669.11736275,194204.267292970963
