https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BOND,Volume USDT
1642204800,2022-01-15 00:00:00,BOND/USDT,14.64,15.23,14.61,15,860.62439919,12822.6404064445
1642118400,2022-01-14 00:00:00,BOND/USDT,14.67,15.11,14.24,14.67,2595.0343546,37961.5713080426
1642032000,2022-01-13 00:00:00,BOND/USDT,15.21,15.63,14.53,14.68,3003.62577158,45368.1674609623
1641945600,2022-01-12 00:00:00,BOND/USDT,14.76,15.29,14.62,15.2,3158.94797862,47733.9120347703
1641859200,2022-01-11 00:00:00,BOND/USDT,14.94,15.17,14.44,14.69,2398.26040749,35628.7572905444
1641772800,2022-01-10 00:00:00,BOND/USDT,15.46,15.59,14.64,14.94,2091.70910553,31603.0785357816
1641686400,2022-01-09 00:00:00,BOND/USDT,15.11,15.59,14.98,15.51,2666.1283408,40909.6989447894
1641600000,2022-01-08 00:00:00,BOND/USDT,15.67,16.08,15,15.11,2535.44038214,39435.4313285534
1641513600,2022-01-07 00:00:00,BOND/USDT,16.47,16.6,15.59,15.69,3495.01369962,56718.8159625214
1641427200,2022-01-06 00:00:00,BOND/USDT,16.53,17.78,16.37,16.5,5457.51296941,90913.4279374047
1641340800,2022-01-05 00:00:00,BOND/USDT,18.24,18.47,16.42,16.53,2429.66315818,42590.2222307448
1641254400,2022-01-04 00:00:00,BOND/USDT,18.35,18.49,17.81,18.32,2502.11733238,45535.6822102115
1641168000,2022-01-03 00:00:00,BOND/USDT,18.39,19.11,17.79,18.43,3374.93452023,62171.5921937407
1641081600,2022-01-02 00:00:00,BOND/USDT,18.29,20.21,18.05,18.44,6276.61064083,119963.226734001
1640995200,2022-01-01 00:00:00,BOND/USDT,16.43,21.58,16.42,18.29,22672.69427818,427826.2663295882
1640908800,2021-12-31 00:00:00,BOND/USDT,16.45,16.74,16.14,16.4,2422.89378164,40048.2854366072
1640822400,2021-12-30 00:00:00,BOND/USDT,16.91,17.26,16.32,16.32,3375.57437939,56456.8228552112
1640736000,2021-12-29 00:00:00,BOND/USDT,19.08,19.8,16.78,16.87,5562.72200043,102645.7580892488
1640649600,2021-12-28 00:00:00,BOND/USDT,17,23.46,16.62,19.09,43505.57036429,871041.1169110578
