https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CVC,Volume USDT,tradecount
1661904000000,2022-08-31 00:00:00,CVC/USDT,0.14630000,0.15030000,0.14380000,0.14480000,7770217.00000000,1142164.69480000,6901
1661817600000,2022-08-30 00:00:00,CVC/USDT,0.14770000,0.14970000,0.14140000,0.14600000,8168121.00000000,1196933.01870000,7039
1661731200000,2022-08-29 00:00:00,CVC/USDT,0.13990000,0.15490000,0.13800000,0.14780000,9734637.00000000,1406187.57510000,7427
1661644800000,2022-08-28 00:00:00,CVC/USDT,0.14210000,0.14570000,0.13910000,0.13980000,6961400.00000000,995604.61650000,5362
1661558400000,2022-08-27 00:00:00,CVC/USDT,0.14300000,0.14410000,0.13910000,0.14200000,6544010.00000000,928786.30760000,5580
1661472000000,2022-08-26 00:00:00,CVC/USDT,0.15740000,0.15760000,0.14250000,0.14300000,19455685.00000000,2941418.74900000,15124
1661385600000,2022-08-25 00:00:00,CVC/USDT,0.14810000,0.16390000,0.14780000,0.15730000,58646891.00000000,9183548.73730000,36342
1661299200000,2022-08-24 00:00:00,CVC/USDT,0.14850000,0.15170000,0.14380000,0.14810000,7535140.00000000,1120164.09570000,6746
1661212800000,2022-08-23 00:00:00,CVC/USDT,0.14670000,0.14900000,0.14180000,0.14830000,5725417.00000000,837199.76560000,5226
1661126400000,2022-08-22 00:00:00,CVC/USDT,0.14990000,0.14990000,0.14100000,0.14660000,7514536.00000000,1086705.93870000,7799
1661040000000,2022-08-21 00:00:00,CVC/USDT,0.14690000,0.15170000,0.14540000,0.14980000,5859702.00000000,870199.69670000,5639
1660953600000,2022-08-20 00:00:00,CVC/USDT,0.15020000,0.15310000,0.14260000,0.14690000,13006379.00000000,1938477.41700000,12001
1660867200000,2022-08-19 00:00:00,CVC/USDT,0.16710000,0.16830000,0.14590000,0.15000000,26196289.00000000,4071607.30010000,24712
1660780800000,2022-08-18 00:00:00,CVC/USDT,0.17730000,0.18180000,0.15860000,0.16720000,24213002.00000000,4178995.55780000,23651
1660694400000,2022-08-17 00:00:00,CVC/USDT,0.18650000,0.18710000,0.17300000,0.17720000,25356868.00000000,4572616.55690000,25568
1660608000000,2022-08-16 00:00:00,CVC/USDT,0.19900000,0.20860000,0.18350000,0.18640000,58581829.00000000,11290065.02080000,57141
1660521600000,2022-08-15 00:00:00,CVC/USDT,0.17170000,0.29320000,0.16990000,0.19900000,212928049.00000000,46676417.30650000,224639
1660435200000,2022-08-14 00:00:00,CVC/USDT,0.17400000,0.17550000,0.16940000,0.17150000,5577059.00000000,963409.57060000,6627
1660348800000,2022-08-13 00:00:00,CVC/USDT,0.17530000,0.17530000,0.17060000,0.17400000,5099182.00000000,883080.05740000,5790
1660262400000,2022-08-12 00:00:00,CVC/USDT,0.17040000,0.17650000,0.16700000,0.17530000,10927212.00000000,1873650.73540000,11317
1660176000000,2022-08-11 00:00:00,CVC/USDT,0.16540000,0.18580000,0.16530000,0.17030000,23586923.00000000,4086083.38690000,23850
1660089600000,2022-08-10 00:00:00,CVC/USDT,0.15470000,0.16600000,0.15110000,0.16520000,8900752.00000000,1403962.59320000,9822
1660003200000,2022-08-09 00:00:00,CVC/USDT,0.16310000,0.16490000,0.15170000,0.15470000,6970363.00000000,1095626.12020000,7673
1659916800000,2022-08-08 00:00:00,CVC/USDT,0.16190000,0.16640000,0.16020000,0.16300000,4531785.00000000,740237.52660000,5134
1659830400000,2022-08-07 00:00:00,CVC/USDT,0.16240000,0.16460000,0.15900000,0.16210000,3032705.00000000,491529.27230000,3215
1659744000000,2022-08-06 00:00:00,CVC/USDT,0.16390000,0.16530000,0.16190000,0.16240000,3896739.00000000,638615.48530000,4022
1659657600000,2022-08-05 00:00:00,CVC/USDT,0.15560000,0.16430000,0.15500000,0.16410000,6185899.00000000,989975.39630000,6744
1659571200000,2022-08-04 00:00:00,CVC/USDT,0.15530000,0.16020000,0.15290000,0.15580000,7431408.00000000,1159885.31810000,7565
1659484800000,2022-08-03 00:00:00,CVC/USDT,0.16810000,0.16810000,0.15460000,0.15530000,13496714.00000000,2174064.83150000,13708
1659398400000,2022-08-02 00:00:00,CVC/USDT,0.16410000,0.17000000,0.15030000,0.16780000,17624091.00000000,2798849.29290000,14726
1659312000000,2022-08-01 00:00:00,CVC/USDT,0.15040000,0.16900000,0.14960000,0.16430000,30575534.00000000,4905026.00470000,25374
1659225600000,2022-07-31 00:00:00,CVC/USDT,0.14800000,0.16340000,0.14520000,0.15040000,15944543.00000000,2445788.43840000,13311
1659139200000,2022-07-30 00:00:00,CVC/USDT,0.14940000,0.15720000,0.14640000,0.14780000,9332847.00000000,1425127.33350000,8895
1659052800000,2022-07-29 00:00:00,CVC/USDT,0.15010000,0.15330000,0.14410000,0.14950000,9480036.00000000,1421939.91760000,9102
1658966400000,2022-07-28 00:00:00,CVC/USDT,0.14470000,0.15270000,0.13960000,0.14990000,9303811.00000000,1356755.00010000,10521
1658880000000,2022-07-27 00:00:00,CVC/USDT,0.13440000,0.14470000,0.13200000,0.14470000,4517911.00000000,620745.43280000,5092
1658793600000,2022-07-26 00:00:00,CVC/USDT,0.13170000,0.13470000,0.12940000,0.13460000,3875415.00000000,508195.11730000,4852
1658707200000,2022-07-25 00:00:00,CVC/USDT,0.14370000,0.14400000,0.13150000,0.13160000,6911181.00000000,944067.13990000,6444
1658620800000,2022-07-24 00:00:00,CVC/USDT,0.14280000,0.14650000,0.14160000,0.14380000,2959120.00000000,426547.56260000,2778
1658534400000,2022-07-23 00:00:00,CVC/USDT,0.14040000,0.14510000,0.13820000,0.14260000,5836031.00000000,823858.67060000,5621
1658448000000,2022-07-22 00:00:00,CVC/USDT,0.14570000,0.14950000,0.13950000,0.14050000,8610827.00000000,1242599.57450000,8938
1658361600000,2022-07-21 00:00:00,CVC/USDT,0.14570000,0.14790000,0.14020000,0.14580000,7385824.00000000,1061285.40770000,7196
1658275200000,2022-07-20 00:00:00,CVC/USDT,0.15490000,0.15890000,0.14420000,0.14580000,12547353.00000000,1930707.20490000,12372
1658188800000,2022-07-19 00:00:00,CVC/USDT,0.15120000,0.15630000,0.14600000,0.15500000,12050104.00000000,1825200.98390000,11253
1658102400000,2022-07-18 00:00:00,CVC/USDT,0.13890000,0.15390000,0.13850000,0.15130000,21765883.00000000,3266593.73740000,17608
1658016000000,2022-07-17 00:00:00,CVC/USDT,0.14260000,0.14620000,0.13830000,0.13880000,4039546.00000000,574158.35150000,4283
1657929600000,2022-07-16 00:00:00,CVC/USDT,0.14000000,0.14460000,0.13640000,0.14230000,4904673.00000000,688953.98590000,4594
1657843200000,2022-07-15 00:00:00,CVC/USDT,0.13700000,0.14190000,0.13540000,0.14020000,5981816.00000000,829970.96140000,5974
1657756800000,2022-07-14 00:00:00,CVC/USDT,0.13580000,0.13770000,0.12900000,0.13710000,5143637.00000000,686612.60770000,4709
1657670400000,2022-07-13 00:00:00,CVC/USDT,0.13160000,0.13650000,0.12470000,0.13600000,6408264.00000000,840236.96240000,4962
1657584000000,2022-07-12 00:00:00,CVC/USDT,0.13620000,0.13840000,0.13100000,0.13150000,4433731.00000000,599186.51170000,3700
1657497600000,2022-07-11 00:00:00,CVC/USDT,0.15020000,0.15230000,0.13530000,0.13640000,10591995.00000000,1516012.71420000,9652
1657411200000,2022-07-10 00:00:00,CVC/USDT,0.15080000,0.15770000,0.14620000,0.15020000,13399618.00000000,2034323.82370000,11679
1657324800000,2022-07-09 00:00:00,CVC/USDT,0.14710000,0.15270000,0.14660000,0.15080000,4140492.00000000,621625.30220000,4059
1657238400000,2022-07-08 00:00:00,CVC/USDT,0.14720000,0.15270000,0.14460000,0.14680000,9073813.00000000,1350091.41320000,8449
1657152000000,2022-07-07 00:00:00,CVC/USDT,0.14330000,0.14790000,0.14070000,0.14710000,5612514.00000000,814171.59340000,4104
1657065600000,2022-07-06 00:00:00,CVC/USDT,0.14310000,0.14430000,0.13940000,0.14320000,5497604.00000000,778685.08890000,4729
1656979200000,2022-07-05 00:00:00,CVC/USDT,0.14840000,0.14960000,0.13930000,0.14320000,6042227.00000000,876719.93040000,5358
1656892800000,2022-07-04 00:00:00,CVC/USDT,0.13970000,0.15170000,0.13470000,0.14850000,12933916.00000000,1864231.98590000,11685
1656806400000,2022-07-03 00:00:00,CVC/USDT,0.14110000,0.14130000,0.13440000,0.13950000,4704060.00000000,646601.97440000,4295
1656720000000,2022-07-02 00:00:00,CVC/USDT,0.13600000,0.14120000,0.13300000,0.14120000,7720217.00000000,1057201.46620000,7983
1656633600000,2022-07-01 00:00:00,CVC/USDT,0.13350000,0.13820000,0.12720000,0.13590000,11304022.00000000,1519753.54390000,9960
1656547200000,2022-06-30 00:00:00,CVC/USDT,0.13890000,0.14020000,0.12400000,0.13380000,11501561.00000000,1497316.14640000,9556
1656460800000,2022-06-29 00:00:00,CVC/USDT,0.14360000,0.14480000,0.13550000,0.13920000,9147157.00000000,1280732.70620000,8878
1656374400000,2022-06-28 00:00:00,CVC/USDT,0.14740000,0.15480000,0.14220000,0.14370000,10943366.00000000,1628236.04050000,10215
1656288000000,2022-06-27 00:00:00,CVC/USDT,0.14170000,0.15580000,0.13990000,0.14720000,10803640.00000000,1580614.90270000,10109
1656201600000,2022-06-26 00:00:00,CVC/USDT,0.15100000,0.15300000,0.14100000,0.14180000,6273649.00000000,925347.79070000,5953
1656115200000,2022-06-25 00:00:00,CVC/USDT,0.14690000,0.15650000,0.14210000,0.15100000,11385135.00000000,1709731.90110000,13201
1656028800000,2022-06-24 00:00:00,CVC/USDT,0.14320000,0.14940000,0.14210000,0.14690000,7338760.00000000,1064583.57080000,7945
1655942400000,2022-06-23 00:00:00,CVC/USDT,0.13400000,0.14380000,0.13320000,0.14320000,7187455.00000000,1005498.93610000,7751
1655856000000,2022-06-22 00:00:00,CVC/USDT,0.14010000,0.14040000,0.13200000,0.13390000,8004686.00000000,1085129.82050000,8514
1655769600000,2022-06-21 00:00:00,CVC/USDT,0.13600000,0.14680000,0.13400000,0.14010000,8941531.00000000,1265456.85660000,9477
1655683200000,2022-06-20 00:00:00,CVC/USDT,0.13340000,0.13880000,0.12690000,0.13610000,8816726.00000000,1176615.24550000,8258
1655596800000,2022-06-19 00:00:00,CVC/USDT,0.12380000,0.13410000,0.11810000,0.13340000,8536848.00000000,1073605.64140000,8740
1655510400000,2022-06-18 00:00:00,CVC/USDT,0.13080000,0.14080000,0.11350000,0.12390000,13167681.00000000,1629489.37200000,11248
1655424000000,2022-06-17 00:00:00,CVC/USDT,0.12400000,0.13430000,0.12320000,0.13110000,9187592.00000000,1183915.52450000,7350
1655337600000,2022-06-16 00:00:00,CVC/USDT,0.13480000,0.13600000,0.12220000,0.12440000,11890270.00000000,1536871.93600000,11601
1655251200000,2022-06-15 00:00:00,CVC/USDT,0.12680000,0.13500000,0.11300000,0.13480000,13041103.00000000,1589177.64710000,13179
1655164800000,2022-06-14 00:00:00,CVC/USDT,0.12780000,0.12990000,0.11530000,0.12690000,17357220.00000000,2160234.62440000,15520
1655078400000,2022-06-13 00:00:00,CVC/USDT,0.14460000,0.14560000,0.12440000,0.12780000,22947489.00000000,3012603.34900000,19787
1654992000000,2022-06-12 00:00:00,CVC/USDT,0.16140000,0.16220000,0.14290000,0.14470000,12917146.00000000,1933044.93310000,12619
1654905600000,2022-06-11 00:00:00,CVC/USDT,0.16820000,0.17320000,0.15650000,0.16150000,6871069.00000000,1126919.33770000,7125
1654819200000,2022-06-10 00:00:00,CVC/USDT,0.18240000,0.19560000,0.16600000,0.16800000,12522679.00000000,2215125.97870000,14235
1654732800000,2022-06-09 00:00:00,CVC/USDT,0.18810000,0.18810000,0.17960000,0.18260000,4254764.00000000,780873.91710000,5593
1654646400000,2022-06-08 00:00:00,CVC/USDT,0.20220000,0.20260000,0.18550000,0.18790000,7727106.00000000,1485582.65210000,11630
1654560000000,2022-06-07 00:00:00,CVC/USDT,0.19470000,0.20260000,0.17630000,0.20220000,10218590.00000000,1927497.03970000,13946
1654473600000,2022-06-06 00:00:00,CVC/USDT,0.18260000,0.19580000,0.18150000,0.19470000,6494225.00000000,1234305.10180000,10314
1654387200000,2022-06-05 00:00:00,CVC/USDT,0.17830000,0.18620000,0.17290000,0.18260000,6443890.00000000,1162247.82840000,8440
1654300800000,2022-06-04 00:00:00,CVC/USDT,0.17550000,0.18370000,0.16960000,0.17790000,8314432.00000000,1461490.72460000,12001
1654214400000,2022-06-03 00:00:00,CVC/USDT,0.18050000,0.18490000,0.16870000,0.17550000,8363199.00000000,1477002.19800000,9670
1654128000000,2022-06-02 00:00:00,CVC/USDT,0.17020000,0.19660000,0.16980000,0.18050000,35258394.00000000,6376812.74290000,36770
1654041600000,2022-06-01 00:00:00,CVC/USDT,0.17510000,0.18630000,0.16450000,0.17010000,15276553.00000000,2711804.99320000,17424
1653955200000,2022-05-31 00:00:00,CVC/USDT,0.17680000,0.17940000,0.16810000,0.17540000,6756938.00000000,1177497.85840000,8173
1653868800000,2022-05-30 00:00:00,CVC/USDT,0.16350000,0.17750000,0.16110000,0.17710000,7887849.00000000,1343348.52220000,11808
1653782400000,2022-05-29 00:00:00,CVC/USDT,0.15740000,0.16380000,0.15350000,0.16320000,5632401.00000000,893130.23420000,5343
1653696000000,2022-05-28 00:00:00,CVC/USDT,0.15580000,0.16040000,0.15080000,0.15730000,6262109.00000000,980443.65680000,5862
1653609600000,2022-05-27 00:00:00,CVC/USDT,0.16330000,0.18270000,0.15190000,0.15530000,29601807.00000000,4993682.86530000,30489
1653523200000,2022-05-26 00:00:00,CVC/USDT,0.17410000,0.17650000,0.15360000,0.16310000,9335372.00000000,1534314.23620000,7360
1653436800000,2022-05-25 00:00:00,CVC/USDT,0.17890000,0.18110000,0.16850000,0.17470000,5223971.00000000,908014.24010000,4541
1653350400000,2022-05-24 00:00:00,CVC/USDT,0.17650000,0.18060000,0.16410000,0.17920000,7765236.00000000,1349062.32040000,5957
1653264000000,2022-05-23 00:00:00,CVC/USDT,0.19220000,0.19690000,0.17170000,0.17640000,13081552.00000000,2462275.63100000,13168
1653177600000,2022-05-22 00:00:00,CVC/USDT,0.18200000,0.19580000,0.18130000,0.19230000,11130454.00000000,2095174.77060000,9837
1653091200000,2022-05-21 00:00:00,CVC/USDT,0.18070000,0.18680000,0.17060000,0.18210000,13434193.00000000,2403485.42670000,11911
1653004800000,2022-05-20 00:00:00,CVC/USDT,0.17770000,0.19000000,0.17150000,0.18050000,18965538.00000000,3416734.77990000,14666
1652918400000,2022-05-19 00:00:00,CVC/USDT,0.16580000,0.18480000,0.15820000,0.17740000,21314304.00000000,3684763.10130000,16442
1652832000000,2022-05-18 00:00:00,CVC/USDT,0.18080000,0.19920000,0.16470000,0.16570000,31682800.00000000,5802760.10290000,28360
1652745600000,2022-05-17 00:00:00,CVC/USDT,0.17400000,0.18610000,0.16860000,0.18070000,14095122.00000000,2487303.70220000,13060
1652659200000,2022-05-16 00:00:00,CVC/USDT,0.18670000,0.18710000,0.16650000,0.17390000,19326364.00000000,3383437.37180000,16408
1652572800000,2022-05-15 00:00:00,CVC/USDT,0.18410000,0.18970000,0.17050000,0.18710000,31948651.00000000,5691910.00650000,27950
1652486400000,2022-05-14 00:00:00,CVC/USDT,0.14980000,0.18720000,0.14930000,0.18390000,54684827.00000000,9007585.72100000,42330
1652400000000,2022-05-13 00:00:00,CVC/USDT,0.13050000,0.16410000,0.13000000,0.14960000,21407203.00000000,3232731.21600000,20475
1652313600000,2022-05-12 00:00:00,CVC/USDT,0.14370000,0.15070000,0.10720000,0.13040000,52451329.50000000,6649388.01244000,48251
1652227200000,2022-05-11 00:00:00,CVC/USDT,0.18890000,0.19460000,0.13250000,0.14370000,44602608.60000000,7332762.03503000,51417
1652140800000,2022-05-10 00:00:00,CVC/USDT,0.18800000,0.21190000,0.17930000,0.18890000,38980303.00000000,7641934.46470000,43255
1652054400000,2022-05-09 00:00:00,CVC/USDT,0.24000000,0.24220000,0.18610000,0.18790000,28979529.00000000,6128880.38930000,37087
1651968000000,2022-05-08 00:00:00,CVC/USDT,0.23530000,0.27160000,0.23530000,0.23990000,50798640.00000000,12860487.75140000,53005
1651881600000,2022-05-07 00:00:00,CVC/USDT,0.24730000,0.24800000,0.22740000,0.23530000,8443472.00000000,2035550.20520000,10040
1651795200000,2022-05-06 00:00:00,CVC/USDT,0.25450000,0.25550000,0.23820000,0.24730000,11236801.00000000,2768976.66720000,14713
1651708800000,2022-05-05 00:00:00,CVC/USDT,0.28300000,0.28590000,0.24750000,0.25480000,13210813.00000000,3460253.97220000,18722
1651622400000,2022-05-04 00:00:00,CVC/USDT,0.25890000,0.29850000,0.25720000,0.28320000,20641453.00000000,5655068.70010000,27237
1651536000000,2022-05-03 00:00:00,CVC/USDT,0.26550000,0.26910000,0.25380000,0.25900000,6088946.00000000,1599296.70880000,8609
1651449600000,2022-05-02 00:00:00,CVC/USDT,0.26810000,0.27160000,0.25390000,0.26560000,7205301.00000000,1887292.47790000,9185
1651363200000,2022-05-01 00:00:00,CVC/USDT,0.25930000,0.27370000,0.25070000,0.26800000,11512747.00000000,3031696.70250000,13589
1651276800000,2022-04-30 00:00:00,CVC/USDT,0.27690000,0.28410000,0.24460000,0.25940000,20151398.00000000,5368686.70420000,27065
1651190400000,2022-04-29 00:00:00,CVC/USDT,0.28510000,0.30990000,0.27350000,0.27680000,41836900.00000000,12185847.32230000,49164
1651104000000,2022-04-28 00:00:00,CVC/USDT,0.27490000,0.29200000,0.26770000,0.28510000,20397388.00000000,5715129.44120000,25928
1651017600000,2022-04-27 00:00:00,CVC/USDT,0.26880000,0.28030000,0.26530000,0.27490000,8942429.00000000,2445261.34130000,12920
1650931200000,2022-04-26 00:00:00,CVC/USDT,0.29230000,0.30240000,0.26270000,0.26880000,15503284.00000000,4417784.50370000,22214
1650844800000,2022-04-25 00:00:00,CVC/USDT,0.30260000,0.30270000,0.27560000,0.29230000,14895430.00000000,4251002.56350000,19620
1650758400000,2022-04-24 00:00:00,CVC/USDT,0.32380000,0.32390000,0.29660000,0.30250000,12030207.00000000,3720244.64660000,17467
1650672000000,2022-04-23 00:00:00,CVC/USDT,0.30670000,0.32500000,0.30630000,0.32380000,34053591.00000000,10761515.74230000,42573
1650585600000,2022-04-22 00:00:00,CVC/USDT,0.30330000,0.32470000,0.29780000,0.30650000,20267879.00000000,6255948.61020000,30099
1650499200000,2022-04-21 00:00:00,CVC/USDT,0.30240000,0.31850000,0.29560000,0.30320000,19640191.00000000,6064343.75690000,28287
1650412800000,2022-04-20 00:00:00,CVC/USDT,0.30140000,0.30880000,0.29220000,0.30230000,16587980.00000000,4988197.26960000,21375
1650326400000,2022-04-19 00:00:00,CVC/USDT,0.29120000,0.30250000,0.28540000,0.30140000,9083217.00000000,2668330.01100000,12247
1650240000000,2022-04-18 00:00:00,CVC/USDT,0.28310000,0.29190000,0.26940000,0.29120000,14336025.00000000,4005026.48400000,19452
1650153600000,2022-04-17 00:00:00,CVC/USDT,0.29650000,0.29850000,0.28190000,0.28330000,6251829.00000000,1833148.18420000,10429
1650067200000,2022-04-16 00:00:00,CVC/USDT,0.29110000,0.29800000,0.28580000,0.29650000,6148730.00000000,1798136.88880000,10777
1649980800000,2022-04-15 00:00:00,CVC/USDT,0.28650000,0.29850000,0.28230000,0.29130000,8137430.00000000,2360996.01180000,11919
1649894400000,2022-04-14 00:00:00,CVC/USDT,0.29850000,0.30390000,0.27840000,0.28640000,17031121.00000000,4957021.13060000,23034
1649808000000,2022-04-13 00:00:00,CVC/USDT,0.27970000,0.30440000,0.27680000,0.29870000,21719872.00000000,6340985.34120000,28515
1649721600000,2022-04-12 00:00:00,CVC/USDT,0.26360000,0.28950000,0.25980000,0.27960000,15972459.00000000,4417963.10850000,21254
1649635200000,2022-04-11 00:00:00,CVC/USDT,0.29120000,0.29350000,0.25540000,0.26350000,11228575.00000000,3066957.79720000,16479
1649548800000,2022-04-10 00:00:00,CVC/USDT,0.30470000,0.30780000,0.29040000,0.29120000,7191110.00000000,2165113.36330000,11685
1649462400000,2022-04-09 00:00:00,CVC/USDT,0.30010000,0.30680000,0.29510000,0.30470000,10496190.00000000,3159931.98820000,14454
1649376000000,2022-04-08 00:00:00,CVC/USDT,0.32580000,0.34310000,0.29320000,0.30020000,42846694.00000000,13888793.96450000,61056
1649289600000,2022-04-07 00:00:00,CVC/USDT,0.29930000,0.32710000,0.29250000,0.32590000,14352801.00000000,4490874.65610000,19059
1649203200000,2022-04-06 00:00:00,CVC/USDT,0.34480000,0.34530000,0.29700000,0.29940000,19759058.00000000,6240950.04790000,36661
1649116800000,2022-04-05 00:00:00,CVC/USDT,0.36070000,0.36750000,0.34250000,0.34490000,9023726.00000000,3214210.51600000,19081
1649030400000,2022-04-04 00:00:00,CVC/USDT,0.38440000,0.38460000,0.34430000,0.36060000,12167525.00000000,4399690.73150000,21483
1648944000000,2022-04-03 00:00:00,CVC/USDT,0.37990000,0.40330000,0.36660000,0.38420000,23770306.00000000,9091507.86500000,40460
1648857600000,2022-04-02 00:00:00,CVC/USDT,0.37550000,0.42890000,0.37040000,0.37980000,31758445.00000000,12420567.71160000,63777
1648771200000,2022-04-01 00:00:00,CVC/USDT,0.36060000,0.37600000,0.33530000,0.37530000,16129303.00000000,5846383.08920000,39043
1648684800000,2022-03-31 00:00:00,CVC/USDT,0.37470000,0.38590000,0.34720000,0.36080000,18756585.00000000,6924148.52610000,44571
1648598400000,2022-03-30 00:00:00,CVC/USDT,0.35310000,0.41480000,0.34190000,0.37450000,53762479.00000000,20517719.56070000,107122
1648512000000,2022-03-29 00:00:00,CVC/USDT,0.33490000,0.38260000,0.33350000,0.35340000,24473605.00000000,8755722.38680000,50586
1648425600000,2022-03-28 00:00:00,CVC/USDT,0.34150000,0.35530000,0.32890000,0.33510000,13431101.00000000,4644684.75260000,23710
1648339200000,2022-03-27 00:00:00,CVC/USDT,0.32480000,0.36070000,0.32230000,0.34190000,30053335.00000000,10246364.39830000,43938
1648252800000,2022-03-26 00:00:00,CVC/USDT,0.30360000,0.33200000,0.30330000,0.32480000,13222652.00000000,4215118.03250000,18046
1648166400000,2022-03-25 00:00:00,CVC/USDT,0.31370000,0.31770000,0.29790000,0.30350000,5428574.00000000,1686646.37690000,8913
1648080000000,2022-03-24 00:00:00,CVC/USDT,0.30760000,0.31590000,0.30270000,0.31360000,8082297.00000000,2509753.08740000,11839
1647993600000,2022-03-23 00:00:00,CVC/USDT,0.30850000,0.30900000,0.29500000,0.30760000,10093932.00000000,3054043.23480000,14059
1647907200000,2022-03-22 00:00:00,CVC/USDT,0.29310000,0.30990000,0.29030000,0.30840000,5856546.00000000,1762913.04500000,8866
1647820800000,2022-03-21 00:00:00,CVC/USDT,0.29890000,0.30360000,0.28770000,0.29310000,9584629.00000000,2838384.47560000,11492
1647734400000,2022-03-20 00:00:00,CVC/USDT,0.29830000,0.30590000,0.28340000,0.29840000,6736854.00000000,1984731.89440000,10234
1647648000000,2022-03-19 00:00:00,CVC/USDT,0.29960000,0.30540000,0.29160000,0.29820000,9669443.00000000,2887513.60300000,11921
1647561600000,2022-03-18 00:00:00,CVC/USDT,0.28340000,0.30150000,0.27430000,0.29970000,8097142.00000000,2317454.35260000,11041
1647475200000,2022-03-17 00:00:00,CVC/USDT,0.27180000,0.29930000,0.26900000,0.28320000,29288671.00000000,8327647.66680000,36067
1647388800000,2022-03-16 00:00:00,CVC/USDT,0.25400000,0.27210000,0.24810000,0.27180000,10081432.00000000,2612421.43910000,15496
1647302400000,2022-03-15 00:00:00,CVC/USDT,0.25860000,0.25870000,0.24480000,0.25400000,5193236.00000000,1307630.32410000,10126
1647216000000,2022-03-14 00:00:00,CVC/USDT,0.24590000,0.25900000,0.24310000,0.25870000,3411278.00000000,853354.91320000,4458
1647129600000,2022-03-13 00:00:00,CVC/USDT,0.25770000,0.26140000,0.24480000,0.24620000,2328752.00000000,590470.15720000,3283
1647043200000,2022-03-12 00:00:00,CVC/USDT,0.25900000,0.26300000,0.25570000,0.25750000,2055604.00000000,532621.29790000,2989
1646956800000,2022-03-11 00:00:00,CVC/USDT,0.26260000,0.26830000,0.25340000,0.25930000,5788093.00000000,1511482.93550000,8124
1646870400000,2022-03-10 00:00:00,CVC/USDT,0.27330000,0.27470000,0.25240000,0.26270000,6348999.00000000,1652475.87330000,8638
1646784000000,2022-03-09 00:00:00,CVC/USDT,0.25930000,0.27450000,0.25820000,0.27310000,3807901.00000000,1020020.97560000,5815
1646697600000,2022-03-08 00:00:00,CVC/USDT,0.25200000,0.26210000,0.24820000,0.25970000,5883737.00000000,1502705.63920000,8266
1646611200000,2022-03-07 00:00:00,CVC/USDT,0.25760000,0.26440000,0.24450000,0.25190000,7425901.00000000,1886580.97730000,9472
1646524800000,2022-03-06 00:00:00,CVC/USDT,0.26840000,0.27060000,0.25490000,0.25770000,4614860.00000000,1207410.19920000,7033
1646438400000,2022-03-05 00:00:00,CVC/USDT,0.26290000,0.26920000,0.25530000,0.26840000,3657032.00000000,961242.51880000,6098
