https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TITAN,Volume USDT
1658880000,2022-07-27 00:00:00,TITAN/USDT,1.062,1.283,1.046,1.14,310196.77002439,335177.83405757237
1658793600,2022-07-26 00:00:00,TITAN/USDT,1.126,1.127,1.052,1.064,319850.61160844,349895.42144062816
1658707200,2022-07-25 00:00:00,TITAN/USDT,1.153,1.158,1.08,1.128,310290.1582579,349052.82277698686
1658620800,2022-07-24 00:00:00,TITAN/USDT,1.152,1.181,1.096,1.157,322144.21552478,374047.61678325685
1658534400,2022-07-23 00:00:00,TITAN/USDT,1.185,1.3,1.15,1.151,336192.06680206,393315.55818350014
1658448000,2022-07-22 00:00:00,TITAN/USDT,1.2,1.27,1.142,1.185,345813.81814275,412734.33201535304
1658361600,2022-07-21 00:00:00,TITAN/USDT,1.175,1.235,1.111,1.198,358300.35034559,419229.21257314475
1658275200,2022-07-20 00:00:00,TITAN/USDT,1.223,1.284,1.136,1.173,339886.35430211,406318.161496874
1658188800,2022-07-19 00:00:00,TITAN/USDT,1.163,1.238,1.13,1.221,279235.52967283,328245.03760826387
1658102400,2022-07-18 00:00:00,TITAN/USDT,1.211,1.22,1.11,1.162,409374.59564009,475294.85876312769
1658016000,2022-07-17 00:00:00,TITAN/USDT,1.249,1.252,1.179,1.21,310016.18613173,373652.24007044877
1657929600,2022-07-16 00:00:00,TITAN/USDT,1.242,1.279,1.151,1.246,351293.8324915,427281.08689476453
1657843200,2022-07-15 00:00:00,TITAN/USDT,1.206,1.271,1.187,1.246,345241.08882288,423199.72599829175
1657756800,2022-07-14 00:00:00,TITAN/USDT,1.101,1.423,1.086,1.202,284748.69011515,340638.38447929452
1657670400,2022-07-13 00:00:00,TITAN/USDT,1.057,1.134,1.032,1.1,405686.4784241,439245.69220386067
1657584000,2022-07-12 00:00:00,TITAN/USDT,1.186,1.198,1.046,1.063,324163.75838152,366618.45922739919
1657497600,2022-07-11 00:00:00,TITAN/USDT,1.266,1.335,1.175,1.175,276054.1007493,347037.34871513187
1657411200,2022-07-10 00:00:00,TITAN/USDT,1.31,1.343,1.254,1.266,335756.17935175,434887.42636659661
1657324800,2022-07-09 00:00:00,TITAN/USDT,1.284,1.41,1.261,1.31,246946.66218562,326801.43017186668
1657238400,2022-07-08 00:00:00,TITAN/USDT,1.4,1.434,1.26,1.287,325253.2723286,432854.5392962619
1657152000,2022-07-07 00:00:00,TITAN/USDT,1.55,1.55,1.386,1.404,334480.90516619,489117.79043959248
1657065600,2022-07-06 00:00:00,TITAN/USDT,1.375,1.799,1.31,1.55,277356.49494447,398454.07498904923
1656979200,2022-07-05 00:00:00,TITAN/USDT,1.579,1.624,1.341,1.371,285240.69501553,425714.87402381456
1656892800,2022-07-04 00:00:00,TITAN/USDT,1.827,1.829,1.538,1.58,367117.47094391,636395.37256913706
1656806400,2022-07-03 00:00:00,TITAN/USDT,1.884,1.963,1.8,1.825,62149.73402122,116180.50496896622
1656720000,2022-07-02 00:00:00,TITAN/USDT,2.096,2.35,1.83,1.883,259427.66933709,515446.57130964334
1656633600,2022-07-01 00:00:00,TITAN/USDT,4.565,4.672,1.917,2.096,656475.37781866,1588301.2049816068
1656547200,2022-06-30 00:00:00,TITAN/USDT,4.931,4.931,4.562,4.562,54759.94364912,252189.83084031812
1656460800,2022-06-29 00:00:00,TITAN/USDT,5.043,5.648,4.911,4.932,79450.01387532,397073.89236703865
1656374400,2022-06-28 00:00:00,TITAN/USDT,4.763,5.245,4.71,5.039,109345.4443708,542177.82240756774
1656288000,2022-06-27 00:00:00,TITAN/USDT,4.724,4.821,4.702,4.763,94999.31563835,451170.26588223046
1656201600,2022-06-26 00:00:00,TITAN/USDT,4.902,4.919,4.499,4.727,84912.29906093,413503.97043295896
1656115200,2022-06-25 00:00:00,TITAN/USDT,4.962,5.032,4.702,4.912,94908.89097211,467541.77837268086
1656028800,2022-06-24 00:00:00,TITAN/USDT,4.787,5.073,4.773,4.973,85754.73970791,415791.60438781334
1655942400,2022-06-23 00:00:00,TITAN/USDT,4.735,4.854,4.639,4.799,40469.93156565,192986.1171076619
1655856000,2022-06-22 00:00:00,TITAN/USDT,4.622,4.9,4.569,4.768,72834.42646082,338634.26323483433
1655769600,2022-06-21 00:00:00,TITAN/USDT,3.435,6.734,3.242,4.647,200092.29871213,890840.42309230472
1655683200,2022-06-20 00:00:00,TITAN/USDT,3.421,3.565,3.387,3.443,82666.93143488,284301.29695642351
1655596800,2022-06-19 00:00:00,TITAN/USDT,3.176,3.632,3.151,3.417,83177.60533081,283156.67383597163
1655510400,2022-06-18 00:00:00,TITAN/USDT,3.054,5.347,2.927,3.174,212382.57839207,729935.27290135169
1655424000,2022-06-17 00:00:00,TITAN/USDT,2.709,3.274,2.702,3.045,172311.25152984,481777.0196661462
1655337600,2022-06-16 00:00:00,TITAN/USDT,2.867,2.872,2.702,2.709,135289.26650042,382274.99453003642
1655251200,2022-06-15 00:00:00,TITAN/USDT,2.652,2.889,2.588,2.875,116442.30608702,318491.36892717735
1655164800,2022-06-14 00:00:00,TITAN/USDT,2.419,2.707,2.397,2.657,130323.43641132,333679.76454664017
1655078400,2022-06-13 00:00:00,TITAN/USDT,2.949,2.951,2.386,2.423,94330.07766081,245577.72833582994
1654992000,2022-06-12 00:00:00,TITAN/USDT,2.843,3.141,2.742,2.949,121327.60929387,340601.46450199735
1654905600,2022-06-11 00:00:00,TITAN/USDT,2.894,3.067,2.839,2.852,108650.14283118,317349.0745213259
1654819200,2022-06-10 00:00:00,TITAN/USDT,3.079,3.086,2.887,2.895,58702.17733765,172995.53481677876
1654732800,2022-06-09 00:00:00,TITAN/USDT,3.94,4.101,3.005,3.079,42113.23056385,142915.18402190857
1654646400,2022-06-08 00:00:00,TITAN/USDT,2.805,6.896,2.716,3.941,162800.7024492,591524.94718659106
1654560000,2022-06-07 00:00:00,TITAN/USDT,2.926,2.926,2.788,2.806,1499.64457108,4268.77406197452
1654473600,2022-06-06 00:00:00,TITAN/USDT,2.767,3.004,2.767,2.91,5925.58841819,17237.34326714188
1654387200,2022-06-05 00:00:00,TITAN/USDT,3.039,3.039,2.716,2.778,293806.15585388,883256.28030830658
1654300800,2022-06-04 00:00:00,TITAN/USDT,2.592,3.065,2.592,3.039,21124.46080092,59638.91093094253
1654214400,2022-06-03 00:00:00,TITAN/USDT,2.597,2.678,2.499,2.592,199582.97121351,524304.93705479967
1654128000,2022-06-02 00:00:00,TITAN/USDT,2.49,2.68,2.445,2.597,393714.96882579,981447.86216006083
1654041600,2022-06-01 00:00:00,TITAN/USDT,2.516,2.534,2.478,2.491,1937.22286318,4867.0487431977
1653955200,2022-05-31 00:00:00,TITAN/USDT,2.588,2.64,2.516,2.516,384977.96527498,997005.94675642298
1653868800,2022-05-30 00:00:00,TITAN/USDT,2.467,2.601,2.452,2.588,385110.63872502,947828.48670587702
1653782400,2022-05-29 00:00:00,TITAN/USDT,2.482,2.482,2.428,2.467,286731.8668,711606.8557091
1653696000,2022-05-28 00:00:00,TITAN/USDT,2.497,2.53,2.482,2.482,1043.1486,2612.2542098
1653609600,2022-05-27 00:00:00,TITAN/USDT,2.551,2.735,2.41,2.497,305330.58816606,827673.34209623434
1653523200,2022-05-26 00:00:00,TITAN/USDT,2.57,2.587,2.404,2.566,6890.19967988,17205.7544523898
1653436800,2022-05-25 00:00:00,TITAN/USDT,2.499,2.653,2.483,2.57,389406.01369829,974001.95710050957
1653350400,2022-05-24 00:00:00,TITAN/USDT,2.487,2.739,2.388,2.499,23859.94698705,61099.71705685116
1653264000,2022-05-23 00:00:00,TITAN/USDT,2.546,2.575,2.489,2.489,385683.85767734,983366.20957447659
1653177600,2022-05-22 00:00:00,TITAN/USDT,2.497,2.567,2.495,2.557,1637.8727,4156.0901403062
1653091200,2022-05-21 00:00:00,TITAN/USDT,2.589,2.61,2.484,2.495,41014.62774903,103772.70762448033
1653004800,2022-05-20 00:00:00,TITAN/USDT,2.871,2.871,2.591,2.591,331484.96036998,942930.79429376834
1652918400,2022-05-19 00:00:00,TITAN/USDT,2.875,2.875,2.844,2.87,209610.71608436,601546.17714707722
1652832000,2022-05-18 00:00:00,TITAN/USDT,2.86,2.876,2.855,2.868,203059.39144814,580738.18061074905
1652745600,2022-05-17 00:00:00,TITAN/USDT,2.802,2.87,2.802,2.856,294307.28883461,832780.11545675676
1652659200,2022-05-16 00:00:00,TITAN/USDT,2.817,2.834,2.798,2.802,198280.91090034,559143.2095263628
1652572800,2022-05-15 00:00:00,TITAN/USDT,2.771,2.834,2.734,2.833,25750.25408661,71442.8659868811
1652486400,2022-05-14 00:00:00,TITAN/USDT,2.736,2.816,2.631,2.771,298798.2293503,800763.75536038197
1652400000,2022-05-13 00:00:00,TITAN/USDT,2.559,2.766,2.549,2.736,114869.65291437,296130.18895598718
1652313600,2022-05-12 00:00:00,TITAN/USDT,2.788,2.788,2.559,2.568,404853.72523145,1105884.65783254422
1652227200,2022-05-11 00:00:00,TITAN/USDT,2.869,2.942,2.788,2.788,212456.52598619,607686.52760112001
1652140800,2022-05-10 00:00:00,TITAN/USDT,2.692,3.226,2.653,2.87,636860.98613581,1831835.18384978681
1652054400,2022-05-09 00:00:00,TITAN/USDT,2.898,2.912,2.673,2.693,335225.80904558,967684.24563254091
1651968000,2022-05-08 00:00:00,TITAN/USDT,2.956,2.96,2.896,2.898,333326.23894532,979726.79454535217
1651881600,2022-05-07 00:00:00,TITAN/USDT,2.98,2.982,2.952,2.96,263589.05881224,782849.88579235058
1651795200,2022-05-06 00:00:00,TITAN/USDT,3.074,3.082,2.96,2.98,368304.16388214,1109881.72424451021
1651708800,2022-05-05 00:00:00,TITAN/USDT,3.078,3.15,3.033,3.074,416340.49314743,1289756.08043002107
1651622400,2022-05-04 00:00:00,TITAN/USDT,3.106,3.138,3.033,3.079,246169.05402228,762696.39591183619
1651536000,2022-05-03 00:00:00,TITAN/USDT,3.132,3.25,3.011,3.11,289230.63568086,900349.96235953631
1651449600,2022-05-02 00:00:00,TITAN/USDT,3.169,3.187,3.096,3.132,20350.05146236,64030.24095172262
1651363200,2022-05-01 00:00:00,TITAN/USDT,3.182,3.386,3.108,3.17,401320.7930554,1282380.75364766044
1651276800,2022-04-30 00:00:00,TITAN/USDT,3.079,3.344,3.06,3.182,409643.17874805,1273403.34308090453
1651190400,2022-04-29 00:00:00,TITAN/USDT,3.079,3.19,3.047,3.083,391744.63128596,1210960.34659834815
1651104000,2022-04-28 00:00:00,TITAN/USDT,3.259,3.368,3.053,3.08,409569.83227887,1292600.70539029077
1651017600,2022-04-27 00:00:00,TITAN/USDT,3.184,3.38,3.019,3.259,473287.1563477,1507167.32780423047
1650931200,2022-04-26 00:00:00,TITAN/USDT,3.203,3.597,3.111,3.181,1002570.52830038,3288929.15137418568
1650844800,2022-04-25 00:00:00,TITAN/USDT,3.277,3.582,2.951,3.205,1067407.15347516,3418338.04227612001
1650758400,2022-04-24 00:00:00,TITAN/USDT,3.329,3.626,3.162,3.28,994804.67598718,3365541.40834567654
1650672000,2022-04-23 00:00:00,TITAN/USDT,3.168,3.427,2.948,3.328,962080.80828438,3047391.5260887322
1650585600,2022-04-22 00:00:00,TITAN/USDT,3.03,3.345,2.9,3.167,1279788.12682251,3882442.2832750284
1650499200,2022-04-21 00:00:00,TITAN/USDT,2.937,3.78,2.887,3.032,1358102.21168352,4175782.54799400204
1650412800,2022-04-20 00:00:00,TITAN/USDT,3.148,3.153,2.914,2.938,1067855.27658872,3196186.99526441602
1650326400,2022-04-19 00:00:00,TITAN/USDT,3.037,3.593,2.962,3.149,1100500.35332092,3369138.00782473722
1650240000,2022-04-18 00:00:00,TITAN/USDT,2.984,3.4,2.808,3.04,1035358.38551288,3106555.60956615157
1650153600,2022-04-17 00:00:00,TITAN/USDT,3.518,3.551,2.952,2.984,1111777.73863579,3694675.60326317961
1650067200,2022-04-16 00:00:00,TITAN/USDT,4.053,4.615,3.335,3.518,1157696.46479301,4404525.03875014893
1649980800,2022-04-15 00:00:00,TITAN/USDT,2.796,4.29,2.626,4.052,830587.10552111,2639187.62847222855
1649894400,2022-04-14 00:00:00,TITAN/USDT,2.937,3.021,2.696,2.798,609367.56701464,1740803.55941146133
1649808000,2022-04-13 00:00:00,TITAN/USDT,2.914,3.083,2.596,2.937,550060.86112507,1629440.36648701354
1649721600,2022-04-12 00:00:00,TITAN/USDT,3.138,3.228,2.817,2.913,725073.23808115,2158430.4477869308
1649635200,2022-04-11 00:00:00,TITAN/USDT,3.706,3.759,3.1,3.142,643388.08405317,2171770.97674594791
1649548800,2022-04-10 00:00:00,TITAN/USDT,4.313,4.731,3.697,3.708,573068.13971858,2315208.72855486537
1649462400,2022-04-09 00:00:00,TITAN/USDT,4.077,4.946,3.497,4.313,628101.24562096,2553861.79958686801
1649376000,2022-04-08 00:00:00,TITAN/USDT,4.808,5.6,3.973,4.079,282676.99765304,1247289.55131847968
1649289600,2022-04-07 00:00:00,TITAN/USDT,5.466,5.95,4.51,4.822,350764.21643559,1810659.41103296116
1649203200,2022-04-06 00:00:00,TITAN/USDT,3.5,7.99,3.5,5.466,532816.4686615,2902206.33525530663
