https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XCH,Volume USDT
1655424000,2022-06-17 00:00:00,XCH/USDT,30.3,31.45,29.7,31.02,2187.4491581,67220.4687147963
1655337600,2022-06-16 00:00:00,XCH/USDT,32,33.8,28.91,30.3,3554.69828922,107500.3326275635
1655251200,2022-06-15 00:00:00,XCH/USDT,28.5001,34.4598,27,31.83,4306.56081474,124123.854906484079
1655164800,2022-06-14 00:00:00,XCH/USDT,28.1601,28.76,26.94,28.5154,5176.15332219,143567.733282764164
1655078400,2022-06-13 00:00:00,XCH/USDT,27.9574,30,25.8398,28.204,6181.46823243,170983.819154580642
1654992000,2022-06-12 00:00:00,XCH/USDT,28.4424,29.2284,26.9,27.9548,3129.86269587,87733.520712627065
1654905600,2022-06-11 00:00:00,XCH/USDT,29.234,29.374,27.3,28.2996,2617.69019098,74229.918759614673
1654819200,2022-06-10 00:00:00,XCH/USDT,30.7956,30.88,28.5714,29.241,1557.15147736,46505.551148839577
1654732800,2022-06-09 00:00:00,XCH/USDT,30.6858,31.1999,30.3488,30.8908,1148.82271815,35159.194303664804
1654646400,2022-06-08 00:00:00,XCH/USDT,31.3774,31.714,30.4389,30.805,1516.10759284,47262.303925861279
1654560000,2022-06-07 00:00:00,XCH/USDT,32.8562,32.8563,30.9482,31.3832,2278.67387513,71731.207050632022
1654473600,2022-06-06 00:00:00,XCH/USDT,32.2852,33.03,31.9354,32.7033,3650.40709501,118463.245968751431
1654387200,2022-06-05 00:00:00,XCH/USDT,32.1567,35.2471,31.8367,32.2852,1784.56473179,57840.858469598888
1654300800,2022-06-04 00:00:00,XCH/USDT,32.2986,33.4496,31.9634,32.3413,655.1825732,21235.013326986594
1654214400,2022-06-03 00:00:00,XCH/USDT,33.2716,33.857,31.8105,32.1605,1329.97090477,43326.87107410896
1654128000,2022-06-02 00:00:00,XCH/USDT,33.9,34.3306,31.69,33.2983,4906.4770138,161059.292041246636
1654041600,2022-06-01 00:00:00,XCH/USDT,38.0163,38.4867,33,33.9528,1345.96419698,47132.830735111876
1653955200,2022-05-31 00:00:00,XCH/USDT,35.4,38.5174,35.2001,38.1075,797.91485723,29397.059865333104
1653868800,2022-05-30 00:00:00,XCH/USDT,35.2004,37.15,34.56,35.8141,1279.98781576,45554.460731793772
1653782400,2022-05-29 00:00:00,XCH/USDT,33.6108,35.3,33.4667,35.2,528.96262627,18281.052579744838
1653696000,2022-05-28 00:00:00,XCH/USDT,34.453,35.1998,33.011,33.6,848.09577562,28541.592004414754
1653609600,2022-05-27 00:00:00,XCH/USDT,34.9004,36.7371,32.8,34.5274,1933.14815049,65845.078537020426
1653523200,2022-05-26 00:00:00,XCH/USDT,34.8,36.7641,32.3156,34.9004,2209.62680226,76238.955729176238
1653436800,2022-05-25 00:00:00,XCH/USDT,38.1059,38.2,34.4,34.8279,2487.39255099,88445.335425761775
1653350400,2022-05-24 00:00:00,XCH/USDT,38.572,39.68,36.5201,38.1059,891.15300608,33877.338394658949
1653264000,2022-05-23 00:00:00,XCH/USDT,37.7653,42,36,38.572,1405.95410185,54122.425902822292
1653177600,2022-05-22 00:00:00,XCH/USDT,37.4299,42,36.5998,37.9304,1033.85074228,39857.015653334265
1653091200,2022-05-21 00:00:00,XCH/USDT,40.333,40.333,37.4294,37.4294,644.42048517,24886.283506182496
1653004800,2022-05-20 00:00:00,XCH/USDT,41.5994,42,38.2,40.333,843.34140886,33755.009476838462
1652918400,2022-05-19 00:00:00,XCH/USDT,38.5826,43.4995,38.2,41.548,668.96107571,27414.550180005494
1652832000,2022-05-18 00:00:00,XCH/USDT,42.5401,44.7999,38.2,38.572,1177.5320527,47591.166174102596
1652745600,2022-05-17 00:00:00,XCH/USDT,41.2862,45,39.8558,42.5401,809.37150045,33706.257244546051
1652659200,2022-05-16 00:00:00,XCH/USDT,40.308,43.3163,38.2,41.1321,1118.50217192,44605.081181070822
1652572800,2022-05-15 00:00:00,XCH/USDT,40.0889,47,38.0584,40.3079,2350.86676378,95453.124871546663
1652486400,2022-05-14 00:00:00,XCH/USDT,39.3244,41.5999,35.3,39.9098,3259.0249529,122110.101820657276
1652400000,2022-05-13 00:00:00,XCH/USDT,38.16,42.3597,36.545,39.3735,2894.14722516,116164.911032206655
1652313600,2022-05-12 00:00:00,XCH/USDT,41.1389,43.6644,35.1,38.2229,7036.62117373,272801.119651635391
1652227200,2022-05-11 00:00:00,XCH/USDT,47.0528,48,40,41.1321,9249.98386283,394846.56602742353
1652140800,2022-05-10 00:00:00,XCH/USDT,43.4217,48.9999,42.4212,47.0764,5618.21686159,256279.858795103793
1652054400,2022-05-09 00:00:00,XCH/USDT,49.0308,49.8555,43.4063,43.4063,6340.07577727,291234.441794061466
1651968000,2022-05-08 00:00:00,XCH/USDT,51.5688,51.657,48.3172,49.0084,3924.2974791,194837.902554901197
1651881600,2022-05-07 00:00:00,XCH/USDT,53.0755,53.4143,50.2147,51.6101,4816.52107886,250524.927791776611
1651795200,2022-05-06 00:00:00,XCH/USDT,52.8747,53.4195,50,53.0835,4364.93050507,226826.844191967088
1651708800,2022-05-05 00:00:00,XCH/USDT,55.125,55.6951,51.5633,52.8926,3779.94863698,202260.115518569467
1651622400,2022-05-04 00:00:00,XCH/USDT,53.5755,55.6666,51.233,55.125,3402.22688527,182319.261891347771
1651536000,2022-05-03 00:00:00,XCH/USDT,54.6308,55.4795,53.373,53.5081,1684.36683575,91562.44633170793
1651449600,2022-05-02 00:00:00,XCH/USDT,55.2079,55.9741,52.3481,54.6263,3301.44417748,178028.314336475565
1651363200,2022-05-01 00:00:00,XCH/USDT,52.4163,56.6182,45.9371,55.208,6733.43505089,356964.05612223577
1651276800,2022-04-30 00:00:00,XCH/USDT,61,62.25,40.6124,52.48,8262.85455868,445779.363647774023
1651190400,2022-04-29 00:00:00,XCH/USDT,60.9886,66.9,60,61,3017.93648546,184010.886101866309
1651104000,2022-04-28 00:00:00,XCH/USDT,61.6868,62.0797,60.2703,61.059,1887.43358977,115524.487537625688
1651017600,2022-04-27 00:00:00,XCH/USDT,62.4,63.3969,60.6407,61.5868,2432.81411312,150479.035636970427
1650931200,2022-04-26 00:00:00,XCH/USDT,64.027,68.6035,61.5399,62.3133,4026.41920959,254926.097000963139
1650844800,2022-04-25 00:00:00,XCH/USDT,66.086,66.6136,62.1967,64.1994,3057.56560181,194625.064519652147
1650758400,2022-04-24 00:00:00,XCH/USDT,66.1144,67.7193,65.3631,66.086,1668.73604435,110579.410406030467
1650672000,2022-04-23 00:00:00,XCH/USDT,65.7471,68.2,64.6798,66.0849,3462.2455285,230044.879347916952
1650585600,2022-04-22 00:00:00,XCH/USDT,64.951,66.6119,64.4791,65.9779,2730.44869521,179009.831655490368
1650499200,2022-04-21 00:00:00,XCH/USDT,64.3028,67.6148,62.2,64.951,4149.19153779,272685.11362393166
1650412800,2022-04-20 00:00:00,XCH/USDT,64.3577,68.7255,62.201,64.479,5231.01967294,339063.828466561724
1650326400,2022-04-19 00:00:00,XCH/USDT,63.3078,65.1491,62.4485,64.2308,1526.47700915,97184.433099347276
1650240000,2022-04-18 00:00:00,XCH/USDT,62.9071,64.0912,60.8104,63.3312,1682.14735857,105104.763566826403
1650153600,2022-04-17 00:00:00,XCH/USDT,63.2678,65,62.5,62.895,2688.31059705,170879.947147971123
1650067200,2022-04-16 00:00:00,XCH/USDT,63.4351,63.6582,62.5,63.4531,1036.57157173,65299.78552892468
1649980800,2022-04-15 00:00:00,XCH/USDT,62.068,63.9638,60.2755,63.4351,1907.86487564,119958.41042472494
1649894400,2022-04-14 00:00:00,XCH/USDT,62.4471,63.735,61.4607,62.14,1602.0574993,99927.602014001828
1649808000,2022-04-13 00:00:00,XCH/USDT,62.5781,63.0683,60.9177,62.5619,1015.22191723,63118.316038868995
1649721600,2022-04-12 00:00:00,XCH/USDT,62.3264,64.0875,60.6761,62.578,2200.37821799,137828.285151217426
1649635200,2022-04-11 00:00:00,XCH/USDT,66.6136,66.6136,60.0101,62.1397,4724.90967372,297432.191229397554
1649548800,2022-04-10 00:00:00,XCH/USDT,67.3102,67.6936,66.437,66.6292,1362.05893629,91224.3129004864
1649462400,2022-04-09 00:00:00,XCH/USDT,66.3688,67.7427,66.1587,67.2938,1135.66644989,75883.473734804321
1649376000,2022-04-08 00:00:00,XCH/USDT,68.2078,68.4175,66,66.3555,2171.64798988,146414.802327604755
1649289600,2022-04-07 00:00:00,XCH/USDT,66.2482,68.5225,66.1275,68.232,2862.38594943,192771.19537684242
1649203200,2022-04-06 00:00:00,XCH/USDT,68.385,68.6875,65.805,66.2917,2307.142107,154431.752145478424
1649116800,2022-04-05 00:00:00,XCH/USDT,69.1573,70.4,68.0337,68.385,2145.6814279,148794.093836369417
1649030400,2022-04-04 00:00:00,XCH/USDT,70.92,70.92,67,69.1573,2702.07095453,186653.897629991422
1648944000,2022-04-03 00:00:00,XCH/USDT,70.25,72,67.4,71.0108,3133.62359034,220694.752648917615
1648857600,2022-04-02 00:00:00,XCH/USDT,69.1424,73.7918,68.904,70.25,4386.16462385,310720.417471281439
1648771200,2022-04-01 00:00:00,XCH/USDT,69.5422,70.3153,65.643,69.1395,3706.17342968,253775.470506531669
1648684800,2022-03-31 00:00:00,XCH/USDT,70.9348,72,67.9168,69.5421,4467.63538283,312594.075874307862
1648598400,2022-03-30 00:00:00,XCH/USDT,71.4463,73.968,69.708,71.0511,3183.8498519,227074.710702952096
1648512000,2022-03-29 00:00:00,XCH/USDT,71.1346,73.5917,69.0967,71.6715,4068.99741829,290574.083464856963
1648425600,2022-03-28 00:00:00,XCH/USDT,71.739,77.1583,71.1454,71.1454,3605.98090544,264373.449980808574
1648339200,2022-03-27 00:00:00,XCH/USDT,68.7976,71.752,68.6035,71.752,1343.9235813,94025.379808943753
1648252800,2022-03-26 00:00:00,XCH/USDT,68.5846,75.8025,66.5,68.6658,4061.89808125,283906.463396806398
1648166400,2022-03-25 00:00:00,XCH/USDT,67.74,74.5454,66.51,68.6658,3934.59224352,275083.51269531731
1648080000,2022-03-24 00:00:00,XCH/USDT,65.946,73.6777,65.27,67.74,3233.35543302,217554.29074235938
1647993600,2022-03-23 00:00:00,XCH/USDT,66.4761,67.5642,65.4971,66.0672,1415.72536074,93977.553657957528
1647907200,2022-03-22 00:00:00,XCH/USDT,65.5115,67.4054,65.1783,66.2706,1389.9919712,92575.047141922445
1647820800,2022-03-21 00:00:00,XCH/USDT,66.2846,66.3465,65.0502,65.326,805.23864687,53028.472625814738
1647734400,2022-03-20 00:00:00,XCH/USDT,66.679,67.4085,65.6039,66.4054,1546.8202879,102858.06881559891
1647648000,2022-03-19 00:00:00,XCH/USDT,66.211,67.2918,65.5,66.84,2958.29840708,196728.761270259906
1647561600,2022-03-18 00:00:00,XCH/USDT,66.35,70,64.9,66.2322,2094.11032203,138556.92175638923
1647475200,2022-03-17 00:00:00,XCH/USDT,65.8752,66.9901,64.6673,66.35,1201.4628277,78954.523217150677
1647388800,2022-03-16 00:00:00,XCH/USDT,66.5722,69.7979,63.8786,65.8752,1487.64197612,97991.410124334695
1647302400,2022-03-15 00:00:00,XCH/USDT,68.2,68.4455,65.5358,66.569,1069.15344393,71057.429354345188
1647216000,2022-03-14 00:00:00,XCH/USDT,67.5965,68.7,66.7526,68.2459,933.91865571,63194.345121735511
1647129600,2022-03-13 00:00:00,XCH/USDT,68.8937,71.7,67.296,67.7651,1557.61982812,107650.764266160748
1647043200,2022-03-12 00:00:00,XCH/USDT,68.9295,70.3,66.8184,68.906,535.67752965,36490.413101103519
1646956800,2022-03-11 00:00:00,XCH/USDT,70.557,72,67.3993,68.9295,1135.03332759,78544.396057160062
1646870400,2022-03-10 00:00:00,XCH/USDT,72.4,72.8355,70,70.5236,905.96412527,64092.405884074782
1646784000,2022-03-09 00:00:00,XCH/USDT,71.3322,75.87,71.0502,72.8,2866.02258433,207302.015042166137
1646697600,2022-03-08 00:00:00,XCH/USDT,71.167,76.6304,70.0373,71.272,2069.18290683,147917.919586186198
1646611200,2022-03-07 00:00:00,XCH/USDT,73.7308,74.1323,70.4864,71.3353,1100.67074753,79251.006388898179
1646524800,2022-03-06 00:00:00,XCH/USDT,75.5045,75.538,73.5998,73.7406,1137.1292888,84538.967144281552
1646438400,2022-03-05 00:00:00,XCH/USDT,74.7054,78,73.195,75.4485,1357.30969327,101601.881498381441
1646352000,2022-03-04 00:00:00,XCH/USDT,75.8659,77.5,73.5525,74.8079,1803.56339662,134856.368314766123
1646265600,2022-03-03 00:00:00,XCH/USDT,76.4285,109,75,75.7424,5219.2560874,426812.385359400332
1646179200,2022-03-02 00:00:00,XCH/USDT,78.8292,79.0267,75.6111,76.4336,1220.37759331,93535.989109589947
1646092800,2022-03-01 00:00:00,XCH/USDT,78,82,75.3358,79.1213,2690.89208521,209790.167561437209
1646006400,2022-02-28 00:00:00,XCH/USDT,76.019,78,73.9,77.7935,1857.26466573,140302.585170972346
1645920000,2022-02-27 00:00:00,XCH/USDT,77.5,81,75.2689,76.2574,1560.3706125,120625.044541032282
1645833600,2022-02-26 00:00:00,XCH/USDT,78.42,79.611,77,77.5676,1858.02376383,146159.629748087293
1645747200,2022-02-25 00:00:00,XCH/USDT,77.3663,80.0953,76.817,78.175,1469.51628095,115100.433781465309
1645660800,2022-02-24 00:00:00,XCH/USDT,78.739,78.7479,71.1691,77.3694,3916.80868632,295565.632681300425
1645574400,2022-02-23 00:00:00,XCH/USDT,79.926,88.525,77.7484,78.7264,3521.3533852,284565.476221091369
1645488000,2022-02-22 00:00:00,XCH/USDT,74.6847,94,73.75,79.9,5272.22463949,423116.391761917236
1645401600,2022-02-21 00:00:00,XCH/USDT,82,87.3004,73.7332,74.6847,3216.15209784,253240.916308225311
1645315200,2022-02-20 00:00:00,XCH/USDT,72.781,99,69,81.9938,4485.46209377,364597.143146513101
1645228800,2022-02-19 00:00:00,XCH/USDT,73.436,74.714,71.27,72.9255,813.36624685,59086.411110006504
1645142400,2022-02-18 00:00:00,XCH/USDT,73.7499,76.428,72.2,73.5227,576.28413685,42811.423350333882
1645056000,2022-02-17 00:00:00,XCH/USDT,79.2401,79.874,72.2312,74.0103,1101.89361216,84068.593467472903
1644969600,2022-02-16 00:00:00,XCH/USDT,80.2087,80.44,78.51,79.2528,979.41922889,77857.854273432808
1644883200,2022-02-15 00:00:00,XCH/USDT,79.7059,80.9549,79.0868,80.3999,1520.76087458,121614.655646585797
1644796800,2022-02-14 00:00:00,XCH/USDT,80.3,80.3,77.5461,79.7059,811.38597882,63859.561837988702
1644710400,2022-02-13 00:00:00,XCH/USDT,82.2,83,80,80.3,420.72309309,34216.30142789699
1644624000,2022-02-12 00:00:00,XCH/USDT,80.773,82.2,79.0925,82.1999,696.71191573,56090.102389957822
1644537600,2022-02-11 00:00:00,XCH/USDT,82.2851,83.2721,80.0435,81.0622,1935.53446233,158582.938395570707
1644451200,2022-02-10 00:00:00,XCH/USDT,83.2783,85,78.8,82.2637,2966.05058764,243769.818948114533
1644364800,2022-02-09 00:00:00,XCH/USDT,86.1654,86.4045,81.382,83.2783,1962.69109706,164299.498583285119
1644278400,2022-02-08 00:00:00,XCH/USDT,80.6189,88.3516,78.3541,86.2579,3279.49097712,273625.437320413399
1644192000,2022-02-07 00:00:00,XCH/USDT,79.5006,81,78.259,80.6189,1152.49512906,91769.816151215755
1644105600,2022-02-06 00:00:00,XCH/USDT,79.6262,81,77.6112,79.7,1274.08054985,100931.352913709551
1644019200,2022-02-05 00:00:00,XCH/USDT,82.6549,82.9,77.894,79.6108,1622.16216071,130324.218990459059
1643932800,2022-02-04 00:00:00,XCH/USDT,80.0824,82.9837,79.4468,82.9837,1408.41010434,114532.34021536199
1643846400,2022-02-03 00:00:00,XCH/USDT,79.9766,80.2977,78.2369,80.2977,986.86164828,78181.210245973514
1643760000,2022-02-02 00:00:00,XCH/USDT,82.2219,82.9,78,80.0233,1098.54927131,87945.361392141053
1643673600,2022-02-01 00:00:00,XCH/USDT,80.8,83.4107,80.1679,82.233,1467.77220952,120709.283487339429
1643587200,2022-01-31 00:00:00,XCH/USDT,79.7862,82.9618,77.1816,80.9798,2042.14405297,165185.832953297922
1643500800,2022-01-30 00:00:00,XCH/USDT,82.7047,83.8645,78.137,79.6909,1522.44968751,123274.797093967124
1643414400,2022-01-29 00:00:00,XCH/USDT,80.2451,85.6578,78.868,82.8398,1788.30261083,146148.654752485161
1643328000,2022-01-28 00:00:00,XCH/USDT,79.7483,80.5674,76.5365,80.0439,1421.71432104,111854.320835581011
1643241600,2022-01-27 00:00:00,XCH/USDT,76.1725,80.4204,75,79.7619,1871.7760635,144369.292133525763
1643155200,2022-01-26 00:00:00,XCH/USDT,78.7498,80.175,75.1141,76.4648,2580.28504887,199281.795571010932
1643068800,2022-01-25 00:00:00,XCH/USDT,78.9177,79.7337,73.3608,79.0099,2088.79119391,160956.13287790144
1642982400,2022-01-24 00:00:00,XCH/USDT,79.304,83.5697,70,78.9583,4500.83673512,344763.357537062485
1642896000,2022-01-23 00:00:00,XCH/USDT,73.1398,80.4732,71.6351,79.4934,3098.30422457,233119.87479482325
1642809600,2022-01-22 00:00:00,XCH/USDT,73.5104,76.8635,67.7716,72.8327,4427.41506891,320053.211375216948
1642723200,2022-01-21 00:00:00,XCH/USDT,83.0107,83.7326,71.1949,73.4734,3765.78810506,298264.31061888842
1642636800,2022-01-20 00:00:00,XCH/USDT,84.091,87.5,83,83.1512,1356.84366172,115246.287531637962
