https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MNW,Volume USDT
1657584000,2022-07-12 00:00:00,MNW/USDT,0.442,0.5249,0.4335,0.445,88767.49478546,40954.235395647932
1657497600,2022-07-11 00:00:00,MNW/USDT,0.4596,0.4702,0.4322,0.4392,76314.10521377,34120.931939341604
1657411200,2022-07-10 00:00:00,MNW/USDT,0.4717,0.4717,0.42,0.4629,76110.83127431,33829.491940038733
1657324800,2022-07-09 00:00:00,MNW/USDT,0.4626,0.4942,0.42,0.4665,221592.6342097,99479.114314573627
1657238400,2022-07-08 00:00:00,MNW/USDT,0.4582,0.5437,0.4151,0.4645,287561.13663121,134666.411602398873
1657152000,2022-07-07 00:00:00,MNW/USDT,0.4198,0.4899,0.4195,0.4565,210727.24827551,95601.341786146101
1657065600,2022-07-06 00:00:00,MNW/USDT,0.3988,0.4268,0.3935,0.4252,75227.04036987,30687.604079891923
1656979200,2022-07-05 00:00:00,MNW/USDT,0.4269,0.4335,0.386,0.3979,121140.99353918,49092.476699698903
1656892800,2022-07-04 00:00:00,MNW/USDT,0.3935,0.4269,0.3881,0.4269,51000.4834939,20662.997417642662
1656806400,2022-07-03 00:00:00,MNW/USDT,0.4078,0.449,0.3881,0.3899,128928.33804881,53448.624711648472
1656720000,2022-07-02 00:00:00,MNW/USDT,0.3862,0.4094,0.3771,0.4078,113187.9225637,44026.01257392838
1656633600,2022-07-01 00:00:00,MNW/USDT,0.3931,0.4227,0.3798,0.3862,63611.19967929,25339.090390754224
1656547200,2022-06-30 00:00:00,MNW/USDT,0.4101,0.425,0.3786,0.3922,128505.84786573,50975.729729370035
1656460800,2022-06-29 00:00:00,MNW/USDT,0.4117,0.4432,0.3951,0.4087,128898.10196731,52663.606473293245
1656374400,2022-06-28 00:00:00,MNW/USDT,0.4343,0.447,0.4083,0.4083,79110.73013644,33948.282037763789
1656288000,2022-06-27 00:00:00,MNW/USDT,0.444,0.4592,0.4174,0.4345,106072.87327032,46143.406378681907
1656201600,2022-06-26 00:00:00,MNW/USDT,0.4703,0.4813,0.4391,0.444,68807.76312531,31701.474810566423
1656115200,2022-06-25 00:00:00,MNW/USDT,0.4819,0.502,0.4588,0.4704,133084.38231831,63511.09345668517
1656028800,2022-06-24 00:00:00,MNW/USDT,0.45,0.4893,0.446,0.4841,165907.17159192,77161.551342854871
1655942400,2022-06-23 00:00:00,MNW/USDT,0.4168,0.4601,0.4067,0.45,146306.60692769,65215.300701838636
1655856000,2022-06-22 00:00:00,MNW/USDT,0.4174,0.5,0.3898,0.4168,231671.02781264,99669.445277466617
1655769600,2022-06-21 00:00:00,MNW/USDT,0.399,0.43,0.3892,0.417,198879.58702518,81535.380609875627
1655683200,2022-06-20 00:00:00,MNW/USDT,0.3927,0.419,0.3711,0.3963,243437.99748263,96898.677113003616
1655596800,2022-06-19 00:00:00,MNW/USDT,0.3257,0.3949,0.3234,0.3927,196490.37731397,70371.29710152559
1655510400,2022-06-18 00:00:00,MNW/USDT,0.3247,0.3487,0.2951,0.3261,321844.07084769,101610.426421457801
1655424000,2022-06-17 00:00:00,MNW/USDT,0.3771,0.3775,0.305,0.3236,389468.14844955,131732.661221799924
1655337600,2022-06-16 00:00:00,MNW/USDT,0.3927,0.4019,0.3351,0.375,309947.41614876,112393.51497964861
1655251200,2022-06-15 00:00:00,MNW/USDT,0.3596,0.3976,0.3001,0.395,325216.63707596,110243.911255911444
1655164800,2022-06-14 00:00:00,MNW/USDT,0.3575,0.3869,0.3311,0.3571,221875.49932908,78700.009003774219
1655078400,2022-06-13 00:00:00,MNW/USDT,0.3762,0.3837,0.32,0.3581,647355.37046237,226014.267264277369
1654992000,2022-06-12 00:00:00,MNW/USDT,0.4005,0.4269,0.3602,0.3756,271916.85915992,106104.484544040046
1654905600,2022-06-11 00:00:00,MNW/USDT,0.4404,0.4699,0.383,0.4025,218021.53982226,91458.168780320477
1654819200,2022-06-10 00:00:00,MNW/USDT,0.4719,0.4969,0.43,0.445,196398.76317776,88633.251017927479
1654732800,2022-06-09 00:00:00,MNW/USDT,0.4589,0.4999,0.4404,0.4671,236321.3249659,110961.123641275887
1654646400,2022-06-08 00:00:00,MNW/USDT,0.4932,0.5192,0.4511,0.4589,260588.87056138,125226.584592278004
1654560000,2022-06-07 00:00:00,MNW/USDT,0.5493,0.5498,0.48,0.4938,290897.31727235,146849.503371326689
1654473600,2022-06-06 00:00:00,MNW/USDT,0.5407,0.5979,0.5201,0.549,217301.55850325,120037.265288768825
1654387200,2022-06-05 00:00:00,MNW/USDT,0.5501,0.561,0.5258,0.5407,174422.14904448,95244.498346824644
1654300800,2022-06-04 00:00:00,MNW/USDT,0.5948,0.5983,0.5487,0.5521,83836.42468433,47125.491348590106
1654214400,2022-06-03 00:00:00,MNW/USDT,0.6185,0.631,0.5769,0.5948,81101.2642295,49246.103608814425
1654128000,2022-06-02 00:00:00,MNW/USDT,0.5304,0.6299,0.5252,0.6185,102861.217765,58790.878860758887
1654041600,2022-06-01 00:00:00,MNW/USDT,0.6203,0.6444,0.5258,0.5258,179776.99997934,104546.113204979941
1653955200,2022-05-31 00:00:00,MNW/USDT,0.615,0.723,0.5991,0.6178,208529.32586709,137607.371110852161
1653868800,2022-05-30 00:00:00,MNW/USDT,0.5538,0.7229,0.5456,0.6151,259708.15076166,159015.469697687345
1653782400,2022-05-29 00:00:00,MNW/USDT,0.5307,0.5598,0.4982,0.5538,202932.49609464,107167.140246025642
1653696000,2022-05-28 00:00:00,MNW/USDT,0.4298,0.577,0.427,0.5347,273997.71527678,134813.895303639278
1653609600,2022-05-27 00:00:00,MNW/USDT,0.48,0.4852,0.4224,0.4264,294186.35272676,132568.310325847214
1653523200,2022-05-26 00:00:00,MNW/USDT,0.5231,0.5439,0.48,0.4841,198415.92189667,98897.492549895263
1653436800,2022-05-25 00:00:00,MNW/USDT,0.5117,0.5451,0.5065,0.5236,186092.61051926,97803.943795329253
1653350400,2022-05-24 00:00:00,MNW/USDT,0.543,0.5446,0.5021,0.5141,218600.92538818,113424.469742911959
1653264000,2022-05-23 00:00:00,MNW/USDT,0.5465,0.5957,0.54,0.5472,283192.22243888,159082.232644125867
1653177600,2022-05-22 00:00:00,MNW/USDT,0.5894,0.5894,0.5407,0.5496,247822.39676818,137527.016427793706
1653091200,2022-05-21 00:00:00,MNW/USDT,0.5825,0.6,0.52,0.5924,364635.38889819,204528.428767202652
1653004800,2022-05-20 00:00:00,MNW/USDT,0.6273,0.66,0.5669,0.5913,209631.8021724,128529.650314047536
1652918400,2022-05-19 00:00:00,MNW/USDT,0.5935,0.6399,0.5501,0.6276,454746.79017152,268437.372757817089
1652832000,2022-05-18 00:00:00,MNW/USDT,0.712,0.75,0.5934,0.5934,167344.43850398,111669.659282793673
1652745600,2022-05-17 00:00:00,MNW/USDT,0.736,0.7799,0.6676,0.7143,107814.21945921,77557.578333584343
1652659200,2022-05-16 00:00:00,MNW/USDT,0.774,0.7747,0.6899,0.74,116880.65004918,84715.626735075216
1652572800,2022-05-15 00:00:00,MNW/USDT,0.692,0.8604,0.6524,0.7783,236743.13823958,173546.626618697647
1652486400,2022-05-14 00:00:00,MNW/USDT,0.62,0.698,0.56,0.698,197925.36813154,120694.680738042309
1652400000,2022-05-13 00:00:00,MNW/USDT,0.6346,0.7544,0.6001,0.6241,382459.04543244,255455.73094660274
1652313600,2022-05-12 00:00:00,MNW/USDT,0.648,0.6998,0.5,0.6396,626691.57902065,348544.963261176158
1652227200,2022-05-11 00:00:00,MNW/USDT,0.8084,0.9539,0.6232,0.652,740881.11864947,563760.566539283763
1652140800,2022-05-10 00:00:00,MNW/USDT,0.8432,0.9097,0.75,0.8178,396997.54732705,328175.480823493611
1652054400,2022-05-09 00:00:00,MNW/USDT,0.8718,0.9186,0.7511,0.8432,295433.17143443,246895.748872600359
1651968000,2022-05-08 00:00:00,MNW/USDT,0.9494,0.9586,0.8135,0.872,297162.13774503,261104.852150858741
1651881600,2022-05-07 00:00:00,MNW/USDT,0.9469,1,0.9296,0.9529,161136.40442754,153913.508378557528
1651795200,2022-05-06 00:00:00,MNW/USDT,0.9968,1.0261,0.92,0.947,124049.57969085,121303.027171426415
1651708800,2022-05-05 00:00:00,MNW/USDT,1.1722,1.204,0.9141,0.9988,361470.71128567,381330.024946851911
1651622400,2022-05-04 00:00:00,MNW/USDT,0.9335,1.1894,0.9261,1.1722,365705.18725245,379207.530164610118
1651536000,2022-05-03 00:00:00,MNW/USDT,1.0378,1.0464,0.92,0.9449,234651.12199906,226593.220304407996
1651449600,2022-05-02 00:00:00,MNW/USDT,0.99,1.0699,0.9558,1.047,279157.74434064,276448.527628973448
1651363200,2022-05-01 00:00:00,MNW/USDT,1.0435,1.0631,0.9,0.99,257358.86160522,256688.772549277193
1651276800,2022-04-30 00:00:00,MNW/USDT,1.1611,1.1999,1.02,1.0486,406114.99607421,438204.498909996145
1651190400,2022-04-29 00:00:00,MNW/USDT,1.3142,1.3265,1.1418,1.1647,174328.54080745,212844.245205992592
1651104000,2022-04-28 00:00:00,MNW/USDT,1.329,1.3783,1.257,1.3189,145736.41882531,190737.089080087195
1651017600,2022-04-27 00:00:00,MNW/USDT,1.341,1.3953,1.2202,1.329,159765.71299496,206972.845078240539
1650931200,2022-04-26 00:00:00,MNW/USDT,1.4448,1.47,1.198,1.341,410315.31175779,539508.123537028379
1650844800,2022-04-25 00:00:00,MNW/USDT,1.3125,1.4459,1.1391,1.4382,372390.8680711,469117.800806942227
1650758400,2022-04-24 00:00:00,MNW/USDT,1.319,1.42,1.263,1.3153,118078.97739868,155914.183277896083
1650672000,2022-04-23 00:00:00,MNW/USDT,1.257,1.5,1.22,1.3124,235685.93508742,315967.525793471399
1650585600,2022-04-22 00:00:00,MNW/USDT,1.3155,1.3392,1.2506,1.257,90165.71104616,116010.63228970641
1650499200,2022-04-21 00:00:00,MNW/USDT,1.347,1.3898,1.306,1.32,115283.74392866,153758.040910684991
1650412800,2022-04-20 00:00:00,MNW/USDT,1.4201,1.4883,1.2975,1.3482,132822.49560934,182830.477568471012
1650326400,2022-04-19 00:00:00,MNW/USDT,1.3585,1.517,1.3311,1.4243,133482.67981663,188195.783779316534
1650240000,2022-04-18 00:00:00,MNW/USDT,1.3634,1.4,1.25,1.3522,189271.90349528,247266.063344714313
1650153600,2022-04-17 00:00:00,MNW/USDT,1.3194,1.5,1.2995,1.3644,211814.90909882,298298.994146973611
1650067200,2022-04-16 00:00:00,MNW/USDT,1.2637,1.33,1.25,1.3187,106131.05425698,136246.298064081869
1649980800,2022-04-15 00:00:00,MNW/USDT,1.2591,1.3235,1.2184,1.2632,88997.52331127,112999.676886067066
1649894400,2022-04-14 00:00:00,MNW/USDT,1.3087,1.3644,1.17,1.257,156182.60658668,194730.327189072264
1649808000,2022-04-13 00:00:00,MNW/USDT,1.2057,1.37,1.1886,1.3146,263706.71972454,340747.240114964553
1649721600,2022-04-12 00:00:00,MNW/USDT,1.1222,1.2456,1.1001,1.2047,206200.65326285,239683.102313229319
1649635200,2022-04-11 00:00:00,MNW/USDT,1.3912,1.4098,1.0863,1.1288,360599.86914092,446924.396822457569
1649548800,2022-04-10 00:00:00,MNW/USDT,1.215,1.5399,1.201,1.3874,372065.6028577,522589.67642758687
1649462400,2022-04-09 00:00:00,MNW/USDT,1.2501,1.2686,1.162,1.2134,115845.60299416,140896.172683182859
1649376000,2022-04-08 00:00:00,MNW/USDT,1.2859,1.3199,1.2231,1.2501,205099.88588364,261630.582784129874
1649289600,2022-04-07 00:00:00,MNW/USDT,1.1699,1.3613,1.15,1.2912,166814.84791299,212386.573846717535
1649203200,2022-04-06 00:00:00,MNW/USDT,1.3427,1.3489,1.16,1.1695,240366.16424436,293505.155501391469
1649116800,2022-04-05 00:00:00,MNW/USDT,1.3607,1.4601,1.3055,1.3489,208585.15091995,286557.154771855818
1649030400,2022-04-04 00:00:00,MNW/USDT,1.4704,1.4784,1.34,1.3661,307156.17143334,427858.762769334992
1648944000,2022-04-03 00:00:00,MNW/USDT,1.4296,1.5498,1.39,1.4703,185494.15571946,265876.539212909232
1648857600,2022-04-02 00:00:00,MNW/USDT,1.4727,1.5499,1.4251,1.4296,156819.2376188,233792.845651279005
1648771200,2022-04-01 00:00:00,MNW/USDT,1.43,1.54,1.3629,1.4671,165315.25726093,238080.964014385785
1648684800,2022-03-31 00:00:00,MNW/USDT,1.578,1.6776,1.43,1.4302,208393.93002644,315591.973598151926
1648598400,2022-03-30 00:00:00,MNW/USDT,1.4796,1.6096,1.457,1.5703,284072.12691285,432150.060171112906
1648512000,2022-03-29 00:00:00,MNW/USDT,1.5385,1.6,1.47,1.4793,192611.30378323,291613.073217184579
1648425600,2022-03-28 00:00:00,MNW/USDT,1.3723,1.57,1.3239,1.5385,209839.85060685,301350.257378606679
1648339200,2022-03-27 00:00:00,MNW/USDT,1.3908,1.4047,1.319,1.3723,173782.07684044,238284.637816386541
1648252800,2022-03-26 00:00:00,MNW/USDT,1.3988,1.47,1.3803,1.3908,88570.85630362,124688.258946115012
1648166400,2022-03-25 00:00:00,MNW/USDT,1.375,1.5093,1.3069,1.3999,180006.10369979,247764.849686705873
1648080000,2022-03-24 00:00:00,MNW/USDT,1.5062,1.5384,1.362,1.3747,255745.70672313,369878.107583738808
1647993600,2022-03-23 00:00:00,MNW/USDT,1.3261,1.5795,1.22,1.515,572992.35641472,791958.512442235143
1647907200,2022-03-22 00:00:00,MNW/USDT,1.0593,1.4496,1.0524,1.3377,416102.00939192,503620.853680335573
1647820800,2022-03-21 00:00:00,MNW/USDT,1.0232,1.09,0.9986,1.06,107921.47187043,112967.736022705459
1647734400,2022-03-20 00:00:00,MNW/USDT,1.0543,1.0995,0.9649,1.0232,161526.6251028,165702.099344292291
1647648000,2022-03-19 00:00:00,MNW/USDT,1.0535,1.08,1,1.0598,150283.48925381,155473.766381469842
1647561600,2022-03-18 00:00:00,MNW/USDT,0.9777,1.06,0.9,1.0593,216329.30486002,215009.35841267431
1647475200,2022-03-17 00:00:00,MNW/USDT,0.9799,0.99,0.9057,0.9773,147205.35155615,138653.610025513767
1647388800,2022-03-16 00:00:00,MNW/USDT,0.8171,0.9799,0.706,0.9799,348355.77160413,290613.42623190644
1647302400,2022-03-15 00:00:00,MNW/USDT,0.8401,0.875,0.7737,0.8171,267414.76637781,221554.50679425872
1647216000,2022-03-14 00:00:00,MNW/USDT,0.826,0.845,0.7351,0.8399,167279.16407622,134789.976523503432
1647129600,2022-03-13 00:00:00,MNW/USDT,0.8405,0.8715,0.8,0.8256,122104.3398169,102077.680253903908
1647043200,2022-03-12 00:00:00,MNW/USDT,0.8018,1.1,0.8,0.8437,310250.59912594,282042.781351278391
1646956800,2022-03-11 00:00:00,MNW/USDT,0.8037,0.9287,0.76,0.8071,366615.9270855,299048.098915652393
1646870400,2022-03-10 00:00:00,MNW/USDT,0.8423,0.888,0.787,0.8062,177787.95769434,146761.730089752869
1646784000,2022-03-09 00:00:00,MNW/USDT,0.8605,0.9452,0.8204,0.85,308356.85063842,272516.737445433206
1646697600,2022-03-08 00:00:00,MNW/USDT,0.8492,0.88,0.812,0.8591,114852.60012077,97368.115527539177
1646611200,2022-03-07 00:00:00,MNW/USDT,0.8812,0.8953,0.81,0.8421,233461.44688502,198171.204348401291
1646524800,2022-03-06 00:00:00,MNW/USDT,0.9288,0.9487,0.8817,0.8847,96667.09519786,88518.395090799421
1646438400,2022-03-05 00:00:00,MNW/USDT,0.9614,0.97,0.9073,0.9282,151379.96484299,140258.653098724127
1646352000,2022-03-04 00:00:00,MNW/USDT,1.0069,1.0383,0.945,0.9614,131720.13685272,130972.769952180716
1646265600,2022-03-03 00:00:00,MNW/USDT,1.0861,1.1223,0.9874,1.0082,178774.1985234,182397.325465450453
1646179200,2022-03-02 00:00:00,MNW/USDT,1.0996,1.1336,1.0288,1.0869,151601.51125599,162579.925808609353
1646092800,2022-03-01 00:00:00,MNW/USDT,1.1112,1.1499,1.0243,1.0948,159021.58358498,173457.921970451129
1646006400,2022-02-28 00:00:00,MNW/USDT,0.9344,1.15,0.9,1.1105,251066.97568267,255592.153969500607
1645920000,2022-02-27 00:00:00,MNW/USDT,1.0036,1.0372,0.901,0.9338,174738.93730011,167450.771185551333
1645833600,2022-02-26 00:00:00,MNW/USDT,1.0103,1.0703,0.9891,1.0096,101815.01517798,104551.128249096606
1645747200,2022-02-25 00:00:00,MNW/USDT,0.8944,1.0199,0.8686,1.0103,144629.95018251,137357.105948839403
1645660800,2022-02-24 00:00:00,MNW/USDT,0.9263,1.01,0.733,0.8999,364249.40184251,308296.659376540295
1645574400,2022-02-23 00:00:00,MNW/USDT,0.9245,1.11,0.9,0.9258,201569.13748263,198886.341609397367
1645488000,2022-02-22 00:00:00,MNW/USDT,0.901,0.9453,0.8,0.9252,273182.55950941,238049.413893360648
1645401600,2022-02-21 00:00:00,MNW/USDT,0.9193,1.074,0.8843,0.901,271736.67721021,263945.907296406906
1645315200,2022-02-20 00:00:00,MNW/USDT,0.9599,1.0079,0.8508,0.93,218509.84358546,201627.959465965854
1645228800,2022-02-19 00:00:00,MNW/USDT,0.99,1.05,0.92,0.95,164361.81963965,160640.433393349192
1645142400,2022-02-18 00:00:00,MNW/USDT,1.0788,1.09,0.9815,0.9935,200684.25266016,207538.232923086108
1645056000,2022-02-17 00:00:00,MNW/USDT,1.1517,1.1805,1.054,1.0865,140030.92042548,156479.718531279329
1644969600,2022-02-16 00:00:00,MNW/USDT,1.1749,1.22,1.0902,1.1525,253422.5951378,292210.861975657064
1644883200,2022-02-15 00:00:00,MNW/USDT,1.1056,1.2612,1.096,1.1763,285003.8257965,341064.751607907917
1644796800,2022-02-14 00:00:00,MNW/USDT,1.1083,1.1337,1.0501,1.1,176528.82632461,192931.974026269841
1644710400,2022-02-13 00:00:00,MNW/USDT,1.1445,1.1819,1.07,1.1064,206421.09558363,230209.020140889511
1644624000,2022-02-12 00:00:00,MNW/USDT,1.2575,1.2675,1.12,1.1445,148496.74335619,172936.438181481351
1644537600,2022-02-11 00:00:00,MNW/USDT,1.392,1.4357,1.1519,1.2584,180792.12095643,232549.056330183553
1644451200,2022-02-10 00:00:00,MNW/USDT,1.608,1.6261,1.336,1.3939,166520.18597714,241795.886101165381
1644364800,2022-02-09 00:00:00,MNW/USDT,1.6357,1.6882,1.4482,1.6,190328.35754143,292795.040294863627
1644278400,2022-02-08 00:00:00,MNW/USDT,1.7208,1.7396,1.5,1.6406,169818.80070868,270295.404822273376
1644192000,2022-02-07 00:00:00,MNW/USDT,1.3449,1.94,1.3436,1.721,287110.26074541,460761.411438059101
1644105600,2022-02-06 00:00:00,MNW/USDT,1.4124,1.433,1.2501,1.3529,148597.30831409,197127.702469286383
1644019200,2022-02-05 00:00:00,MNW/USDT,1.1719,1.4678,1.1702,1.42,243372.78528766,327816.446163279845
1643932800,2022-02-04 00:00:00,MNW/USDT,1.0281,1.1795,1.0198,1.1795,97585.4239133,106685.360000401416
1643846400,2022-02-03 00:00:00,MNW/USDT,1.0587,1.066,1.01,1.0281,110567.21934484,114024.388063626852
1643760000,2022-02-02 00:00:00,MNW/USDT,1.1899,1.198,1.04,1.0648,88577.52162342,98698.195668084147
1643673600,2022-02-01 00:00:00,MNW/USDT,1.1815,1.1997,1.13,1.1899,75912.98568822,88428.553914538346
1643587200,2022-01-31 00:00:00,MNW/USDT,1.1775,1.2659,1.089,1.1814,111519.83752115,127772.340270697008
1643500800,2022-01-30 00:00:00,MNW/USDT,1.1338,1.2,1.0626,1.1689,94819.58001638,106328.810891673511
1643414400,2022-01-29 00:00:00,MNW/USDT,1.1527,1.1827,1,1.1328,222040.02778101,237110.031569707567
1643328000,2022-01-28 00:00:00,MNW/USDT,1.096,1.29,1.0616,1.1501,153927.42432143,175712.535217701508
