https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FEAR,Volume USDT
1643760000,2022-02-02 00:00:00,FEAR/USDT,0.5962,0.6013,0.5566,0.5585,147185.74271195,84638.903957693306
1643673600,2022-02-01 00:00:00,FEAR/USDT,0.5812,0.62,0.5773,0.5968,158812.58423106,94251.200936730388
1643587200,2022-01-31 00:00:00,FEAR/USDT,0.547,0.75,0.538,0.581,444159.25470913,277253.104022502023
1643500800,2022-01-30 00:00:00,FEAR/USDT,0.5419,0.59,0.5291,0.5482,140739.90070838,78587.907740119672
1643414400,2022-01-29 00:00:00,FEAR/USDT,0.5336,0.5572,0.5266,0.5416,100331.69733151,54515.21096576371
1643328000,2022-01-28 00:00:00,FEAR/USDT,0.5487,0.55,0.5253,0.5339,107186.33374259,57834.315836602096
1643241600,2022-01-27 00:00:00,FEAR/USDT,0.5899,0.6016,0.5361,0.5487,198845.06381571,113504.243212827431
1643155200,2022-01-26 00:00:00,FEAR/USDT,0.6124,0.6352,0.5828,0.5899,152192.30010857,93211.663280633715
1643068800,2022-01-25 00:00:00,FEAR/USDT,0.625,0.6351,0.6013,0.615,123185.05695937,75755.023515663042
1642982400,2022-01-24 00:00:00,FEAR/USDT,0.6753,0.7811,0.5976,0.625,445916.41442081,302913.697698403891
1642896000,2022-01-23 00:00:00,FEAR/USDT,0.6048,0.6799,0.6045,0.6741,118543.54965931,76671.007836633307
1642809600,2022-01-22 00:00:00,FEAR/USDT,0.7221,0.73,0.598,0.6047,223054.39620287,146858.081591434281
1642723200,2022-01-21 00:00:00,FEAR/USDT,0.8947,0.8971,0.7217,0.7247,179837.61670167,147651.259429325898
1642636800,2022-01-20 00:00:00,FEAR/USDT,0.9389,0.9468,0.8932,0.8975,107828.9146992,99217.369660563872
1642550400,2022-01-19 00:00:00,FEAR/USDT,0.9541,0.9583,0.9127,0.9388,65906.31160241,61413.106123427037
1642464000,2022-01-18 00:00:00,FEAR/USDT,0.9812,0.9865,0.9459,0.9542,61037.13747962,58992.293936133732
1642377600,2022-01-17 00:00:00,FEAR/USDT,0.9891,1.1477,0.9724,0.9803,287066.32865724,297454.981141604408
1642291200,2022-01-16 00:00:00,FEAR/USDT,0.9596,1.0118,0.9368,0.9906,111644.06144387,107529.161956863782
1642204800,2022-01-15 00:00:00,FEAR/USDT,0.9808,0.988,0.9549,0.9588,103684.75398386,100966.67593179901
1642118400,2022-01-14 00:00:00,FEAR/USDT,0.961,1.0063,0.96,0.9807,73217.78907569,71472.403934994809
1642032000,2022-01-13 00:00:00,FEAR/USDT,1.0146,1.02,0.9602,0.9617,120340.27422996,117844.470639367666
1641945600,2022-01-12 00:00:00,FEAR/USDT,0.9695,1.0371,0.9568,1.0145,178074.82815655,176598.935204969681
1641859200,2022-01-11 00:00:00,FEAR/USDT,0.9946,1.0079,0.9199,0.9682,195807.79423567,188456.929843717088
1641772800,2022-01-10 00:00:00,FEAR/USDT,1.0912,1.0912,0.9937,0.9946,118499.34443347,122302.614873133907
1641686400,2022-01-09 00:00:00,FEAR/USDT,1.0394,1.1184,1.0305,1.0921,54020.48130411,58025.253744951516
1641600000,2022-01-08 00:00:00,FEAR/USDT,1.0878,1.1218,1.0258,1.039,100032.54630382,105511.535023141941
1641513600,2022-01-07 00:00:00,FEAR/USDT,1.2158,1.2158,1.08,1.0878,177311.33864124,201047.77795793982
1641427200,2022-01-06 00:00:00,FEAR/USDT,1.2184,1.2273,1.1901,1.214,96197.95281745,116327.197755379319
1641340800,2022-01-05 00:00:00,FEAR/USDT,1.3566,1.4095,1.217,1.2242,154428.29994074,205374.4311255029
1641254400,2022-01-04 00:00:00,FEAR/USDT,1.4434,1.4677,1.356,1.3589,82106.24135802,115975.959600972738
1641168000,2022-01-03 00:00:00,FEAR/USDT,1.4625,1.5224,1.401,1.4499,172525.40226731,251306.995542646354
1641081600,2022-01-02 00:00:00,FEAR/USDT,1.3674,1.5337,1.3657,1.4646,148338.63693194,214754.935180096478
1640995200,2022-01-01 00:00:00,FEAR/USDT,1.3379,1.3675,1.3259,1.3673,69996.02707194,94121.698371751423
1640908800,2021-12-31 00:00:00,FEAR/USDT,1.332,1.4092,1.3304,1.335,94404.60167603,129061.952005355827
1640822400,2021-12-30 00:00:00,FEAR/USDT,1.3511,1.43,1.2662,1.332,194231.53961755,257427.380354527711
1640736000,2021-12-29 00:00:00,FEAR/USDT,1.3842,1.4179,1.34,1.3513,103454.10231178,142575.827767035361
1640649600,2021-12-28 00:00:00,FEAR/USDT,1.52,1.64,1.3421,1.3819,217947.10342756,312575.044954325102
