https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LYXE,Volume USDT
1663254000,2022-09-15 15:00:00,LYXE/USDT,4.77155,4.8289,4.75893,4.82546,366.3612,1756.759424422
1663250400,2022-09-15 14:00:00,LYXE/USDT,4.9259,4.97518,4.727,4.7799,5620.28993344,27203.4967879262
1663246800,2022-09-15 13:00:00,LYXE/USDT,4.92821,4.9679,4.92573,4.9259,1087.3196,5355.916462538
1663243200,2022-09-15 12:00:00,LYXE/USDT,4.92354,4.96801,4.92354,4.96801,61.5179,302.996586635
1663239600,2022-09-15 11:00:00,LYXE/USDT,4.9685,4.99999,4.92333,4.92354,100.3167,496.388844416
1663236000,2022-09-15 10:00:00,LYXE/USDT,4.97054,4.99178,4.95873,4.9873,204.2556,1016.870613449
1663232400,2022-09-15 09:00:00,LYXE/USDT,5.02336,5.0466,4.96206,4.96206,572.3859,2867.157934292
1663228800,2022-09-15 08:00:00,LYXE/USDT,4.95062,5.07458,4.95,5.07458,3206.2573,16030.847034902
1663225200,2022-09-15 07:00:00,LYXE/USDT,4.88756,4.96844,4.83191,4.95694,1968.4117,9696.195577948
1663221600,2022-09-15 06:00:00,LYXE/USDT,4.90293,4.90293,4.84328,4.88737,904.4717,4402.856914627
1663218000,2022-09-15 05:00:00,LYXE/USDT,4.86535,4.9119,4.86471,4.9,1053.8171,5155.048161993
1663214400,2022-09-15 04:00:00,LYXE/USDT,4.86213,4.8654,4.8301,4.8303,521.5854,2525.86825138
1663210800,2022-09-15 03:00:00,LYXE/USDT,4.82995,4.86214,4.81375,4.86214,581.7649,2813.471126957
1663207200,2022-09-15 02:00:00,LYXE/USDT,4.99917,5.04332,4.8,4.83275,2876.1451,14018.752163479
1663203600,2022-09-15 01:00:00,LYXE/USDT,4.96794,5.04639,4.92281,4.99822,1629.466,8161.002070072
1663200000,2022-09-15 00:00:00,LYXE/USDT,5.01211,5.04839,4.92795,4.92795,403.0707,2000.964993761
1663196400,2022-09-14 23:00:00,LYXE/USDT,5.00224,5.0499,4.99836,5.01201,571.7142,2884.307688469
1663192800,2022-09-14 22:00:00,LYXE/USDT,4.9656,5.00224,4.9305,5.00224,1686.2713,8378.569454279
1663189200,2022-09-14 21:00:00,LYXE/USDT,4.88965,4.9656,4.8846,4.93186,2594.404,12836.478570643
1663185600,2022-09-14 20:00:00,LYXE/USDT,4.90025,4.92594,4.88035,4.8863,4387.117,21432.030666459
1663182000,2022-09-14 19:00:00,LYXE/USDT,4.88105,4.9,4.88035,4.8804,412.5375,2014.36972945
1663178400,2022-09-14 18:00:00,LYXE/USDT,4.91609,4.91609,4.88,4.88001,2417.5197,11808.855607332
1663174800,2022-09-14 17:00:00,LYXE/USDT,4.94125,4.96468,4.91729,4.91729,357.9359,1766.280990538
1663171200,2022-09-14 16:00:00,LYXE/USDT,4.9655,4.9657,4.90261,4.94136,439.9046,2180.352576359
1663167600,2022-09-14 15:00:00,LYXE/USDT,4.96591,4.96591,4.9655,4.96554,753.7931,3743.083170782
1663164000,2022-09-14 14:00:00,LYXE/USDT,4.97151,4.97151,4.9656,4.9657,696.3357,3457.845255306
1663160400,2022-09-14 13:00:00,LYXE/USDT,4.97538,5.04439,4.96524,4.9655,523.121,2609.614491388
1663156800,2022-09-14 12:00:00,LYXE/USDT,5.0021,5.04849,4.95881,4.9703,1508.889,7590.189111118
1663153200,2022-09-14 11:00:00,LYXE/USDT,4.99967,5.06088,4.91332,5.0021,2912.3059,14501.33714371
1663149600,2022-09-14 10:00:00,LYXE/USDT,5.00999,5.01756,4.9946,4.99822,300.2773,1504.090821474
1663146000,2022-09-14 09:00:00,LYXE/USDT,4.99453,5.02185,4.99453,5.00097,204.4773,1023.554786244
1663142400,2022-09-14 08:00:00,LYXE/USDT,4.99453,5.00678,4.99453,4.99453,809.6009,4043.780785492
1663138800,2022-09-14 07:00:00,LYXE/USDT,4.9943,5.00649,4.9943,4.99453,628.745,3140.256512927
1663135200,2022-09-14 06:00:00,LYXE/USDT,4.9886,4.9944,4.96615,4.9944,313.6832,1566.436465788
1663131600,2022-09-14 05:00:00,LYXE/USDT,4.98138,5.00649,4.96955,4.99452,263.142,1311.461269276
1663128000,2022-09-14 04:00:00,LYXE/USDT,4.97012,4.98504,4.96472,4.96472,348.6905,1733.501508309
1663124400,2022-09-14 03:00:00,LYXE/USDT,4.95224,4.97724,4.95101,4.97011,217.8581,1082.347456295
1663120800,2022-09-14 02:00:00,LYXE/USDT,4.9505,4.96804,4.9505,4.96804,155.9751,774.818112688
1663117200,2022-09-14 01:00:00,LYXE/USDT,4.93262,4.94499,4.92594,4.94499,281.8814,1390.901167272
1663113600,2022-09-14 00:00:00,LYXE/USDT,4.88002,4.92594,4.88001,4.92594,996.8488,4865.986904557
1663110000,2022-09-13 23:00:00,LYXE/USDT,4.9182,4.94136,4.88002,4.92369,2913.9888,14241.382284659
1663106400,2022-09-13 22:00:00,LYXE/USDT,4.9212,4.9616,4.91631,4.91801,135.7342,671.548672486
1663102800,2022-09-13 21:00:00,LYXE/USDT,4.98888,5.0113,4.89182,4.96041,908.7285,4515.962094362
1663099200,2022-09-13 20:00:00,LYXE/USDT,4.98999,5.02598,4.9429,4.98999,1074.7953,5363.073485174
1663095600,2022-09-13 19:00:00,LYXE/USDT,4.88001,5.0287,4.88,5.0287,1842.9491,9070.675311568
1663092000,2022-09-13 18:00:00,LYXE/USDT,5.03928,5.11873,4.88001,4.88001,2348.8676,11683.261718931
1663088400,2022-09-13 17:00:00,LYXE/USDT,5.0247,5.06088,5.01734,5.06088,130.2123,658.348507965
1663084800,2022-09-13 16:00:00,LYXE/USDT,4.91023,5.0581,4.91,5.0247,2258.7352,11243.804594219
1663081200,2022-09-13 15:00:00,LYXE/USDT,4.8917,4.94907,4.88007,4.91376,483.4024,2380.538712268
1663077600,2022-09-13 14:00:00,LYXE/USDT,4.9234,5,4.88001,4.9381,3313.506,16315.908930665
1663074000,2022-09-13 13:00:00,LYXE/USDT,4.86214,4.99059,4.8,4.92535,14854.5343,73067.610910374
1663070400,2022-09-13 12:00:00,LYXE/USDT,5.44622,5.48977,4.8,4.81266,11697.1029,58851.394998055
1663066800,2022-09-13 11:00:00,LYXE/USDT,5.42649,5.45616,5.40449,5.40449,730.5029,3968.14542452
1663063200,2022-09-13 10:00:00,LYXE/USDT,5.3131,5.42649,5.193,5.42649,2849.0746,15137.096157284
1663059600,2022-09-13 09:00:00,LYXE/USDT,5.5007,5.50071,5.29699,5.3086,15480.4727,82860.52735558
1663056000,2022-09-13 08:00:00,LYXE/USDT,5.537,5.537,5.5,5.5,57.376,315.57630103
1663052400,2022-09-13 07:00:00,LYXE/USDT,5.50011,5.59609,5.44481,5.50071,2847.5762,15638.259486346
1663048800,2022-09-13 06:00:00,LYXE/USDT,5.53973,5.53973,5.4861,5.51763,748.2655,4118.990969306
1663045200,2022-09-13 05:00:00,LYXE/USDT,5.52674,5.64839,5.52674,5.57413,455.7763,2551.939910524
1663041600,2022-09-13 04:00:00,LYXE/USDT,5.4591,5.55498,5.4591,5.52674,1164.3975,6424.73424489
1663038000,2022-09-13 03:00:00,LYXE/USDT,5.49486,5.4956,5.45953,5.45953,60.2865,329.511615856
1663034400,2022-09-13 02:00:00,LYXE/USDT,5.47047,5.49387,5.45,5.49335,1885.541,10292.024159755
1663030800,2022-09-13 01:00:00,LYXE/USDT,5.50995,5.50996,5.48011,5.48973,241.3387,1324.531437138
1663027200,2022-09-13 00:00:00,LYXE/USDT,5.62108,5.62108,5.5,5.50995,484.2179,2685.179890387
1663023600,2022-09-12 23:00:00,LYXE/USDT,5.62276,5.62276,5.61331,5.62129,3.7812,21.259107257
1663020000,2022-09-12 22:00:00,LYXE/USDT,5.6453,5.671,5.60941,5.671,731.75,4127.723558641
1663016400,2022-09-12 21:00:00,LYXE/USDT,5.62229,5.67659,5.5944,5.67659,1058.557,5954.518477456
1663012800,2022-09-12 20:00:00,LYXE/USDT,5.52651,5.6238,5.52651,5.6237,970.5251,5443.193539568
1663009200,2022-09-12 19:00:00,LYXE/USDT,5.54497,5.54594,5.52563,5.52651,52.2474,288.816741936
1663005600,2022-09-12 18:00:00,LYXE/USDT,5.50876,5.592,5.43101,5.592,2659.6214,14601.907318939
1663002000,2022-09-12 17:00:00,LYXE/USDT,5.48099,5.50346,5.43369,5.50346,224.3297,1226.330894303
1662998400,2022-09-12 16:00:00,LYXE/USDT,5.62841,5.62841,5.43368,5.4485,2620.3965,14376.505604026
1662994800,2022-09-12 15:00:00,LYXE/USDT,5.69729,5.69729,5.6242,5.6242,1725.9296,9748.331870656
1662991200,2022-09-12 14:00:00,LYXE/USDT,5.72308,5.74582,5.69729,5.69729,435.1394,2482.138169417
1662987600,2022-09-12 13:00:00,LYXE/USDT,5.68411,5.7999,5.68411,5.72308,956.6799,5500.354871684
1662984000,2022-09-12 12:00:00,LYXE/USDT,5.69553,5.7,5.68361,5.68521,196.8377,1120.928667995
1662980400,2022-09-12 11:00:00,LYXE/USDT,5.6619,5.7438,5.65151,5.69445,305.8919,1746.886035431
1662976800,2022-09-12 10:00:00,LYXE/USDT,5.69652,5.73422,5.60191,5.66211,1397.789,7876.363072704
1662973200,2022-09-12 09:00:00,LYXE/USDT,5.7341,5.8,5.68254,5.6999,2034.5872,11669.931313571
1662969600,2022-09-12 08:00:00,LYXE/USDT,5.48542,5.77914,5.4593,5.7233,3422.2043,19224.750562656
1662966000,2022-09-12 07:00:00,LYXE/USDT,5.46672,5.50876,5.4514,5.50876,597.9315,3270.888688003
1662962400,2022-09-12 06:00:00,LYXE/USDT,5.45996,5.47,5.4508,5.47,1194.58,6534.270930156
1662958800,2022-09-12 05:00:00,LYXE/USDT,5.4672,5.47,5.43071,5.4378,127.7073,695.736560133
1662955200,2022-09-12 04:00:00,LYXE/USDT,5.47047,5.48074,5.4227,5.46899,548.403,2993.855789191
1662951600,2022-09-12 03:00:00,LYXE/USDT,5.52559,5.52559,5.474,5.474,1875.9152,10288.715564784
1662948000,2022-09-12 02:00:00,LYXE/USDT,5.56,5.57821,5.52563,5.52563,640.2026,3558.895628545
1662944400,2022-09-12 01:00:00,LYXE/USDT,5.47656,5.56193,5.474,5.56,1107.2169,6090.090059721
1662940800,2022-09-12 00:00:00,LYXE/USDT,5.55811,5.55822,5.47421,5.47421,575.2823,3167.48922041
1662937200,2022-09-11 23:00:00,LYXE/USDT,5.58498,5.60599,5.53948,5.60066,309.0837,1725.551366648
1662933600,2022-09-11 22:00:00,LYXE/USDT,5.59228,5.60599,5.5001,5.59157,772.7777,4294.952406101
1662930000,2022-09-11 21:00:00,LYXE/USDT,5.6094,5.67079,5.526,5.5866,1202.9795,6751.559337767
1662926400,2022-09-11 20:00:00,LYXE/USDT,5.65598,5.66009,5.6094,5.60961,767.4903,4337.107065766
1662922800,2022-09-11 19:00:00,LYXE/USDT,5.649,5.71834,5.59121,5.68719,1230.6116,6953.832762161
1662919200,2022-09-11 18:00:00,LYXE/USDT,5.6481,5.69989,5.64249,5.64925,1287.7634,7308.402417324
1662915600,2022-09-11 17:00:00,LYXE/USDT,5.43035,5.68425,5.42311,5.65369,4557.4886,25586.789756672
1662912000,2022-09-11 16:00:00,LYXE/USDT,5.46453,5.47,5.41587,5.43035,75.1609,408.691844368
1662908400,2022-09-11 15:00:00,LYXE/USDT,5.43943,5.46793,5.42754,5.46793,101.5297,551.316612588
1662904800,2022-09-11 14:00:00,LYXE/USDT,5.46303,5.47,5.42638,5.46589,92.2146,503.404428996
1662901200,2022-09-11 13:00:00,LYXE/USDT,5.43636,5.51978,5.4277,5.46303,2462.6929,13482.454514771
1662897600,2022-09-11 12:00:00,LYXE/USDT,5.39497,5.4537,5.3766,5.4537,194.2492,1056.614678181
1662894000,2022-09-11 11:00:00,LYXE/USDT,5.44102,5.45378,5.3619,5.3767,535.9416,2902.025149049
1662890400,2022-09-11 10:00:00,LYXE/USDT,5.43606,5.49,5.3961,5.3961,1328.299,7246.437950212
1662886800,2022-09-11 09:00:00,LYXE/USDT,5.43324,5.44626,5.3898,5.43885,110.015,594.137120862
1662883200,2022-09-11 08:00:00,LYXE/USDT,5.47979,5.47979,5.40921,5.40921,750.0569,4067.600720792
1662879600,2022-09-11 07:00:00,LYXE/USDT,5.5212,5.6,5.4102,5.4798,4917.454,27021.819132097
1662876000,2022-09-11 06:00:00,LYXE/USDT,5.52185,5.56089,5.48465,5.56089,1935.2798,10688.682752471
1662872400,2022-09-11 05:00:00,LYXE/USDT,5.53226,5.5565,5.51722,5.5565,76.3396,422.824181134
1662868800,2022-09-11 04:00:00,LYXE/USDT,5.49799,5.64,5.43,5.5565,3155.7137,17546.999612211
1662865200,2022-09-11 03:00:00,LYXE/USDT,5.38856,5.54999,5.38856,5.4981,3273.0126,18023.880387432
1662861600,2022-09-11 02:00:00,LYXE/USDT,5.4431,5.45378,5.3563,5.3563,369.5218,1993.901078517
1662858000,2022-09-11 01:00:00,LYXE/USDT,5.42562,5.5,5.31382,5.4431,2583.5943,14139.36287977
1662854400,2022-09-11 00:00:00,LYXE/USDT,5.29656,5.42649,5.25531,5.42649,3343.7035,17912.018381383
1662850800,2022-09-10 23:00:00,LYXE/USDT,5.37409,5.37409,5.28929,5.28929,1096.3292,5852.718983215
1662847200,2022-09-10 22:00:00,LYXE/USDT,5.3,5.5,5.28965,5.38877,3334.6056,18046.673517828
1662843600,2022-09-10 21:00:00,LYXE/USDT,5.10047,5.384,5.09951,5.3,11172.0579,58721.234328818
1662840000,2022-09-10 20:00:00,LYXE/USDT,4.9586,5.15,4.91609,5.1,3277.2798,16417.148911165
1662836400,2022-09-10 19:00:00,LYXE/USDT,4.88004,4.9505,4.87668,4.9505,623.2558,3058.476630891
1662832800,2022-09-10 18:00:00,LYXE/USDT,4.88004,4.88004,4.8466,4.88003,510.2846,2480.529007252
1662829200,2022-09-10 17:00:00,LYXE/USDT,4.9123,4.9176,4.8466,4.88158,1869.966,9126.570928355
1662825600,2022-09-10 16:00:00,LYXE/USDT,4.92293,4.93889,4.9043,4.93469,753.4945,3714.611961447
1662822000,2022-09-10 15:00:00,LYXE/USDT,4.9406,4.9901,4.9,4.92196,1201.2939,5923.353261602
1662818400,2022-09-10 14:00:00,LYXE/USDT,4.9406,4.9542,4.9406,4.9437,104.3886,516.562812186
1662814800,2022-09-10 13:00:00,LYXE/USDT,4.98071,4.9906,4.92,4.97527,2204.184,10882.991548097
1662811200,2022-09-10 12:00:00,LYXE/USDT,5,5.00831,4.9627,4.968,959.8082,4792.468391009
1662807600,2022-09-10 11:00:00,LYXE/USDT,5.04218,5.0477,5.00261,5.00831,490.0432,2469.026488134
1662804000,2022-09-10 10:00:00,LYXE/USDT,5.0332,5.0742,4.921,5.02501,2609.5575,13036.802000002
1662800400,2022-09-10 09:00:00,LYXE/USDT,5.01917,5.03319,5.0001,5.02735,117.7036,588.965031627
1662796800,2022-09-10 08:00:00,LYXE/USDT,5.02487,5.0332,4.98497,5.01909,229.8714,1146.52331913
1662793200,2022-09-10 07:00:00,LYXE/USDT,5.15511,5.17549,4.9851,5.02491,1463.5716,7454.425438112
1662789600,2022-09-10 06:00:00,LYXE/USDT,5.14453,5.16343,5.12542,5.15555,330.1762,1701.147536034
1662786000,2022-09-10 05:00:00,LYXE/USDT,5.14272,5.18667,5.14272,5.14453,243.0992,1250.761103956
1662782400,2022-09-10 04:00:00,LYXE/USDT,5.10353,5.18337,5.09952,5.14118,207.7231,1070.737209163
1662778800,2022-09-10 03:00:00,LYXE/USDT,5.15211,5.18697,5.09951,5.09951,1140.2953,5883.831466498
1662775200,2022-09-10 02:00:00,LYXE/USDT,5.14117,5.1743,5.12611,5.15211,199.2785,1026.852679449
1662771600,2022-09-10 01:00:00,LYXE/USDT,5.0399,5.1833,5.0399,5.14117,6287.2939,32014.873985308
1662768000,2022-09-10 00:00:00,LYXE/USDT,5.01921,5.08,5.01488,5.08,6315.4992,32057.966766846
1662764400,2022-09-09 23:00:00,LYXE/USDT,4.99822,5.0211,4.98497,4.98511,248.7765,1243.691396606
1662760800,2022-09-09 22:00:00,LYXE/USDT,5.02483,5.0332,4.9916,5.0097,706.137,3540.862274499
1662757200,2022-09-09 21:00:00,LYXE/USDT,5.00295,5.04029,5,5,656.0954,3284.065836315
1662753600,2022-09-09 20:00:00,LYXE/USDT,5.0248,5.0491,4.9521,5.0001,3218.1579,16163.723016824
1662750000,2022-09-09 19:00:00,LYXE/USDT,4.98793,5.0253,4.98793,5,2628.9497,13138.390985929
1662746400,2022-09-09 18:00:00,LYXE/USDT,4.9655,4.9899,4.9406,4.9899,800.8427,3986.682693464
1662742800,2022-09-09 17:00:00,LYXE/USDT,4.9406,5.01,4.923,4.96409,1298.3971,6464.399865431
1662739200,2022-09-09 16:00:00,LYXE/USDT,4.923,4.98489,4.923,4.9406,1438.595,7109.033364626
1662735600,2022-09-09 15:00:00,LYXE/USDT,4.95049,4.9556,4.9201,4.923,971.2367,4789.094685976
1662732000,2022-09-09 14:00:00,LYXE/USDT,4.85291,4.94568,4.85291,4.9201,1985.7402,9775.863641122
1662728400,2022-09-09 13:00:00,LYXE/USDT,4.95819,4.99191,4.8528,4.89088,1119.051,5470.340626043
1662724800,2022-09-09 12:00:00,LYXE/USDT,5.04271,5.07516,4.83018,4.95819,5789.4937,28738.93915144
1662721200,2022-09-09 11:00:00,LYXE/USDT,5.07998,5.07998,4.97492,5.04482,4908.9825,24797.774721645
1662717600,2022-09-09 10:00:00,LYXE/USDT,5.02513,5.07998,5.0235,5.07998,1639.3084,8317.063984983
1662714000,2022-09-09 09:00:00,LYXE/USDT,4.96805,5.07513,4.95252,5.026,2238.0977,11240.979364799
1662710400,2022-09-09 08:00:00,LYXE/USDT,4.9059,4.98161,4.88842,4.96805,3092.3489,15234.438848343
1662706800,2022-09-09 07:00:00,LYXE/USDT,4.9172,4.95049,4.9,4.9057,548.7517,2701.409187442
1662703200,2022-09-09 06:00:00,LYXE/USDT,4.89841,4.92125,4.88869,4.91489,514.257,2523.641399988
1662699600,2022-09-09 05:00:00,LYXE/USDT,4.89819,4.941,4.79535,4.88841,3472.663,16944.778846312
1662696000,2022-09-09 04:00:00,LYXE/USDT,4.77701,4.90975,4.74101,4.8998,5312.2724,25745.173571554
1662692400,2022-09-09 03:00:00,LYXE/USDT,4.7,4.82249,4.69998,4.82249,2728.9466,12935.858414271
1662688800,2022-09-09 02:00:00,LYXE/USDT,4.71244,4.7405,4.71244,4.73378,19.5507,92.543377912
1662685200,2022-09-09 01:00:00,LYXE/USDT,4.67903,4.75123,4.67381,4.73729,285.4357,1348.289758988
1662681600,2022-09-09 00:00:00,LYXE/USDT,4.84537,4.85298,4.64101,4.73251,4600.842,21609.259275833
1662678000,2022-09-08 23:00:00,LYXE/USDT,4.8507,4.9291,4.7095,4.82613,11889.3466,57723.792252041
1662674400,2022-09-08 22:00:00,LYXE/USDT,4.85724,4.86214,4.81968,4.85222,66.6048,321.892702246
1662670800,2022-09-08 21:00:00,LYXE/USDT,4.89371,4.97493,4.81969,4.81969,1444.9962,7103.106650048
1662667200,2022-09-08 20:00:00,LYXE/USDT,4.73293,4.96206,4.73282,4.8917,8869.0865,43149.077786404
1662663600,2022-09-08 19:00:00,LYXE/USDT,4.7571,4.7571,4.69307,4.70539,323.1063,1524.395018985
1662660000,2022-09-08 18:00:00,LYXE/USDT,4.79139,4.80494,4.74196,4.77949,517.8146,2465.863622003
1662656400,2022-09-08 17:00:00,LYXE/USDT,4.74971,4.79817,4.74971,4.79139,149.425,711.059812715
1662652800,2022-09-08 16:00:00,LYXE/USDT,4.74906,4.7842,4.74195,4.75387,116.1112,552.236748346
1662649200,2022-09-08 15:00:00,LYXE/USDT,4.73283,4.8398,4.71061,4.77263,3705.5049,17751.209394584
1662645600,2022-09-08 14:00:00,LYXE/USDT,4.74906,4.74988,4.62799,4.73294,5152.6481,24018.70162367
1662642000,2022-09-08 13:00:00,LYXE/USDT,4.79,4.79,4.6891,4.75,597.482,2838.772293047
1662638400,2022-09-08 12:00:00,LYXE/USDT,4.8005,4.83889,4.68935,4.8,5364.4429,25586.886806917
1662634800,2022-09-08 11:00:00,LYXE/USDT,4.80911,4.83939,4.8036,4.8374,702.2898,3385.671357458
1662631200,2022-09-08 10:00:00,LYXE/USDT,4.83581,4.85097,4.79761,4.8069,419.6834,2019.037895124
1662627600,2022-09-08 09:00:00,LYXE/USDT,4.80086,4.8488,4.796,4.796,236.9962,1142.491391137
1662624000,2022-09-08 08:00:00,LYXE/USDT,4.79601,4.85298,4.796,4.849,132.4304,641.761217744
1662620400,2022-09-08 07:00:00,LYXE/USDT,4.82149,4.83409,4.796,4.8136,1948.6686,9379.085583538
1662616800,2022-09-08 06:00:00,LYXE/USDT,4.83601,4.85187,4.796,4.83017,1903.177,9160.411601675
1662613200,2022-09-08 05:00:00,LYXE/USDT,4.92594,4.9433,4.7977,4.7978,3057.1686,14845.810964347
1662609600,2022-09-08 04:00:00,LYXE/USDT,4.8632,4.9245,4.84511,4.9245,927.5632,4515.287285504
1662606000,2022-09-08 03:00:00,LYXE/USDT,4.8467,4.8632,4.845,4.84651,126.4973,612.977542819
1662602400,2022-09-08 02:00:00,LYXE/USDT,4.85954,4.8632,4.8446,4.8446,152.3293,738.800585506
1662598800,2022-09-08 01:00:00,LYXE/USDT,4.845,4.8631,4.8446,4.8446,67.7831,329.037548077
1662595200,2022-09-08 00:00:00,LYXE/USDT,4.8449,4.845,4.82372,4.845,275.6991,1335.563000595
1662591600,2022-09-07 23:00:00,LYXE/USDT,4.8332,4.845,4.82021,4.845,1308.5941,6333.436590645
1662588000,2022-09-07 22:00:00,LYXE/USDT,4.81004,4.8397,4.81,4.8372,214.4498,1034.239702221
1662584400,2022-09-07 21:00:00,LYXE/USDT,4.82228,4.85,4.741,4.81004,2921.5994,14090.025749026
1662580800,2022-09-07 20:00:00,LYXE/USDT,4.69809,4.82169,4.6951,4.82169,2400.7101,11388.855145824
1662577200,2022-09-07 19:00:00,LYXE/USDT,4.66518,4.6983,4.6448,4.6951,1161.4539,5425.059403536
1662573600,2022-09-07 18:00:00,LYXE/USDT,4.69817,4.6983,4.62951,4.6528,2472.3207,11587.674015405
1662570000,2022-09-07 17:00:00,LYXE/USDT,4.70282,4.7451,4.69817,4.6983,2027.4279,9608.039398294
1662566400,2022-09-07 16:00:00,LYXE/USDT,4.69937,4.7328,4.5901,4.7328,1376.6879,6417.686316917
1662562800,2022-09-07 15:00:00,LYXE/USDT,4.69809,4.7421,4.64303,4.64972,622.234,2921.529922784
1662559200,2022-09-07 14:00:00,LYXE/USDT,4.65707,4.77835,4.63,4.69699,4126.1835,19350.424074288
1662555600,2022-09-07 13:00:00,LYXE/USDT,4.65,4.6654,4.5721,4.59802,1098.6633,5077.529307676
1662552000,2022-09-07 12:00:00,LYXE/USDT,4.67293,4.67293,4.53491,4.65,2194.6007,10055.267201923
1662548400,2022-09-07 11:00:00,LYXE/USDT,4.6974,4.75124,4.63783,4.67292,843.6319,3964.209076535
1662544800,2022-09-07 10:00:00,LYXE/USDT,4.68025,4.6976,4.62561,4.6974,337.0544,1572.345265801
1662541200,2022-09-07 09:00:00,LYXE/USDT,4.65641,4.6878,4.6001,4.62441,1724.0965,8007.281338804
1662537600,2022-09-07 08:00:00,LYXE/USDT,4.70507,4.75124,4.6,4.6579,6762.3257,31561.894553529
1662534000,2022-09-07 07:00:00,LYXE/USDT,4.88243,4.88243,4.60521,4.70507,16022.0362,75418.953267968
1662530400,2022-09-07 06:00:00,LYXE/USDT,4.915,4.92489,4.87011,4.87042,110.6447,540.298363078
