https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume COV,Volume USDT
1656115200,2022-06-25 00:00:00,COV/USDT,0.1426,0.1507,0.14,0.1447,66699.94798872,9699.210450274517
1656028800,2022-06-24 00:00:00,COV/USDT,0.1451,0.1531,0.14,0.1431,30293.63076654,4340.369206498358
1655942400,2022-06-23 00:00:00,COV/USDT,0.1278,0.151,0.1271,0.143,65474.74243411,9259.939555176755
1655856000,2022-06-22 00:00:00,COV/USDT,0.135,0.1447,0.1242,0.1299,69678.38150331,9137.037160206473
1655769600,2022-06-21 00:00:00,COV/USDT,0.1533,0.1543,0.1322,0.135,82508.69712164,11927.939739118944
1655683200,2022-06-20 00:00:00,COV/USDT,0.147,0.155,0.1452,0.1518,27236.27595641,4099.446689227641
1655596800,2022-06-19 00:00:00,COV/USDT,0.126,0.1695,0.1212,0.147,166027.38621508,23814.730456969808
1655510400,2022-06-18 00:00:00,COV/USDT,0.1225,0.1425,0.116,0.126,128724.55428803,16522.136469526245
1655424000,2022-06-17 00:00:00,COV/USDT,0.1349,0.1385,0.1223,0.1231,112725.01592841,14619.186042590563
1655337600,2022-06-16 00:00:00,COV/USDT,0.131,0.1865,0.1289,0.1349,338593.24166427,49688.260695916601
1655251200,2022-06-15 00:00:00,COV/USDT,0.1407,0.1438,0.1214,0.1371,128087.1639117,16588.685911520793
1655164800,2022-06-14 00:00:00,COV/USDT,0.1391,0.1493,0.12,0.1419,87042.35905368,11891.399841950275
1655078400,2022-06-13 00:00:00,COV/USDT,0.1579,0.161,0.13,0.1308,157468.1994774,22192.030462137985
1654992000,2022-06-12 00:00:00,COV/USDT,0.1682,0.1694,0.1531,0.1609,55773.6601177,8973.471551345624
1654905600,2022-06-11 00:00:00,COV/USDT,0.1767,0.1828,0.1666,0.1676,126628.10490999,21752.186488965102
1654819200,2022-06-10 00:00:00,COV/USDT,0.2545,0.3,0.1634,0.1767,1695072.35040129,363646.677970864938
1654732800,2022-06-09 00:00:00,COV/USDT,0.1464,0.3237,0.14,0.2552,1024936.8142777,269390.671456542268
1654646400,2022-06-08 00:00:00,COV/USDT,0.1543,0.1545,0.1455,0.146,13971.25178998,2073.206447339024
1654560000,2022-06-07 00:00:00,COV/USDT,0.1547,0.158,0.1419,0.1538,90776.26557504,13606.403132357812
1654473600,2022-06-06 00:00:00,COV/USDT,0.161,0.35,0.1543,0.1593,1155011.80281914,273163.685868734895
1654387200,2022-06-05 00:00:00,COV/USDT,0.1522,0.1622,0.1522,0.1604,56187.23271418,8852.979488469043
1654300800,2022-06-04 00:00:00,COV/USDT,0.1455,0.1534,0.1413,0.1516,32431.46837689,4816.953613727409
1654214400,2022-06-03 00:00:00,COV/USDT,0.1486,0.1498,0.138,0.1457,22033.3951701,3200.878435395043
1654128000,2022-06-02 00:00:00,COV/USDT,0.146,0.1486,0.1392,0.1486,8885.8448,1298.81541878
1654041600,2022-06-01 00:00:00,COV/USDT,0.1527,0.1553,0.144,0.1461,29329.19603522,4415.62368128407
1653955200,2022-05-31 00:00:00,COV/USDT,0.1583,0.1608,0.1449,0.1529,47715.24971108,7232.87050771956
1653868800,2022-05-30 00:00:00,COV/USDT,0.1473,0.1637,0.1469,0.1585,37310.1136127,5799.566576536027
1653782400,2022-05-29 00:00:00,COV/USDT,0.147,0.1492,0.1441,0.1471,12939.349,1892.00693491
1653696000,2022-05-28 00:00:00,COV/USDT,0.1492,0.1523,0.1454,0.1472,22535.91198091,3369.090965765998
1653609600,2022-05-27 00:00:00,COV/USDT,0.1559,0.172,0.1465,0.1494,36050.09989431,5523.926954168823
1653523200,2022-05-26 00:00:00,COV/USDT,0.1716,0.19,0.1508,0.172,31964.0910361,5378.576328909189
1653436800,2022-05-25 00:00:00,COV/USDT,0.161,0.1783,0.1561,0.1695,13093.17252269,2153.618773953836
1653350400,2022-05-24 00:00:00,COV/USDT,0.1474,0.1865,0.1474,0.1659,58688.28621273,9497.013480157325
1653264000,2022-05-23 00:00:00,COV/USDT,0.151,0.1654,0.1461,0.155,31745.3729529,4972.35729833787
1653177600,2022-05-22 00:00:00,COV/USDT,0.1496,0.1797,0.145,0.1542,121508.949513,19276.903579066933
1653091200,2022-05-21 00:00:00,COV/USDT,0.1502,0.1599,0.1451,0.1496,40517.23881307,6059.757416586564
1653004800,2022-05-20 00:00:00,COV/USDT,0.1374,0.1663,0.1299,0.1522,58176.46296644,8372.393556656929
1652918400,2022-05-19 00:00:00,COV/USDT,0.1335,0.142,0.1193,0.1347,64686.1396095,8497.627973506005
1652832000,2022-05-18 00:00:00,COV/USDT,0.1504,0.1679,0.1335,0.1335,57010.10729265,8172.100174516845
1652745600,2022-05-17 00:00:00,COV/USDT,0.134,0.1503,0.134,0.1503,27151.13193433,3882.403303440763
1652659200,2022-05-16 00:00:00,COV/USDT,0.1303,0.1448,0.1201,0.1381,62710.77524152,8233.289493383208
1652572800,2022-05-15 00:00:00,COV/USDT,0.1124,0.1679,0.1124,0.1403,85926.61667487,11192.174756503526
1652486400,2022-05-14 00:00:00,COV/USDT,0.1209,0.1327,0.103,0.1327,31563.36155556,3591.215193295217
1652400000,2022-05-13 00:00:00,COV/USDT,0.1233,0.1323,0.1154,0.1314,42760.74472579,5385.341573890627
1652313600,2022-05-12 00:00:00,COV/USDT,0.1482,0.1529,0.101,0.1268,87622.49069943,11560.083006932576
1652227200,2022-05-11 00:00:00,COV/USDT,0.1931,0.2284,0.1319,0.1519,106557.66000571,18937.838752922647
1652140800,2022-05-10 00:00:00,COV/USDT,0.2,0.2136,0.1703,0.1868,53548.02466072,9946.348655732505
1652054400,2022-05-09 00:00:00,COV/USDT,0.2387,0.2387,0.2,0.2,51024.51278876,10677.547805349832
1651968000,2022-05-08 00:00:00,COV/USDT,0.2432,0.255,0.2301,0.2447,9826.439076,2390.9533150988
1651881600,2022-05-07 00:00:00,COV/USDT,0.2458,0.2551,0.244,0.2465,10914.68590272,2679.774322338368
1651795200,2022-05-06 00:00:00,COV/USDT,0.2632,0.2658,0.2432,0.2458,3865.72174099,983.66311787234
1651708800,2022-05-05 00:00:00,COV/USDT,0.2824,0.2894,0.2554,0.2563,8151.16467919,2210.509240777586
1651622400,2022-05-04 00:00:00,COV/USDT,0.2703,0.2932,0.2703,0.2765,18390.25995661,5178.556689707004
1651536000,2022-05-03 00:00:00,COV/USDT,0.2658,0.2799,0.261,0.2765,9352.43132926,2555.362648258914
1651449600,2022-05-02 00:00:00,COV/USDT,0.2658,0.2692,0.2592,0.2636,8861.5952,2325.23148784
1651363200,2022-05-01 00:00:00,COV/USDT,0.2589,0.2656,0.2505,0.2656,8095.65268192,2053.731815698976
1651276800,2022-04-30 00:00:00,COV/USDT,0.2636,0.2711,0.2558,0.2583,4157.35969645,1091.631383536881
1651190400,2022-04-29 00:00:00,COV/USDT,0.2875,0.2879,0.2603,0.2603,14890.50475456,4164.127657189344
1651104000,2022-04-28 00:00:00,COV/USDT,0.2736,0.3108,0.2655,0.2877,37120.81932052,10459.629297310606
1651017600,2022-04-27 00:00:00,COV/USDT,0.2331,0.3112,0.2331,0.282,177043.41852305,49147.03211559828
1650931200,2022-04-26 00:00:00,COV/USDT,0.2504,0.2789,0.231,0.231,60256.93272561,15115.483354807012
1650844800,2022-04-25 00:00:00,COV/USDT,0.2502,0.251,0.2383,0.2468,3514.51289264,859.967659124139
1650758400,2022-04-24 00:00:00,COV/USDT,0.2567,0.2748,0.2384,0.2502,30548.13745368,7566.655955655817
1650672000,2022-04-23 00:00:00,COV/USDT,0.2445,0.2569,0.2411,0.2513,11416.15735166,2817.956493382656
1650585600,2022-04-22 00:00:00,COV/USDT,0.25,0.2621,0.2462,0.2485,16716.81730739,4208.557031632756
1650499200,2022-04-21 00:00:00,COV/USDT,0.2585,0.2708,0.25,0.25,16198.91165497,4192.719426721648
1650412800,2022-04-20 00:00:00,COV/USDT,0.2618,0.2696,0.256,0.256,9690.35649652,2513.427825399888
1650326400,2022-04-19 00:00:00,COV/USDT,0.2658,0.275,0.2552,0.2691,21389.71226769,5712.322390934794
1650240000,2022-04-18 00:00:00,COV/USDT,0.2578,0.2658,0.2501,0.2658,8357.98295607,2170.432096826973
1650153600,2022-04-17 00:00:00,COV/USDT,0.275,0.2815,0.2562,0.2562,6012.98945899,1612.816018256181
1650067200,2022-04-16 00:00:00,COV/USDT,0.283,0.2875,0.2709,0.2785,15978.13662938,4466.95696262623
1649980800,2022-04-15 00:00:00,COV/USDT,0.2861,0.2981,0.272,0.2873,17391.94211893,4962.556756621881
1649894400,2022-04-14 00:00:00,COV/USDT,0.2955,0.2991,0.2799,0.2817,48986.57736281,14122.643121050518
1649808000,2022-04-13 00:00:00,COV/USDT,0.282,0.3109,0.2714,0.2898,41763.06426635,12045.592467027459
1649721600,2022-04-12 00:00:00,COV/USDT,0.2916,0.2974,0.2788,0.283,20965.55266332,6086.633205225216
1649635200,2022-04-11 00:00:00,COV/USDT,0.3219,0.336,0.2873,0.3041,83686.03567067,25343.245506948592
1649548800,2022-04-10 00:00:00,COV/USDT,0.3433,0.365,0.321,0.3213,70714.6885319,24693.680053792397
1649462400,2022-04-09 00:00:00,COV/USDT,0.3405,0.3642,0.3363,0.3375,24723.30768404,8561.345167137618
1649376000,2022-04-08 00:00:00,COV/USDT,0.3705,0.3785,0.3413,0.3413,25660.76131832,9234.74426170907
1649289600,2022-04-07 00:00:00,COV/USDT,0.3575,0.38,0.3511,0.3611,42335.16320832,15442.683185364514
1649203200,2022-04-06 00:00:00,COV/USDT,0.3571,0.368,0.35,0.351,27854.47939252,9815.991373949603
1649116800,2022-04-05 00:00:00,COV/USDT,0.3516,0.3699,0.35,0.369,26750.60068547,9571.785206351899
1649030400,2022-04-04 00:00:00,COV/USDT,0.3498,0.3612,0.3327,0.3531,17568.63285912,6028.918382804495
1648944000,2022-04-03 00:00:00,COV/USDT,0.3519,0.3694,0.3451,0.3521,28647.48831587,10109.12615770283
1648857600,2022-04-02 00:00:00,COV/USDT,0.3618,0.3746,0.3501,0.3607,56314.68470436,20392.074611960266
1648771200,2022-04-01 00:00:00,COV/USDT,0.3501,0.36,0.3363,0.36,59243.39876935,20546.543791068913
1648684800,2022-03-31 00:00:00,COV/USDT,0.3535,0.3713,0.343,0.3431,44895.22933898,15789.9472097516
1648598400,2022-03-30 00:00:00,COV/USDT,0.3401,0.3695,0.3401,0.3496,27007.33011618,9585.994122720492
1648512000,2022-03-29 00:00:00,COV/USDT,0.3356,0.3636,0.3283,0.3455,33026.94855481,11428.547416284501
1648425600,2022-03-28 00:00:00,COV/USDT,0.3569,0.3788,0.3265,0.3415,49703.08513121,17870.891213781191
1648339200,2022-03-27 00:00:00,COV/USDT,0.3436,0.4,0.3322,0.3572,86534.98654321,30336.720773556112
1648252800,2022-03-26 00:00:00,COV/USDT,0.3363,0.3471,0.3333,0.3386,24124.5658,8085.68023623
1648166400,2022-03-25 00:00:00,COV/USDT,0.3434,0.3474,0.3319,0.3369,36484.40298597,12535.775217545118
1648080000,2022-03-24 00:00:00,COV/USDT,0.3306,0.357,0.3238,0.3495,44016.74530014,14580.626055075613
1647993600,2022-03-23 00:00:00,COV/USDT,0.3313,0.3421,0.3201,0.336,18157.37963744,6015.480497556054
1647907200,2022-03-22 00:00:00,COV/USDT,0.3364,0.3428,0.3179,0.3393,80218.91099766,26695.052327827987
1647820800,2022-03-21 00:00:00,COV/USDT,0.3268,0.3364,0.3159,0.3234,16031.39281046,5254.161027902297
1647734400,2022-03-20 00:00:00,COV/USDT,0.3299,0.3339,0.326,0.3283,7843.10641079,2558.461938109621
1647648000,2022-03-19 00:00:00,COV/USDT,0.3357,0.3398,0.326,0.3272,29472.99152223,9670.895507700611
1647561600,2022-03-18 00:00:00,COV/USDT,0.3259,0.3398,0.3108,0.3364,28053.16915609,9209.454923329049
1647475200,2022-03-17 00:00:00,COV/USDT,0.3398,0.3399,0.3233,0.33,28155.90364434,9360.523253377179
1647388800,2022-03-16 00:00:00,COV/USDT,0.3173,0.34,0.305,0.333,32607.71926821,10714.133379649938
1647302400,2022-03-15 00:00:00,COV/USDT,0.3186,0.33,0.3108,0.3173,13509.34273564,4331.267995732216
1647216000,2022-03-14 00:00:00,COV/USDT,0.305,0.3259,0.305,0.3236,7798.30595233,2447.906745283388
1647129600,2022-03-13 00:00:00,COV/USDT,0.3138,0.3174,0.305,0.305,18725.94069826,5778.627876066491
1647043200,2022-03-12 00:00:00,COV/USDT,0.3112,0.3302,0.302,0.3108,47772.29234416,14998.059287851158
1646956800,2022-03-11 00:00:00,COV/USDT,0.2922,0.3112,0.2843,0.3049,26307.15711766,7803.713675848769
1646870400,2022-03-10 00:00:00,COV/USDT,0.3154,0.3154,0.2722,0.2848,103291.9924314,29881.838109236128
1646784000,2022-03-09 00:00:00,COV/USDT,0.3207,0.3633,0.3103,0.3155,142290.52597853,48048.743825149626
1646697600,2022-03-08 00:00:00,COV/USDT,0.3172,0.3234,0.3065,0.3201,10190.08203323,3189.161661374511
1646611200,2022-03-07 00:00:00,COV/USDT,0.3118,0.3294,0.3033,0.3156,15805.67749766,4990.341199612157
1646524800,2022-03-06 00:00:00,COV/USDT,0.3227,0.3267,0.3118,0.3118,17384.29527251,5553.40513040912
1646438400,2022-03-05 00:00:00,COV/USDT,0.317,0.3223,0.3117,0.318,7155.4631612,2265.096686138798
1646352000,2022-03-04 00:00:00,COV/USDT,0.3686,0.3686,0.317,0.317,13141.51992239,4639.610988114836
1646265600,2022-03-03 00:00:00,COV/USDT,0.3785,0.3856,0.3597,0.3686,22759.80357751,8378.499999059321
1646179200,2022-03-02 00:00:00,COV/USDT,0.375,0.3865,0.3684,0.371,21515.36354405,8059.09307820534
1646092800,2022-03-01 00:00:00,COV/USDT,0.3613,0.3799,0.356,0.3756,10822.77614731,3973.501778641407
1646006400,2022-02-28 00:00:00,COV/USDT,0.3237,0.3643,0.317,0.36,12414.2377987,4250.005989410728
1645920000,2022-02-27 00:00:00,COV/USDT,0.3184,0.3366,0.3133,0.3207,19583.34773597,6268.627320314791
1645833600,2022-02-26 00:00:00,COV/USDT,0.321,0.3366,0.3174,0.3184,19536.92524643,6286.214810098172
1645747200,2022-02-25 00:00:00,COV/USDT,0.3164,0.3303,0.3086,0.3188,15997.10095247,5025.403004129292
1645660800,2022-02-24 00:00:00,COV/USDT,0.3154,0.3236,0.2754,0.3079,28642.93558633,8650.452463554383
1645574400,2022-02-23 00:00:00,COV/USDT,0.3232,0.3421,0.307,0.3191,37220.193096,12171.088013187585
1645488000,2022-02-22 00:00:00,COV/USDT,0.3439,0.3439,0.2929,0.3242,52689.25056926,16416.778591471557
1645401600,2022-02-21 00:00:00,COV/USDT,0.3668,0.384,0.3346,0.3465,46673.52868809,16755.900570516969
1645315200,2022-02-20 00:00:00,COV/USDT,0.4075,0.4104,0.3629,0.3728,31312.34959933,12020.43015786989
1645228800,2022-02-19 00:00:00,COV/USDT,0.4097,0.4338,0.39,0.4105,40174.00412858,16542.9557215322
1645142400,2022-02-18 00:00:00,COV/USDT,0.4173,0.4297,0.37,0.4098,33329.40113542,13361.998662036401
1645056000,2022-02-17 00:00:00,COV/USDT,0.4581,0.4597,0.4212,0.4245,23105.5508242,10157.698316603318
1644969600,2022-02-16 00:00:00,COV/USDT,0.4339,0.5,0.4314,0.4581,42758.78712115,19896.503888793999
1644883200,2022-02-15 00:00:00,COV/USDT,0.3918,0.4425,0.3917,0.4379,17278.92604908,7492.526640304827
1644796800,2022-02-14 00:00:00,COV/USDT,0.3829,0.4099,0.3801,0.3937,6763.72667495,2677.694542723191
1644710400,2022-02-13 00:00:00,COV/USDT,0.3971,0.4028,0.3821,0.3832,8069.8489111,3158.858884619379
1644624000,2022-02-12 00:00:00,COV/USDT,0.3906,0.4019,0.387,0.3934,13176.15033569,5223.458757844583
1644537600,2022-02-11 00:00:00,COV/USDT,0.4134,0.4239,0.3833,0.3906,15009.7816181,6131.38479975009
1644451200,2022-02-10 00:00:00,COV/USDT,0.4303,0.4551,0.41,0.4259,28565.69215021,12276.118148474149
1644364800,2022-02-09 00:00:00,COV/USDT,0.4183,0.44,0.4111,0.44,25473.68560456,10706.061902029656
1644278400,2022-02-08 00:00:00,COV/USDT,0.4101,0.4265,0.4,0.4182,29548.29463863,12135.323836744185
1644192000,2022-02-07 00:00:00,COV/USDT,0.4121,0.4317,0.4,0.4144,72567.02868324,30227.492137149121
1644105600,2022-02-06 00:00:00,COV/USDT,0.4227,0.46,0.3999,0.4148,75081.08532824,31821.795124580195
1644019200,2022-02-05 00:00:00,COV/USDT,0.4174,0.4338,0.4092,0.4252,25172.712016,10617.697105864905
1643932800,2022-02-04 00:00:00,COV/USDT,0.3838,0.4259,0.3809,0.4155,34782.5328369,13867.605404086518
1643846400,2022-02-03 00:00:00,COV/USDT,0.4092,0.4092,0.3699,0.3823,14894.07768206,5766.982127289464
1643760000,2022-02-02 00:00:00,COV/USDT,0.443,0.4487,0.3922,0.4091,39113.6640218,16191.842090990168
1643673600,2022-02-01 00:00:00,COV/USDT,0.427,0.461,0.427,0.4484,55447.95933859,24617.448171074474
1643587200,2022-01-31 00:00:00,COV/USDT,0.4672,0.4672,0.4015,0.4313,154498.88938738,66073.53369618128
1643500800,2022-01-30 00:00:00,COV/USDT,0.5552,0.65,0.46,0.4682,355267.90184351,185608.108432724229
1643414400,2022-01-29 00:00:00,COV/USDT,0.4409,0.64,0.4345,0.5551,311362.19693528,167745.30903911326
1643328000,2022-01-28 00:00:00,COV/USDT,0.4216,0.4487,0.41,0.4409,39922.29415035,17143.590090218718
1643241600,2022-01-27 00:00:00,COV/USDT,0.4259,0.4273,0.41,0.4218,27609.4578556,11519.174694564481
1643155200,2022-01-26 00:00:00,COV/USDT,0.4321,0.449,0.4183,0.4259,38655.90857807,16639.847859087439
1643068800,2022-01-25 00:00:00,COV/USDT,0.4286,0.4712,0.4102,0.4347,38511.4389269,16675.318947722555
