https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUSHI,Volume USDT
1663459200,2022-09-18 00:00:00,SUSHI/USDT,1.1803,1.1804,1.1623,1.168,21395.25620007,25134.37662422402
1663372800,2022-09-17 00:00:00,SUSHI/USDT,1.136,1.1849,1.1196,1.1802,277365.87340562,317577.59091268814
1663286400,2022-09-16 00:00:00,SUSHI/USDT,1.1154,1.1472,1.0929,1.1343,260299.92564826,292979.125341781131
1663200000,2022-09-15 00:00:00,SUSHI/USDT,1.1871,1.1903,1.1046,1.117,298455.84218215,340269.650945955284
1663113600,2022-09-14 00:00:00,SUSHI/USDT,1.1697,1.2068,1.1519,1.1888,234794.02396958,277858.907381253992
1663027200,2022-09-13 00:00:00,SUSHI/USDT,1.2683,1.2813,1.1691,1.1716,516466.29752597,632934.58272367604
1662940800,2022-09-12 00:00:00,SUSHI/USDT,1.3017,1.3503,1.2493,1.2695,313984.9861267,406149.941388500836
1662854400,2022-09-11 00:00:00,SUSHI/USDT,1.3366,1.3667,1.274,1.3019,264369.75654209,349363.707213108277
1662768000,2022-09-10 00:00:00,SUSHI/USDT,1.3289,1.3775,1.2884,1.3359,354391.40799534,470721.550391843543
1662681600,2022-09-09 00:00:00,SUSHI/USDT,1.3266,1.3658,1.2913,1.3272,456732.39744491,606376.228927399962
1662595200,2022-09-08 00:00:00,SUSHI/USDT,1.2517,1.3378,1.1858,1.3261,649353.52253992,813899.606980525532
1662508800,2022-09-07 00:00:00,SUSHI/USDT,1.1468,1.2683,1.0859,1.2526,1124845.05625106,1308769.999212613566
1662422400,2022-09-06 00:00:00,SUSHI/USDT,1.2385,1.2672,1.125,1.1444,630062.00199822,750598.425424458288
1662336000,2022-09-05 00:00:00,SUSHI/USDT,1.1573,1.2447,1.11,1.2378,730143.48762564,865945.805057296385
1662249600,2022-09-04 00:00:00,SUSHI/USDT,1.1338,1.1643,1.1107,1.1576,353063.11300107,400780.592023928587
1662163200,2022-09-03 00:00:00,SUSHI/USDT,1.1143,1.1413,1.0827,1.1336,392154.75562619,437529.750749363793
1662076800,2022-09-02 00:00:00,SUSHI/USDT,1.0602,1.1458,1.0449,1.114,419513.33732385,457698.84252447296
1661990400,2022-09-01 00:00:00,SUSHI/USDT,1.0349,1.065,1.006,1.0592,430984.81823262,444258.416425175589
1661904000,2022-08-31 00:00:00,SUSHI/USDT,1.0531,1.0974,1.032,1.035,351351.41712389,374469.35523625581
1661817600,2022-08-30 00:00:00,SUSHI/USDT,1.101,1.1131,1.0207,1.0519,449761.19339443,481669.415310388936
1661731200,2022-08-29 00:00:00,SUSHI/USDT,1.0043,1.11,0.9926,1.1033,271625.58379179,286712.380259170829
1661644800,2022-08-28 00:00:00,SUSHI/USDT,1.062,1.0733,0.9998,1.0013,413245.65000397,430595.918206167275
1661558400,2022-08-27 00:00:00,SUSHI/USDT,1.0684,1.0837,1.0442,1.0614,438277.45099316,466849.988016033979
1661472000,2022-08-26 00:00:00,SUSHI/USDT,1.2009,1.2109,1.0518,1.0681,616898.37987579,699856.551271958261
1661385600,2022-08-25 00:00:00,SUSHI/USDT,1.1978,1.2622,1.1807,1.2013,347984.9815996,425014.639391393034
