https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume PAX
1663545600,2022-09-19 00:00:00,ETH/PAX,1419.1,1419.1,1419.1,1419.1,0.00000000,0.0
1663459200,2022-09-18 00:00:00,ETH/PAX,1452.6,1452.6,1419.0,1419.1,0.27799959,394.509218169
1663372800,2022-09-17 00:00:00,ETH/PAX,1450.5,1450.5,1450.5,1450.5,0.00000000,0.0
1663286400,2022-09-16 00:00:00,ETH/PAX,1470.9,1470.9,1450.5,1450.5,0.01857675,26.945575875
1663200000,2022-09-15 00:00:00,ETH/PAX,1630.1,1630.1,1567.7,1567.7,0.13677598,214.423703846
1663113600,2022-09-14 00:00:00,ETH/PAX,1620.3,1620.3,1620.3,1620.3,0.00000000,0.0
1663027200,2022-09-13 00:00:00,ETH/PAX,1728.1,1728.1,1620.3,1620.3,0.16119827,261.189556881
1662940800,2022-09-12 00:00:00,ETH/PAX,1736.5,1738.5,1736.5,1736.5,0.30570000,530.8480500000001
1662854400,2022-09-11 00:00:00,ETH/PAX,1735.8,1741.3,1735.8,1737.1,0.21790000,378.51409
1662768000,2022-09-10 00:00:00,ETH/PAX,1717.4,1717.4,1717.4,1717.4,0.02623501,45.056006174000004
1662681600,2022-09-09 00:00:00,ETH/PAX,1662.6,1700.0,1662.6,1700.0,0.12774924,217.17370799999998
1662595200,2022-09-08 00:00:00,ETH/PAX,1607.8,1607.8,1607.4,1607.5,0.12180910,195.80812825
1662508800,2022-09-07 00:00:00,ETH/PAX,1554.2,1554.2,1554.2,1554.2,0.04716031,73.29655380199999
1662422400,2022-09-06 00:00:00,ETH/PAX,1663.7,1663.7,1663.7,1663.7,0.04413973,73.435268801
1662336000,2022-09-05 00:00:00,ETH/PAX,1575.1,1575.1,1575.1,1575.1,0.00000000,0.0
1662249600,2022-09-04 00:00:00,ETH/PAX,1575.1,1575.1,1575.1,1575.1,0.00000000,0.0
1662163200,2022-09-03 00:00:00,ETH/PAX,1575.1,1575.1,1575.1,1575.1,0.00000000,0.0
1662076800,2022-09-02 00:00:00,ETH/PAX,1575.1,1575.1,1575.1,1575.1,0.00000000,0.0
1661990400,2022-09-01 00:00:00,ETH/PAX,1558.8,1575.1,1544.7,1575.1,0.07796183,122.79767843299999
1661904000,2022-08-31 00:00:00,ETH/PAX,1710.3,1710.3,1710.3,1710.3,0.00000000,0.0
1661817600,2022-08-30 00:00:00,ETH/PAX,1710.3,1710.3,1710.3,1710.3,0.00000000,0.0
1661731200,2022-08-29 00:00:00,ETH/PAX,1710.3,1710.3,1710.3,1710.3,0.00000000,0.0
1661644800,2022-08-28 00:00:00,ETH/PAX,1710.3,1710.3,1710.3,1710.3,0.00590000,10.09077
1661558400,2022-08-27 00:00:00,ETH/PAX,2137.8,2137.8,2137.8,2137.8,0.00000000,0.0
1661472000,2022-08-26 00:00:00,ETH/PAX,2137.8,2137.8,2137.8,2137.8,0.00000000,0.0
1661385600,2022-08-25 00:00:00,ETH/PAX,2137.8,2137.8,2137.8,2137.8,0.00000000,0.0
1661299200,2022-08-24 00:00:00,ETH/PAX,2137.8,2137.8,2137.8,2137.8,0.00000000,0.0
1661212800,2022-08-23 00:00:00,ETH/PAX,2137.8,2137.8,2137.8,2137.8,0.00000000,0.0
1661126400,2022-08-22 00:00:00,ETH/PAX,2137.8,2137.8,2137.8,2137.8,0.00000000,0.0
1661040000,2022-08-21 00:00:00,ETH/PAX,2137.8,2137.8,2137.8,2137.8,0.00000000,0.0
1660953600,2022-08-20 00:00:00,ETH/PAX,2137.8,2137.8,2137.8,2137.8,0.00000000,0.0
1660867200,2022-08-19 00:00:00,ETH/PAX,2137.8,2137.8,2137.8,2137.8,0.00000000,0.0
1660780800,2022-08-18 00:00:00,ETH/PAX,2137.7,2137.8,2137.7,2137.8,0.11647637,249.00318378600002
1660694400,2022-08-17 00:00:00,ETH/PAX,986.1,986.1,986.1,986.1,0.00000000,0.0
1660608000,2022-08-16 00:00:00,ETH/PAX,986.1,986.1,986.1,986.1,0.00000000,0.0
1660521600,2022-08-15 00:00:00,ETH/PAX,986.1,986.1,986.1,986.1,0.00000000,0.0
1660435200,2022-08-14 00:00:00,ETH/PAX,986.1,986.1,986.1,986.1,0.00000000,0.0
1660348800,2022-08-13 00:00:00,ETH/PAX,986.1,986.1,986.1,986.1,0.00000000,0.0
1660262400,2022-08-12 00:00:00,ETH/PAX,986.1,986.1,986.1,986.1,0.05440287,53.646670107
1660176000,2022-08-11 00:00:00,ETH/PAX,986.1,986.1,986.1,986.1,0.00000000,0.0
1660089600,2022-08-10 00:00:00,ETH/PAX,986.1,986.1,986.1,986.1,0.21847818,215.441333298
1660003200,2022-08-09 00:00:00,ETH/PAX,986.0,986.0,986.0,986.0,0.00000000,0.0
1659916800,2022-08-08 00:00:00,ETH/PAX,986.0,986.0,986.0,986.0,0.00000000,0.0
1659830400,2022-08-07 00:00:00,ETH/PAX,986.0,986.0,986.0,986.0,0.00000000,0.0
1659744000,2022-08-06 00:00:00,ETH/PAX,986.0,986.0,986.0,986.0,0.00000000,0.0
1659657600,2022-08-05 00:00:00,ETH/PAX,986.0,986.0,986.0,986.0,0.01100000,10.846
1659571200,2022-08-04 00:00:00,ETH/PAX,821.74,821.74,821.74,821.74,0.00000000,0.0
1659484800,2022-08-03 00:00:00,ETH/PAX,1658.85,3089.8,821.74,821.74,0.07304657,60.02528843180001
1659398400,2022-08-02 00:00:00,ETH/PAX,1644.09,1644.09,1644.09,1644.09,0.00000000,0.0
1659312000,2022-08-01 00:00:00,ETH/PAX,1644.09,1644.09,1644.09,1644.09,0.00000000,0.0
1659225600,2022-07-31 00:00:00,ETH/PAX,1644.09,1644.09,1644.09,1644.09,0.00000000,0.0
1659139200,2022-07-30 00:00:00,ETH/PAX,1644.09,1644.09,1644.09,1644.09,0.00000000,0.0
1659052800,2022-07-29 00:00:00,ETH/PAX,1644.09,1644.09,1644.09,1644.09,0.00000000,0.0
1658966400,2022-07-28 00:00:00,ETH/PAX,1606.2,1644.09,1606.2,1644.09,0.06646969,109.2821526321
1658880000,2022-07-27 00:00:00,ETH/PAX,1537.41,1544.7,1537.41,1544.7,0.19591444,302.629035468
1658793600,2022-07-26 00:00:00,ETH/PAX,1417.77,1426.23,1417.08,1425.9,0.11126156,158.647858404
1658707200,2022-07-25 00:00:00,ETH/PAX,1543.11,1543.11,1463.03,1467.66,0.42935756,630.1509165096
1658620800,2022-07-24 00:00:00,ETH/PAX,1646.82,1646.82,1646.82,1646.82,0.00000000,0.0
1658534400,2022-07-23 00:00:00,ETH/PAX,1646.82,1646.82,1646.82,1646.82,0.00000000,0.0
1658448000,2022-07-22 00:00:00,ETH/PAX,1646.82,1646.82,1646.82,1646.82,0.02114985,34.829995977
1658361600,2022-07-21 00:00:00,ETH/PAX,1486.71,1486.71,1474.40,1474.40,0.24258446,357.666527824
1658275200,2022-07-20 00:00:00,ETH/PAX,1540.93,1557.43,1507.44,1533.07,0.45595901,699.0170794607
1658188800,2022-07-19 00:00:00,ETH/PAX,1559.94,1559.95,1528.60,1528.62,0.66004194,1008.9533103228
1658102400,2022-07-18 00:00:00,ETH/PAX,1350.66,1587.67,1350.66,1587.67,0.23288944,369.7515772048
1658016000,2022-07-17 00:00:00,ETH/PAX,1367.46,1549.37,1342.80,1342.80,2.86377173,3845.4726790439995
1657929600,2022-07-16 00:00:00,ETH/PAX,1201.73,1340.75,1201.72,1319.12,0.20131068,265.5529442016
1657843200,2022-07-15 00:00:00,ETH/PAX,1104.72,1104.72,1104.72,1104.72,0.00000000,0.0
1657756800,2022-07-14 00:00:00,ETH/PAX,1104.72,1104.72,1104.72,1104.72,0.15230105,168.250015956
1657670400,2022-07-13 00:00:00,ETH/PAX,1055.73,1067.06,1018.86,1018.87,0.77233790,786.911916173
1657584000,2022-07-12 00:00:00,ETH/PAX,1159.99,1159.99,1159.99,1159.99,0.00000000,0.0
1657497600,2022-07-11 00:00:00,ETH/PAX,1159.99,1159.99,1159.99,1159.99,0.05039800,58.461176019999996
