https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume PNK
1646524800000,2022-03-06 00:00:00,PNK/ETH,2.964e-05,3.007e-05,2.911e-05,2.978e-05,4.255322846708746,142891.96933206
1646438400000,2022-03-05 00:00:00,PNK/ETH,2.964e-05,3.007e-05,2.911e-05,2.959e-05,10.758582101704969,363588.44547837
1646352000000,2022-03-04 00:00:00,PNK/ETH,2.946e-05,2.991e-05,2.919e-05,2.96e-05,4.489277484145784,151664.77986979
1646265600000,2022-03-03 00:00:00,PNK/ETH,2.961e-05,2.974e-05,2.919e-05,2.929e-05,1.4299747331402661,48821.26094709
1646179200000,2022-03-02 00:00:00,PNK/ETH,2.96e-05,3.049e-05,2.919e-05,2.967e-05,7.226774646616887,243571.7777761
1646092800000,2022-03-01 00:00:00,PNK/ETH,2.984e-05,3.049e-05,2.936e-05,2.959e-05,1.873034788242508,63299.5873012
1646006400000,2022-02-28 00:00:00,PNK/ETH,2.963e-05,3.165e-05,2.926e-05,2.981e-05,14.324374612201346,480522.46267029
1645920000000,2022-02-27 00:00:00,PNK/ETH,2.977e-05,3.056e-05,2.926e-05,2.963e-05,9.245224444978051,312022.4247377
1645833600000,2022-02-26 00:00:00,PNK/ETH,2.949e-05,3.025e-05,2.933e-05,2.969e-05,4.219521229829921,142119.27348703
1645747200000,2022-02-25 00:00:00,PNK/ETH,2.948e-05,2.968e-05,2.933e-05,2.947e-05,2.0089342578703917,68168.79056228
1645660800000,2022-02-24 00:00:00,PNK/ETH,3.05e-05,3.133e-05,2.948e-05,2.948e-05,9.749110465903076,330702.52598043
1645574400000,2022-02-23 00:00:00,PNK/ETH,3.03e-05,3.077e-05,3.015e-05,3.077e-05,2.5793097579786903,83825.47149752
1645488000000,2022-02-22 00:00:00,PNK/ETH,3.057e-05,3.07e-05,3.03e-05,3.034e-05,2.262374791713707,74567.39590355
1645401600000,2022-02-21 00:00:00,PNK/ETH,3.109e-05,3.188e-05,3.051e-05,3.056e-05,6.919681192405428,226429.35839023
1645315200000,2022-02-20 00:00:00,PNK/ETH,3.152e-05,3.171e-05,3.092e-05,3.11e-05,3.7163525076562447,119496.86519795
1645228800000,2022-02-19 00:00:00,PNK/ETH,3.135e-05,3.157e-05,3.123e-05,3.151e-05,0.543418512702382,17245.90646469
1645142400000,2022-02-18 00:00:00,PNK/ETH,3.129e-05,3.155e-05,3.123e-05,3.133e-05,1.1708787089052026,37372.44522519
1645056000000,2022-02-17 00:00:00,PNK/ETH,3.174e-05,3.248e-05,3.123e-05,3.132e-05,1.776585887858689,56723.68735181
1644969600000,2022-02-16 00:00:00,PNK/ETH,3.17e-05,3.209e-05,3.13e-05,3.175e-05,6.765279527194872,213079.67014787
1644883200000,2022-02-15 00:00:00,PNK/ETH,3.161e-05,3.198e-05,3.13e-05,3.173e-05,2.799368383369152,88224.65752818
1644796800000,2022-02-14 00:00:00,PNK/ETH,3.214e-05,3.222e-05,3.154e-05,3.16e-05,2.3623703717134084,74758.55606688
1644710400000,2022-02-13 00:00:00,PNK/ETH,3.179e-05,3.236e-05,3.173e-05,3.21e-05,0.263190737138919,8199.08838439
1644624000000,2022-02-12 00:00:00,PNK/ETH,3.17e-05,3.189e-05,3.147e-05,3.181e-05,2.431316847334601,76432.46926547
1644537600000,2022-02-11 00:00:00,PNK/ETH,3.281e-05,3.301e-05,3.146e-05,3.173e-05,5.338460429010477,168246.46798016
1644451200000,2022-02-10 00:00:00,PNK/ETH,3.284e-05,3.325e-05,3.186e-05,3.271e-05,7.0818903449237585,216505.36059075998
1644364800000,2022-02-09 00:00:00,PNK/ETH,3.281e-05,3.297e-05,3.25e-05,3.265e-05,1.1260678542444111,34489.06138574
1644278400000,2022-02-08 00:00:00,PNK/ETH,3.363e-05,3.367e-05,3.282e-05,3.282e-05,0.5524745102257044,16833.47075642
1644192000000,2022-02-07 00:00:00,PNK/ETH,3.284e-05,3.371e-05,3.258e-05,3.366e-05,2.6939672134003927,80034.67657161
1644105600000,2022-02-06 00:00:00,PNK/ETH,3.279e-05,3.285e-05,3.279e-05,3.285e-05,0.0543716905588605,1655.15039753
1644019200000,2022-02-05 00:00:00,PNK/ETH,3.403e-05,3.403e-05,3.266e-05,3.277e-05,0.10439093773784351,3185.56416655
1643932800000,2022-02-04 00:00:00,PNK/ETH,3.324e-05,3.405e-05,3.266e-05,3.401e-05,2.3096689531041266,67911.46583664
1643846400000,2022-02-03 00:00:00,PNK/ETH,3.304e-05,3.337e-05,3.267e-05,3.324e-05,0.8172712641080063,24586.98147136
1643760000000,2022-02-02 00:00:00,PNK/ETH,3.391e-05,3.408e-05,3.297e-05,3.304e-05,1.3087761172715264,39611.86795616
1643673600000,2022-02-01 00:00:00,PNK/ETH,3.282e-05,3.408e-05,3.282e-05,3.392e-05,5.808762847833415,171248.90471207
1643587200000,2022-01-31 00:00:00,PNK/ETH,3.278e-05,3.309e-05,3.266e-05,3.28e-05,0.53154566456728,16205.6605051
1643500800000,2022-01-30 00:00:00,PNK/ETH,3.306e-05,3.332e-05,3.277e-05,3.277e-05,1.4460429062264863,44127.034062449995
1643414400000,2022-01-29 00:00:00,PNK/ETH,3.296e-05,3.316e-05,3.274e-05,3.295e-05,3.376480863506253,102472.86383934
1643328000000,2022-01-28 00:00:00,PNK/ETH,3.171e-05,3.299e-05,3.17e-05,3.296e-05,10.816685073500619,328176.12480281
1643241600000,2022-01-27 00:00:00,PNK/ETH,3.194e-05,3.21e-05,3.17e-05,3.186e-05,2.725455098294468,85544.73001552
1643155200000,2022-01-26 00:00:00,PNK/ETH,3.243e-05,3.258e-05,3.186e-05,3.194e-05,5.689470119203543,178129.93485296
1643068800000,2022-01-25 00:00:00,PNK/ETH,3.242e-05,3.258e-05,3.234e-05,3.243e-05,3.171076135547085,97782.18117629
1642982400000,2022-01-24 00:00:00,PNK/ETH,3.351e-05,3.366e-05,3.218e-05,3.239e-05,17.166615188675927,529997.38155838
1642896000000,2022-01-23 00:00:00,PNK/ETH,3.455e-05,3.459e-05,3.341e-05,3.349e-05,10.360159935464818,309350.8490733
1642809600000,2022-01-22 00:00:00,PNK/ETH,3.477e-05,3.512e-05,3.4e-05,3.456e-05,42.366828855357966,1225892.03863883
1642723200000,2022-01-21 00:00:00,PNK/ETH,3.861e-05,3.879e-05,3.468e-05,3.484e-05,51.01911231468448,1464383.24669014
1642636800000,2022-01-20 00:00:00,PNK/ETH,3.861e-05,3.91e-05,3.861e-05,3.866e-05,8.56843936649222,221635.78288909
1642550400000,2022-01-19 00:00:00,PNK/ETH,3.929e-05,3.929e-05,3.861e-05,3.88e-05,3.516616571003276,90634.44770627
1642464000000,2022-01-18 00:00:00,PNK/ETH,3.979e-05,3.979e-05,3.91e-05,3.929e-05,4.4277649688449845,112694.45072143
1642377600000,2022-01-17 00:00:00,PNK/ETH,3.989e-05,3.989e-05,3.959e-05,3.959e-05,0.597860602350292,15101.3034188
1642291200000,2022-01-16 00:00:00,PNK/ETH,4.009e-05,4.009e-05,3.969e-05,3.989e-05,1.9113030546173095,47914.34080264
1642204800000,2022-01-15 00:00:00,PNK/ETH,3.89e-05,4.009e-05,3.861e-05,4.009e-05,13.760865553935464,343249.3278607
1642118400000,2022-01-14 00:00:00,PNK/ETH,3.857e-05,3.89e-05,3.842e-05,3.89e-05,3.082933585234769,79252.79139421
1642032000000,2022-01-13 00:00:00,PNK/ETH,3.803e-05,3.871e-05,3.785e-05,3.857e-05,8.243641591392848,213731.95725675
1641945600000,2022-01-12 00:00:00,PNK/ETH,3.785e-05,3.823e-05,3.76e-05,3.804e-05,10.320717954889082,271312.249077
1641859200000,2022-01-11 00:00:00,PNK/ETH,3.646e-05,3.785e-05,3.619e-05,3.766e-05,25.95433423082368,689175.09906595
1641772800000,2022-01-10 00:00:00,PNK/ETH,3.512e-05,3.646e-05,3.477e-05,3.646e-05,19.737948737213618,541358.98895265
1641686400000,2022-01-09 00:00:00,PNK/ETH,3.565e-05,3.565e-05,3.512e-05,3.512e-05,13.974870744513083,397917.73190527
1641600000000,2022-01-08 00:00:00,PNK/ETH,3.776e-05,3.813e-05,3.538e-05,3.551e-05,44.48530648451574,1252754.33637048
1641513600000,2022-01-07 00:00:00,PNK/ETH,3.88e-05,3.949e-05,3.664e-05,3.785e-05,48.90582360268555,1292095.73587016
1641427200000,2022-01-06 00:00:00,PNK/ETH,3.519e-05,3.88e-05,3.503e-05,3.861e-05,43.6615315634881,1130834.79832914
1641340800000,2022-01-05 00:00:00,PNK/ETH,3.225e-05,3.591e-05,3.202e-05,3.52e-05,39.159355839217504,1112481.69997777
1641254400000,2022-01-04 00:00:00,PNK/ETH,3.21e-05,3.242e-05,3.17e-05,3.225e-05,6.9882449245130545,216689.76510118
1641168000000,2022-01-03 00:00:00,PNK/ETH,3.177e-05,3.218e-05,3.162e-05,3.209e-05,6.363112890250979,198289.5883531
1641081600000,2022-01-02 00:00:00,PNK/ETH,3.154e-05,3.178e-05,3.138e-05,3.178e-05,1.683386956862069,52970.01122914
1640995200000,2022-01-01 00:00:00,PNK/ETH,3.154e-05,3.154e-05,3.138e-05,3.154e-05,0.91141033359742,28896.966823
1640908800000,2021-12-31 00:00:00,PNK/ETH,3.154e-05,3.17e-05,3.13e-05,3.147e-05,2.9374902745707248,93342.55718369
1640822400000,2021-12-30 00:00:00,PNK/ETH,3.186e-05,3.218e-05,3.154e-05,3.17e-05,7.312192297619959,230668.5267388
1640736000000,2021-12-29 00:00:00,PNK/ETH,3.115e-05,3.202e-05,3.035e-05,3.202e-05,7.6639885836265895,239350.04945742
1640649600000,2021-12-28 00:00:00,PNK/ETH,3.129e-05,3.183e-05,3.044e-05,3.114e-05,4.042043822062978,129802.30642463
1640563200000,2021-12-27 00:00:00,PNK/ETH,2.773e-05,3.143e-05,2.744e-05,3.123e-05,2.6598755094043804,85170.52543722
1640476800000,2021-12-26 00:00:00,PNK/ETH,2.752e-05,2.795e-05,2.614e-05,2.744e-05,28.254479870605028,1029682.21102788
1640390400000,2021-12-25 00:00:00,PNK/ETH,2.082e-05,2.929e-05,2.082e-05,2.711e-05,111.70937057387708,4120596.48003973
1640304000000,2021-12-24 00:00:00,PNK/ETH,2.076e-05,2.092e-05,2.076e-05,2.083e-05,0.7584523124705183,36411.53684448
1640217600000,2021-12-23 00:00:00,PNK/ETH,2.045e-05,2.102e-05,2.045e-05,2.076e-05,10.093733898468477,486210.68875089
1640131200000,2021-12-22 00:00:00,PNK/ETH,2.045e-05,2.056e-05,2.035e-05,2.056e-05,3.1348003131085984,152470.83234964
1640044800000,2021-12-21 00:00:00,PNK/ETH,2.01e-05,2.066e-05,2.01e-05,2.043e-05,10.17829091042747,498203.17721133
1639958400000,2021-12-20 00:00:00,PNK/ETH,1.98e-05,2.02e-05,1.98e-05,2.01e-05,5.841147565904466,290604.35651266
1639872000000,2021-12-19 00:00:00,PNK/ETH,1.985e-05,1.995e-05,1.975e-05,1.99e-05,1.987837946965115,99891.35411885001
1639785600000,2021-12-18 00:00:00,PNK/ETH,1.99e-05,2e-05,1.98e-05,1.985e-05,1.7615155997044765,88741.34003549
1639699200000,2021-12-17 00:00:00,PNK/ETH,2.01e-05,2.018e-05,1.99e-05,1.999e-05,3.3887805152900166,169523.78765833
1639612800000,2021-12-16 00:00:00,PNK/ETH,2.047e-05,2.057e-05,2.005e-05,2.015e-05,1.3877280719292313,68869.87950021
1639526400000,2021-12-15 00:00:00,PNK/ETH,2.163e-05,2.163e-05,2.036e-05,2.055e-05,13.241741722008435,644366.9937717
1639440000000,2021-12-14 00:00:00,PNK/ETH,2.19e-05,2.2e-05,2.153e-05,2.163e-05,8.546803399056998,395136.54179644
1639353600000,2021-12-13 00:00:00,PNK/ETH,2.184e-05,2.211e-05,2.173e-05,2.19e-05,7.779556285333158,355230.88060882
1639267200000,2021-12-12 00:00:00,PNK/ETH,2.152e-05,2.237e-05,2.147e-05,2.194e-05,11.75568804625164,535810.75871703
1639180800000,2021-12-11 00:00:00,PNK/ETH,2.146e-05,2.163e-05,2.13e-05,2.147e-05,4.294346229657205,200016.12620667001
1639094400000,2021-12-10 00:00:00,PNK/ETH,2.141e-05,2.174e-05,2.13e-05,2.15e-05,10.478143648021545,487355.51851263
1639008000000,2021-12-09 00:00:00,PNK/ETH,2.168e-05,2.185e-05,2.141e-05,2.141e-05,5.101985548068413,238299.18487008
1638921600000,2021-12-08 00:00:00,PNK/ETH,2.136e-05,2.275e-05,2.125e-05,2.169e-05,8.596395913139409,396329.91761823
