https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IMX,Volume EUR
1659952800,2022-08-08 10:00:00,IMX/EUR,1.20,1.20,1.20,1.20,0.00,0.0
1659949200,2022-08-08 09:00:00,IMX/EUR,1.20,1.20,1.20,1.20,53.62,64.344
1659945600,2022-08-08 08:00:00,IMX/EUR,1.20,1.20,1.20,1.20,34.90,41.879999999999995
1659942000,2022-08-08 07:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659938400,2022-08-08 06:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659934800,2022-08-08 05:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659931200,2022-08-08 04:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659927600,2022-08-08 03:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659924000,2022-08-08 02:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659920400,2022-08-08 01:00:00,IMX/EUR,1.14,1.14,1.14,1.14,100.18,114.2052
1659916800,2022-08-08 00:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659913200,2022-08-07 23:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659909600,2022-08-07 22:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659906000,2022-08-07 21:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659902400,2022-08-07 20:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659898800,2022-08-07 19:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659895200,2022-08-07 18:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659891600,2022-08-07 17:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659888000,2022-08-07 16:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659884400,2022-08-07 15:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659880800,2022-08-07 14:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659877200,2022-08-07 13:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659873600,2022-08-07 12:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659870000,2022-08-07 11:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659866400,2022-08-07 10:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659862800,2022-08-07 09:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659859200,2022-08-07 08:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659855600,2022-08-07 07:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659852000,2022-08-07 06:00:00,IMX/EUR,1.11,1.11,1.11,1.11,26.72,29.659200000000002
1659848400,2022-08-07 05:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659844800,2022-08-07 04:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659841200,2022-08-07 03:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659837600,2022-08-07 02:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659834000,2022-08-07 01:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659830400,2022-08-07 00:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659826800,2022-08-06 23:00:00,IMX/EUR,1.12,1.12,1.10,1.10,11.99,13.189000000000002
1659823200,2022-08-06 22:00:00,IMX/EUR,1.13,1.13,1.13,1.13,82.62,93.36059999999999
1659819600,2022-08-06 21:00:00,IMX/EUR,1.14,1.14,1.14,1.14,40.94,46.67159999999999
1659816000,2022-08-06 20:00:00,IMX/EUR,1.17,1.17,1.17,1.17,0.00,0.0
1659812400,2022-08-06 19:00:00,IMX/EUR,1.17,1.17,1.17,1.17,0.00,0.0
1659808800,2022-08-06 18:00:00,IMX/EUR,1.17,1.17,1.17,1.17,0.00,0.0
1659805200,2022-08-06 17:00:00,IMX/EUR,1.17,1.17,1.17,1.17,0.00,0.0
1659801600,2022-08-06 16:00:00,IMX/EUR,1.17,1.17,1.17,1.17,0.00,0.0
1659798000,2022-08-06 15:00:00,IMX/EUR,1.17,1.17,1.17,1.17,0.00,0.0
1659794400,2022-08-06 14:00:00,IMX/EUR,1.17,1.17,1.17,1.17,0.00,0.0
1659790800,2022-08-06 13:00:00,IMX/EUR,1.17,1.17,1.17,1.17,0.00,0.0
1659787200,2022-08-06 12:00:00,IMX/EUR,1.17,1.17,1.17,1.17,0.00,0.0
1659783600,2022-08-06 11:00:00,IMX/EUR,1.17,1.17,1.17,1.17,0.00,0.0
1659780000,2022-08-06 10:00:00,IMX/EUR,1.17,1.17,1.17,1.17,0.00,0.0
1659776400,2022-08-06 09:00:00,IMX/EUR,1.17,1.17,1.17,1.17,85.98,100.5966
1659772800,2022-08-06 08:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659769200,2022-08-06 07:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659765600,2022-08-06 06:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.01,0.011200000000000002
1659762000,2022-08-06 05:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659758400,2022-08-06 04:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659754800,2022-08-06 03:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659751200,2022-08-06 02:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659747600,2022-08-06 01:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659744000,2022-08-06 00:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659740400,2022-08-05 23:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659736800,2022-08-05 22:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659733200,2022-08-05 21:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659729600,2022-08-05 20:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659726000,2022-08-05 19:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659722400,2022-08-05 18:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659718800,2022-08-05 17:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659715200,2022-08-05 16:00:00,IMX/EUR,1.12,1.12,1.12,1.12,829.69,929.2528000000001
1659711600,2022-08-05 15:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659708000,2022-08-05 14:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659704400,2022-08-05 13:00:00,IMX/EUR,1.12,1.12,1.12,1.12,100.24,112.2688
1659700800,2022-08-05 12:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659697200,2022-08-05 11:00:00,IMX/EUR,1.14,1.14,1.14,1.14,59.03,67.29419999999999
1659693600,2022-08-05 10:00:00,IMX/EUR,1.13,1.13,1.13,1.13,0.00,0.0
1659690000,2022-08-05 09:00:00,IMX/EUR,1.13,1.13,1.13,1.13,473.41,534.9533
1659686400,2022-08-05 08:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659682800,2022-08-05 07:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659679200,2022-08-05 06:00:00,IMX/EUR,1.14,1.14,1.14,1.14,25.00,28.499999999999996
1659675600,2022-08-05 05:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659672000,2022-08-05 04:00:00,IMX/EUR,1.14,1.14,1.14,1.14,15.19,17.316599999999998
1659668400,2022-08-05 03:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659664800,2022-08-05 02:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659661200,2022-08-05 01:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659657600,2022-08-05 00:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659654000,2022-08-04 23:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659650400,2022-08-04 22:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659646800,2022-08-04 21:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659643200,2022-08-04 20:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659639600,2022-08-04 19:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659636000,2022-08-04 18:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659632400,2022-08-04 17:00:00,IMX/EUR,1.11,1.11,1.10,1.10,271.02,298.122
1659628800,2022-08-04 16:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659625200,2022-08-04 15:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659621600,2022-08-04 14:00:00,IMX/EUR,1.11,1.11,1.11,1.11,25.78,28.615800000000004
1659618000,2022-08-04 13:00:00,IMX/EUR,1.11,1.15,1.11,1.15,1365.17,1569.9455
1659614400,2022-08-04 12:00:00,IMX/EUR,1.11,1.11,1.09,1.09,3377.27,3681.2243000000003
1659610800,2022-08-04 11:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659607200,2022-08-04 10:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659603600,2022-08-04 09:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659600000,2022-08-04 08:00:00,IMX/EUR,1.14,1.14,1.14,1.14,283.28,322.9391999999999
1659596400,2022-08-04 07:00:00,IMX/EUR,1.16,1.16,1.16,1.16,74.45,86.362
1659592800,2022-08-04 06:00:00,IMX/EUR,1.14,1.14,1.14,1.14,190.41,217.06739999999996
1659589200,2022-08-04 05:00:00,IMX/EUR,1.18,1.18,1.18,1.18,0.00,0.0
1659585600,2022-08-04 04:00:00,IMX/EUR,1.19,1.19,1.18,1.18,78.12,92.1816
1659582000,2022-08-04 03:00:00,IMX/EUR,1.16,1.16,1.16,1.16,163.01,189.09159999999997
1659578400,2022-08-04 02:00:00,IMX/EUR,1.12,1.12,1.12,1.12,14.00,15.680000000000001
1659574800,2022-08-04 01:00:00,IMX/EUR,1.11,1.11,1.11,1.11,58.59,65.03490000000001
1659571200,2022-08-04 00:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659567600,2022-08-03 23:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659564000,2022-08-03 22:00:00,IMX/EUR,1.08,1.08,1.08,1.08,829.70,896.0760000000001
1659560400,2022-08-03 21:00:00,IMX/EUR,1.10,1.10,1.10,1.10,42.96,47.25600000000001
1659556800,2022-08-03 20:00:00,IMX/EUR,1.10,1.10,1.09,1.09,254.20,277.07800000000003
1659553200,2022-08-03 19:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659549600,2022-08-03 18:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659546000,2022-08-03 17:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659542400,2022-08-03 16:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659538800,2022-08-03 15:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659535200,2022-08-03 14:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659531600,2022-08-03 13:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659528000,2022-08-03 12:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659524400,2022-08-03 11:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659520800,2022-08-03 10:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659517200,2022-08-03 09:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659513600,2022-08-03 08:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659510000,2022-08-03 07:00:00,IMX/EUR,1.08,1.08,1.08,1.08,0.00,0.0
1659506400,2022-08-03 06:00:00,IMX/EUR,1.08,1.08,1.08,1.08,92.12,99.48960000000001
1659502800,2022-08-03 05:00:00,IMX/EUR,1.06,1.06,1.06,1.06,0.00,0.0
1659499200,2022-08-03 04:00:00,IMX/EUR,1.06,1.06,1.06,1.06,0.00,0.0
1659495600,2022-08-03 03:00:00,IMX/EUR,1.06,1.06,1.06,1.06,28.00,29.68
1659492000,2022-08-03 02:00:00,IMX/EUR,1.05,1.05,1.05,1.05,0.00,0.0
1659488400,2022-08-03 01:00:00,IMX/EUR,1.05,1.05,1.05,1.05,0.00,0.0
1659484800,2022-08-03 00:00:00,IMX/EUR,1.05,1.05,1.05,1.05,0.00,0.0
1659481200,2022-08-02 23:00:00,IMX/EUR,1.05,1.05,1.05,1.05,0.00,0.0
1659477600,2022-08-02 22:00:00,IMX/EUR,1.05,1.05,1.05,1.05,0.00,0.0
1659474000,2022-08-02 21:00:00,IMX/EUR,1.05,1.05,1.05,1.05,0.00,0.0
1659470400,2022-08-02 20:00:00,IMX/EUR,1.05,1.05,1.05,1.05,0.00,0.0
1659466800,2022-08-02 19:00:00,IMX/EUR,1.05,1.05,1.05,1.05,0.00,0.0
1659463200,2022-08-02 18:00:00,IMX/EUR,1.05,1.05,1.05,1.05,169.66,178.143
1659459600,2022-08-02 17:00:00,IMX/EUR,1.04,1.04,1.04,1.04,0.00,0.0
1659456000,2022-08-02 16:00:00,IMX/EUR,1.04,1.04,1.04,1.04,109.25,113.62
1659452400,2022-08-02 15:00:00,IMX/EUR,1.03,1.03,1.03,1.03,0.00,0.0
1659448800,2022-08-02 14:00:00,IMX/EUR,1.00,1.03,1.00,1.03,1121.06,1154.6918
1659445200,2022-08-02 13:00:00,IMX/EUR,1.00,1.00,1.00,1.00,0.00,0.0
1659441600,2022-08-02 12:00:00,IMX/EUR,1.00,1.00,1.00,1.00,0.00,0.0
1659438000,2022-08-02 11:00:00,IMX/EUR,1.00,1.00,1.00,1.00,112.61,112.61
1659434400,2022-08-02 10:00:00,IMX/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1659430800,2022-08-02 09:00:00,IMX/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1659427200,2022-08-02 08:00:00,IMX/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1659423600,2022-08-02 07:00:00,IMX/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1659420000,2022-08-02 06:00:00,IMX/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1659416400,2022-08-02 05:00:00,IMX/EUR,0.98,0.98,0.98,0.98,109.13,106.94739999999999
1659412800,2022-08-02 04:00:00,IMX/EUR,0.97,0.97,0.96,0.96,193.63,185.88479999999998
1659409200,2022-08-02 03:00:00,IMX/EUR,1.01,1.01,1.01,1.01,0.00,0.0
1659405600,2022-08-02 02:00:00,IMX/EUR,1.01,1.01,1.01,1.01,0.00,0.0
1659402000,2022-08-02 01:00:00,IMX/EUR,1.01,1.01,1.01,1.01,123.39,124.6239
1659398400,2022-08-02 00:00:00,IMX/EUR,1.03,1.03,1.03,1.03,0.00,0.0
1659394800,2022-08-01 23:00:00,IMX/EUR,1.03,1.03,1.03,1.03,0.00,0.0
1659391200,2022-08-01 22:00:00,IMX/EUR,1.03,1.03,1.03,1.03,0.00,0.0
1659387600,2022-08-01 21:00:00,IMX/EUR,1.03,1.03,1.03,1.03,0.00,0.0
1659384000,2022-08-01 20:00:00,IMX/EUR,1.03,1.03,1.03,1.03,0.00,0.0
1659380400,2022-08-01 19:00:00,IMX/EUR,1.03,1.03,1.03,1.03,0.00,0.0
1659376800,2022-08-01 18:00:00,IMX/EUR,1.03,1.03,1.03,1.03,135.90,139.977
1659373200,2022-08-01 17:00:00,IMX/EUR,1.03,1.03,1.01,1.03,380.81,392.2343
1659369600,2022-08-01 16:00:00,IMX/EUR,1.07,1.07,1.07,1.07,10.94,11.7058
1659366000,2022-08-01 15:00:00,IMX/EUR,1.04,1.04,1.04,1.04,0.00,0.0
1659362400,2022-08-01 14:00:00,IMX/EUR,1.04,1.04,1.04,1.04,0.00,0.0
1659358800,2022-08-01 13:00:00,IMX/EUR,1.04,1.04,1.04,1.04,11.50,11.96
1659355200,2022-08-01 12:00:00,IMX/EUR,1.05,1.05,1.05,1.05,106.23,111.54150000000001
1659351600,2022-08-01 11:00:00,IMX/EUR,1.05,1.05,1.04,1.04,59.86,62.254400000000004
1659348000,2022-08-01 10:00:00,IMX/EUR,1.08,1.08,1.08,1.08,132.10,142.668
1659344400,2022-08-01 09:00:00,IMX/EUR,1.09,1.09,1.08,1.08,610.24,659.0592
1659340800,2022-08-01 08:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659337200,2022-08-01 07:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659333600,2022-08-01 06:00:00,IMX/EUR,1.10,1.10,1.10,1.10,0.00,0.0
1659330000,2022-08-01 05:00:00,IMX/EUR,1.10,1.10,1.10,1.10,42.92,47.212
1659326400,2022-08-01 04:00:00,IMX/EUR,1.09,1.09,1.09,1.09,0.00,0.0
1659322800,2022-08-01 03:00:00,IMX/EUR,1.09,1.09,1.09,1.09,0.00,0.0
1659319200,2022-08-01 02:00:00,IMX/EUR,1.09,1.09,1.09,1.09,0.00,0.0
1659315600,2022-08-01 01:00:00,IMX/EUR,1.09,1.09,1.09,1.09,0.00,0.0
1659312000,2022-08-01 00:00:00,IMX/EUR,1.09,1.09,1.09,1.09,0.00,0.0
1659308400,2022-07-31 23:00:00,IMX/EUR,1.09,1.09,1.09,1.09,0.00,0.0
1659304800,2022-07-31 22:00:00,IMX/EUR,1.09,1.09,1.09,1.09,86.49,94.2741
1659301200,2022-07-31 21:00:00,IMX/EUR,1.10,1.11,1.10,1.11,813.14,902.5854
1659297600,2022-07-31 20:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659294000,2022-07-31 19:00:00,IMX/EUR,1.14,1.14,1.14,1.14,150.62,171.7068
1659290400,2022-07-31 18:00:00,IMX/EUR,1.13,1.13,1.13,1.13,0.00,0.0
1659286800,2022-07-31 17:00:00,IMX/EUR,1.13,1.13,1.13,1.13,0.00,0.0
1659283200,2022-07-31 16:00:00,IMX/EUR,1.13,1.13,1.13,1.13,0.00,0.0
1659279600,2022-07-31 15:00:00,IMX/EUR,1.13,1.13,1.13,1.13,30.11,34.0243
1659276000,2022-07-31 14:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659272400,2022-07-31 13:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659268800,2022-07-31 12:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659265200,2022-07-31 11:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659261600,2022-07-31 10:00:00,IMX/EUR,1.11,1.11,1.11,1.11,0.00,0.0
1659258000,2022-07-31 09:00:00,IMX/EUR,1.11,1.11,1.11,1.11,473.77,525.8847000000001
1659254400,2022-07-31 08:00:00,IMX/EUR,1.16,1.16,1.16,1.16,0.00,0.0
1659250800,2022-07-31 07:00:00,IMX/EUR,1.16,1.16,1.16,1.16,0.00,0.0
1659247200,2022-07-31 06:00:00,IMX/EUR,1.16,1.16,1.16,1.16,0.00,0.0
1659243600,2022-07-31 05:00:00,IMX/EUR,1.16,1.16,1.16,1.16,0.00,0.0
1659240000,2022-07-31 04:00:00,IMX/EUR,1.16,1.16,1.16,1.16,0.00,0.0
1659236400,2022-07-31 03:00:00,IMX/EUR,1.16,1.16,1.16,1.16,0.00,0.0
1659232800,2022-07-31 02:00:00,IMX/EUR,1.16,1.16,1.16,1.16,0.00,0.0
1659229200,2022-07-31 01:00:00,IMX/EUR,1.16,1.16,1.16,1.16,0.00,0.0
1659225600,2022-07-31 00:00:00,IMX/EUR,1.16,1.16,1.16,1.16,113.60,131.77599999999998
1659222000,2022-07-30 23:00:00,IMX/EUR,1.15,1.15,1.15,1.15,0.00,0.0
1659218400,2022-07-30 22:00:00,IMX/EUR,1.15,1.15,1.15,1.15,0.00,0.0
1659214800,2022-07-30 21:00:00,IMX/EUR,1.22,1.22,1.15,1.15,393.58,452.61699999999996
1659211200,2022-07-30 20:00:00,IMX/EUR,1.23,1.23,1.20,1.20,477.30,572.76
1659207600,2022-07-30 19:00:00,IMX/EUR,1.24,1.25,1.23,1.23,334.32,411.2136
1659204000,2022-07-30 18:00:00,IMX/EUR,1.25,1.25,1.24,1.24,1079.03,1337.9972
1659200400,2022-07-30 17:00:00,IMX/EUR,1.24,1.24,1.24,1.24,549.75,681.6899999999999
1659196800,2022-07-30 16:00:00,IMX/EUR,1.20,1.20,1.20,1.20,0.00,0.0
1659193200,2022-07-30 15:00:00,IMX/EUR,1.20,1.22,1.20,1.20,513.60,616.32
1659189600,2022-07-30 14:00:00,IMX/EUR,1.15,1.16,1.15,1.16,181.47,210.50519999999997
1659186000,2022-07-30 13:00:00,IMX/EUR,1.13,1.13,1.13,1.13,69.14,78.12819999999999
1659182400,2022-07-30 12:00:00,IMX/EUR,1.13,1.14,1.13,1.14,56.31,64.1934
1659178800,2022-07-30 11:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659175200,2022-07-30 10:00:00,IMX/EUR,1.12,1.12,1.12,1.12,25.78,28.873600000000003
1659171600,2022-07-30 09:00:00,IMX/EUR,1.14,1.14,1.14,1.14,1225.32,1396.8647999999998
1659168000,2022-07-30 08:00:00,IMX/EUR,1.13,1.13,1.13,1.13,159.94,180.73219999999998
1659164400,2022-07-30 07:00:00,IMX/EUR,1.12,1.12,1.12,1.12,0.00,0.0
1659160800,2022-07-30 06:00:00,IMX/EUR,1.12,1.12,1.12,1.12,33.79,37.8448
1659157200,2022-07-30 05:00:00,IMX/EUR,1.13,1.13,1.13,1.13,42.60,48.138
1659153600,2022-07-30 04:00:00,IMX/EUR,1.15,1.15,1.15,1.15,0.00,0.0
1659150000,2022-07-30 03:00:00,IMX/EUR,1.13,1.15,1.13,1.15,1617.59,1860.2284999999997
1659146400,2022-07-30 02:00:00,IMX/EUR,1.13,1.13,1.13,1.13,9.66,10.915799999999999
1659142800,2022-07-30 01:00:00,IMX/EUR,1.14,1.14,1.14,1.14,0.00,0.0
1659139200,2022-07-30 00:00:00,IMX/EUR,1.07,1.14,1.07,1.14,1066.20,1215.4679999999998
1659135600,2022-07-29 23:00:00,IMX/EUR,1.00,1.00,1.00,1.00,0.00,0.0
1659132000,2022-07-29 22:00:00,IMX/EUR,1.00,1.00,1.00,1.00,0.00,0.0
1659128400,2022-07-29 21:00:00,IMX/EUR,1.00,1.00,1.00,1.00,0.00,0.0
1659124800,2022-07-29 20:00:00,IMX/EUR,1.00,1.00,1.00,1.00,14.00,14.0
1659121200,2022-07-29 19:00:00,IMX/EUR,0.99,0.99,0.99,0.99,0.00,0.0
1659117600,2022-07-29 18:00:00,IMX/EUR,0.99,0.99,0.99,0.99,0.00,0.0
1659114000,2022-07-29 17:00:00,IMX/EUR,0.99,0.99,0.99,0.99,0.00,0.0
1659110400,2022-07-29 16:00:00,IMX/EUR,0.99,0.99,0.99,0.99,14.07,13.9293
1659106800,2022-07-29 15:00:00,IMX/EUR,1.00,1.00,1.00,1.00,0.00,0.0
1659103200,2022-07-29 14:00:00,IMX/EUR,1.00,1.00,1.00,1.00,0.00,0.0
1659099600,2022-07-29 13:00:00,IMX/EUR,1.00,1.00,1.00,1.00,0.00,0.0
1659096000,2022-07-29 12:00:00,IMX/EUR,1.00,1.00,1.00,1.00,0.00,0.0
1659092400,2022-07-29 11:00:00,IMX/EUR,1.02,1.02,1.00,1.00,275.64,275.64
1659088800,2022-07-29 10:00:00,IMX/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1659085200,2022-07-29 09:00:00,IMX/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1659081600,2022-07-29 08:00:00,IMX/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1659078000,2022-07-29 07:00:00,IMX/EUR,0.98,0.98,0.98,0.98,36.75,36.015
1659074400,2022-07-29 06:00:00,IMX/EUR,1.03,1.03,1.03,1.03,0.00,0.0
1659070800,2022-07-29 05:00:00,IMX/EUR,1.03,1.03,1.03,1.03,64.43,66.36290000000001
1659067200,2022-07-29 04:00:00,IMX/EUR,1.04,1.04,1.04,1.04,0.00,0.0
1659063600,2022-07-29 03:00:00,IMX/EUR,1.04,1.04,1.04,1.04,0.00,0.0
1659060000,2022-07-29 02:00:00,IMX/EUR,1.04,1.04,1.04,1.04,11.80,12.272000000000002
1659056400,2022-07-29 01:00:00,IMX/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1659052800,2022-07-29 00:00:00,IMX/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1659049200,2022-07-28 23:00:00,IMX/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1659045600,2022-07-28 22:00:00,IMX/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1659042000,2022-07-28 21:00:00,IMX/EUR,0.93,0.93,0.93,0.93,144.55,134.43150000000003
1659038400,2022-07-28 20:00:00,IMX/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1659034800,2022-07-28 19:00:00,IMX/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1659031200,2022-07-28 18:00:00,IMX/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1659027600,2022-07-28 17:00:00,IMX/EUR,0.91,0.93,0.91,0.93,2973.77,2765.6061
1659024000,2022-07-28 16:00:00,IMX/EUR,0.93,0.93,0.93,0.93,200.00,186.0
1659020400,2022-07-28 15:00:00,IMX/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1659016800,2022-07-28 14:00:00,IMX/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1659013200,2022-07-28 13:00:00,IMX/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1659009600,2022-07-28 12:00:00,IMX/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1659006000,2022-07-28 11:00:00,IMX/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1659002400,2022-07-28 10:00:00,IMX/EUR,0.90,0.92,0.90,0.92,620.44,570.8048000000001
1658998800,2022-07-28 09:00:00,IMX/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1658995200,2022-07-28 08:00:00,IMX/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1658991600,2022-07-28 07:00:00,IMX/EUR,0.88,0.88,0.88,0.88,33.79,29.7352
1658988000,2022-07-28 06:00:00,IMX/EUR,0.87,0.87,0.87,0.87,0.00,0.0
1658984400,2022-07-28 05:00:00,IMX/EUR,0.87,0.87,0.87,0.87,184.75,160.7325
1658980800,2022-07-28 04:00:00,IMX/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1658977200,2022-07-28 03:00:00,IMX/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1658973600,2022-07-28 02:00:00,IMX/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1658970000,2022-07-28 01:00:00,IMX/EUR,0.88,0.88,0.88,0.88,0.00,0.0
