https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOCK,Volume BTC
1663459200,2022-09-18 00:00:00,DOCK/BTC,0.0000012887,0.0000012899,0.0000012681,0.0000012681,544.391,0.00069146065062
1663455600,2022-09-17 23:00:00,DOCK/BTC,0.00000128,0.00000128,0.00000128,0.00000128,1327.0873,0.001698671744
1663452000,2022-09-17 22:00:00,DOCK/BTC,0.0000013099,0.0000013099,0.0000012784,0.0000012784,3345.3561,0.00432146964777
1663448400,2022-09-17 21:00:00,DOCK/BTC,0.00000132,0.00000132,0.0000013093,0.0000013093,46094.1278,0.06084421873175
1663444800,2022-09-17 20:00:00,DOCK/BTC,0.0000013324,0.0000013324,0.0000013101,0.0000013196,14628.4142,0.01931875688758
1663441200,2022-09-17 19:00:00,DOCK/BTC,0.0000013196,0.0000013505,0.000001299,0.00000134,89528.2238,0.1196211532636
1663437600,2022-09-17 18:00:00,DOCK/BTC,0.00000134,0.00000134,0.00000132,0.00000132,131751.5167,0.17565850196379
1663434000,2022-09-17 17:00:00,DOCK/BTC,0.0000012784,0.00000136,0.0000012578,0.0000013436,49308.2986,0.06525270363176
1663430400,2022-09-17 16:00:00,DOCK/BTC,0.0000012681,0.0000013481,0.0000012681,0.00000129,41778.879,0.05504430521853
1663426800,2022-09-17 15:00:00,DOCK/BTC,0.0000012698,0.0000012699,0.0000012502,0.0000012599,10024.9404,0.01254797768293
1663423200,2022-09-17 14:00:00,DOCK/BTC,0.0000012372,0.0000012887,0.0000012372,0.0000012699,7900.8293,0.00996621792346
1663419600,2022-09-17 13:00:00,DOCK/BTC,0.00000125,0.00000125,0.00000122,0.00000123,14175.006,0.0175846294847
1663416000,2022-09-17 12:00:00,DOCK/BTC,0.0000013608,0.0000013608,0.0000012475,0.0000012493,30297.9874,0.03902391766402
1663412400,2022-09-17 11:00:00,DOCK/BTC,0.0000011857,0.00000141,0.0000011857,0.000001356,274150.4568,0.36768935345261
1663408800,2022-09-17 10:00:00,DOCK/BTC,0.0000012,0.0000012,0.0000011688,0.00000118,4558.1465,0.00541011321427
1663405200,2022-09-17 09:00:00,DOCK/BTC,0.00000114,0.00000123,0.00000113,0.0000012048,312006.3116,0.37005872107295
1663401600,2022-09-17 08:00:00,DOCK/BTC,0.0000011292,0.0000011381,0.0000011291,0.0000011381,4371.02,0.00495564607048
1663398000,2022-09-17 07:00:00,DOCK/BTC,0.000001109,0.0000011395,0.000001109,0.0000011395,20041.2624,0.02228096156699
1663394400,2022-09-17 06:00:00,DOCK/BTC,0.0000011033,0.0000011033,0.0000011,0.0000011,17.594,0.00001935915916
1663390800,2022-09-17 05:00:00,DOCK/BTC,0.0000011018,0.0000011018,0.0000011018,0.0000011018,9.1043,0.00001003111774
1663387200,2022-09-17 04:00:00,DOCK/BTC,0.000001093,0.000001093,0.0000010901,0.0000010901,5.7753,0.00000630071561
1663383600,2022-09-17 03:00:00,DOCK/BTC,0.0000011,0.00000111,0.0000011,0.00000111,12214.9834,0.01350034006115
1663380000,2022-09-17 02:00:00,DOCK/BTC,0.0000011,0.0000011051,0.00000109,0.00000109,45595.4087,0.0500461253817
1663376400,2022-09-17 01:00:00,DOCK/BTC,0.0000010942,0.0000010999,0.0000010801,0.0000010999,7639.764,0.008261950868
1663372800,2022-09-17 00:00:00,DOCK/BTC,0.0000010944,0.00000111,0.0000010944,0.0000011,3940.4909,0.00435986499809
1663369200,2022-09-16 23:00:00,DOCK/BTC,0.00000109,0.00000109,0.00000109,0.00000109,26.0457,0.000028389813
1663365600,2022-09-16 22:00:00,DOCK/BTC,0.00000109,0.00000109,0.00000109,0.00000109,10773.6247,0.011743250923
1663362000,2022-09-16 21:00:00,DOCK/BTC,0.00000109,0.00000109,0.00000109,0.00000109,225.2966,0.000245573294
1663358400,2022-09-16 20:00:00,DOCK/BTC,0.000001087,0.0000010986,0.0000010837,0.0000010986,99.4159,0.00010854003291
1663354800,2022-09-16 19:00:00,DOCK/BTC,0.00000109,0.0000010989,0.00000109,0.0000010989,37.063,0.00004041384361
1663351200,2022-09-16 18:00:00,DOCK/BTC,0.0000010911,0.0000011,0.0000010901,0.0000010901,1408.5154,0.00153604377832
1663347600,2022-09-16 17:00:00,DOCK/BTC,0.0000011098,0.0000011098,0.0000010838,0.000001087,124.922,0.0001361794341
1663344000,2022-09-16 16:00:00,DOCK/BTC,0.00000111,0.00000111,0.0000011,0.0000011098,2136.1957,0.0023608175996
1663340400,2022-09-16 15:00:00,DOCK/BTC,0.00000111,0.00000111,0.0000011001,0.0000011098,107.5329,0.00011835303301
1663336800,2022-09-16 14:00:00,DOCK/BTC,0.00000111,0.00000111,0.00000111,0.00000111,4.6009,0.000005106999
1663333200,2022-09-16 13:00:00,DOCK/BTC,0.0000011136,0.0000011136,0.0000011,0.0000011,108.3505,0.00011921724832
1663329600,2022-09-16 12:00:00,DOCK/BTC,0.0000011147,0.0000011147,0.0000011,0.0000011,8933.146,0.00994703336077
1663326000,2022-09-16 11:00:00,DOCK/BTC,0.0000011,0.0000011197,0.00000109,0.0000011112,12712.1837,0.01422400435709
1663322400,2022-09-16 10:00:00,DOCK/BTC,0.000001093,0.0000011134,0.00000109,0.0000011,7281.5797,0.00801908660206
