https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GTC,Volume BTC
1663459200,2022-09-18 00:00:00,GTC/BTC,0.00009829,0.00009842,0.00009795,0.00009795,1.1673,0.000114580462
1663455600,2022-09-17 23:00:00,GTC/BTC,0.00009801,0.0000983,0.00009801,0.0000983,0.4723,0.000046389419
1663452000,2022-09-17 22:00:00,GTC/BTC,0.00009785,0.00009785,0.00009734,0.00009734,0.7405,0.000072162125
1663448400,2022-09-17 21:00:00,GTC/BTC,0.0000973,0.0000973,0.0000973,0.0000973,0.2742,0.00002667966
1663444800,2022-09-17 20:00:00,GTC/BTC,0.00009721,0.00009721,0.00009721,0.00009721,0,0
1663441200,2022-09-17 19:00:00,GTC/BTC,0.00009721,0.00009721,0.00009721,0.00009721,16.5377,0.001607629817
1663437600,2022-09-17 18:00:00,GTC/BTC,0.00009808,0.00009808,0.0000979,0.0000979,1.2201,0.000119613138
1663434000,2022-09-17 17:00:00,GTC/BTC,0.00009806,0.00009806,0.00009806,0.00009806,0.7476,0.000073309656
1663430400,2022-09-17 16:00:00,GTC/BTC,0.0000981,0.0000981,0.0000981,0.0000981,0.322,0.0000315882
1663426800,2022-09-17 15:00:00,GTC/BTC,0.00009931,0.00009931,0.00009931,0.00009931,0.2039,0.000020249309
1663423200,2022-09-17 14:00:00,GTC/BTC,0.00009816,0.00009895,0.00009816,0.00009895,3.0944,0.000303907622
1663419600,2022-09-17 13:00:00,GTC/BTC,0.00009803,0.00009803,0.00009803,0.00009803,0.3825,0.000037496475
1663416000,2022-09-17 12:00:00,GTC/BTC,0.00009856,0.00009856,0.00009856,0.00009856,0,0
1663412400,2022-09-17 11:00:00,GTC/BTC,0.00009856,0.00009856,0.00009856,0.00009856,0,0
1663408800,2022-09-17 10:00:00,GTC/BTC,0.00009852,0.00009856,0.0000979,0.00009856,18.5225,0.001814976722
1663405200,2022-09-17 09:00:00,GTC/BTC,0.00009905,0.00009905,0.00009905,0.00009905,0.1498,0.00001483769
1663401600,2022-09-17 08:00:00,GTC/BTC,0.00009851,0.0000989,0.00009851,0.0000989,0.5986,0.000059147252
1663398000,2022-09-17 07:00:00,GTC/BTC,0.00009826,0.00009826,0.00009826,0.00009826,0,0
1663394400,2022-09-17 06:00:00,GTC/BTC,0.00009826,0.00009826,0.00009826,0.00009826,0.3106,0.000030519556
1663390800,2022-09-17 05:00:00,GTC/BTC,0.00009859,0.00009859,0.00009859,0.00009859,0,0
1663387200,2022-09-17 04:00:00,GTC/BTC,0.00009859,0.00009859,0.00009859,0.00009859,0.2134,0.000021039106
1663383600,2022-09-17 03:00:00,GTC/BTC,0.00009827,0.00009914,0.000098,0.00009914,0.5316,0.000052282902
1663380000,2022-09-17 02:00:00,GTC/BTC,0.00009776,0.00009903,0.00009776,0.00009903,1.594,0.000156295222
1663376400,2022-09-17 01:00:00,GTC/BTC,0.00009678,0.00009757,0.00009678,0.00009757,4.1113,0.000400959737
1663372800,2022-09-17 00:00:00,GTC/BTC,0.00009726,0.00009782,0.00009726,0.00009769,0.43,0.000041950989
1663369200,2022-09-16 23:00:00,GTC/BTC,0.00009721,0.00009721,0.00009721,0.00009721,0.1332,0.000012948372
1663365600,2022-09-16 22:00:00,GTC/BTC,0.00009695,0.00009695,0.00009695,0.00009695,35.3535,0.003427521825
1663362000,2022-09-16 21:00:00,GTC/BTC,0.00009737,0.00009737,0.00009737,0.00009737,0.1023,0.000009960951
1663358400,2022-09-16 20:00:00,GTC/BTC,0.00009621,0.00009653,0.00009621,0.00009653,2.7617,0.000265872297
1663354800,2022-09-16 19:00:00,GTC/BTC,0.00009696,0.00009696,0.00009696,0.00009696,0.1754,0.000017006784
1663351200,2022-09-16 18:00:00,GTC/BTC,0.00009591,0.00009591,0.00009591,0.00009591,0.7677,0.000073630107
1663347600,2022-09-16 17:00:00,GTC/BTC,0.00009573,0.00009621,0.00009573,0.00009621,0.6004,0.000057524724
1663344000,2022-09-16 16:00:00,GTC/BTC,0.00009635,0.00009635,0.00009547,0.0000963,23.5929,0.00225859357
1663340400,2022-09-16 15:00:00,GTC/BTC,0.0000964,0.00009721,0.0000964,0.00009641,1.9041,0.000184057593
1663336800,2022-09-16 14:00:00,GTC/BTC,0.0000968,0.0000968,0.00009671,0.00009671,1.4774,0.000142948267
1663333200,2022-09-16 13:00:00,GTC/BTC,0.0000966,0.00009675,0.0000966,0.00009675,0.3933,0.000038013255
1663329600,2022-09-16 12:00:00,GTC/BTC,0.00009661,0.00009661,0.00009661,0.00009661,0,0
