https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OM,Volume BTC
1663459200,2022-09-18 00:00:00,OM/BTC,0.00000225,0.000002251,0.000002234,0.000002234,734.6144,0.0016493369337
1663372800,2022-09-17 00:00:00,OM/BTC,0.000002186,0.00000255,0.000002165,0.00000224,558739.3203,1.3207093452875
1663286400,2022-09-16 00:00:00,OM/BTC,0.00000221,0.00000225,0.000002147,0.000002173,74330.6884,0.1638421292175
1663200000,2022-09-15 00:00:00,OM/BTC,0.000002282,0.00000229,0.00000221,0.00000223,43308.4187,0.0966377341864
1663113600,2022-09-14 00:00:00,OM/BTC,0.00000226,0.0000023,0.00000225,0.00000227,8252.1405,0.0188045244579
1663027200,2022-09-13 00:00:00,OM/BTC,0.000002173,0.000002293,0.000002154,0.00000227,33353.7873,0.0736213710698
1662940800,2022-09-12 00:00:00,OM/BTC,0.00000227,0.000002292,0.000002173,0.000002173,20638.822,0.0463844050389
1662854400,2022-09-11 00:00:00,OM/BTC,0.00000228,0.000002344,0.000002272,0.000002274,13052.2175,0.0299371870582
1662768000,2022-09-10 00:00:00,OM/BTC,0.0000023,0.000002314,0.000002255,0.00000227,9850.0741,0.0223863151579
1662681600,2022-09-09 00:00:00,OM/BTC,0.000002447,0.000002447,0.00000228,0.000002285,24526.3923,0.058136146632
1662595200,2022-09-08 00:00:00,OM/BTC,0.000002413,0.00000257,0.00000239,0.00000245,154403.785,0.3794196325545
1662508800,2022-09-07 00:00:00,OM/BTC,0.000002351,0.000002431,0.00000232,0.000002414,13202.7974,0.0313528031275
1662422400,2022-09-06 00:00:00,OM/BTC,0.000002387,0.00000242,0.000002339,0.000002356,18073.3987,0.0431030673533
1662336000,2022-09-05 00:00:00,OM/BTC,0.000002415,0.00000242,0.00000236,0.00000239,7533.7048,0.017908078169
1662249600,2022-09-04 00:00:00,OM/BTC,0.000002399,0.00000242,0.000002372,0.000002411,12448.4577,0.0298750215808
1662163200,2022-09-03 00:00:00,OM/BTC,0.00000237,0.0000024,0.00000236,0.0000024,21698.4686,0.05145289096
1662076800,2022-09-02 00:00:00,OM/BTC,0.000002373,0.0000024,0.00000236,0.00000238,7041.8165,0.0167497508198
1661990400,2022-09-01 00:00:00,OM/BTC,0.000002364,0.000002391,0.000002338,0.00000239,31172.4724,0.0741363877545
1661904000,2022-08-31 00:00:00,OM/BTC,0.00000237,0.00000242,0.00000235,0.00000237,41065.3445,0.0980933070875
1661817600,2022-08-30 00:00:00,OM/BTC,0.00000239,0.000002428,0.000002352,0.00000236,29717.8238,0.0709064880476
1661731200,2022-08-29 00:00:00,OM/BTC,0.000002376,0.00000239,0.00000232,0.000002372,25486.4045,0.0602429713064
1661644800,2022-08-28 00:00:00,OM/BTC,0.00000238,0.00000249,0.000002366,0.00000238,42936.1275,0.1036337578453
1661558400,2022-08-27 00:00:00,OM/BTC,0.000002323,0.000002377,0.000002296,0.000002377,99568.0006,0.2324037763007
1661472000,2022-08-26 00:00:00,OM/BTC,0.000002371,0.00000238,0.000002329,0.00000233,37235.9572,0.0874072644034
1661385600,2022-08-25 00:00:00,OM/BTC,0.00000237,0.00000242,0.000002366,0.000002366,21417.7999,0.0514462029079
1661299200,2022-08-24 00:00:00,OM/BTC,0.00000234,0.000002609,0.000002317,0.00000237,351497.1102,0.846732481348
1661212800,2022-08-23 00:00:00,OM/BTC,0.000002309,0.000002354,0.000002303,0.00000235,17372.3931,0.0403471571951
1661126400,2022-08-22 00:00:00,OM/BTC,0.000002351,0.000002353,0.000002256,0.000002317,59097.4422,0.1359207479367
1661040000,2022-08-21 00:00:00,OM/BTC,0.000002356,0.000002557,0.000002336,0.00000236,225709.245,0.5508221580172
1660953600,2022-08-20 00:00:00,OM/BTC,0.000002284,0.000002434,0.00000228,0.000002355,56684.9675,0.1332712756489
1660867200,2022-08-19 00:00:00,OM/BTC,0.000002341,0.000002341,0.00000223,0.000002288,94046.4905,0.2131906130937
1660780800,2022-08-18 00:00:00,OM/BTC,0.000002381,0.000002516,0.000002342,0.000002347,87945.5279,0.2126233184065
1660694400,2022-08-17 00:00:00,OM/BTC,0.00000236,0.000002469,0.00000234,0.000002383,167524.0593,0.4022237273922
1660608000,2022-08-16 00:00:00,OM/BTC,0.00000249,0.00000249,0.00000235,0.000002361,66615.3134,0.1617038878543
