https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume BRL,tradecount
1659139200000,2022-07-30 00:00:00,ETH/BRL,8965.05000000,9067.96000000,8735.00000000,8851.25000000,2827.06080000,25190106.96835000,12183
1659052800000,2022-07-29 00:00:00,ETH/BRL,8983.63000000,9185.86000000,8580.00000000,8964.34000000,4483.36190000,39954675.21890500,18492
1658966400000,2022-07-28 00:00:00,ETH/BRL,8618.74000000,9275.83000000,8432.00000000,8984.69000000,5787.76170000,50940943.10144700,23237
1658880000000,2022-07-27 00:00:00,ETH/BRL,7809.60000000,8655.22000000,7652.74000000,8620.08000000,4834.63170000,39286717.64037400,19745
1658793600000,2022-07-26 00:00:00,ETH/BRL,7772.95000000,7836.15000000,7291.86000000,7805.53000000,4459.27280000,33666512.46073800,17385
1658707200000,2022-07-25 00:00:00,ETH/BRL,8802.54000000,8863.40000000,7764.06000000,7779.65000000,5055.00230000,41813277.59438000,20748
1658620800000,2022-07-24 00:00:00,ETH/BRL,8554.29000000,9150.00000000,8534.67000000,8802.54000000,3441.22110000,30391733.42575800,14492
1658534400000,2022-07-23 00:00:00,ETH/BRL,8487.24000000,8810.95000000,8227.68000000,8553.87000000,2227.47770000,18904099.98772300,10185
1658448000000,2022-07-22 00:00:00,ETH/BRL,8674.54000000,9044.14000000,8391.91000000,8482.82000000,4243.70090000,37071049.96612400,17848
1658361600000,2022-07-21 00:00:00,ETH/BRL,8342.22000000,8849.99000000,8000.00000000,8672.24000000,3624.92460000,30513248.81088600,13061
1658275200000,2022-07-20 00:00:00,ETH/BRL,8378.55000000,8794.74000000,8170.02000000,8347.90000000,5463.17060000,46511955.36485400,22025
1658188800000,2022-07-19 00:00:00,ETH/BRL,8591.75000000,8850.00000000,8127.26000000,8378.55000000,6363.86670000,53604603.81546800,23104
1658102400000,2022-07-18 00:00:00,ETH/BRL,7266.95000000,8666.83000000,7251.69000000,8593.23000000,5543.49290000,44261796.21139600,21191
1658016000000,2022-07-17 00:00:00,ETH/BRL,7357.73000000,7523.63000000,7160.02000000,7258.73000000,3011.95030000,22086252.38435500,11901
1657929600000,2022-07-16 00:00:00,ETH/BRL,6684.86000000,8000.00000000,6476.47000000,7355.88000000,3703.85550000,26046152.63281900,14226
1657843200000,2022-07-15 00:00:00,ETH/BRL,6490.34000000,6970.00000000,6421.84000000,6688.12000000,3215.25890000,21396194.40260400,13089
1657756800000,2022-07-14 00:00:00,ETH/BRL,6045.44000000,6615.00000000,5816.94000000,6485.37000000,3410.16670000,21138006.98933800,12424
1657670400000,2022-07-13 00:00:00,ETH/BRL,5681.90000000,6060.00000000,5531.91000000,6050.00000000,3079.21890000,17790741.26856800,12087
1657584000000,2022-07-12 00:00:00,ETH/BRL,5926.65000000,5928.91000000,5650.00000000,5672.44000000,2347.33040000,13618578.54467200,10039
1657497600000,2022-07-11 00:00:00,ETH/BRL,6188.73000000,6223.29000000,5900.01000000,5920.71000000,1903.62640000,11616950.76066600,7928
1657411200000,2022-07-10 00:00:00,ETH/BRL,6449.78000000,6457.37000000,6107.00000000,6186.35000000,1043.78810000,6542098.22595200,4688
1657324800000,2022-07-09 00:00:00,ETH/BRL,6439.60000000,6532.74000000,6381.30000000,6453.07000000,976.19880000,6295084.39077400,4981
1657238400000,2022-07-08 00:00:00,ETH/BRL,6642.13000000,6834.37000000,6392.93000000,6445.34000000,3276.89030000,21581543.61255000,13161
1657152000000,2022-07-07 00:00:00,ETH/BRL,6441.34000000,6739.28000000,6316.29000000,6645.46000000,3577.29150000,23439209.29997000,13575
1657065600000,2022-07-06 00:00:00,ETH/BRL,6105.44000000,6540.00000000,5995.55000000,6441.99000000,2887.85250000,17907635.96005200,10518
1656979200000,2022-07-05 00:00:00,ETH/BRL,6140.40000000,6314.21000000,5825.72000000,6113.36000000,3013.12980000,18274417.47560400,11392
1656892800000,2022-07-04 00:00:00,ETH/BRL,5737.01000000,6194.17000000,5586.17000000,6140.90000000,2924.50120000,17276258.38130900,10202
1656806400000,2022-07-03 00:00:00,ETH/BRL,5692.21000000,5808.89000000,5565.62000000,5736.66000000,1371.09810000,7793408.03735600,5032
1656720000000,2022-07-02 00:00:00,ETH/BRL,5660.97000000,5755.70000000,5493.17000000,5687.92000000,1353.66340000,7618896.24005700,5301
1656633600000,2022-07-01 00:00:00,ETH/BRL,5655.62000000,5875.00000000,5445.82000000,5654.54000000,3960.19660000,22438316.63118000,11989
1656547200000,2022-06-30 00:00:00,ETH/BRL,5730.00000000,5820.00000000,5273.38000000,5652.50000000,3630.98790000,19820205.85659600,10647
1656460800000,2022-06-29 00:00:00,ETH/BRL,6034.03000000,6106.18000000,5696.96000000,5729.00000000,3061.19520000,17984569.55486800,8834
1656374400000,2022-06-28 00:00:00,ETH/BRL,6243.12000000,6459.73000000,6000.00000000,6032.02000000,2475.43610000,15417866.54053000,8181
1656288000000,2022-06-27 00:00:00,ETH/BRL,6300.00000000,6500.43000000,6168.44000000,6232.34000000,1882.33170000,11898590.85649200,6330
1656201600000,2022-06-26 00:00:00,ETH/BRL,6502.28000000,6692.01000000,6290.00000000,6302.18000000,2103.86360000,13649021.26223700,6409
1656115200000,2022-06-25 00:00:00,ETH/BRL,6427.21000000,6580.66000000,6206.63000000,6505.79000000,1766.56820000,11269483.30985900,6032
1656028800000,2022-06-24 00:00:00,ETH/BRL,6011.00000000,6530.29000000,5943.62000000,6419.49000000,3619.77890000,22713367.04990900,11581
1655942400000,2022-06-23 00:00:00,ETH/BRL,5485.50000000,6054.40000000,5455.41000000,6004.64000000,3207.82620000,18566096.52962300,10048
1655856000000,2022-06-22 00:00:00,ETH/BRL,5804.76000000,5817.36000000,5423.76000000,5475.13000000,3227.44740000,18161947.31226700,9400
1655769600000,2022-06-21 00:00:00,ETH/BRL,5839.64000000,6146.00000000,5750.00000000,5804.56000000,3433.45090000,20398435.27595700,9503
1655683200000,2022-06-20 00:00:00,ETH/BRL,5842.22000000,6020.48000000,5447.61000000,5839.35000000,4617.77290000,26528846.54191500,11522
1655596800000,2022-06-19 00:00:00,ETH/BRL,5164.86000000,5988.97000000,4854.55000000,5837.79000000,6707.43380000,36215376.35472600,15619
1655510400000,2022-06-18 00:00:00,ETH/BRL,5626.85000000,5677.06000000,4584.57000000,5158.14000000,8130.24254000,41183467.94566320,20979
1655424000000,2022-06-17 00:00:00,ETH/BRL,5483.46000000,5726.00000000,5401.74000000,5626.05000000,5409.96020000,30210452.41892100,13346
1655337600000,2022-06-16 00:00:00,ETH/BRL,6297.59000000,6399.97000000,5406.16000000,5485.83000000,8684.40460000,50822469.07874700,21475
1655251200000,2022-06-15 00:00:00,ETH/BRL,6249.27000000,6340.73000000,5260.51000000,6297.59000000,20040.96358000,115886762.24871400,48018
1655164800000,2022-06-14 00:00:00,ETH/BRL,6243.25000000,6526.37000000,5561.00000000,6250.00000000,15482.75250000,95076954.93408430,38539
1655078400000,2022-06-13 00:00:00,ETH/BRL,7251.07000000,7338.77000000,5967.09000000,6251.03000000,21295.73084000,136285666.77008910,57478
1654992000000,2022-06-12 00:00:00,ETH/BRL,7706.48000000,7791.31000000,7177.31000000,7245.93000000,4782.91967000,35664938.36560150,16829
1654905600000,2022-06-11 00:00:00,ETH/BRL,8332.94000000,8421.99000000,7543.00000000,7701.41000000,5021.83431000,39514324.87174080,18260
1654819200000,2022-06-10 00:00:00,ETH/BRL,8808.43000000,8895.45000000,8302.00000000,8329.16000000,4352.75740000,37278706.06974900,15904
1654732800000,2022-06-09 00:00:00,ETH/BRL,8824.84000000,9000.03000000,8742.53000000,8812.03000000,2239.72370000,19782816.91903800,9565
1654646400000,2022-06-08 00:00:00,ETH/BRL,8843.48000000,8957.03000000,8602.40000000,8816.32000000,3181.69240000,28037436.74922700,11953
1654560000000,2022-06-07 00:00:00,ETH/BRL,8955.02000000,9110.00000000,8342.65000000,8841.61000000,4734.44550000,41138884.59429500,17913
1654473600000,2022-06-06 00:00:00,ETH/BRL,8687.92000000,9197.57000000,8677.52000000,8953.31000000,2967.06200000,26726152.06472100,12731
1654387200000,2022-06-05 00:00:00,ETH/BRL,8693.30000000,8803.24000000,8533.11000000,8686.43000000,1145.53030000,9945267.69045500,5879
1654300800000,2022-06-04 00:00:00,ETH/BRL,8531.43000000,8748.72000000,8402.08000000,8687.73000000,1004.18730000,8579470.74212700,5725
1654214400000,2022-06-03 00:00:00,ETH/BRL,8829.50000000,8880.73000000,8386.56000000,8528.03000000,3058.39090000,26097241.92306500,11828
1654128000000,2022-06-02 00:00:00,ETH/BRL,8805.21000000,8917.22000000,8572.62000000,8825.47000000,2957.61240000,25898165.39131400,11202
1654041600000,2022-06-01 00:00:00,ETH/BRL,9259.47000000,9409.26000000,8540.77000000,8811.46000000,3306.57960000,29866181.78013900,13235
1653955200000,2022-05-31 00:00:00,ETH/BRL,9562.12000000,9640.31000000,9146.80000000,9256.43000000,3386.27860000,31705522.80714500,14508
1653868800000,2022-05-30 00:00:00,ETH/BRL,8647.24000000,9615.71000000,8600.00000000,9564.03000000,3634.61690000,33129735.55265200,14178
1653782400000,2022-05-29 00:00:00,ETH/BRL,8556.82000000,8705.00000000,8400.01000000,8643.18000000,1304.99960000,11175780.26986900,5955
1653696000000,2022-05-28 00:00:00,ETH/BRL,8239.38000000,8638.68000000,8201.89000000,8559.50000000,1814.29840000,15334506.45334800,7817
1653609600000,2022-05-27 00:00:00,ETH/BRL,8617.88000000,8731.14000000,8145.88000000,8227.58000000,4966.52780000,41891848.24722250,17990
1653523200000,2022-05-26 00:00:00,ETH/BRL,9417.59000000,9535.49000000,8430.63000000,8626.89000000,5052.03723000,45058729.12259520,18035
1653436800000,2022-05-25 00:00:00,ETH/BRL,9587.70000000,9770.23000000,9396.76000000,9422.91000000,2557.88320000,24405888.90781200,9378
1653350400000,2022-05-24 00:00:00,ETH/BRL,9580.05000000,9684.72000000,9225.45000000,9587.70000000,1708.88890000,16220423.90241300,8733
1653264000000,2022-05-23 00:00:00,ETH/BRL,10021.79000000,10210.45000000,9500.11000000,9577.03000000,2699.89790000,26730668.10057900,12937
1653177600000,2022-05-22 00:00:00,ETH/BRL,9719.33000000,10096.58000000,9675.28000000,10025.54000000,1346.49490000,13324210.47185700,7723
1653091200000,2022-05-21 00:00:00,ETH/BRL,9634.69000000,9790.65000000,9518.84000000,9720.31000000,841.99620000,8169003.42349100,5938
1653004800000,2022-05-20 00:00:00,ETH/BRL,10008.79000000,10225.43000000,9410.31000000,9617.80000000,2702.49610000,26388662.66048500,12511
1652918400000,2022-05-19 00:00:00,ETH/BRL,9587.25000000,10042.96000000,9523.21000000,10003.95000000,2070.59100000,20318952.73712000,7967
1652832000000,2022-05-18 00:00:00,ETH/BRL,10373.34000000,10471.90000000,9554.15000000,9587.25000000,2265.66560000,22482968.36104100,10508
1652745600000,2022-05-17 00:00:00,ETH/BRL,10300.94000000,10663.88000000,10033.26000000,10384.28000000,1985.32940000,20540183.09592700,8457
1652659200000,2022-05-16 00:00:00,ETH/BRL,10944.02000000,10944.02000000,10107.89000000,10293.34000000,3007.33110000,31126510.37159200,10848
1652572800000,2022-05-15 00:00:00,ETH/BRL,10503.42000000,11073.33000000,10229.49000000,10952.00000000,1471.67050000,15660424.93361400,6818
1652486400000,2022-05-14 00:00:00,ETH/BRL,10245.57000000,10557.69000000,10000.00000000,10501.87000000,2191.72490000,22548232.09563000,9638
1652400000000,2022-05-13 00:00:00,ETH/BRL,10153.64000000,11084.08000000,10038.67000000,10245.57000000,5150.24790000,54975076.02615700,22333
1652313600000,2022-05-12 00:00:00,ETH/BRL,10802.20000000,11372.16000000,8904.00000000,10140.60000000,11444.99882000,114636779.14246580,47354
1652227200000,2022-05-11 00:00:00,ETH/BRL,12135.96000000,12668.31000000,10401.08000000,10807.36000000,8455.23483000,98820287.76170100,34398
1652140800000,2022-05-10 00:00:00,ETH/BRL,11612.87000000,12709.29000000,11482.26000000,12142.05000000,4649.24245000,56769543.44692600,21941
1652054400000,2022-05-09 00:00:00,ETH/BRL,12918.05000000,12966.75000000,11554.68000000,11625.45000000,5748.77130000,69995083.62881500,24659
1651968000000,2022-05-08 00:00:00,ETH/BRL,13498.65000000,13527.10000000,12768.06000000,12906.33000000,2322.46630000,30315304.41144300,12165
1651881600000,2022-05-07 00:00:00,ETH/BRL,13776.18000000,13834.73000000,13267.19000000,13501.85000000,1316.05600000,17949513.93427400,8100
1651795200000,2022-05-06 00:00:00,ETH/BRL,13909.95000000,13946.82000000,13500.00000000,13765.17000000,2946.74360000,40406986.70941400,15008
1651708800000,2022-05-05 00:00:00,ETH/BRL,14508.66000000,14619.99000000,13607.74000000,13905.69000000,3411.66350000,47967485.46183000,16768
1651622400000,2022-05-04 00:00:00,ETH/BRL,13883.87000000,14650.01000000,13838.02000000,14510.12000000,3167.12630000,45436978.72533100,13458
1651536000000,2022-05-03 00:00:00,ETH/BRL,14507.08000000,14529.45000000,13783.05000000,13883.43000000,2608.30400000,36828269.16730400,12873
1651449600000,2022-05-02 00:00:00,ETH/BRL,14136.93000000,14646.49000000,13951.64000000,14500.34000000,2689.26850000,38351100.12620800,13252
1651363200000,2022-05-01 00:00:00,ETH/BRL,13689.18000000,14252.47000000,13657.87000000,14142.49000000,1606.15070000,22377417.26979600,8734
1651276800000,2022-04-30 00:00:00,ETH/BRL,14076.06000000,14201.38000000,13640.86000000,13687.73000000,1543.87530000,21585898.12909900,8510
1651190400000,2022-04-29 00:00:00,ETH/BRL,14602.71000000,14646.79000000,13850.00000000,14076.06000000,2675.66170000,37881335.96732200,12913
1651104000000,2022-04-28 00:00:00,ETH/BRL,14410.00000000,14816.24000000,14307.00000000,14600.17000000,3226.26650000,46985123.06105600,14532
1651017600000,2022-04-27 00:00:00,ETH/BRL,14120.59000000,14650.56000000,14075.01000000,14418.75000000,2463.86130000,35468421.97107600,12171
1650931200000,2022-04-26 00:00:00,ETH/BRL,14723.24000000,14849.75000000,13945.16000000,14129.45000000,3075.96010000,44462916.95235900,15729
1650844800000,2022-04-25 00:00:00,ETH/BRL,14116.88000000,14808.75000000,13559.00000000,14715.20000000,3553.85380000,50335577.75020400,16146
1650758400000,2022-04-24 00:00:00,ETH/BRL,14173.42000000,14331.90000000,14080.34000000,14120.28000000,1061.96100000,15086635.50458900,5914
1650672000000,2022-04-23 00:00:00,ETH/BRL,14298.70000000,14388.40000000,14075.10000000,14174.91000000,1097.78270000,15681338.08811100,6338
1650585600000,2022-04-22 00:00:00,ETH/BRL,13913.38000000,14449.93000000,13846.66000000,14294.31000000,2969.07190000,42090501.04977900,12810
1650499200000,2022-04-21 00:00:00,ETH/BRL,14328.22000000,14798.51000000,13744.23000000,13909.92000000,2140.07190000,30716494.39401100,10749
1650412800000,2022-04-20 00:00:00,ETH/BRL,14570.66000000,14880.00000000,14118.17000000,14331.97000000,2197.55340000,31761409.58240900,12500
1650326400000,2022-04-19 00:00:00,ETH/BRL,14313.77000000,14700.00000000,14173.87000000,14575.78000000,1972.54910000,28527118.47997900,11167
1650240000000,2022-04-18 00:00:00,ETH/BRL,14181.08000000,14380.81000000,13641.08000000,14312.76000000,2423.62800000,33785262.54095900,12859
1650153600000,2022-04-17 00:00:00,ETH/BRL,14511.64000000,14600.02000000,14155.41000000,14189.81000000,1016.65860000,14677058.91027600,6082
1650067200000,2022-04-16 00:00:00,ETH/BRL,14430.08000000,14630.84000000,14274.29000000,14506.35000000,639.88350000,9226296.84450900,4988
1649980800000,2022-04-15 00:00:00,ETH/BRL,14315.25000000,14497.00000000,14201.03000000,14421.68000000,845.59950000,12135695.12370800,5799
1649894400000,2022-04-14 00:00:00,ETH/BRL,14747.60000000,14844.21000000,14069.05000000,14320.87000000,1859.19780000,26861922.06635700,10359
1649808000000,2022-04-13 00:00:00,ETH/BRL,14277.62000000,14780.00000000,14095.00000000,14740.01000000,2343.54430000,33900486.32552400,11663
1649721600000,2022-04-12 00:00:00,ETH/BRL,14125.55000000,14521.60000000,13983.94000000,14277.63000000,2879.31650000,41011643.91532900,14089
1649635200000,2022-04-11 00:00:00,ETH/BRL,15195.52000000,15236.75000000,13979.19000000,14132.94000000,3273.42110000,47252634.38493300,18654
1649548800000,2022-04-10 00:00:00,ETH/BRL,15472.09000000,15698.91000000,15160.75000000,15195.39000000,956.03670000,14774624.89367300,7251
1649462400000,2022-04-09 00:00:00,ETH/BRL,15151.36000000,15510.66000000,15100.00000000,15469.90000000,963.72600000,14715486.95639200,7203
1649376000000,2022-04-08 00:00:00,ETH/BRL,15466.05000000,15868.43000000,15059.01000000,15139.50000000,2191.34670000,33975369.39175100,10810
1649289600000,2022-04-07 00:00:00,ETH/BRL,15063.29000000,15596.99000000,14962.12000000,15483.17000000,1843.04810000,28250012.90334900,10624
1649203200000,2022-04-06 00:00:00,ETH/BRL,15972.23000000,15972.23000000,15032.20000000,15075.40000000,3431.14780000,53013841.49202900,16627
1649116800000,2022-04-05 00:00:00,ETH/BRL,16317.65000000,16485.00000000,15931.01000000,15965.25000000,2021.27450000,32803623.48087700,11162
1649030400000,2022-04-04 00:00:00,ETH/BRL,16563.69000000,16566.18000000,15878.80000000,16322.90000000,2545.81430000,41235824.17536000,11494
1648944000000,2022-04-03 00:00:00,ETH/BRL,16206.01000000,16814.14000000,16054.45000000,16549.83000000,1470.02770000,24167792.22925600,8082
1648857600000,2022-04-02 00:00:00,ETH/BRL,16271.24000000,16592.35000000,16151.85000000,16198.02000000,1819.75310000,29771537.50222800,8922
1648771200000,2022-04-01 00:00:00,ETH/BRL,15702.75000000,16459.00000000,15347.52000000,16275.08000000,2847.05200000,45437131.39986600,16925
1648684800000,2022-03-31 00:00:00,ETH/BRL,16272.48000000,16552.51000000,15561.99000000,15702.75000000,2519.98550000,40233023.09749000,14283
1648598400000,2022-03-30 00:00:00,ETH/BRL,16319.31000000,16564.99000000,15989.91000000,16299.96000000,1507.97080000,24508215.18222900,9641
1648512000000,2022-03-29 00:00:00,ETH/BRL,15956.28000000,16632.01000000,15953.37000000,16313.22000000,2248.48260000,36760842.13170300,11486
1648425600000,2022-03-28 00:00:00,ETH/BRL,15690.45000000,16446.50000000,15579.99000000,15972.59000000,2622.92840000,42213469.31683000,14617
1648339200000,2022-03-27 00:00:00,ETH/BRL,15049.43000000,15815.97000000,14965.46000000,15695.00000000,1304.83720000,20043352.70955000,7283
1648252800000,2022-03-26 00:00:00,ETH/BRL,14855.80000000,15080.24000000,14770.12000000,15051.00000000,700.31410000,10460485.06362100,4893
1648166400000,2022-03-25 00:00:00,ETH/BRL,15054.25000000,15408.94000000,14770.14000000,14852.25000000,1872.60610000,28213622.45165400,9918
1648080000000,2022-03-24 00:00:00,ETH/BRL,14767.39000000,15199.76000000,14558.04000000,15065.00000000,2386.27870000,35621109.63341600,10775
1647993600000,2022-03-23 00:00:00,ETH/BRL,14699.37000000,14877.13000000,14391.07000000,14757.72000000,1465.60020000,21410870.94008000,8280
1647907200000,2022-03-22 00:00:00,ETH/BRL,14374.00000000,15091.15000000,14348.00000000,14683.69000000,2975.44070000,44041582.54605400,11574
1647820800000,2022-03-21 00:00:00,ETH/BRL,14469.52000000,14774.04000000,14309.81000000,14374.00000000,2303.25640000,33524910.90739300,9423
1647734400000,2022-03-20 00:00:00,ETH/BRL,14915.56000000,14968.15000000,14221.76000000,14452.89000000,992.61360000,14452700.93482700,5719
1647648000000,2022-03-19 00:00:00,ETH/BRL,14822.70000000,15086.19000000,14617.72000000,14910.01000000,1174.10720000,17498619.27414700,6998
1647561600000,2022-03-18 00:00:00,ETH/BRL,14218.46000000,15020.44000000,13984.50000000,14825.00000000,2003.86280000,29094649.96647900,10537
1647475200000,2022-03-17 00:00:00,ETH/BRL,14112.78000000,14509.97000000,13973.71000000,14220.17000000,1703.50240000,24227856.63702000,8733
1647388800000,2022-03-16 00:00:00,ETH/BRL,13469.99000000,14215.90000000,13356.13000000,14113.89000000,2722.14260000,37608404.29807500,11607
1647302400000,2022-03-15 00:00:00,ETH/BRL,13242.58000000,13729.69000000,12862.36000000,13471.36000000,2212.88910000,29405348.87780500,9668
1647216000000,2022-03-14 00:00:00,ETH/BRL,12847.47000000,13283.28000000,12762.84000000,13241.06000000,1688.93360000,22074694.80607900,7566
