https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume BTC
1663459200,2022-09-18 00:00:00,LTC/BTC,0.002876,0.002876,0.002849,0.002849,44.133784,0.126322007346
1663372800,2022-09-17 00:00:00,LTC/BTC,0.002825,0.002911,0.002806,0.002877,2593.40121266,7.44451661541738
1663286400,2022-09-16 00:00:00,LTC/BTC,0.002856,0.002883,0.002792,0.002827,1821.8784219,5.15236665238912
1663200000,2022-09-15 00:00:00,LTC/BTC,0.002974,0.002994,0.002844,0.002859,3445.9019612,10.07502705159109
1663113600,2022-09-14 00:00:00,LTC/BTC,0.002921,0.003013,0.002881,0.002975,3257.48083059,9.61861820631259
1663027200,2022-09-13 00:00:00,LTC/BTC,0.002739,0.00304,0.002718,0.002928,10155.31478829,29.72366206893632
1662940800,2022-09-12 00:00:00,LTC/BTC,0.002851,0.002859,0.00272,0.002741,3797.91535148,10.52771729679269
1662854400,2022-09-11 00:00:00,LTC/BTC,0.002924,0.002994,0.00285,0.00285,3271.33707618,9.48593677985349
1662768000,2022-09-10 00:00:00,LTC/BTC,0.002864,0.003038,0.002848,0.002924,4540.01141392,13.39362770220216
1662681600,2022-09-09 00:00:00,LTC/BTC,0.003,0.003031,0.002844,0.002862,3965.82255976,11.57882034170156
1662595200,2022-09-08 00:00:00,LTC/BTC,0.002971,0.00302,0.002793,0.003001,9279.04382846,27.38368807897831
1662508800,2022-09-07 00:00:00,LTC/BTC,0.00288,0.00301,0.002845,0.002974,4411.85302557,12.90119170616542
1662422400,2022-09-06 00:00:00,LTC/BTC,0.003056,0.00312,0.002873,0.00288,5509.11035522,16.40517623017968
1662336000,2022-09-05 00:00:00,LTC/BTC,0.003042,0.003089,0.00301,0.003048,2715.36303636,8.25521191906467
1662249600,2022-09-04 00:00:00,LTC/BTC,0.00303,0.00306,0.002975,0.003045,4812.53182573,14.49525163365775
1662163200,2022-09-03 00:00:00,LTC/BTC,0.003054,0.003117,0.003005,0.003032,3139.49725642,9.60939210022079
1662076800,2022-09-02 00:00:00,LTC/BTC,0.002859,0.003121,0.002826,0.003054,6162.22058702,18.44917455602471
1661990400,2022-09-01 00:00:00,LTC/BTC,0.002684,0.002889,0.00267,0.002858,4195.36318991,11.70014756573986
1661904000,2022-08-31 00:00:00,LTC/BTC,0.002679,0.002742,0.002659,0.002684,3061.95086999,8.24707152663587
1661817600,2022-08-30 00:00:00,LTC/BTC,0.002749,0.002749,0.002648,0.002676,2942.85241041,7.92305973835802
