https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume XLM
1663203600000,2022-09-15 01:00:00,XLM/BTC,5.17e-06,5.18e-06,5.16e-06,5.16e-06,0.08253722874930719,15995.58696692
1663200000000,2022-09-15 00:00:00,XLM/BTC,5.19e-06,5.21e-06,5.14e-06,5.16e-06,0.054130607889076796,10490.42788548
1663196400000,2022-09-14 23:00:00,XLM/BTC,5.2e-06,5.2e-06,5.18e-06,5.2e-06,0.100493869034728,19325.74404514
1663192800000,2022-09-14 22:00:00,XLM/BTC,5.2e-06,5.21e-06,5.18e-06,5.19e-06,0.1507923124471053,29054.39546187
1663189200000,2022-09-14 21:00:00,XLM/BTC,5.22e-06,5.23e-06,5.2e-06,5.21e-06,0.2301404919080943,44172.83913783
1663185600000,2022-09-14 20:00:00,XLM/BTC,5.23e-06,5.24e-06,5.23e-06,5.23e-06,0.0006866343771786,131.28764382
1663182000000,2022-09-14 19:00:00,XLM/BTC,5.22e-06,5.24e-06,5.22e-06,5.22e-06,0.0007298525319461999,139.81849271
1663178400000,2022-09-14 18:00:00,XLM/BTC,5.18e-06,5.26e-06,5.18e-06,5.26e-06,0.018904452379830797,3594.00235358
1663174800000,2022-09-14 17:00:00,XLM/BTC,5.17e-06,5.18e-06,5.16e-06,5.18e-06,0.0397579217751128,7675.27447396
1663171200000,2022-09-14 16:00:00,XLM/BTC,5.16e-06,5.16e-06,5.15e-06,5.16e-06,0.0094749321465288,1836.22716018
1663167600000,2022-09-14 15:00:00,XLM/BTC,5.17e-06,5.17e-06,5.14e-06,5.15e-06,0.013583336334421499,2637.54103581
1663164000000,2022-09-14 14:00:00,XLM/BTC,5.16e-06,5.16e-06,5.15e-06,5.16e-06,0.039069133772964,7571.5375529
1663160400000,2022-09-14 13:00:00,XLM/BTC,5.15e-06,5.15e-06,5.13e-06,5.15e-06,0.18886030190683198,36671.90328288
1663156800000,2022-09-14 12:00:00,XLM/BTC,5.16e-06,5.17e-06,5.14e-06,5.15e-06,0.24591725934324798,47750.92414432
1663153200000,2022-09-14 11:00:00,XLM/BTC,5.14e-06,5.17e-06,5.13e-06,5.17e-06,0.0006997974248968999,135.35733557
1663149600000,2022-09-14 10:00:00,XLM/BTC,5.13e-06,5.14e-06,5.13e-06,5.13e-06,0.013492443605939099,2630.10596607
1663146000000,2022-09-14 09:00:00,XLM/BTC,5.13e-06,5.15e-06,5.12e-06,5.14e-06,0.052180422109585,10151.83309525
1663142400000,2022-09-14 08:00:00,XLM/BTC,5.15e-06,5.15e-06,5.13e-06,5.13e-06,0.2690472714364485,52445.86187845
1663138800000,2022-09-14 07:00:00,XLM/BTC,5.15e-06,5.17e-06,5.14e-06,5.14e-06,0.0090441572453474,1759.56366641
1663135200000,2022-09-14 06:00:00,XLM/BTC,5.16e-06,5.18e-06,5.14e-06,5.14e-06,0.014794237802195001,2878.2563817500004
1663131600000,2022-09-14 05:00:00,XLM/BTC,5.15e-06,5.17e-06,5.15e-06,5.16e-06,0.0030735296962968,595.64528998
1663128000000,2022-09-14 04:00:00,XLM/BTC,5.13e-06,5.16e-06,5.12e-06,5.16e-06,0.00083584441245,161.98535125
1663124400000,2022-09-14 03:00:00,XLM/BTC,5.15e-06,5.15e-06,5.13e-06,5.15e-06,0.0009317156175849999,180.9156539
1663120800000,2022-09-14 02:00:00,XLM/BTC,5.16e-06,5.17e-06,5.13e-06,5.13e-06,0.1476877923592344,28789.04334488
1663117200000,2022-09-14 01:00:00,XLM/BTC,5.2e-06,5.2e-06,5.16e-06,5.16e-06,0.1743232049169492,33783.56684437
1663113600000,2022-09-14 00:00:00,XLM/BTC,5.17e-06,5.21e-06,5.17e-06,5.21e-06,0.2123602686480135,40760.12833935
1663110000000,2022-09-13 23:00:00,XLM/BTC,5.17e-06,5.19e-06,5.17e-06,5.18e-06,0.23632057342169221,45621.73232079
1663106400000,2022-09-13 22:00:00,XLM/BTC,5.21e-06,5.21e-06,5.18e-06,5.18e-06,0.0520001202900116,10038.63326062
1663102800000,2022-09-13 21:00:00,XLM/BTC,5.22e-06,5.26e-06,5.22e-06,5.26e-06,0.1707140669965258,32455.14581683
1663099200000,2022-09-13 20:00:00,XLM/BTC,5.23e-06,5.24e-06,5.21e-06,5.21e-06,0.1963167720665401,37680.76239281
1663095600000,2022-09-13 19:00:00,XLM/BTC,5.19e-06,5.23e-06,5.19e-06,5.22e-06,0.486978496844292,93290.8997786
1663092000000,2022-09-13 18:00:00,XLM/BTC,5.16e-06,5.21e-06,5.13e-06,5.19e-06,0.21643828106330612,41702.94432819
1663088400000,2022-09-13 17:00:00,XLM/BTC,5.16e-06,5.17e-06,5.14e-06,5.15e-06,0.16142961149702348,31345.55563049
1663084800000,2022-09-13 16:00:00,XLM/BTC,5.16e-06,5.17e-06,5.15e-06,5.17e-06,0.2236867360366859,43266.29323727
1663081200000,2022-09-13 15:00:00,XLM/BTC,5.11e-06,5.17e-06,5.09e-06,5.17e-06,0.2803252374467138,54221.51594714
1663077600000,2022-09-13 14:00:00,XLM/BTC,5.09e-06,5.12e-06,5.08e-06,5.12e-06,0.2273479512313856,44403.896724879996
1663074000000,2022-09-13 13:00:00,XLM/BTC,5.05e-06,5.08e-06,5.03e-06,5.08e-06,0.3200716233930396,63006.22507737
1663070400000,2022-09-13 12:00:00,XLM/BTC,5.02e-06,5.11e-06,4.99e-06,5.07e-06,0.2623311312726897,51741.840487710004
1663066800000,2022-09-13 11:00:00,XLM/BTC,5.03e-06,5.03e-06,5.01e-06,5.03e-06,0.0532188494363496,10580.28815832
1663063200000,2022-09-13 10:00:00,XLM/BTC,5.02e-06,5.03e-06,5e-06,5.02e-06,0.0581009742960934,11573.89926217
1663059600000,2022-09-13 09:00:00,XLM/BTC,5.08e-06,5.08e-06,5.02e-06,5.02e-06,0.09336112101533159,18597.832871579998
1663056000000,2022-09-13 08:00:00,XLM/BTC,5.11e-06,5.12e-06,5.08e-06,5.09e-06,0.032884976897786904,6460.70273041
1663052400000,2022-09-13 07:00:00,XLM/BTC,5.04e-06,5.1e-06,5.04e-06,5.1e-06,0.024559823929539,4815.65175089
1663048800000,2022-09-13 06:00:00,XLM/BTC,5.03e-06,5.05e-06,5.02e-06,5.04e-06,0.1062388066446504,21079.12830251
1663045200000,2022-09-13 05:00:00,XLM/BTC,5.06e-06,5.07e-06,5.02e-06,5.02e-06,0.06502443205052301,12953.07411365
1663041600000,2022-09-13 04:00:00,XLM/BTC,5.09e-06,5.09e-06,5.06e-06,5.07e-06,0.0908702281594458,17923.121924940002
1663038000000,2022-09-13 03:00:00,XLM/BTC,5.07e-06,5.08e-06,5.06e-06,5.07e-06,0.012624656175865499,2490.07025165
1663034400000,2022-09-13 02:00:00,XLM/BTC,5.06e-06,5.09e-06,5.06e-06,5.07e-06,0.0801090459544479,15800.60077997
1663030800000,2022-09-13 01:00:00,XLM/BTC,5.05e-06,5.05e-06,5.04e-06,5.05e-06,0.071364763319444,14131.63630088
1663027200000,2022-09-13 00:00:00,XLM/BTC,5.08e-06,5.08e-06,5.05e-06,5.06e-06,0.1463321555965544,28919.39833924
1663023600000,2022-09-12 23:00:00,XLM/BTC,5.09e-06,5.1e-06,5.07e-06,5.09e-06,0.0163692760724271,3215.96779419
1663020000000,2022-09-12 22:00:00,XLM/BTC,5.09e-06,5.1e-06,5.09e-06,5.1e-06,0.016214470711362002,3179.30798262
1663016400000,2022-09-12 21:00:00,XLM/BTC,5.11e-06,5.11e-06,5.09e-06,5.1e-06,0.012392140908417,2429.83155067
1663012800000,2022-09-12 20:00:00,XLM/BTC,5.1e-06,5.11e-06,5.09e-06,5.11e-06,0.010963663858300299,2145.53108773
1663009200000,2022-09-12 19:00:00,XLM/BTC,5.1e-06,5.1e-06,5.08e-06,5.09e-06,0.047960113022678705,9422.41906143
1663005600000,2022-09-12 18:00:00,XLM/BTC,5.12e-06,5.12e-06,5.1e-06,5.1e-06,0.010822368008025001,2122.03294275
1663002000000,2022-09-12 17:00:00,XLM/BTC,5.11e-06,5.11e-06,5.09e-06,5.1e-06,0.088142384201721,17282.82043171
1662998400000,2022-09-12 16:00:00,XLM/BTC,5.11e-06,5.11e-06,5.07e-06,5.11e-06,0.1113580182569554,21792.17578414
1662994800000,2022-09-12 15:00:00,XLM/BTC,5.15e-06,5.15e-06,5.12e-06,5.14e-06,0.13031653306268662,25353.411101690002
1662991200000,2022-09-12 14:00:00,XLM/BTC,5.17e-06,5.17e-06,5.13e-06,5.15e-06,0.0608089769919425,11807.56834795
1662987600000,2022-09-12 13:00:00,XLM/BTC,5.17e-06,5.19e-06,5.15e-06,5.16e-06,0.0176622303056388,3422.91284993
1662984000000,2022-09-12 12:00:00,XLM/BTC,5.18e-06,5.18e-06,5.15e-06,5.16e-06,0.0966448614827892,18729.62431837
1662980400000,2022-09-12 11:00:00,XLM/BTC,5.24e-06,5.24e-06,5.16e-06,5.17e-06,0.024569509265301,4752.3228753
1662976800000,2022-09-12 10:00:00,XLM/BTC,5.22e-06,5.25e-06,5.22e-06,5.23e-06,0.16482449348944309,31515.19951997
1662973200000,2022-09-12 09:00:00,XLM/BTC,5.22e-06,5.23e-06,5.22e-06,5.23e-06,0.14173473371362,27100.331494
1662969600000,2022-09-12 08:00:00,XLM/BTC,5.19e-06,5.22e-06,5.18e-06,5.22e-06,0.15860804740599418,30384.68341111
1662966000000,2022-09-12 07:00:00,XLM/BTC,5.27e-06,5.27e-06,5.2e-06,5.2e-06,0.136669433653012,26282.58339481
1662962400000,2022-09-12 06:00:00,XLM/BTC,5.29e-06,5.29e-06,5.27e-06,5.28e-06,0.0007508232683952,142.20137659
1662958800000,2022-09-12 05:00:00,XLM/BTC,5.28e-06,5.29e-06,5.27e-06,5.29e-06,0.0008254893946166,156.04714454
1662955200000,2022-09-12 04:00:00,XLM/BTC,5.28e-06,5.29e-06,5.26e-06,5.28e-06,0.0369280218722448,6993.94353641
1662951600000,2022-09-12 03:00:00,XLM/BTC,5.26e-06,5.27e-06,5.24e-06,5.26e-06,0.0128787582825782,2448.43313357
1662948000000,2022-09-12 02:00:00,XLM/BTC,5.25e-06,5.28e-06,5.24e-06,5.28e-06,0.0033410857394112004,632.78139004
1662944400000,2022-09-12 01:00:00,XLM/BTC,5.24e-06,5.25e-06,5.2e-06,5.24e-06,0.0625258413085828,11932.41246347
1662940800000,2022-09-12 00:00:00,XLM/BTC,5.24e-06,5.25e-06,5.23e-06,5.23e-06,0.0845391415786428,16164.27181236
1662937200000,2022-09-11 23:00:00,XLM/BTC,5.26e-06,5.26e-06,5.24e-06,5.25e-06,0.0167414469258225,3188.84703349
1662933600000,2022-09-11 22:00:00,XLM/BTC,5.25e-06,5.29e-06,5.25e-06,5.27e-06,0.10828982313229582,20548.35353554
1662930000000,2022-09-11 21:00:00,XLM/BTC,5.27e-06,5.28e-06,5.24e-06,5.25e-06,0.1499537460066975,28562.61828699
1662926400000,2022-09-11 20:00:00,XLM/BTC,5.25e-06,5.28e-06,5.25e-06,5.28e-06,0.0497819376982752,9428.39729134
1662922800000,2022-09-11 19:00:00,XLM/BTC,5.26e-06,5.26e-06,5.25e-06,5.26e-06,0.1425253382798432,27096.07191632
1662919200000,2022-09-11 18:00:00,XLM/BTC,5.27e-06,5.28e-06,5.25e-06,5.26e-06,0.065527122333463,12457.62782005
1662915600000,2022-09-11 17:00:00,XLM/BTC,5.3e-06,5.3e-06,5.27e-06,5.27e-06,0.08411689465885891,15961.46008707
1662912000000,2022-09-11 16:00:00,XLM/BTC,5.28e-06,5.3e-06,5.28e-06,5.3e-06,0.09037029741768099,17050.99951277
1662908400000,2022-09-11 15:00:00,XLM/BTC,5.29e-06,5.3e-06,5.25e-06,5.27e-06,0.069505935459889,13188.9820607
1662904800000,2022-09-11 14:00:00,XLM/BTC,5.3e-06,5.31e-06,5.29e-06,5.3e-06,0.033492519664688004,6319.34333296
1662901200000,2022-09-11 13:00:00,XLM/BTC,5.32e-06,5.33e-06,5.3e-06,5.31e-06,0.0120613215697497,2271.43532387
1662897600000,2022-09-11 12:00:00,XLM/BTC,5.34e-06,5.34e-06,5.33e-06,5.33e-06,0.016797400815435497,3151.48232935
1662894000000,2022-09-11 11:00:00,XLM/BTC,5.32e-06,5.33e-06,5.32e-06,5.33e-06,0.0167618378339061,3144.8101001699997
1662890400000,2022-09-11 10:00:00,XLM/BTC,5.29e-06,5.31e-06,5.29e-06,5.31e-06,0.1395759173268024,26285.48348904
1662886800000,2022-09-11 09:00:00,XLM/BTC,5.3e-06,5.3e-06,5.28e-06,5.3e-06,0.000633050386972,119.44346924
1662883200000,2022-09-11 08:00:00,XLM/BTC,5.29e-06,5.31e-06,5.29e-06,5.29e-06,0.0453879051834861,8579.94426909
1662879600000,2022-09-11 07:00:00,XLM/BTC,5.29e-06,5.3e-06,5.28e-06,5.3e-06,0.021367217849068,4031.55053756
1662876000000,2022-09-11 06:00:00,XLM/BTC,5.3e-06,5.31e-06,5.28e-06,5.3e-06,0.10312031430550302,19456.66307651
1662872400000,2022-09-11 05:00:00,XLM/BTC,5.31e-06,5.31e-06,5.29e-06,5.3e-06,0.040734093626893,7685.67804281
1662868800000,2022-09-11 04:00:00,XLM/BTC,5.31e-06,5.31e-06,5.3e-06,5.3e-06,0.029005378548663,5472.71293371
1662865200000,2022-09-11 03:00:00,XLM/BTC,5.32e-06,5.33e-06,5.31e-06,5.31e-06,0.1066344362500716,20081.81473636
1662861600000,2022-09-11 02:00:00,XLM/BTC,5.34e-06,5.34e-06,5.32e-06,5.32e-06,0.0410797093949032,7721.74988626
1662858000000,2022-09-11 01:00:00,XLM/BTC,5.38e-06,5.39e-06,5.34e-06,5.35e-06,0.05348994173255349,9998.11995001
1662854400000,2022-09-11 00:00:00,XLM/BTC,5.3e-06,5.36e-06,5.3e-06,5.36e-06,0.0949301907721424,17710.85648734
1662850800000,2022-09-10 23:00:00,XLM/BTC,5.3e-06,5.32e-06,5.28e-06,5.28e-06,0.024929476220932806,4721.4917085100005
1662847200000,2022-09-10 22:00:00,XLM/BTC,5.31e-06,5.32e-06,5.29e-06,5.3e-06,0.027332752843612,5157.12317804
1662843600000,2022-09-10 21:00:00,XLM/BTC,5.34e-06,5.37e-06,5.31e-06,5.32e-06,0.0089976694354764,1691.29124727
