https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETHBULL,Volume USDT
1663545600000.0,2022-09-19 00:00:00,ETHBULL/USDT,4.689,4.73,4.662,4.668,1101.7107455012851,5142.78576
1663459200000.0,2022-09-18 00:00:00,ETHBULL/USDT,6.42,6.44,4.58,4.689,103382.84394327148,484762.15525
1663372800000.0,2022-09-17 00:00:00,ETHBULL/USDT,5.9625,6.485,5.6925,6.42,24441.45684190031,156914.152925
1663286400000.0,2022-09-16 00:00:00,ETHBULL/USDT,6.4425,6.615,5.6225,5.9625,81167.1249769392,483958.982675
1663200000000.0,2022-09-15 00:00:00,ETHBULL/USDT,8.915,9.425,6.25,6.4425,155960.8931315483,1004778.054
1663113600000.0,2022-09-14 00:00:00,ETHBULL/USDT,7.9525,9.1025,7.6475,8.915,66277.44469153113,590863.419425
1663027200000.0,2022-09-13 00:00:00,ETHBULL/USDT,10.6,11.4,7.7775,7.9525,85852.20137378183,682739.631425
1662940800000.0,2022-09-12 00:00:00,ETHBULL/USDT,11.545,11.89,10.185,10.6,30167.310058962266,319773.486625
1662854400000.0,2022-09-11 00:00:00,ETHBULL/USDT,11.75,12.0,10.565,11.545,14441.749008228671,166729.9923
1662768000000.0,2022-09-10 00:00:00,ETHBULL/USDT,10.66,12.015,10.48,11.75,30996.338289361698,364206.9749
1662681600000.0,2022-09-09 00:00:00,ETHBULL/USDT,9.2425,11.085,9.2075,10.66,32227.16033771107,343541.5292
1662595200000.0,2022-09-08 00:00:00,ETHBULL/USDT,9.1575,9.72,8.5975,9.2425,58777.55367595347,543251.53985
1662508800000.0,2022-09-07 00:00:00,ETHBULL/USDT,8.0525,9.56,7.03,9.1575,51063.79992901992,467616.74785
1662422400000.0,2022-09-06 00:00:00,ETHBULL/USDT,9.0575,10.195,8.0,8.0525,96487.27166407947,776963.755075
1662336000000.0,2022-09-05 00:00:00,ETHBULL/USDT,8.4025,9.2475,8.0775,9.0575,16558.173521943143,149975.656675
1662249600000.0,2022-09-04 00:00:00,ETHBULL/USDT,8.0625,8.465,7.85,8.4075,33085.579791852506,278167.0121
1662163200000.0,2022-09-03 00:00:00,ETHBULL/USDT,8.3775,8.45,7.745,8.0625,36210.30223255814,291945.56175
1662076800000.0,2022-09-02 00:00:00,ETHBULL/USDT,8.495,9.525,7.935,8.3775,78895.37925693823,660946.039725
1661990400000.0,2022-09-01 00:00:00,ETHBULL/USDT,8.01,8.7025,7.415,8.495,63684.8625544438,541002.9074
1661904000000.0,2022-08-31 00:00:00,ETHBULL/USDT,7.5525,8.9825,7.535,8.01,55573.874556803996,445146.7352
1661817600000.0,2022-08-30 00:00:00,ETHBULL/USDT,7.9825,8.775,6.805,7.5525,75674.66121482952,571532.878825
1661731200000.0,2022-08-29 00:00:00,ETHBULL/USDT,6.3025,8.08,6.245,7.9825,22988.341951143124,183504.439625
1661644800000.0,2022-08-28 00:00:00,ETHBULL/USDT,7.22,7.46,6.27,6.3025,22309.95389527965,140608.484425
1661558400000.0,2022-08-27 00:00:00,ETHBULL/USDT,7.4675,7.6325,6.59,7.22,94330.65206717451,681067.307925
1661472000000.0,2022-08-26 00:00:00,ETHBULL/USDT,11.18,11.355,7.2,7.4675,58502.86868429863,436870.1719
1661385600000.0,2022-08-25 00:00:00,ETHBULL/USDT,10.4525,11.645,10.45,11.18,24117.99512075134,269639.18545
1661299200000.0,2022-08-24 00:00:00,ETHBULL/USDT,10.6,11.115,9.4725,10.4525,47924.27271705333,500928.460575
1661212800000.0,2022-08-23 00:00:00,ETHBULL/USDT,9.8475,10.74,8.7875,10.6,41490.301188679245,439797.1926
1661126400000.0,2022-08-22 00:00:00,ETHBULL/USDT,9.7275,9.905,8.18,9.8475,17886.26320385885,176134.9769
1661040000000.0,2022-08-21 00:00:00,ETHBULL/USDT,9.01,10.1725,8.8,9.7275,23949.64664353637,232970.187725
1660953600000.0,2022-08-20 00:00:00,ETHBULL/USDT,9.615,10.425,8.095,9.01,56937.57389012208,513007.54075
1660867200000.0,2022-08-19 00:00:00,ETHBULL/USDT,15.215,15.25,9.5,9.605,79811.86123112962,766592.927125
1660780800000.0,2022-08-18 00:00:00,ETHBULL/USDT,14.905,16.065,14.66,15.215,28601.237502464675,435167.8286
1660694400000.0,2022-08-17 00:00:00,ETHBULL/USDT,16.07,18.065,14.595,14.905,29844.685712848037,444835.04055
1660608000000.0,2022-08-16 00:00:00,ETHBULL/USDT,16.605,17.035,15.495,16.07,26554.82501244555,426736.03795
1660521600000.0,2022-08-15 00:00:00,ETHBULL/USDT,17.655,19.68,15.97,16.605,28773.656437819933,477786.56515
1660435200000.0,2022-08-14 00:00:00,ETHBULL/USDT,19.01,20.38,16.91,17.655,24914.519416595864,439865.8403
1660348800000.0,2022-08-13 00:00:00,ETHBULL/USDT,18.375,20.01,18.045,19.01,17615.358027354025,334867.9561
1660262400000.0,2022-08-12 00:00:00,ETHBULL/USDT,16.35,18.53,15.675,18.375,10618.784078911565,195120.15745
1660176000000.0,2022-08-11 00:00:00,ETHBULL/USDT,15.62,17.81,15.615,16.35,29692.535779816513,485472.96
1660089600000.0,2022-08-10 00:00:00,ETHBULL/USDT,12.355,16.335,11.355,15.62,19854.366379641488,310125.20285
1660003200000.0,2022-08-09 00:00:00,ETHBULL/USDT,14.185,14.45,11.625,12.355,23212.72687980575,286793.2406
1659916800000.0,2022-08-08 00:00:00,ETHBULL/USDT,12.45,15.035,12.34,14.185,25121.144631653155,356343.4366
1659830400000.0,2022-08-07 00:00:00,ETHBULL/USDT,12.285,13.08,11.8,12.45,11269.995935742974,140311.4494
1659744000000.0,2022-08-06 00:00:00,ETHBULL/USDT,13.335,13.63,12.205,12.285,13772.540105820106,169195.6552
1659657600000.0,2022-08-05 00:00:00,ETHBULL/USDT,10.8,13.45,10.765,13.335,58386.72647544056,778586.99755
1659571200000.0,2022-08-04 00:00:00,ETHBULL/USDT,10.99,11.87,10.25,10.8,16638.805439814812,179699.09875
1659484800000.0,2022-08-03 00:00:00,ETHBULL/USDT,11.245,12.32,10.415,10.99,46048.14661055505,506069.13125
1659398400000.0,2022-08-02 00:00:00,ETHBULL/USDT,11.275,12.18,9.8425,11.245,41000.4089862161,461049.59905
1659312000000.0,2022-08-01 00:00:00,ETHBULL/USDT,12.325,12.84,10.75,11.275,11889.352,134052.4438
1659225600000.0,2022-07-31 00:00:00,ETHBULL/USDT,12.725,13.995,12.06,12.325,8240.33736713996,101562.15805
1659139200000.0,2022-07-30 00:00:00,ETHBULL/USDT,13.3,13.8,12.205,12.725,11927.618640471514,151778.9472
1659052800000.0,2022-07-29 00:00:00,ETHBULL/USDT,13.375,14.29,11.82,13.3,16541.171703007516,219997.58365
1658966400000.0,2022-07-28 00:00:00,ETHBULL/USDT,11.56,14.575,10.7275,13.375,24770.144328971965,331300.6804
1658880000000.0,2022-07-27 00:00:00,ETHBULL/USDT,8.345,11.665,7.8525,11.56,20593.915923442906,238065.668075
1658793600000.0,2022-07-26 00:00:00,ETHBULL/USDT,8.15,8.39,6.7525,8.345,27672.9244397843,230930.55445
1658707200000.0,2022-07-25 00:00:00,ETHBULL/USDT,11.585,11.83,8.15,8.15,40749.314754601226,332106.91525
1658620800000.0,2022-07-24 00:00:00,ETHBULL/USDT,10.665,13.0,10.575,11.585,30752.15455330168,356263.7105
1658534400000.0,2022-07-23 00:00:00,ETHBULL/USDT,10.32,11.5975,9.405,10.665,25496.829901547117,271923.6909
1658448000000.0,2022-07-22 00:00:00,ETHBULL/USDT,11.235,12.67,9.99,10.32,64268.412696220934,663250.019025
1658361600000.0,2022-07-21 00:00:00,ETHBULL/USDT,10.105,11.7725,8.99,11.235,30470.768388963064,342339.08285
1658275200000.0,2022-07-20 00:00:00,ETHBULL/USDT,10.54,12.145,9.5,10.105,21861.83716724394,220913.864575
1658188800000.0,2022-07-19 00:00:00,ETHBULL/USDT,11.35,12.385,9.54,10.54,18792.54013757116,198073.37305
1658102400000.0,2022-07-18 00:00:00,ETHBULL/USDT,7.31,11.555,7.285,11.35,26631.235940528637,302264.527925
1658016000000.0,2022-07-17 00:00:00,ETHBULL/USDT,7.645,8.0775,7.0,7.31,16125.53388508892,117877.6527
1657929600000.0,2022-07-16 00:00:00,ETHBULL/USDT,5.85,8.6,5.3,7.645,26524.28831916285,202778.1842
1657843200000.0,2022-07-15 00:00:00,ETHBULL/USDT,5.3325,6.6025,5.1925,5.85,14265.435607692309,83452.798305
1657756800000.0,2022-07-14 00:00:00,ETHBULL/USDT,4.42,5.573,3.895,5.3325,17630.987800281295,94017.242445
1657670400000.0,2022-07-13 00:00:00,ETHBULL/USDT,3.604,4.438,3.299,4.42,68055.80623642534,300806.663565
1657584000000.0,2022-07-12 00:00:00,ETHBULL/USDT,4.288,4.306,3.579,3.604,72036.28036071033,259618.75442
1657497600000.0,2022-07-11 00:00:00,ETHBULL/USDT,5.261,5.29,4.249,4.288,21162.544147621265,90744.989305
1657411200000.0,2022-07-10 00:00:00,ETHBULL/USDT,5.9975,6.0175,5.0875,5.261,7684.4374947728575,40427.82566
1657324800000.0,2022-07-09 00:00:00,ETHBULL/USDT,5.9175,6.21,5.825,5.9975,3619.7755523134642,21709.603875
1657238400000.0,2022-07-08 00:00:00,ETHBULL/USDT,6.295,6.88,5.64,5.915,42693.298234995775,252530.85906
1657152000000.0,2022-07-07 00:00:00,ETHBULL/USDT,5.591,6.525,5.2675,6.295,7885.731815726767,49640.68178
1657065600000.0,2022-07-06 00:00:00,ETHBULL/USDT,4.899,5.794,4.624,5.591,24028.211205508855,134341.72885
1656979200000.0,2022-07-05 00:00:00,ETHBULL/USDT,5.128,5.403,4.15,4.899,26968.69203306797,132119.62227
1656892800000.0,2022-07-04 00:00:00,ETHBULL/USDT,4.229,5.228,3.888,5.128,11768.513424336974,60348.93684
1656806400000.0,2022-07-03 00:00:00,ETHBULL/USDT,4.14,4.375,3.836,4.229,17394.09816505084,73559.64114
1656720000000.0,2022-07-02 00:00:00,ETHBULL/USDT,4.046,4.267,3.714,4.14,15592.986671497585,64554.96482
1656633600000.0,2022-07-01 00:00:00,ETHBULL/USDT,4.222,4.676,3.758,4.046,35988.34307958477,145608.8361
1656547200000.0,2022-06-30 00:00:00,ETHBULL/USDT,4.552,4.625,3.35,4.214,46925.51014356905,197744.099745
1656460800000.0,2022-06-29 00:00:00,ETHBULL/USDT,5.164,5.31,4.391,4.552,19104.693956502637,86964.56689
