https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume QTF
1663459200000,2022-09-18 00:00:00,QTF/BTC,0.00060283,0.00061004,0.00060281,0.00061004,1.665154053027148,2729.5817537000003
1663372800000,2022-09-17 00:00:00,QTF/BTC,0.00060798,0.00060798,0.00059979,0.00059979,1.414932221920444,2359.04603598
1663286400000,2022-09-16 00:00:00,QTF/BTC,0.00060975,0.00061712,0.00060798,0.00060798,2.4155063976707307,3973.00305548
1663200000000,2022-09-15 00:00:00,QTF/BTC,0.00060618,0.00061341,0.00060437,0.00060975,2.1731342205014554,3563.97576138
1663113600000,2022-09-14 00:00:00,QTF/BTC,0.00060318,0.000608,0.00059788,0.00059899,2.5889681128199693,4322.22259607
1663027200000,2022-09-13 00:00:00,QTF/BTC,0.00057748,0.00060677,0.00056858,0.00060318,6.426481900350553,10654.33519074
1662940800000,2022-09-12 00:00:00,QTF/BTC,0.00058001,0.0005835,0.00057222,0.00057231,3.6173601641754334,6320.63071443
1662854400000,2022-09-11 00:00:00,QTF/BTC,0.0005849,0.00058702,0.00058001,0.00058001,0.8535021150969966,1471.52999965
1662768000000,2022-09-10 00:00:00,QTF/BTC,0.0005864,0.00059017,0.00058143,0.00058143,1.4198747045065088,2442.03894623
1662681600000,2022-09-09 00:00:00,QTF/BTC,0.0006212,0.0006212,0.00058642,0.00058817,4.7024861410925745,7995.1138975
1662595200000,2022-09-08 00:00:00,QTF/BTC,0.00062999,0.00063269,0.0006212,0.0006212,1.8236682756459521,2935.71840896
1662508800000,2022-09-07 00:00:00,QTF/BTC,0.0004697,0.00064167,0.00046574,0.00062696,2.139676874361519,3412.78051927
1662422400000,2022-09-06 00:00:00,QTF/BTC,0.00045999,0.00047111,0.00045722,0.00046692,3.183344132027202,6817.75064685
1662336000000,2022-09-05 00:00:00,QTF/BTC,0.00046126,0.00046416,0.00045861,0.00046277,0.9873637809738163,2133.59504932
1662249600000,2022-09-04 00:00:00,QTF/BTC,0.00046524,0.00046544,0.00046126,0.00046126,0.6954213578463314,1507.65589439
1662163200000,2022-09-03 00:00:00,QTF/BTC,0.00046246,0.00046524,0.00046246,0.00046524,0.4147364856190464,891.44631936
1662076800000,2022-09-02 00:00:00,QTF/BTC,0.00046281,0.00046524,0.00045833,0.00046246,1.3984670256082974,3023.97402069
1661990400000,2022-09-01 00:00:00,QTF/BTC,0.00046839,0.0004698,0.00046281,0.00046281,1.3523560544005393,2922.05452432
1661904000000,2022-08-31 00:00:00,QTF/BTC,0.00046929,0.00046929,0.00046421,0.00046698,2.110332738717226,4519.10732519
1661817600000,2022-08-30 00:00:00,QTF/BTC,0.00046647,0.000475,0.00046363,0.00047213,2.1308666476162665,4513.3049109700005
1661731200000,2022-08-29 00:00:00,QTF/BTC,0.00047409,0.00047409,0.00046647,0.00046929,1.3262580884091526,2826.09492725
1661644800000,2022-08-28 00:00:00,QTF/BTC,0.00047318,0.00047552,0.00046986,0.00047552,1.291873260717005,2716.75904424
1661558400000,2022-08-27 00:00:00,QTF/BTC,0.00047076,0.00047603,0.00047036,0.00047318,1.0355477003535996,2188.48577783
1661472000000,2022-08-26 00:00:00,QTF/BTC,0.00046222,0.00047218,0.00045696,0.00047076,4.214983804585285,8953.57253077
1661385600000,2022-08-25 00:00:00,QTF/BTC,0.00046491,0.00046491,0.00045945,0.00046082,0.7695471539928394,1669.95172517
