https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RPC,Volume USDT
1663459200,2022-09-18 00:00:00,RPC/USDT,0.00565,0.00574,0.00565,0.00571,82496.1249,469.456651089
1663372800,2022-09-17 00:00:00,RPC/USDT,0.00556,0.00571,0.00553,0.00561,5439837.4012,30587.311209102
1663286400,2022-09-16 00:00:00,RPC/USDT,0.00565,0.00565,0.00543,0.00554,7281185.4396,40351.505439772
1663200000,2022-09-15 00:00:00,RPC/USDT,0.0061,0.00614,0.00556,0.00565,9931716.3898,58861.254003673
1663113600,2022-09-14 00:00:00,RPC/USDT,0.00599,0.00624,0.00589,0.00614,8366941.5727,50588.023202635
1663027200,2022-09-13 00:00:00,RPC/USDT,0.00668,0.00693,0.00591,0.00599,8038176.5673,52233.150398216
1662940800,2022-09-12 00:00:00,RPC/USDT,0.00649,0.00788,0.00641,0.00673,33724277.5774,237251.59257886
1662854400,2022-09-11 00:00:00,RPC/USDT,0.00641,0.00662,0.0064,0.00648,3608254.1151,23439.200398852
1662768000,2022-09-10 00:00:00,RPC/USDT,0.00637,0.00643,0.00632,0.00642,9820142.9891,62773.103583139
1662681600,2022-09-09 00:00:00,RPC/USDT,0.00634,0.00647,0.00578,0.00635,4968856.5638,31388.055950995
1662595200,2022-09-08 00:00:00,RPC/USDT,0.00698,0.00699,0.00628,0.00635,10017078.068,65626.40718734
1662508800,2022-09-07 00:00:00,RPC/USDT,0.00634,0.00868,0.00619,0.00702,52040203.9108,377271.987228442
1662422400,2022-09-06 00:00:00,RPC/USDT,0.0064,0.00656,0.00627,0.00631,1525598.7584,9802.460748715
1662336000,2022-09-05 00:00:00,RPC/USDT,0.00634,0.00642,0.00634,0.00641,410562.373,2626.653289116
1662249600,2022-09-04 00:00:00,RPC/USDT,0.00631,0.00638,0.00631,0.00638,243315.0621,1545.260828546
1662163200,2022-09-03 00:00:00,RPC/USDT,0.00627,0.00629,0.00619,0.00629,282510.3279,1756.153537664
1662076800,2022-09-02 00:00:00,RPC/USDT,0.00612,0.00636,0.00612,0.00622,2899631.7159,18143.033003973
1661990400,2022-09-01 00:00:00,RPC/USDT,0.00603,0.00625,0.00601,0.00616,1316157.6809,8037.52710231
1661904000,2022-08-31 00:00:00,RPC/USDT,0.00604,0.00611,0.00597,0.00599,1753341.5235,10611.147080915
1661817600,2022-08-30 00:00:00,RPC/USDT,0.00613,0.00628,0.0059,0.00602,2790941.9513,17032.888484136
1661731200,2022-08-29 00:00:00,RPC/USDT,0.00606,0.00614,0.0059,0.00611,4590060.1238,27363.071450428
1661644800,2022-08-28 00:00:00,RPC/USDT,0.00601,0.00608,0.0059,0.00602,17129996.3489,102330.995352467
1661558400,2022-08-27 00:00:00,RPC/USDT,0.00594,0.00606,0.00587,0.00601,25084972.9363,150067.418719054
1661472000,2022-08-26 00:00:00,RPC/USDT,0.00635,0.00638,0.00592,0.00595,24734765.8926,153071.568798485
1661385600,2022-08-25 00:00:00,RPC/USDT,0.00622,0.00637,0.00618,0.00637,24040338.2423,151293.641997093
1661299200,2022-08-24 00:00:00,RPC/USDT,0.00625,0.00629,0.00614,0.00623,25638159.5333,159241.374187269
1661212800,2022-08-23 00:00:00,RPC/USDT,0.00616,0.00633,0.00605,0.00625,3201582.106,19814.30870858
1661126400,2022-08-22 00:00:00,RPC/USDT,0.00618,0.00623,0.00607,0.00616,1703869.5749,10476.352374098
1661040000,2022-08-21 00:00:00,RPC/USDT,0.00604,0.00645,0.00604,0.00623,4123024.8791,25757.741932585
1660953600,2022-08-20 00:00:00,RPC/USDT,0.0061,0.00626,0.00604,0.00608,1682007.08,10345.896165206
1660867200,2022-08-19 00:00:00,RPC/USDT,0.00655,0.0066,0.0061,0.00611,4208229.4105,26976.144811625
1660780800,2022-08-18 00:00:00,RPC/USDT,0.00664,0.00666,0.00644,0.00657,23016413.0769,150065.559076159
1660694400,2022-08-17 00:00:00,RPC/USDT,0.00665,0.00678,0.00648,0.00658,22636828.0579,150175.951863579
1660608000,2022-08-16 00:00:00,RPC/USDT,0.00662,0.0067,0.00639,0.00664,22688984.5094,150118.119202787
1660521600,2022-08-15 00:00:00,RPC/USDT,0.00677,0.00692,0.00662,0.00667,22570867.0385,152001.67235008
1660435200,2022-08-14 00:00:00,RPC/USDT,0.00675,0.0069,0.00669,0.00679,22269877.3185,151710.057600703
1660348800,2022-08-13 00:00:00,RPC/USDT,0.00669,0.00681,0.00667,0.00676,22467781.7578,151518.36958583
1660262400,2022-08-12 00:00:00,RPC/USDT,0.00661,0.00675,0.00655,0.0067,22941054.9915,152676.57720705
1660176000,2022-08-11 00:00:00,RPC/USDT,0.00662,0.00687,0.00654,0.00662,23164119.3927,153886.010394202
1660089600,2022-08-10 00:00:00,RPC/USDT,0.00659,0.00678,0.00632,0.00663,6759153.6141,44681.560152903
1660003200,2022-08-09 00:00:00,RPC/USDT,0.00665,0.00678,0.00648,0.00658,1306892.4797,8633.966507492
1659916800,2022-08-08 00:00:00,RPC/USDT,0.00658,0.0068,0.00658,0.00666,1485345.5648,9929.594921753
1659830400,2022-08-07 00:00:00,RPC/USDT,0.00675,0.00675,0.00658,0.0066,998750.7442,6624.76446306
1659744000,2022-08-06 00:00:00,RPC/USDT,0.00674,0.00682,0.0067,0.00671,14772082.9179,99714.798081459
1659657600,2022-08-05 00:00:00,RPC/USDT,0.00664,0.00695,0.00659,0.00676,2662745.8391,17831.725175651
1659571200,2022-08-04 00:00:00,RPC/USDT,0.00675,0.00687,0.00665,0.00665,1190271.5383,8031.04954281
1659484800,2022-08-03 00:00:00,RPC/USDT,0.00678,0.00742,0.0066,0.00676,61011163.3134,418644.967888373
1659398400,2022-08-02 00:00:00,RPC/USDT,0.0065,0.0075,0.00635,0.00679,11401229.2209,79284.010048628
1659312000,2022-08-01 00:00:00,RPC/USDT,0.00657,0.00664,0.0065,0.00652,11889213.2222,78249.319166352
1659225600,2022-07-31 00:00:00,RPC/USDT,0.00654,0.00676,0.00651,0.00658,27341756.2032,180048.141886387
1659139200,2022-07-30 00:00:00,RPC/USDT,0.00663,0.00663,0.0065,0.00656,27410477.5009,180173.441050005
1659052800,2022-07-29 00:00:00,RPC/USDT,0.00655,0.00676,0.00645,0.00661,27571369.8368,180644.361918425
1658966400,2022-07-28 00:00:00,RPC/USDT,0.00634,0.00681,0.00626,0.00655,27949460.3756,180266.49909144
1658880000,2022-07-27 00:00:00,RPC/USDT,0.00599,0.0065,0.00596,0.00635,28941887.8211,180323.498993246
1658793600,2022-07-26 00:00:00,RPC/USDT,0.00618,0.0062,0.00584,0.00596,30298799.3436,181326.858688741
1658707200,2022-07-25 00:00:00,RPC/USDT,0.00643,0.00648,0.00612,0.00618,28816988.8171,180030.551217103
1658620800,2022-07-24 00:00:00,RPC/USDT,0.00631,0.00659,0.00628,0.00645,28159962.9072,181403.514961085
1658534400,2022-07-23 00:00:00,RPC/USDT,0.00637,0.00641,0.00624,0.0063,28412276.6756,179956.03256705
1658448000,2022-07-22 00:00:00,RPC/USDT,0.00644,0.00671,0.00635,0.00639,27915518.645,180162.198793949
1658361600,2022-07-21 00:00:00,RPC/USDT,0.00645,0.00744,0.00627,0.00642,27713582.8876,180110.754993861
1658275200,2022-07-20 00:00:00,RPC/USDT,0.00646,0.00667,0.0064,0.00646,23700264.9501,154329.997777637
1658188800,2022-07-19 00:00:00,RPC/USDT,0.00648,0.00677,0.00641,0.00649,27739847.26444076,180044.6875823054717
1658102400,2022-07-18 00:00:00,RPC/USDT,0.0062,0.00669,0.00612,0.00651,28889720.70109758,184491.6855282431133
1658016000,2022-07-17 00:00:00,RPC/USDT,0.00618,0.00626,0.00614,0.00618,29099014.72995983,180300.5793192369206
1657929600,2022-07-16 00:00:00,RPC/USDT,0.00597,0.00632,0.00586,0.00618,30078947.66621683,180891.9779163679994
1657843200,2022-07-15 00:00:00,RPC/USDT,0.00593,0.00604,0.00587,0.00596,30320353.00039756,180715.8817862602357
1657756800,2022-07-14 00:00:00,RPC/USDT,0.00568,0.00802,0.0056,0.0059,42350450.29970089,250351.4468609202554
1657670400,2022-07-13 00:00:00,RPC/USDT,0.00557,0.00664,0.0054,0.00568,31166513.38551321,179994.2945705046656
1657584000,2022-07-12 00:00:00,RPC/USDT,0.00576,0.00589,0.00553,0.00555,31487981.39243071,179533.5448065899361
1657497600,2022-07-11 00:00:00,RPC/USDT,0.00582,0.00701,0.00573,0.00581,42008355.18022658,257184.7093196775527
