https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OMG,Volume EUR
1662663600,2022-09-08 19:00:00,OMG/EUR,1.85,1.85,1.85,1.85,0.00000000,0.0
1662660000,2022-09-08 18:00:00,OMG/EUR,1.85,1.85,1.85,1.85,0.00000000,0.0
1662656400,2022-09-08 17:00:00,OMG/EUR,1.85,1.85,1.85,1.85,0.00000000,0.0
1662652800,2022-09-08 16:00:00,OMG/EUR,1.85,1.85,1.85,1.85,0.00000000,0.0
1662649200,2022-09-08 15:00:00,OMG/EUR,1.84,1.85,1.83,1.85,86.92696264,160.81488088400002
1662645600,2022-09-08 14:00:00,OMG/EUR,1.82,1.83,1.82,1.83,131.47852000,240.60569160000003
1662642000,2022-09-08 13:00:00,OMG/EUR,1.78,1.78,1.78,1.78,50.01671781,89.02975770180001
1662638400,2022-09-08 12:00:00,OMG/EUR,1.78,1.79,1.77,1.79,599.59997071,1073.2839475709
1662634800,2022-09-08 11:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1662631200,2022-09-08 10:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1662627600,2022-09-08 09:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1662624000,2022-09-08 08:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1662620400,2022-09-08 07:00:00,OMG/EUR,1.80,1.81,1.80,1.81,1278.18418012,2313.5133660172
