https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OMG,Volume EUR
1663545600,2022-09-19 00:00:00,OMG/EUR,1.69,1.69,1.69,1.69,0.00000000,0.0
1663542000,2022-09-18 23:00:00,OMG/EUR,1.69,1.69,1.69,1.69,431.02358000,728.4298501999999
1663538400,2022-09-18 22:00:00,OMG/EUR,1.68,1.68,1.68,1.68,25.00000000,42.0
1663534800,2022-09-18 21:00:00,OMG/EUR,1.74,1.74,1.64,1.69,4329.31638946,7316.5446981874
1663531200,2022-09-18 20:00:00,OMG/EUR,1.75,1.75,1.75,1.75,16.58060369,29.0160564575
1663527600,2022-09-18 19:00:00,OMG/EUR,1.75,1.75,1.75,1.75,110.61279195,193.5723859125
1663524000,2022-09-18 18:00:00,OMG/EUR,1.79,1.79,1.79,1.79,0.00000000,0.0
1663520400,2022-09-18 17:00:00,OMG/EUR,1.79,1.79,1.79,1.79,0.00000000,0.0
1663516800,2022-09-18 16:00:00,OMG/EUR,1.79,1.79,1.79,1.79,0.00000000,0.0
1663513200,2022-09-18 15:00:00,OMG/EUR,1.79,1.79,1.79,1.79,153.91061452,275.4999999908
1663509600,2022-09-18 14:00:00,OMG/EUR,1.80,1.80,1.80,1.80,0.00000000,0.0
1663506000,2022-09-18 13:00:00,OMG/EUR,1.80,1.80,1.80,1.80,0.00000000,0.0
1663502400,2022-09-18 12:00:00,OMG/EUR,1.80,1.80,1.80,1.80,0.00000000,0.0
1663498800,2022-09-18 11:00:00,OMG/EUR,1.80,1.80,1.80,1.80,0.00000000,0.0
1663495200,2022-09-18 10:00:00,OMG/EUR,1.80,1.80,1.80,1.80,1754.33176241,3157.797172338
1663491600,2022-09-18 09:00:00,OMG/EUR,1.80,1.80,1.79,1.79,241.89583039,432.9935363981
1663488000,2022-09-18 08:00:00,OMG/EUR,1.81,1.81,1.81,1.81,48.21933216,87.2769912096
1663484400,2022-09-18 07:00:00,OMG/EUR,1.82,1.82,1.82,1.82,0.00000000,0.0
1663480800,2022-09-18 06:00:00,OMG/EUR,1.82,1.82,1.82,1.82,0.00000000,0.0
1663477200,2022-09-18 05:00:00,OMG/EUR,1.82,1.82,1.82,1.82,0.00000000,0.0
1663473600,2022-09-18 04:00:00,OMG/EUR,1.82,1.82,1.82,1.82,1706.31855402,3105.4997683164
1663470000,2022-09-18 03:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1663466400,2022-09-18 02:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1663462800,2022-09-18 01:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1663459200,2022-09-18 00:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1663455600,2022-09-17 23:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1663452000,2022-09-17 22:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1663448400,2022-09-17 21:00:00,OMG/EUR,1.81,1.81,1.81,1.81,391.00000000,707.71
1663444800,2022-09-17 20:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1663441200,2022-09-17 19:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1663437600,2022-09-17 18:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1663434000,2022-09-17 17:00:00,OMG/EUR,1.81,1.81,1.81,1.81,488.36611062,883.9426602222
1663430400,2022-09-17 16:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663426800,2022-09-17 15:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663423200,2022-09-17 14:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663419600,2022-09-17 13:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663416000,2022-09-17 12:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663412400,2022-09-17 11:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663408800,2022-09-17 10:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663405200,2022-09-17 09:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663401600,2022-09-17 08:00:00,OMG/EUR,1.77,1.77,1.77,1.77,20.97823163,37.1314699851
1663398000,2022-09-17 07:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663394400,2022-09-17 06:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663390800,2022-09-17 05:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663387200,2022-09-17 04:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663383600,2022-09-17 03:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663380000,2022-09-17 02:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663376400,2022-09-17 01:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663372800,2022-09-17 00:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663369200,2022-09-16 23:00:00,OMG/EUR,1.77,1.77,1.77,1.77,0.00000000,0.0
1663365600,2022-09-16 22:00:00,OMG/EUR,1.77,1.77,1.77,1.77,35.51977401,62.8699999977
1663362000,2022-09-16 21:00:00,OMG/EUR,1.76,1.76,1.76,1.76,0.00000000,0.0
1663358400,2022-09-16 20:00:00,OMG/EUR,1.76,1.76,1.76,1.76,0.00000000,0.0
1663354800,2022-09-16 19:00:00,OMG/EUR,1.76,1.76,1.76,1.76,25.89094208,45.5680580608
1663351200,2022-09-16 18:00:00,OMG/EUR,1.73,1.73,1.73,1.73,0.00000000,0.0
1663347600,2022-09-16 17:00:00,OMG/EUR,1.73,1.73,1.73,1.73,0.00000000,0.0
1663344000,2022-09-16 16:00:00,OMG/EUR,1.72,1.73,1.71,1.73,1043.79782822,1805.7702428205998
1663340400,2022-09-16 15:00:00,OMG/EUR,1.74,1.74,1.74,1.74,40.03350199,69.6582934626
1663336800,2022-09-16 14:00:00,OMG/EUR,1.71,1.73,1.71,1.73,100.15919789,173.2754123497
1663333200,2022-09-16 13:00:00,OMG/EUR,1.75,1.75,1.75,1.75,52.16571428,91.28999999000001
1663329600,2022-09-16 12:00:00,OMG/EUR,1.76,1.76,1.75,1.75,210.72538351,368.7694211425
1663326000,2022-09-16 11:00:00,OMG/EUR,1.76,1.76,1.76,1.76,64.77272727,113.99999999520001
1663322400,2022-09-16 10:00:00,OMG/EUR,1.74,1.74,1.74,1.74,20.03480459,34.8605599866
1663318800,2022-09-16 09:00:00,OMG/EUR,1.71,1.71,1.71,1.71,13.44186047,22.9855814037
1663315200,2022-09-16 08:00:00,OMG/EUR,1.74,1.74,1.72,1.72,425.97277620,732.673175064
1663311600,2022-09-16 07:00:00,OMG/EUR,1.74,1.74,1.74,1.74,125.00000000,217.5
1663308000,2022-09-16 06:00:00,OMG/EUR,1.74,1.74,1.74,1.74,0.00000000,0.0
1663304400,2022-09-16 05:00:00,OMG/EUR,1.74,1.74,1.74,1.74,61.86398034,107.64332579159999
1663300800,2022-09-16 04:00:00,OMG/EUR,1.73,1.73,1.73,1.73,0.00000000,0.0
1663297200,2022-09-16 03:00:00,OMG/EUR,1.73,1.73,1.73,1.73,0.00000000,0.0
1663293600,2022-09-16 02:00:00,OMG/EUR,1.73,1.73,1.73,1.73,0.00000000,0.0
1663290000,2022-09-16 01:00:00,OMG/EUR,1.73,1.73,1.73,1.73,0.00000000,0.0
1663286400,2022-09-16 00:00:00,OMG/EUR,1.72,1.74,1.72,1.73,491.82795000,850.8623534999999
1663282800,2022-09-15 23:00:00,OMG/EUR,1.74,1.74,1.74,1.74,0.00000000,0.0
1663279200,2022-09-15 22:00:00,OMG/EUR,1.74,1.74,1.74,1.74,76.13657674,132.47764352759998
1663275600,2022-09-15 21:00:00,OMG/EUR,1.77,1.77,1.77,1.77,82.15724851,145.4183298627
1663272000,2022-09-15 20:00:00,OMG/EUR,1.76,1.76,1.76,1.76,57.63782354,101.4425694304
1663268400,2022-09-15 19:00:00,OMG/EUR,1.76,1.76,1.76,1.76,0.00000000,0.0
1663264800,2022-09-15 18:00:00,OMG/EUR,1.76,1.76,1.76,1.76,0.00000000,0.0
1663261200,2022-09-15 17:00:00,OMG/EUR,1.76,1.76,1.76,1.76,0.00000000,0.0
1663257600,2022-09-15 16:00:00,OMG/EUR,1.76,1.76,1.76,1.76,29.94231264,52.6984702464
1663254000,2022-09-15 15:00:00,OMG/EUR,1.75,1.75,1.74,1.74,198.31065439,345.0605386386
1663250400,2022-09-15 14:00:00,OMG/EUR,1.79,1.79,1.79,1.79,0.00000000,0.0
1663246800,2022-09-15 13:00:00,OMG/EUR,1.79,1.79,1.79,1.79,151.68170000,271.510243
1663243200,2022-09-15 12:00:00,OMG/EUR,1.80,1.80,1.80,1.80,0.00000000,0.0
1663239600,2022-09-15 11:00:00,OMG/EUR,1.80,1.80,1.80,1.80,0.00000000,0.0
1663236000,2022-09-15 10:00:00,OMG/EUR,1.80,1.80,1.80,1.80,22.22222222,39.999999996
1663232400,2022-09-15 09:00:00,OMG/EUR,1.84,1.84,1.84,1.84,0.00000000,0.0
1663228800,2022-09-15 08:00:00,OMG/EUR,1.84,1.84,1.84,1.84,0.00000000,0.0
1663225200,2022-09-15 07:00:00,OMG/EUR,1.84,1.85,1.84,1.84,254.12627743,467.5923504712
1663221600,2022-09-15 06:00:00,OMG/EUR,1.79,1.81,1.79,1.81,53.01311675,95.9537413175
1663218000,2022-09-15 05:00:00,OMG/EUR,1.77,1.77,1.77,1.77,14.03700910,24.845506107000002
1663214400,2022-09-15 04:00:00,OMG/EUR,1.77,1.77,1.77,1.77,22.50883615,39.840639985500005
1663210800,2022-09-15 03:00:00,OMG/EUR,1.75,1.75,1.75,1.75,326.14684121,570.7569721175
1663207200,2022-09-15 02:00:00,OMG/EUR,1.79,1.79,1.76,1.76,83.33255924,146.66530426239999
1663203600,2022-09-15 01:00:00,OMG/EUR,1.78,1.79,1.78,1.79,116.94679627,209.3347653233
1663200000,2022-09-15 00:00:00,OMG/EUR,1.82,1.82,1.82,1.82,0.00000000,0.0
1663196400,2022-09-14 23:00:00,OMG/EUR,1.82,1.82,1.82,1.82,0.00000000,0.0
1663192800,2022-09-14 22:00:00,OMG/EUR,1.81,1.82,1.81,1.82,441.93576609,804.3230942838001
1663189200,2022-09-14 21:00:00,OMG/EUR,1.79,1.79,1.79,1.79,0.00000000,0.0
1663185600,2022-09-14 20:00:00,OMG/EUR,1.79,1.79,1.79,1.79,0.00000000,0.0
1663182000,2022-09-14 19:00:00,OMG/EUR,1.79,1.79,1.79,1.79,0.00000000,0.0
1663178400,2022-09-14 18:00:00,OMG/EUR,1.78,1.79,1.77,1.79,5375.98955987,9623.0213121673
1663174800,2022-09-14 17:00:00,OMG/EUR,1.82,1.82,1.82,1.82,6.46016483,11.757499990600001
1663171200,2022-09-14 16:00:00,OMG/EUR,1.79,1.79,1.79,1.79,20.00000000,35.8
1663167600,2022-09-14 15:00:00,OMG/EUR,1.80,1.80,1.80,1.80,0.00000000,0.0
1663164000,2022-09-14 14:00:00,OMG/EUR,1.80,1.80,1.80,1.80,188.82909827,339.892376886
1663160400,2022-09-14 13:00:00,OMG/EUR,1.80,1.81,1.80,1.81,71.77777778,129.9177777818
1663156800,2022-09-14 12:00:00,OMG/EUR,1.77,1.80,1.77,1.80,574.26143019,1033.6705743420002
1663153200,2022-09-14 11:00:00,OMG/EUR,1.80,1.80,1.78,1.78,371.81735615,661.8348939470001
1663149600,2022-09-14 10:00:00,OMG/EUR,1.80,1.80,1.80,1.80,0.00000000,0.0
1663146000,2022-09-14 09:00:00,OMG/EUR,1.80,1.80,1.80,1.80,186.27285245,335.29113441
1663142400,2022-09-14 08:00:00,OMG/EUR,1.79,1.81,1.79,1.81,3058.63844999,5536.135594481901
1663138800,2022-09-14 07:00:00,OMG/EUR,1.80,1.80,1.80,1.80,18.69515802,33.651284436000005
1663135200,2022-09-14 06:00:00,OMG/EUR,1.81,1.81,1.80,1.80,631.26590561,1136.2786300980001
1663131600,2022-09-14 05:00:00,OMG/EUR,1.82,1.82,1.82,1.82,400.00000000,728.0
1663128000,2022-09-14 04:00:00,OMG/EUR,1.82,1.82,1.82,1.82,0.00000000,0.0
1663124400,2022-09-14 03:00:00,OMG/EUR,1.82,1.82,1.82,1.82,101.83519494,185.3400547908
1663120800,2022-09-14 02:00:00,OMG/EUR,1.79,1.79,1.79,1.79,0.00000000,0.0
1663117200,2022-09-14 01:00:00,OMG/EUR,1.79,1.79,1.79,1.79,0.00000000,0.0
1663113600,2022-09-14 00:00:00,OMG/EUR,1.79,1.79,1.79,1.79,64.22440763,114.9616896577
1663110000,2022-09-13 23:00:00,OMG/EUR,1.80,1.80,1.80,1.80,1135.25000000,2043.45
1663106400,2022-09-13 22:00:00,OMG/EUR,1.80,1.80,1.80,1.80,0.00000000,0.0
1663102800,2022-09-13 21:00:00,OMG/EUR,1.80,1.80,1.80,1.80,107.07861011,192.74149819800002
1663099200,2022-09-13 20:00:00,OMG/EUR,1.84,1.84,1.84,1.84,16.24309392,29.887292812800002
1663095600,2022-09-13 19:00:00,OMG/EUR,1.81,1.81,1.81,1.81,0.00000000,0.0
1663092000,2022-09-13 18:00:00,OMG/EUR,1.83,1.83,1.81,1.81,1321.74942790,2392.366464499
1663088400,2022-09-13 17:00:00,OMG/EUR,1.83,1.83,1.83,1.83,0.00000000,0.0
1663084800,2022-09-13 16:00:00,OMG/EUR,1.83,1.83,1.83,1.83,155.19404000,284.00509320000003
1663081200,2022-09-13 15:00:00,OMG/EUR,1.86,1.86,1.86,1.86,0.00000000,0.0
1663077600,2022-09-13 14:00:00,OMG/EUR,1.86,1.86,1.86,1.86,53.56189293,99.6251208498
1663074000,2022-09-13 13:00:00,OMG/EUR,1.86,1.86,1.85,1.85,2662.87854187,4926.325302459501
1663070400,2022-09-13 12:00:00,OMG/EUR,1.94,1.94,1.84,1.86,5790.50394285,10770.337333701002
1663066800,2022-09-13 11:00:00,OMG/EUR,1.96,1.96,1.95,1.95,422.66429396,824.195373222
1663063200,2022-09-13 10:00:00,OMG/EUR,1.93,1.93,1.93,1.93,0.00000000,0.0
1663059600,2022-09-13 09:00:00,OMG/EUR,1.93,1.93,1.93,1.93,183.42992325,354.01975187249997
1663056000,2022-09-13 08:00:00,OMG/EUR,1.97,1.97,1.95,1.95,1028.72507491,2006.0138960745
1663052400,2022-09-13 07:00:00,OMG/EUR,1.94,1.94,1.94,1.94,0.00000000,0.0
1663048800,2022-09-13 06:00:00,OMG/EUR,1.94,1.94,1.94,1.94,185.95714036,360.7568522984
1663045200,2022-09-13 05:00:00,OMG/EUR,1.93,1.93,1.93,1.93,0.00000000,0.0
1663041600,2022-09-13 04:00:00,OMG/EUR,1.93,1.93,1.93,1.93,0.00000000,0.0
1663038000,2022-09-13 03:00:00,OMG/EUR,1.93,1.93,1.93,1.93,0.00000000,0.0
1663034400,2022-09-13 02:00:00,OMG/EUR,1.93,1.93,1.93,1.93,142.12096215,274.2934569495
1663030800,2022-09-13 01:00:00,OMG/EUR,1.90,1.90,1.90,1.90,32.82409387,62.365778352999996
1663027200,2022-09-13 00:00:00,OMG/EUR,1.91,1.91,1.91,1.91,279.46139753,533.7712692823
1663023600,2022-09-12 23:00:00,OMG/EUR,1.95,1.95,1.95,1.95,110.00000000,214.5
1663020000,2022-09-12 22:00:00,OMG/EUR,1.94,1.94,1.94,1.94,0.00000000,0.0
1663016400,2022-09-12 21:00:00,OMG/EUR,1.94,1.94,1.94,1.94,0.00000000,0.0
1663012800,2022-09-12 20:00:00,OMG/EUR,1.93,1.94,1.93,1.94,303.58781772,588.9603663767999
1663009200,2022-09-12 19:00:00,OMG/EUR,1.92,1.93,1.92,1.93,34.00000000,65.62
1663005600,2022-09-12 18:00:00,OMG/EUR,1.90,1.90,1.90,1.90,0.00000000,0.0
1663002000,2022-09-12 17:00:00,OMG/EUR,1.90,1.90,1.90,1.90,91.01340734,172.92547394599998
1662998400,2022-09-12 16:00:00,OMG/EUR,1.92,1.92,1.90,1.90,1394.04671865,2648.688765435
1662994800,2022-09-12 15:00:00,OMG/EUR,1.96,1.96,1.93,1.93,163.85891632,316.2477084976
1662991200,2022-09-12 14:00:00,OMG/EUR,1.97,1.97,1.96,1.96,135.41327312,265.41001531520004
1662987600,2022-09-12 13:00:00,OMG/EUR,2.00,2.00,1.98,1.99,120.99921000,240.78842790000002
1662984000,2022-09-12 12:00:00,OMG/EUR,2.01,2.01,2.00,2.00,4180.41624769,8360.83249538
1662980400,2022-09-12 11:00:00,OMG/EUR,1.98,2.09,1.98,2.02,14402.13659369,29092.3159192538
1662976800,2022-09-12 10:00:00,OMG/EUR,1.96,1.98,1.95,1.98,2150.26483406,4257.5243714388
1662973200,2022-09-12 09:00:00,OMG/EUR,1.95,1.95,1.95,1.95,10.28563313,20.056984603500002
1662969600,2022-09-12 08:00:00,OMG/EUR,1.92,1.93,1.91,1.93,488.49860103,942.8022999878999
1662966000,2022-09-12 07:00:00,OMG/EUR,1.92,1.92,1.92,1.92,322.59509431,619.3825810751999
1662962400,2022-09-12 06:00:00,OMG/EUR,1.92,1.92,1.92,1.92,120.94874615,232.221592608
1662958800,2022-09-12 05:00:00,OMG/EUR,1.95,1.95,1.95,1.95,0.00000000,0.0
1662955200,2022-09-12 04:00:00,OMG/EUR,1.95,1.95,1.95,1.95,0.00000000,0.0
1662951600,2022-09-12 03:00:00,OMG/EUR,1.95,1.95,1.95,1.95,0.00000000,0.0
1662948000,2022-09-12 02:00:00,OMG/EUR,1.95,1.95,1.95,1.95,0.00000000,0.0
1662944400,2022-09-12 01:00:00,OMG/EUR,1.95,1.95,1.95,1.95,958.24975782,1868.587027749
1662940800,2022-09-12 00:00:00,OMG/EUR,1.91,1.91,1.91,1.91,33.49234167,63.9703725897
1662937200,2022-09-11 23:00:00,OMG/EUR,1.88,1.88,1.88,1.88,0.00000000,0.0
1662933600,2022-09-11 22:00:00,OMG/EUR,1.88,1.88,1.88,1.88,0.00000000,0.0
1662930000,2022-09-11 21:00:00,OMG/EUR,1.90,1.90,1.88,1.88,199.23336978,374.5587351864
1662926400,2022-09-11 20:00:00,OMG/EUR,1.89,1.89,1.88,1.88,155.86428570,293.024857116
1662922800,2022-09-11 19:00:00,OMG/EUR,1.93,1.93,1.93,1.93,0.00000000,0.0
1662919200,2022-09-11 18:00:00,OMG/EUR,1.93,1.93,1.93,1.93,874.25666801,1687.3153692593
1662915600,2022-09-11 17:00:00,OMG/EUR,1.96,1.96,1.94,1.94,356.39009687,691.3967879277999
1662912000,2022-09-11 16:00:00,OMG/EUR,1.94,1.95,1.94,1.95,251.28205128,489.999999996
1662908400,2022-09-11 15:00:00,OMG/EUR,1.94,1.94,1.94,1.94,1306.00000000,2533.64
1662904800,2022-09-11 14:00:00,OMG/EUR,1.93,1.93,1.93,1.93,0.00000000,0.0
1662901200,2022-09-11 13:00:00,OMG/EUR,1.93,1.93,1.93,1.93,0.00000000,0.0
1662897600,2022-09-11 12:00:00,OMG/EUR,1.93,1.93,1.93,1.93,0.00000000,0.0
1662894000,2022-09-11 11:00:00,OMG/EUR,1.93,1.93,1.93,1.93,0.00000000,0.0
1662890400,2022-09-11 10:00:00,OMG/EUR,1.93,1.93,1.93,1.93,0.00000000,0.0
1662886800,2022-09-11 09:00:00,OMG/EUR,1.93,1.93,1.93,1.93,288.91611819,557.6081081067
1662883200,2022-09-11 08:00:00,OMG/EUR,1.93,1.94,1.93,1.94,214.79665751,416.70551556939995
1662879600,2022-09-11 07:00:00,OMG/EUR,1.92,1.94,1.92,1.94,4110.54076051,7974.4490753894
1662876000,2022-09-11 06:00:00,OMG/EUR,1.92,1.92,1.91,1.91,1379.24598594,2634.3598331454
1662872400,2022-09-11 05:00:00,OMG/EUR,1.94,1.94,1.94,1.94,0.00000000,0.0
1662868800,2022-09-11 04:00:00,OMG/EUR,1.93,1.94,1.93,1.94,491.26723359,953.0584331645999
1662865200,2022-09-11 03:00:00,OMG/EUR,1.92,1.92,1.92,1.92,200.00000000,384.0
1662861600,2022-09-11 02:00:00,OMG/EUR,1.92,1.92,1.92,1.92,0.00000000,0.0
1662858000,2022-09-11 01:00:00,OMG/EUR,1.92,1.92,1.92,1.92,0.00000000,0.0
1662854400,2022-09-11 00:00:00,OMG/EUR,1.92,1.92,1.92,1.92,15.34210526,29.4568420992
1662850800,2022-09-10 23:00:00,OMG/EUR,1.90,1.90,1.90,1.90,0.00000000,0.0
1662847200,2022-09-10 22:00:00,OMG/EUR,1.90,1.90,1.90,1.90,0.00000000,0.0
1662843600,2022-09-10 21:00:00,OMG/EUR,1.90,1.90,1.90,1.90,552.44656730,1049.6484778699999
1662840000,2022-09-10 20:00:00,OMG/EUR,1.91,1.91,1.91,1.91,100.00000000,191.0
1662836400,2022-09-10 19:00:00,OMG/EUR,1.90,1.90,1.90,1.90,491.69672324,934.2237741559999
1662832800,2022-09-10 18:00:00,OMG/EUR,1.91,1.91,1.89,1.89,36.81889258,69.5877069762
1662829200,2022-09-10 17:00:00,OMG/EUR,1.89,1.89,1.89,1.89,0.00000000,0.0
1662825600,2022-09-10 16:00:00,OMG/EUR,1.89,1.89,1.89,1.89,0.00000000,0.0
1662822000,2022-09-10 15:00:00,OMG/EUR,1.89,1.89,1.89,1.89,0.00000000,0.0
1662818400,2022-09-10 14:00:00,OMG/EUR,1.89,1.89,1.89,1.89,0.00000000,0.0
1662814800,2022-09-10 13:00:00,OMG/EUR,1.89,1.89,1.89,1.89,192.05551371,362.9849209119
1662811200,2022-09-10 12:00:00,OMG/EUR,1.91,1.91,1.89,1.89,145.86966381,275.6936646009
1662807600,2022-09-10 11:00:00,OMG/EUR,1.90,1.90,1.90,1.90,42.00724737,79.813770003
1662804000,2022-09-10 10:00:00,OMG/EUR,1.93,1.93,1.93,1.93,0.00000000,0.0
1662800400,2022-09-10 09:00:00,OMG/EUR,1.93,1.93,1.93,1.93,545.84375000,1053.4784375
1662796800,2022-09-10 08:00:00,OMG/EUR,1.92,1.93,1.92,1.93,722.86974086,1395.1385998598
1662793200,2022-09-10 07:00:00,OMG/EUR,1.94,1.94,1.92,1.92,2321.16127894,4456.6296555648
1662789600,2022-09-10 06:00:00,OMG/EUR,1.94,1.95,1.94,1.95,834.07847867,1626.4530334065
1662786000,2022-09-10 05:00:00,OMG/EUR,1.91,1.91,1.91,1.91,52.74869109,100.7499999819
1662782400,2022-09-10 04:00:00,OMG/EUR,1.89,1.89,1.88,1.89,956.65980588,1808.0870331132
1662778800,2022-09-10 03:00:00,OMG/EUR,1.94,1.94,1.94,1.94,0.00000000,0.0
1662775200,2022-09-10 02:00:00,OMG/EUR,1.94,1.94,1.94,1.94,0.00000000,0.0
1662771600,2022-09-10 01:00:00,OMG/EUR,1.94,1.94,1.94,1.94,359.92397660,698.252514604
1662768000,2022-09-10 00:00:00,OMG/EUR,1.93,1.93,1.93,1.93,94.54396627,182.46985490109998
1662764400,2022-09-09 23:00:00,OMG/EUR,1.91,1.92,1.90,1.90,642.13768191,1220.0615956289998
1662760800,2022-09-09 22:00:00,OMG/EUR,1.90,1.90,1.90,1.90,0.00000000,0.0
1662757200,2022-09-09 21:00:00,OMG/EUR,1.90,1.90,1.90,1.90,96.58370880,183.50904672
1662753600,2022-09-09 20:00:00,OMG/EUR,1.89,1.89,1.89,1.89,25.00000000,47.25
1662750000,2022-09-09 19:00:00,OMG/EUR,1.88,1.89,1.88,1.88,774.90336408,1456.8183244703998
1662746400,2022-09-09 18:00:00,OMG/EUR,1.87,1.87,1.87,1.87,802.14973262,1500.0199999994002
1662742800,2022-09-09 17:00:00,OMG/EUR,1.89,1.89,1.89,1.89,0.00000000,0.0
1662739200,2022-09-09 16:00:00,OMG/EUR,1.89,1.89,1.89,1.89,26.45502645,49.999999990499994
1662735600,2022-09-09 15:00:00,OMG/EUR,1.91,1.91,1.90,1.90,609.07218757,1157.237156383
1662732000,2022-09-09 14:00:00,OMG/EUR,1.89,1.89,1.89,1.89,0.00000000,0.0
1662728400,2022-09-09 13:00:00,OMG/EUR,1.89,1.89,1.89,1.89,390.68894309,738.4021024401
1662724800,2022-09-09 12:00:00,OMG/EUR,1.91,1.93,1.91,1.93,455.00750679,878.1644881046999
1662721200,2022-09-09 11:00:00,OMG/EUR,1.90,1.90,1.90,1.90,364.78594541,693.093296279
1662717600,2022-09-09 10:00:00,OMG/EUR,1.90,1.92,1.90,1.91,131.73012565,251.60453999149996
1662714000,2022-09-09 09:00:00,OMG/EUR,1.90,1.90,1.90,1.90,105.90790781,201.22502483899999
1662710400,2022-09-09 08:00:00,OMG/EUR,1.87,1.90,1.87,1.90,2204.59780824,4188.735835656
1662706800,2022-09-09 07:00:00,OMG/EUR,1.89,1.89,1.89,1.89,0.00000000,0.0
1662703200,2022-09-09 06:00:00,OMG/EUR,1.89,1.89,1.89,1.89,52.78507465,99.76379108849999
1662699600,2022-09-09 05:00:00,OMG/EUR,1.88,1.89,1.88,1.89,106.79778000,201.84780419999998
1662696000,2022-09-09 04:00:00,OMG/EUR,1.88,1.88,1.88,1.88,37.08304735,69.716129018
1662692400,2022-09-09 03:00:00,OMG/EUR,1.86,1.86,1.86,1.86,0.00000000,0.0
1662688800,2022-09-09 02:00:00,OMG/EUR,1.86,1.86,1.86,1.86,0.00000000,0.0
1662685200,2022-09-09 01:00:00,OMG/EUR,1.86,1.86,1.86,1.86,0.00000000,0.0
1662681600,2022-09-09 00:00:00,OMG/EUR,1.86,1.86,1.86,1.86,1242.07615597,2310.2616501042
1662678000,2022-09-08 23:00:00,OMG/EUR,1.84,1.84,1.84,1.84,0.00000000,0.0
1662674400,2022-09-08 22:00:00,OMG/EUR,1.84,1.84,1.84,1.84,0.00000000,0.0
1662670800,2022-09-08 21:00:00,OMG/EUR,1.84,1.84,1.84,1.84,5.64679294,10.3900990096
1662667200,2022-09-08 20:00:00,OMG/EUR,1.85,1.85,1.85,1.85,0.00000000,0.0
