https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XCAD,Volume USDT
1659312000,2022-08-01 00:00:00,XCAD/USDT,1.5253,1.5404,1.4847,1.5249,80276.72498317,121354.302248786327
1659225600,2022-07-31 00:00:00,XCAD/USDT,1.5301,1.5824,1.5105,1.5236,102953.30088027,159434.402561957386
1659139200,2022-07-30 00:00:00,XCAD/USDT,1.5106,1.6027,1.4754,1.5281,160801.82723527,245455.451859973919
1659052800,2022-07-29 00:00:00,XCAD/USDT,1.5633,1.5887,1.4702,1.511,153676.13547251,234323.218489792702
1658966400,2022-07-28 00:00:00,XCAD/USDT,1.5265,1.5918,1.4786,1.5631,145490.0329973,223089.984972331096
1658880000,2022-07-27 00:00:00,XCAD/USDT,1.434,1.5492,1.4001,1.5266,190543.02797659,280102.599723195329
1658793600,2022-07-26 00:00:00,XCAD/USDT,1.4362,1.4642,1.3802,1.4381,118280.39645347,166692.598743830839
1658707200,2022-07-25 00:00:00,XCAD/USDT,1.4953,1.5024,1.4306,1.4347,89822.66323554,132209.443015276949
1658620800,2022-07-24 00:00:00,XCAD/USDT,1.5363,1.5621,1.4812,1.495,117394.70196697,178479.896405721454
1658534400,2022-07-23 00:00:00,XCAD/USDT,1.542,1.6034,1.4741,1.5366,195998.82182319,299018.426217394208
1658448000,2022-07-22 00:00:00,XCAD/USDT,1.6191,1.6752,1.5359,1.5395,152173.49010661,244136.044675563175
1658361600,2022-07-21 00:00:00,XCAD/USDT,1.6442,1.6513,1.5689,1.6189,139443.54892246,224315.43745820228
1658275200,2022-07-20 00:00:00,XCAD/USDT,1.7781,1.8158,1.611,1.6441,258055.90365589,443459.307390599737
1658188800,2022-07-19 00:00:00,XCAD/USDT,1.6112,1.87,1.58,1.7784,312460.17925599,534501.494184833229
1658102400,2022-07-18 00:00:00,XCAD/USDT,1.3918,1.683,1.3875,1.616,324557.49086046,491969.523900612005
1658016000,2022-07-17 00:00:00,XCAD/USDT,1.5138,1.5275,1.35,1.3921,191763.47406392,278705.983979656559
1657929600,2022-07-16 00:00:00,XCAD/USDT,1.5993,1.6053,1.4563,1.515,151047.47053413,230699.283889500753
1657843200,2022-07-15 00:00:00,XCAD/USDT,1.5318,1.6847,1.4865,1.5992,218473.38754093,343599.401225237508
1657756800,2022-07-14 00:00:00,XCAD/USDT,1.4503,1.5945,1.438,1.532,185072.11924124,279120.586434453228
1657670400,2022-07-13 00:00:00,XCAD/USDT,1.5244,1.5372,1.4038,1.4508,247512.51404578,359557.423019282598
1657584000,2022-07-12 00:00:00,XCAD/USDT,1.6116,1.6338,1.5167,1.5227,163919.88393214,258526.285023114348
1657497600,2022-07-11 00:00:00,XCAD/USDT,1.7362,1.7371,1.606,1.6121,310665.71645135,526198.039311980708
1657411200,2022-07-10 00:00:00,XCAD/USDT,1.8567,1.8567,1.6837,1.7371,341759.40206353,603415.103962246364
1657324800,2022-07-09 00:00:00,XCAD/USDT,1.8985,1.9296,1.8352,1.8526,205160.8937103,385837.778321851655
1657238400,2022-07-08 00:00:00,XCAD/USDT,1.956,1.9908,1.8563,1.8982,173493.92894933,335253.725518761746
1657152000,2022-07-07 00:00:00,XCAD/USDT,1.9258,2.023,1.8873,1.9559,166872.48771787,323433.319597210039
1657065600,2022-07-06 00:00:00,XCAD/USDT,1.9157,1.9427,1.8597,1.9277,150217.37977234,286598.842763658466
1656979200,2022-07-05 00:00:00,XCAD/USDT,1.9163,1.9872,1.8269,1.9159,183068.41123437,349587.304039332771
1656892800,2022-07-04 00:00:00,XCAD/USDT,1.9162,1.9587,1.8409,1.9184,205575.98069071,389366.796541453575
1656806400,2022-07-03 00:00:00,XCAD/USDT,1.8943,1.9391,1.83,1.92,130495.47880988,243745.658680571661
1656720000,2022-07-02 00:00:00,XCAD/USDT,1.9833,2.0042,1.8,1.8936,234206.24743209,439454.56312797913
1656633600,2022-07-01 00:00:00,XCAD/USDT,1.9914,2.1264,1.8937,1.9833,284231.50158599,572468.336060769138
1656547200,2022-06-30 00:00:00,XCAD/USDT,2.0311,2.1338,1.85,1.9907,304811.46209519,599312.182014010438
1656460800,2022-06-29 00:00:00,XCAD/USDT,2.185,2.2589,1.9767,2.0372,502778.34479788,1070171.510652272715
1656374400,2022-06-28 00:00:00,XCAD/USDT,2.3074,2.3722,2.13,2.1836,300067.24359081,675330.192148623534
1656288000,2022-06-27 00:00:00,XCAD/USDT,2.4493,2.4994,2.24,2.3118,355905.04375324,841651.674392769062
1656201600,2022-06-26 00:00:00,XCAD/USDT,2.795,2.83,2.4,2.4493,292231.61433407,772977.263602437218
1656115200,2022-06-25 00:00:00,XCAD/USDT,2.7538,2.8749,2.651,2.7952,234223.33131071,646288.950140265955
1656028800,2022-06-24 00:00:00,XCAD/USDT,2.7474,2.8974,2.65,2.7539,270342.42881782,748547.753592440769
1655942400,2022-06-23 00:00:00,XCAD/USDT,2.5992,2.955,2.597,2.7474,334177.1642112,905165.709425636484
1655856000,2022-06-22 00:00:00,XCAD/USDT,2.9165,3.0863,2.5605,2.6013,466224.39979143,1321796.816358826552
1655769600,2022-06-21 00:00:00,XCAD/USDT,2.6782,3.2871,2.6061,2.9187,744573.99510562,2144195.890335026295
1655683200,2022-06-20 00:00:00,XCAD/USDT,2.6566,2.799,2.46,2.678,431880.36713017,1125967.244806069989
1655596800,2022-06-19 00:00:00,XCAD/USDT,2.0797,2.6913,2.0639,2.6566,582336.84631979,1405311.793251888549
1655510400,2022-06-18 00:00:00,XCAD/USDT,2.6491,2.7091,1.8233,2.0785,897836.7813648,1928193.368566339288
1655424000,2022-06-17 00:00:00,XCAD/USDT,3.0623,3.191,2.4399,2.6628,744804.41974585,2129222.04684841721
1655337600,2022-06-16 00:00:00,XCAD/USDT,4.1256,4.2194,2.8772,3.0623,673108.20371326,2430428.504598805184
1655251200,2022-06-15 00:00:00,XCAD/USDT,4.3008,4.425,3.4591,4.1228,677105.65848918,2585967.745800197572
1655164800,2022-06-14 00:00:00,XCAD/USDT,4.1635,4.6896,3.9543,4.3027,627227.81179351,2735353.885836221752
1655078400,2022-06-13 00:00:00,XCAD/USDT,4.3324,4.5,3.52,4.1409,828736.07323063,3269880.929884501151
1654992000,2022-06-12 00:00:00,XCAD/USDT,4.4882,4.6812,3.9169,4.3259,549546.55699253,2313941.709507501083
1654905600,2022-06-11 00:00:00,XCAD/USDT,4.6202,4.99,4.2501,4.5008,426697.48327056,1948849.814409728987
1654819200,2022-06-10 00:00:00,XCAD/USDT,4.9575,5.3,4.475,4.6257,569589.98986045,2804278.564322985417
1654732800,2022-06-09 00:00:00,XCAD/USDT,4.5097,5.15,4.4992,4.9581,321411.49051728,1582772.901794332643
1654646400,2022-06-08 00:00:00,XCAD/USDT,4.5801,4.7283,4.4437,4.5097,286122.64200455,1301412.480913347135
1654560000,2022-06-07 00:00:00,XCAD/USDT,4.3212,4.8597,4.0431,4.5799,664399.4953119,2968573.930786857001
1654473600,2022-06-06 00:00:00,XCAD/USDT,3.8752,4.47,3.828,4.3224,297640.00759498,1213962.014906066823
1654387200,2022-06-05 00:00:00,XCAD/USDT,3.9986,4.0078,3.8253,3.875,99582.64359099,389477.312244744631
1654300800,2022-06-04 00:00:00,XCAD/USDT,3.7898,4.0078,3.7824,3.9983,125869.804231,492563.293587748257
1654214400,2022-06-03 00:00:00,XCAD/USDT,3.9191,3.9315,3.7025,3.7895,145184.09092998,551049.788570586423
1654128000,2022-06-02 00:00:00,XCAD/USDT,3.6824,3.952,3.6547,3.9233,142525.76011275,543429.816688785799
1654041600,2022-06-01 00:00:00,XCAD/USDT,3.9321,4.0857,3.6424,3.6833,275402.00750219,1060657.957698045975
1653955200,2022-05-31 00:00:00,XCAD/USDT,3.8534,3.9769,3.76,3.9319,195999.73737489,757398.945057139956
1653868800,2022-05-30 00:00:00,XCAD/USDT,3.9422,4.0847,3.6851,3.853,353176.43386085,1368528.049116766075
1653782400,2022-05-29 00:00:00,XCAD/USDT,3.3996,4.1607,3.3,3.9419,418954.38625495,1576027.892012260825
1653696000,2022-05-28 00:00:00,XCAD/USDT,3.906,3.9935,3.39,3.4018,318257.28085855,1159395.077200091319
1653609600,2022-05-27 00:00:00,XCAD/USDT,4.4731,4.4801,3.81,3.9095,735899.07990847,3003700.422012877749
1653523200,2022-05-26 00:00:00,XCAD/USDT,3.7124,4.4866,3.2999,4.4731,605146.99560299,2352108.272390081244
1653436800,2022-05-25 00:00:00,XCAD/USDT,3.7222,3.8003,3.556,3.7127,179233.35962413,657208.946491642098
1653350400,2022-05-24 00:00:00,XCAD/USDT,3.4795,3.7394,3.29,3.7221,231452.68663848,811634.167733191581
1653264000,2022-05-23 00:00:00,XCAD/USDT,3.9392,3.9763,3.43,3.4794,324852.05784087,1201757.393800659711
1653177600,2022-05-22 00:00:00,XCAD/USDT,3.8659,4.1689,3.3,3.9253,515947.37652653,1931831.011162365986
1653091200,2022-05-21 00:00:00,XCAD/USDT,3.0564,4.0442,2.96,3.8656,599434.76664194,2115433.399890646956
1653004800,2022-05-20 00:00:00,XCAD/USDT,2.4327,3.0676,2.3448,3.0647,585234.89118038,1602563.344128649405
1652918400,2022-05-19 00:00:00,XCAD/USDT,2.1763,2.4432,2.0978,2.4336,202928.4803327,450769.552489871394
1652832000,2022-05-18 00:00:00,XCAD/USDT,2.3419,2.3646,2.071,2.1765,243199.63665647,541394.344744153043
1652745600,2022-05-17 00:00:00,XCAD/USDT,2.1404,2.421,2.1393,2.3424,202167.81524983,454579.04213365721
1652659200,2022-05-16 00:00:00,XCAD/USDT,2.2665,2.2842,2.0622,2.1426,156890.36874811,337212.470048698971
1652572800,2022-05-15 00:00:00,XCAD/USDT,2.1543,2.2863,2.0593,2.27,182543.0286743,390554.536688646166
1652486400,2022-05-14 00:00:00,XCAD/USDT,2.0741,2.2015,1.9352,2.1539,297079.85356011,612083.161147323293
1652400000,2022-05-13 00:00:00,XCAD/USDT,1.9317,2.2682,1.8928,2.0793,349438.55153295,745889.541888456572
1652313600,2022-05-12 00:00:00,XCAD/USDT,2.0843,2.2209,1.7,1.9369,764209.88803227,1462297.435502364618
1652227200,2022-05-11 00:00:00,XCAD/USDT,2.9314,3,1.948,2.09,746790.42506845,1820045.686820649275
1652140800,2022-05-10 00:00:00,XCAD/USDT,2.7128,3.189,2.65,2.9317,374120.77138211,1073002.054990856413
1652054400,2022-05-09 00:00:00,XCAD/USDT,3.275,3.3725,2.6963,2.703,461200.9230385,1379982.352245797198
1651968000,2022-05-08 00:00:00,XCAD/USDT,3.3651,3.6156,3.2158,3.2754,190889.87125793,637461.132638284077
1651881600,2022-05-07 00:00:00,XCAD/USDT,3.4688,3.679,3.2811,3.3664,264416.24552879,917965.820204305805
1651795200,2022-05-06 00:00:00,XCAD/USDT,3.3237,3.6,3.0501,3.4733,263994.62928638,863669.130270147569
1651708800,2022-05-05 00:00:00,XCAD/USDT,3.7947,3.978,3.1,3.3234,407910.28013765,1429839.602380032352
1651622400,2022-05-04 00:00:00,XCAD/USDT,3.1294,3.86,3.1181,3.7945,366289.57625433,1282179.679410335871
1651536000,2022-05-03 00:00:00,XCAD/USDT,3.2744,3.35,2.9752,3.133,300016.68463086,943005.605619410256
1651449600,2022-05-02 00:00:00,XCAD/USDT,3.4437,3.7699,3.219,3.2742,271307.77307983,929537.764056612007
1651363200,2022-05-01 00:00:00,XCAD/USDT,3.4913,3.6999,3.2193,3.4433,291469.54395552,999713.583312241605
1651276800,2022-04-30 00:00:00,XCAD/USDT,3.9164,4.0899,3.4136,3.4869,301652.3919393,1146239.023272082382
1651190400,2022-04-29 00:00:00,XCAD/USDT,4.4684,4.5224,3.8246,3.9169,285630.62451195,1184842.222194291206
1651104000,2022-04-28 00:00:00,XCAD/USDT,4.5582,4.82,4.3892,4.4676,388801.82204701,1777334.747512667362
1651017600,2022-04-27 00:00:00,XCAD/USDT,4.1829,5,4.1684,4.5638,843514.59348075,3939852.885667871476
1650931200,2022-04-26 00:00:00,XCAD/USDT,4.2755,4.5475,3.6369,4.1823,702073.03305049,2866580.070172033977
1650844800,2022-04-25 00:00:00,XCAD/USDT,4.161,4.68,3.65,4.2755,595598.20281484,2430877.388105613081
1650758400,2022-04-24 00:00:00,XCAD/USDT,3.4671,4.39,3.45,4.1606,392936.39070463,1515928.405722077072
1650672000,2022-04-23 00:00:00,XCAD/USDT,3.363,3.95,3.2102,3.4663,216794.65139589,753013.523231965282
1650585600,2022-04-22 00:00:00,XCAD/USDT,3.6855,4.0908,3.2319,3.3673,345703.77659398,1247835.162906209856
1650499200,2022-04-21 00:00:00,XCAD/USDT,3.4861,4.2201,3.0573,3.6854,679194.78732918,2493659.71219790545
1650412800,2022-04-20 00:00:00,XCAD/USDT,2.987,4,2.9768,3.4771,343137.76732706,1146663.279630447574
1650326400,2022-04-19 00:00:00,XCAD/USDT,2.588,3.0701,2.5878,2.9765,209556.91576017,585511.106461324705
1650240000,2022-04-18 00:00:00,XCAD/USDT,2.6668,2.6721,2.4999,2.5877,142325.87968047,368596.796723995207
1650153600,2022-04-17 00:00:00,XCAD/USDT,2.5435,2.7464,2.5382,2.6683,146172.06604761,388319.995723195002
1650067200,2022-04-16 00:00:00,XCAD/USDT,2.5461,2.5641,2.514,2.5461,59373.7614776,150684.715803527153
1649980800,2022-04-15 00:00:00,XCAD/USDT,2.5711,2.5945,2.5001,2.5491,48311.81632685,123018.770385447719
1649894400,2022-04-14 00:00:00,XCAD/USDT,2.6306,2.7385,2.5509,2.5714,104787.92584795,276489.667132852498
1649808000,2022-04-13 00:00:00,XCAD/USDT,2.3684,2.7068,2.3459,2.6295,148362.49372934,374607.31700088641
1649721600,2022-04-12 00:00:00,XCAD/USDT,2.3921,2.509,2.3178,2.3688,128032.81622557,307749.492144059989
1649635200,2022-04-11 00:00:00,XCAD/USDT,2.6432,2.666,2.3686,2.3922,140587.58291684,355539.258688372208
1649548800,2022-04-10 00:00:00,XCAD/USDT,2.697,2.7564,2.569,2.6433,124601.3673761,332280.380237803478
1649462400,2022-04-09 00:00:00,XCAD/USDT,2.6253,2.7015,2.5725,2.6952,88669.96279101,232863.243239771401
1649376000,2022-04-08 00:00:00,XCAD/USDT,2.8583,2.8847,2.6167,2.6256,90216.48716836,249701.721003632487
1649289600,2022-04-07 00:00:00,XCAD/USDT,2.8612,2.917,2.6625,2.8586,134771.79812494,380468.620064876846
1649203200,2022-04-06 00:00:00,XCAD/USDT,2.974,3.1364,2.8477,2.8658,224797.0371032,667148.941078002384
1649116800,2022-04-05 00:00:00,XCAD/USDT,2.9844,3.0304,2.91,2.968,114311.23831148,339350.328156225101
1649030400,2022-04-04 00:00:00,XCAD/USDT,2.902,3.1254,2.84,2.9844,217808.04809484,636317.477720907333
1648944000,2022-04-03 00:00:00,XCAD/USDT,3.0531,3.0942,2.8838,2.891,194873.23264839,582672.805738814689
1648857600,2022-04-02 00:00:00,XCAD/USDT,3.0579,3.2071,3.025,3.0466,248432.79478851,774746.033157417679
1648771200,2022-04-01 00:00:00,XCAD/USDT,3.1963,3.536,3.0417,3.0564,282936.81525656,923375.848620599299
1648684800,2022-03-31 00:00:00,XCAD/USDT,3.7303,4.3672,3.17,3.1968,594522.01598074,2192044.40986710156
1648598400,2022-03-30 00:00:00,XCAD/USDT,2.9153,3.7673,2.9067,3.7259,337636.23093166,1134676.453262894331
1648512000,2022-03-29 00:00:00,XCAD/USDT,3.252,3.2911,2.9,2.9159,160294.98385805,493321.661812333848
1648425600,2022-03-28 00:00:00,XCAD/USDT,3.3003,3.6352,3.2483,3.2669,173685.65262172,584498.98653382157
1648339200,2022-03-27 00:00:00,XCAD/USDT,3.1834,3.79,3.0319,3.3017,365358.4201445,1233674.839941692024
1648252800,2022-03-26 00:00:00,XCAD/USDT,2.5572,3.3,2.5406,3.1834,291381.04043356,819385.352379067589
1648166400,2022-03-25 00:00:00,XCAD/USDT,2.558,2.6855,2.5487,2.5556,61123.9042229,159871.144069472769
1648080000,2022-03-24 00:00:00,XCAD/USDT,2.6214,2.63,2.5353,2.5578,98244.48826375,253717.751794773901
1647993600,2022-03-23 00:00:00,XCAD/USDT,2.6449,2.694,2.545,2.6214,73025.12656907,190176.169211519139
1647907200,2022-03-22 00:00:00,XCAD/USDT,2.5156,2.7349,2.4304,2.6449,105011.31095857,269030.449980994624
1647820800,2022-03-21 00:00:00,XCAD/USDT,2.5951,2.6125,2.508,2.5157,45390.174678,116227.482649377274
1647734400,2022-03-20 00:00:00,XCAD/USDT,2.6983,2.6987,2.5714,2.5896,42925.36193384,113036.250879532741
1647648000,2022-03-19 00:00:00,XCAD/USDT,2.607,2.9185,2.5786,2.6982,80171.68242206,213805.041226556892
1647561600,2022-03-18 00:00:00,XCAD/USDT,2.5714,2.6739,2.501,2.6067,71743.7928283,184982.636387142915
1647475200,2022-03-17 00:00:00,XCAD/USDT,2.5889,2.6847,2.55,2.5713,67796.70493457,175805.752654994493
1647388800,2022-03-16 00:00:00,XCAD/USDT,2.4863,2.672,2.4546,2.5889,61417.83422093,155616.656583885461
1647302400,2022-03-15 00:00:00,XCAD/USDT,2.4441,2.5518,2.36,2.4905,56934.18693791,138122.842739144873
1647216000,2022-03-14 00:00:00,XCAD/USDT,2.5847,2.5885,2.4,2.4441,79601.78161772,199029.646839365653
1647129600,2022-03-13 00:00:00,XCAD/USDT,2.6273,2.75,2.5501,2.5862,103042.18017288,275273.697609762709
1647043200,2022-03-12 00:00:00,XCAD/USDT,2.618,2.7101,2.6062,2.6324,43155.68980869,113958.322483492206
1646956800,2022-03-11 00:00:00,XCAD/USDT,2.7052,2.7896,2.6001,2.6261,89052.17008171,238267.391558997815
1646870400,2022-03-10 00:00:00,XCAD/USDT,2.7733,2.8097,2.6614,2.7023,60622.29592431,165392.729143262417
1646784000,2022-03-09 00:00:00,XCAD/USDT,2.7107,2.9671,2.7107,2.7746,140489.83984865,396299.93452920821
1646697600,2022-03-08 00:00:00,XCAD/USDT,2.7667,2.7667,2.6608,2.7107,38010.54639587,103018.33708495678
1646611200,2022-03-07 00:00:00,XCAD/USDT,2.7538,2.8899,2.6532,2.7668,107338.49740989,294374.015397988875
1646524800,2022-03-06 00:00:00,XCAD/USDT,2.694,2.8998,2.6275,2.7526,143281.49792133,393141.922546668149
1646438400,2022-03-05 00:00:00,XCAD/USDT,2.6674,2.8558,2.6219,2.6942,93890.15598466,252135.755929975329
1646352000,2022-03-04 00:00:00,XCAD/USDT,2.844,2.8481,2.6509,2.6677,54628.05152172,150075.118290528395
1646265600,2022-03-03 00:00:00,XCAD/USDT,2.997,3.01,2.7688,2.8432,115158.20253382,331024.884887879765
1646179200,2022-03-02 00:00:00,XCAD/USDT,3.156,3.156,2.9524,2.9972,76304.62315207,232579.298323888549
1646092800,2022-03-01 00:00:00,XCAD/USDT,3.0378,3.2028,3.011,3.1568,102637.21596475,316341.645522050232
1646006400,2022-02-28 00:00:00,XCAD/USDT,2.7303,3.2587,2.7274,3.0311,189263.71200515,550198.413581129793
1645920000,2022-02-27 00:00:00,XCAD/USDT,2.9716,3,2.6992,2.7299,105663.03063748,303706.510112774266
1645833600,2022-02-26 00:00:00,XCAD/USDT,2.767,3.1,2.729,2.9752,110741.13261757,322595.711876340225
1645747200,2022-02-25 00:00:00,XCAD/USDT,2.6423,2.857,2.63,2.7648,98358.47430414,269012.261244761319
1645660800,2022-02-24 00:00:00,XCAD/USDT,3.0427,3.15,2.35,2.6431,295955.49286386,782806.880393191186
1645574400,2022-02-23 00:00:00,XCAD/USDT,3.0941,3.3,2.78,3.0429,171673.67605311,527478.925864544487
1645488000,2022-02-22 00:00:00,XCAD/USDT,3.3662,3.4,2.86,3.0941,191959.99833931,594296.145909729171
1645401600,2022-02-21 00:00:00,XCAD/USDT,3.7596,4.2966,3.3604,3.3674,164373.15632484,608334.276126069659
1645315200,2022-02-20 00:00:00,XCAD/USDT,4.097,4.1075,3.6555,3.7601,96581.36663947,369305.546553157919
1645228800,2022-02-19 00:00:00,XCAD/USDT,4.1612,4.3117,3.9999,4.0971,52395.31069425,216586.848842454595
1645142400,2022-02-18 00:00:00,XCAD/USDT,4.3847,4.4087,4.1122,4.1654,85519.98966383,365405.464108889821
1645056000,2022-02-17 00:00:00,XCAD/USDT,4.8647,4.9302,4.28,4.3849,104903.3207752,477085.348594416329
1644969600,2022-02-16 00:00:00,XCAD/USDT,4.9083,4.9778,4.7716,4.8644,55624.38302121,272111.050877312384
1644883200,2022-02-15 00:00:00,XCAD/USDT,4.3653,4.93,4.3428,4.9068,127516.48807797,602306.28285380578
1644796800,2022-02-14 00:00:00,XCAD/USDT,4.4137,4.4927,4.2818,4.3655,101069.53264819,441989.435290696507
1644710400,2022-02-13 00:00:00,XCAD/USDT,4.6489,4.7628,4.385,4.4135,87736.74624726,400275.480831771881
1644624000,2022-02-12 00:00:00,XCAD/USDT,4.8415,4.9103,4.5263,4.6605,98581.24964503,459862.547903819081
1644537600,2022-02-11 00:00:00,XCAD/USDT,5.3282,5.35,4.6916,4.8409,193992.15288322,993729.675069576946
1644451200,2022-02-10 00:00:00,XCAD/USDT,5.6923,5.7232,5.2483,5.3292,98019.04371731,538019.674028132963
1644364800,2022-02-09 00:00:00,XCAD/USDT,5.4029,5.7425,5.3607,5.6956,85999.49806187,477097.449934512427
1644278400,2022-02-08 00:00:00,XCAD/USDT,5.1802,5.5885,5.1213,5.4017,134562.79368231,718467.006287427213
1644192000,2022-02-07 00:00:00,XCAD/USDT,5.0057,5.3249,4.9737,5.1898,153818.73925229,798412.295079688934
1644105600,2022-02-06 00:00:00,XCAD/USDT,4.8373,5.0248,4.82,5.0167,61511.73588761,301984.838166134807
1644019200,2022-02-05 00:00:00,XCAD/USDT,4.794,5.0117,4.7804,4.8371,114935.71439089,563401.170652301209
1643932800,2022-02-04 00:00:00,XCAD/USDT,4.3911,4.8491,4.3455,4.7947,173354.9246277,807551.034977458801
