https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL,Volume USDT
1663545600000.0,2022-09-19 00:00:00,SOL/USDT,31.1075,31.22,31.0425,31.115,2039.8192937489957,63468.977325
1663459200000.0,2022-09-18 00:00:00,SOL/USDT,33.6925,33.99,30.87,31.1075,166407.80173752308,5176530.69255
1663372800000.0,2022-09-17 00:00:00,SOL/USDT,32.245,33.89,32.2125,33.6925,89689.10780885952,3021850.26485
1663286400000.0,2022-09-16 00:00:00,SOL/USDT,33.07,33.2475,31.515,32.245,153836.754972864,4960466.1641
1663200000000.0,2022-09-15 00:00:00,SOL/USDT,34.115,34.84,32.435,33.07,234470.72810553372,7753946.97845
1663113600000.0,2022-09-14 00:00:00,SOL/USDT,32.985,34.34,32.68,34.115,186603.39504543456,6365974.821975
1663027200000.0,2022-09-13 00:00:00,SOL/USDT,37.4475,38.96,32.9275,32.985,386553.75900636654,12750475.740825
1662940800000.0,2022-09-12 00:00:00,SOL/USDT,34.9875,38.395,34.41,37.4475,374036.4400660926,14006729.589375
1662854400000.0,2022-09-11 00:00:00,SOL/USDT,35.0375,36.0,34.07,34.9875,151340.51232082886,5295026.174825
1662768000000.0,2022-09-10 00:00:00,SOL/USDT,34.67,35.3975,34.275,35.0375,130294.05652657866,4565178.00555
1662681600000.0,2022-09-09 00:00:00,SOL/USDT,33.6125,35.93,33.5875,34.67,249020.75404816846,8633549.54285
1662595200000.0,2022-09-08 00:00:00,SOL/USDT,32.7025,33.9725,31.9825,33.6125,230479.39124730387,7746988.5383
1662508800000.0,2022-09-07 00:00:00,SOL/USDT,30.8925,32.94,30.31,32.7025,182404.9283204648,5965097.1684
1662422400000.0,2022-09-06 00:00:00,SOL/USDT,32.175,33.89,30.455,30.8925,333973.9483264546,10317290.198675
1662336000000.0,2022-09-05 00:00:00,SOL/USDT,32.16,32.5,31.16,32.175,142601.30861693862,4588197.10475
1662249600000.0,2022-09-04 00:00:00,SOL/USDT,31.115,32.21,31.025,32.16,115947.6497807836,3728876.41695
1662163200000.0,2022-09-03 00:00:00,SOL/USDT,31.2325,31.2675,30.795,31.115,94280.59836654348,2933540.818175
1662076800000.0,2022-09-02 00:00:00,SOL/USDT,31.6075,32.3825,30.765,31.2325,183135.15073401105,5719768.5953
1661990400000.0,2022-09-01 00:00:00,SOL/USDT,31.4925,31.775,30.4025,31.61,187569.8609822841,5929083.30565
1661904000000.0,2022-08-31 00:00:00,SOL/USDT,31.4775,32.9525,31.1825,31.4925,224213.6471001032,7061048.2813
1661817600000.0,2022-08-30 00:00:00,SOL/USDT,32.4175,33.155,30.64,31.475,235086.08673232724,7399334.5799
1661731200000.0,2022-08-29 00:00:00,SOL/USDT,30.425,32.635,29.99,32.4175,310763.53869437805,10074177.015625
1661644800000.0,2022-08-28 00:00:00,SOL/USDT,31.5175,32.2025,30.1775,30.425,173116.85177896466,5267080.215375
1661558400000.0,2022-08-27 00:00:00,SOL/USDT,31.7175,32.2925,30.8675,31.5175,231712.16571904498,7302988.18305
1661472000000.0,2022-08-26 00:00:00,SOL/USDT,35.27,35.79,31.3675,31.7175,365020.40132813115,11577534.579125
1661385600000.0,2022-08-25 00:00:00,SOL/USDT,34.8875,36.4775,34.87,35.27,218668.63983059255,7712442.926825
1661299200000.0,2022-08-24 00:00:00,SOL/USDT,35.68,36.405,34.3175,34.8875,251956.1405467574,8790119.853325
1661212800000.0,2022-08-23 00:00:00,SOL/USDT,35.415,36.105,34.245,35.68,211378.6177515415,7541989.081375
1661126400000.0,2022-08-22 00:00:00,SOL/USDT,36.4675,36.5525,33.715,35.415,364388.50666949037,12904818.9637
1661040000000.0,2022-08-21 00:00:00,SOL/USDT,35.28,37.025,34.46,36.4675,331237.5599122506,12079405.7161
1660953600000.0,2022-08-20 00:00:00,SOL/USDT,35.8175,37.255,34.215,35.28,374506.51031462586,13212589.6839
1660867200000.0,2022-08-19 00:00:00,SOL/USDT,39.5075,39.5725,35.1,35.8175,657060.2631513925,23534255.975425
1660780800000.0,2022-08-18 00:00:00,SOL/USDT,40.5375,41.6675,39.335,39.5075,291231.96350882744,11505846.798325
1660694400000.0,2022-08-17 00:00:00,SOL/USDT,43.0875,44.7125,40.18,40.5375,418015.8777483812,16945318.644225
1660608000000.0,2022-08-16 00:00:00,SOL/USDT,43.71,44.3075,42.545,43.0875,308174.34978880186,13278462.296525
1660521600000.0,2022-08-15 00:00:00,SOL/USDT,44.855,47.2325,42.75,43.71,308698.5837914665,13493215.097525
1660435200000.0,2022-08-14 00:00:00,SOL/USDT,46.5875,48.055,44.4175,44.855,270892.7564836696,12150894.592075
1660348800000.0,2022-08-13 00:00:00,SOL/USDT,45.5175,48.3725,45.3,46.5875,252226.3353528307,11750594.39825
1660262400000.0,2022-08-12 00:00:00,SOL/USDT,42.775,45.52,42.105,45.51,207477.11643155353,9442283.5688
1660176000000.0,2022-08-11 00:00:00,SOL/USDT,42.4675,45.3075,42.35,42.775,325276.69471244887,13913710.616325
1660089600000.0,2022-08-10 00:00:00,SOL/USDT,40.3325,42.8675,39.16,42.4675,291718.1547141932,12388540.735325
1660003200000.0,2022-08-09 00:00:00,SOL/USDT,42.1825,42.7525,39.75,40.3325,220078.5567210066,8876318.38895
1659916800000.0,2022-08-08 00:00:00,SOL/USDT,40.605,43.7075,40.5475,42.1825,303728.7484205536,12812037.93025
1659830400000.0,2022-08-07 00:00:00,SOL/USDT,40.0575,41.5725,39.195,40.605,143685.62434121416,5834354.776375
1659744000000.0,2022-08-06 00:00:00,SOL/USDT,40.555,40.9,39.855,40.0575,136280.3703719653,5459050.936175
1659657600000.0,2022-08-05 00:00:00,SOL/USDT,38.8325,41.335,38.7,40.555,289896.40856737766,11756748.84945
1659571200000.0,2022-08-04 00:00:00,SOL/USDT,38.54,39.8425,37.9775,38.8325,282254.5886152063,10960651.3124
1659484800000.0,2022-08-03 00:00:00,SOL/USDT,39.765,41.0675,37.4525,38.54,469261.8284658796,18085350.869075
1659398400000.0,2022-08-02 00:00:00,SOL/USDT,41.6325,42.445,39.5075,39.765,261837.24264742862,10411957.953875
1659312000000.0,2022-08-01 00:00:00,SOL/USDT,42.335,43.225,40.5925,41.6325,221777.62278148078,9233156.88045
1659225600000.0,2022-07-31 00:00:00,SOL/USDT,43.8425,45.1775,42.22,42.3325,240746.0306909585,10191381.344225
1659139200000.0,2022-07-30 00:00:00,SOL/USDT,41.9075,46.64,41.44,43.8425,341500.13749729143,14972219.778225
1659052800000.0,2022-07-29 00:00:00,SOL/USDT,42.9225,44.415,41.14,41.9075,380810.1605870071,15958801.8048
1658966400000.0,2022-07-28 00:00:00,SOL/USDT,40.2225,44.1725,39.0375,42.94,347250.30246506754,14910927.98785
1658880000000.0,2022-07-27 00:00:00,SOL/USDT,36.2475,40.5375,35.68,40.2225,306999.84783827467,12348301.379675
1658793600000.0,2022-07-26 00:00:00,SOL/USDT,36.64,36.8175,34.6725,36.2475,327205.1323174012,11860368.033675
1658707200000.0,2022-07-25 00:00:00,SOL/USDT,40.9275,41.095,36.565,36.64,399939.9051985535,14653798.126475
1658620800000.0,2022-07-24 00:00:00,SOL/USDT,39.9625,42.1025,39.48,40.9275,307822.6036790666,12598409.612075
