https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DODO,Volume USDT
1658966400,2022-07-28 00:00:00,DODO/USDT,0.1526,0.17,0.1505,0.1639,1781243.6173178,287614.023155324407
1658880000,2022-07-27 00:00:00,DODO/USDT,0.1428,0.1538,0.1401,0.1524,824144.07093715,119213.991391548768
1658793600,2022-07-26 00:00:00,DODO/USDT,0.1414,0.1449,0.1371,0.1429,723477.21146578,101554.769641755125
1658707200,2022-07-25 00:00:00,DODO/USDT,0.1559,0.1565,0.1402,0.142,1053347.33680359,155623.715378204218
1658620800,2022-07-24 00:00:00,DODO/USDT,0.1583,0.1649,0.1547,0.1556,999002.74204563,159252.814279398711
1658534400,2022-07-23 00:00:00,DODO/USDT,0.1532,0.1639,0.1524,0.1582,1032376.04679366,162576.711529794567
1658448000,2022-07-22 00:00:00,DODO/USDT,0.152,0.1689,0.1509,0.1535,1478807.37140056,234797.300480433799
1658361600,2022-07-21 00:00:00,DODO/USDT,0.1489,0.1551,0.1457,0.152,842970.21880456,126799.20879895889
1658275200,2022-07-20 00:00:00,DODO/USDT,0.167,0.1716,0.1397,0.1482,1889859.67408637,294012.847189265338
1658188800,2022-07-19 00:00:00,DODO/USDT,0.1624,0.1768,0.1571,0.1671,1692121.43374759,280245.058366726809
1658102400,2022-07-18 00:00:00,DODO/USDT,0.1535,0.169,0.1528,0.1625,1788736.866846,291201.542927578338
1658016000,2022-07-17 00:00:00,DODO/USDT,0.1647,0.1687,0.1527,0.1531,1475010.82201371,236825.642548685547
1657929600,2022-07-16 00:00:00,DODO/USDT,0.1464,0.1759,0.1443,0.1647,5938170.93781144,960270.457716402042
1657843200,2022-07-15 00:00:00,DODO/USDT,0.1483,0.1559,0.1417,0.1459,1593369.53755968,232790.113430129708
1657756800,2022-07-14 00:00:00,DODO/USDT,0.1331,0.1665,0.1304,0.1479,3942165.49640245,578622.705218381689
1657670400,2022-07-13 00:00:00,DODO/USDT,0.122,0.1351,0.1175,0.1332,1990394.5562734,249165.366544279412
1657584000,2022-07-12 00:00:00,DODO/USDT,0.1239,0.1312,0.122,0.1227,1080322.14781137,136124.617219343912
1657497600,2022-07-11 00:00:00,DODO/USDT,0.134,0.1416,0.1235,0.1237,1647932.49351309,223299.337631868115
1657411200,2022-07-10 00:00:00,DODO/USDT,0.1466,0.1474,0.1319,0.1342,1529874.36221475,210726.662763913892
1657324800,2022-07-09 00:00:00,DODO/USDT,0.1374,0.1563,0.1336,0.1464,2967040.65222431,438412.65203216669
1657238400,2022-07-08 00:00:00,DODO/USDT,0.1357,0.1464,0.1294,0.1372,1310045.88373181,176451.155952991033
1657152000,2022-07-07 00:00:00,DODO/USDT,0.1332,0.1384,0.1293,0.136,1177564.64691009,158102.557228197522
1657065600,2022-07-06 00:00:00,DODO/USDT,0.1219,0.1486,0.12,0.1332,3005152.57245652,404419.862548799062
1656979200,2022-07-05 00:00:00,DODO/USDT,0.1281,0.1301,0.1179,0.1219,946349.84937995,116545.447063464648
1656892800,2022-07-04 00:00:00,DODO/USDT,0.1237,0.1291,0.1203,0.1286,577052.8100584,71473.900690803913
1656806400,2022-07-03 00:00:00,DODO/USDT,0.1253,0.1259,0.1174,0.1235,892626.64535551,107498.933926592147
1656720000,2022-07-02 00:00:00,DODO/USDT,0.1189,0.128,0.1156,0.1255,1156539.91723737,140915.274081217544
1656633600,2022-07-01 00:00:00,DODO/USDT,0.1163,0.1255,0.1152,0.1193,1381917.74342761,165964.483656950552
1656547200,2022-06-30 00:00:00,DODO/USDT,0.121,0.1214,0.1076,0.1169,1320866.62055141,149120.556297841674
1656460800,2022-06-29 00:00:00,DODO/USDT,0.1204,0.1261,0.1173,0.1215,969394.50640555,118013.115921309803
1656374400,2022-06-28 00:00:00,DODO/USDT,0.1275,0.1288,0.1188,0.1206,1933637.92436436,240800.818443420882
1656288000,2022-06-27 00:00:00,DODO/USDT,0.126,0.1423,0.1255,0.1274,2771698.52616355,364989.170982805329
1656201600,2022-06-26 00:00:00,DODO/USDT,0.1292,0.136,0.1248,0.1259,2281996.73480778,297581.651213851674
1656115200,2022-06-25 00:00:00,DODO/USDT,0.1307,0.1468,0.1209,0.1289,3577819.26149853,466466.21159262449
1656028800,2022-06-24 00:00:00,DODO/USDT,0.1258,0.1355,0.1252,0.1307,2190789.9775814,282369.229796488376
1655942400,2022-06-23 00:00:00,DODO/USDT,0.1208,0.1379,0.12,0.1259,1707849.15232317,215838.295791825426
1655856000,2022-06-22 00:00:00,DODO/USDT,0.1245,0.1267,0.1147,0.1205,3518653.32564286,424745.970860697589
1655769600,2022-06-21 00:00:00,DODO/USDT,0.1156,0.1322,0.1137,0.125,4192792.74063846,526209.998098515785
1655683200,2022-06-20 00:00:00,DODO/USDT,0.1195,0.1238,0.1124,0.1157,2113140.73312846,250415.148578657677
1655596800,2022-06-19 00:00:00,DODO/USDT,0.1126,0.1214,0.106,0.1195,2848122.05306699,325731.237226930332
1655510400,2022-06-18 00:00:00,DODO/USDT,0.1243,0.1276,0.1026,0.1122,4093279.54857603,459511.417758324927
1655424000,2022-06-17 00:00:00,DODO/USDT,0.1215,0.1307,0.1207,0.1245,1610871.61867943,202671.567188551786
1655337600,2022-06-16 00:00:00,DODO/USDT,0.1377,0.1393,0.1203,0.122,2963347.27137397,379510.381369202797
1655251200,2022-06-15 00:00:00,DODO/USDT,0.1346,0.1401,0.12,0.1383,6041378.9709527,773152.496051327499
1655164800,2022-06-14 00:00:00,DODO/USDT,0.1361,0.143,0.1218,0.1349,7176687.21401099,965862.734247375344
1655078400,2022-06-13 00:00:00,DODO/USDT,0.1501,0.1557,0.1251,0.1364,11268512.22436468,1546922.393138998632
1654992000,2022-06-12 00:00:00,DODO/USDT,0.1484,0.1872,0.1437,0.1503,6873016.56128522,1127751.465245922334
1654905600,2022-06-11 00:00:00,DODO/USDT,0.1644,0.1725,0.1462,0.1481,2802433.48252258,444053.141451602841
1654819200,2022-06-10 00:00:00,DODO/USDT,0.1801,0.1946,0.1605,0.1644,3238479.26910685,559905.035212919973
1654732800,2022-06-09 00:00:00,DODO/USDT,0.1855,0.1889,0.173,0.1799,4030885.85089691,728939.033868440234
1654646400,2022-06-08 00:00:00,DODO/USDT,0.1799,0.2283,0.1717,0.1854,10763464.51432865,2080557.164916229243
1654560000,2022-06-07 00:00:00,DODO/USDT,0.1711,0.1921,0.1501,0.1797,3765167.76327188,637878.426390893993
1654473600,2022-06-06 00:00:00,DODO/USDT,0.1653,0.1757,0.1647,0.1716,1674269.71018443,287800.982982851449
1654387200,2022-06-05 00:00:00,DODO/USDT,0.1678,0.1721,0.163,0.1653,882607.71586589,146712.748441191673
1654300800,2022-06-04 00:00:00,DODO/USDT,0.1645,0.1838,0.1614,0.1678,2453613.32567834,418959.431021166251
1654214400,2022-06-03 00:00:00,DODO/USDT,0.1697,0.1699,0.1562,0.1646,2156158.23475726,352097.599768749052
1654128000,2022-06-02 00:00:00,DODO/USDT,0.1716,0.179,0.1458,0.1698,8221551.60240755,1363351.181698340616
1654041600,2022-06-01 00:00:00,DODO/USDT,0.1679,0.2227,0.166,0.1716,11049145.52209253,2138739.94360356782
1653955200,2022-05-31 00:00:00,DODO/USDT,0.1858,0.1858,0.1647,0.1675,2009437.19516813,346218.285919134225
1653868800,2022-05-30 00:00:00,DODO/USDT,0.1788,0.1917,0.1643,0.1848,6320141.66489266,1126562.153374514092
1653782400,2022-05-29 00:00:00,DODO/USDT,0.1374,0.2399,0.136,0.1784,20706158.77946838,3927544.059454149068
1653696000,2022-05-28 00:00:00,DODO/USDT,0.1326,0.1414,0.1326,0.1375,1092068.24618843,150358.078881735253
1653609600,2022-05-27 00:00:00,DODO/USDT,0.1532,0.1563,0.1316,0.1321,4679900.85796004,661002.127802138225
1653523200,2022-05-26 00:00:00,DODO/USDT,0.171,0.1791,0.1465,0.154,5168364.76328166,823792.29216232265
1653436800,2022-05-25 00:00:00,DODO/USDT,0.1776,0.185,0.1635,0.1711,7013747.02676874,1209501.240349194939
1653350400,2022-05-24 00:00:00,DODO/USDT,0.1458,0.2159,0.1455,0.1786,12548767.97443429,2258458.464802114484
1653264000,2022-05-23 00:00:00,DODO/USDT,0.1455,0.1599,0.1422,0.1466,3348196.38323743,508993.061766118636
1653177600,2022-05-22 00:00:00,DODO/USDT,0.1421,0.15,0.1371,0.1447,2132341.47273345,307536.795474603702
1653091200,2022-05-21 00:00:00,DODO/USDT,0.138,0.1455,0.1318,0.1427,3881081.35157569,531528.852181652063
1653004800,2022-05-20 00:00:00,DODO/USDT,0.1507,0.1512,0.1343,0.1376,3927797.06754674,561947.028949179871
1652918400,2022-05-19 00:00:00,DODO/USDT,0.147,0.1531,0.1351,0.1502,6395810.18495159,929290.720848029846
1652832000,2022-05-18 00:00:00,DODO/USDT,0.168,0.1716,0.1451,0.1467,3261531.15656304,499668.646376120084
1652745600,2022-05-17 00:00:00,DODO/USDT,0.1516,0.1765,0.1516,0.1679,3929722.10370916,644692.85172486722
1652659200,2022-05-16 00:00:00,DODO/USDT,0.1679,0.1688,0.1492,0.1516,2428275.46307043,375596.773488770248
1652572800,2022-05-15 00:00:00,DODO/USDT,0.1564,0.1688,0.1491,0.1679,1486995.21637305,233303.71742771862
1652486400,2022-05-14 00:00:00,DODO/USDT,0.1519,0.1586,0.1365,0.1568,1569178.67569634,233980.818462099495
1652400000,2022-05-13 00:00:00,DODO/USDT,0.135,0.1744,0.1316,0.1527,5666010.68373315,899373.425551119945
1652313600,2022-05-12 00:00:00,DODO/USDT,0.1673,0.1783,0.1208,0.1355,3946882.97817141,553892.246480484668
1652227200,2022-05-11 00:00:00,DODO/USDT,0.2382,0.2459,0.1427,0.1672,14194965.04895569,2681958.702046410767
1652140800,2022-05-10 00:00:00,DODO/USDT,0.2261,0.2587,0.2186,0.2384,8368191.82662082,2040913.341796192141
1652054400,2022-05-09 00:00:00,DODO/USDT,0.2743,0.278,0.2242,0.2251,9222229.7052137,2273434.150147684895
1651968000,2022-05-08 00:00:00,DODO/USDT,0.2743,0.2784,0.2615,0.2735,1398922.52561931,380618.490758437173
1651881600,2022-05-07 00:00:00,DODO/USDT,0.2878,0.2885,0.2635,0.2739,1503200.96582937,421157.839616016409
1651795200,2022-05-06 00:00:00,DODO/USDT,0.285,0.2898,0.2711,0.2879,5210383.40875147,1463741.801985670497
1651708800,2022-05-05 00:00:00,DODO/USDT,0.323,0.33,0.2718,0.2839,4793239.25623704,1423554.155684724092
1651622400,2022-05-04 00:00:00,DODO/USDT,0.2859,0.3267,0.2843,0.3235,3695177.89506985,1115002.319136290546
1651536000,2022-05-03 00:00:00,DODO/USDT,0.2911,0.3048,0.2786,0.286,3837236.4495921,1124085.967968514699
1651449600,2022-05-02 00:00:00,DODO/USDT,0.3044,0.3092,0.2789,0.2912,5439463.29397334,1601644.453105543368
1651363200,2022-05-01 00:00:00,DODO/USDT,0.2833,0.3123,0.2775,0.3051,4540836.31635662,1325558.675187715938
1651276800,2022-04-30 00:00:00,DODO/USDT,0.3428,0.3488,0.2621,0.2836,5596913.43787716,1745935.710011196846
1651190400,2022-04-29 00:00:00,DODO/USDT,0.3637,0.376,0.3379,0.3416,3606084.83779796,1284085.587260732645
1651104000,2022-04-28 00:00:00,DODO/USDT,0.361,0.382,0.3545,0.363,3845657.42185997,1405656.06892279056
1651017600,2022-04-27 00:00:00,DODO/USDT,0.3491,0.3652,0.345,0.3615,2956990.86996988,1056727.563465255449
1650931200,2022-04-26 00:00:00,DODO/USDT,0.3849,0.3902,0.3412,0.3485,5761344.41483227,2098902.751289363994
1650844800,2022-04-25 00:00:00,DODO/USDT,0.3895,0.399,0.3554,0.3846,7283283.40742318,2690278.961609552004
1650758400,2022-04-24 00:00:00,DODO/USDT,0.3991,0.4067,0.3829,0.3893,2962857.55687556,1166872.385336465938
1650672000,2022-04-23 00:00:00,DODO/USDT,0.4071,0.4099,0.3935,0.3998,3152752.14604828,1266773.355247805895
1650585600,2022-04-22 00:00:00,DODO/USDT,0.408,0.4248,0.3977,0.4079,7483611.62573756,3061406.953001176976
1650499200,2022-04-21 00:00:00,DODO/USDT,0.4287,0.4586,0.4023,0.4085,10430911.86399607,4501646.133941049081
1650412800,2022-04-20 00:00:00,DODO/USDT,0.4076,0.4393,0.4008,0.429,6948049.25206695,2933076.198139601942
1650326400,2022-04-19 00:00:00,DODO/USDT,0.3902,0.4138,0.3856,0.4087,3444264.67125935,1376709.474657446287
1650240000,2022-04-18 00:00:00,DODO/USDT,0.3775,0.3916,0.3568,0.3904,4305842.97306105,1600904.65793359388
1650153600,2022-04-17 00:00:00,DODO/USDT,0.4101,0.4107,0.3746,0.3774,2173683.25863301,863404.779723507116
1650067200,2022-04-16 00:00:00,DODO/USDT,0.4114,0.421,0.3978,0.4107,2682953.66952142,1097149.530588733818
1649980800,2022-04-15 00:00:00,DODO/USDT,0.4053,0.4261,0.396,0.4119,4455200.94535284,1826488.81917867988
1649894400,2022-04-14 00:00:00,DODO/USDT,0.397,0.4218,0.3798,0.4057,4707973.44380443,1890985.605467953229
1649808000,2022-04-13 00:00:00,DODO/USDT,0.3842,0.3975,0.3687,0.3974,4718417.6371713,1812737.053540866739
1649721600,2022-04-12 00:00:00,DODO/USDT,0.3659,0.3933,0.3621,0.3846,4802500.57519826,1816635.641691228087
1649635200,2022-04-11 00:00:00,DODO/USDT,0.4018,0.4043,0.3563,0.3649,5293075.17063528,2011485.096158485493
1649548800,2022-04-10 00:00:00,DODO/USDT,0.4153,0.4285,0.4006,0.4023,1879957.99448585,775084.465789886501
1649462400,2022-04-09 00:00:00,DODO/USDT,0.4037,0.4179,0.4002,0.4154,1384008.74492083,567780.290672047574
1649376000,2022-04-08 00:00:00,DODO/USDT,0.4354,0.4478,0.3987,0.4036,3495228.89977949,1475015.249389626164
1649289600,2022-04-07 00:00:00,DODO/USDT,0.419,0.4424,0.4097,0.436,7012983.79196629,2969046.189735682625
1649203200,2022-04-06 00:00:00,DODO/USDT,0.5044,0.5069,0.4169,0.4192,10385570.0538984,4678138.032257633413
1649116800,2022-04-05 00:00:00,DODO/USDT,0.5281,0.5313,0.5025,0.5044,7031496.29464615,3642231.685644868891
1649030400,2022-04-04 00:00:00,DODO/USDT,0.5672,0.5688,0.5005,0.5281,12906977.13445727,6902556.709427210537
1648944000,2022-04-03 00:00:00,DODO/USDT,0.5571,0.5831,0.5412,0.5671,4158263.20828419,2351247.356876959538
1648857600,2022-04-02 00:00:00,DODO/USDT,0.5833,0.6144,0.5501,0.5555,6283327.05991989,3669427.326453479888
1648771200,2022-04-01 00:00:00,DODO/USDT,0.5175,0.6558,0.4853,0.5834,9627106.66158412,5515366.628334407687
1648684800,2022-03-31 00:00:00,DODO/USDT,0.545,0.5764,0.5041,0.5177,5343685.32078852,2865220.593624078177
1648598400,2022-03-30 00:00:00,DODO/USDT,0.5135,0.5537,0.4826,0.5454,4319793.10585348,2282468.310129035902
1648512000,2022-03-29 00:00:00,DODO/USDT,0.4838,0.5227,0.4834,0.5132,2372945.88356646,1199102.931018035906
1648425600,2022-03-28 00:00:00,DODO/USDT,0.4904,0.5317,0.4746,0.484,1742407.82625056,884865.289948398948
1648339200,2022-03-27 00:00:00,DODO/USDT,0.4466,0.4969,0.4446,0.4907,1075193.44924355,505424.808634718548
1648252800,2022-03-26 00:00:00,DODO/USDT,0.437,0.4466,0.4327,0.4465,368933.6200565,161607.115993356099
1648166400,2022-03-25 00:00:00,DODO/USDT,0.4563,0.4614,0.4312,0.437,710793.56727321,319277.152767242012
1648080000,2022-03-24 00:00:00,DODO/USDT,0.454,0.4585,0.4393,0.4558,805016.47150395,362480.319859573156
1647993600,2022-03-23 00:00:00,DODO/USDT,0.4467,0.4581,0.4329,0.4527,954038.68479734,424919.319347789626
1647907200,2022-03-22 00:00:00,DODO/USDT,0.4191,0.4648,0.417,0.4444,1023690.07292699,453065.040704190728
1647820800,2022-03-21 00:00:00,DODO/USDT,0.4183,0.4341,0.4082,0.4187,537703.79287733,227029.55558571398
1647734400,2022-03-20 00:00:00,DODO/USDT,0.4356,0.437,0.4068,0.4186,810295.44256293,343286.962621308882
1647648000,2022-03-19 00:00:00,DODO/USDT,0.4027,0.4578,0.4014,0.4357,1309637.84009866,561505.890797214316
1647561600,2022-03-18 00:00:00,DODO/USDT,0.3896,0.4073,0.3821,0.4023,693656.34763948,273070.682552332022
1647475200,2022-03-17 00:00:00,DODO/USDT,0.4007,0.4077,0.3871,0.3896,925919.33406987,367141.638202376223
1647388800,2022-03-16 00:00:00,DODO/USDT,0.3777,0.41,0.3688,0.4005,2559365.79368851,999253.798752404246
1647302400,2022-03-15 00:00:00,DODO/USDT,0.3695,0.381,0.3563,0.3791,420411.83247578,153653.419203578878
1647216000,2022-03-14 00:00:00,DODO/USDT,0.3633,0.373,0.3553,0.3687,471500.90447864,171785.736822330709
1647129600,2022-03-13 00:00:00,DODO/USDT,0.3773,0.3866,0.3576,0.3639,258226.98612051,96502.016925249769
1647043200,2022-03-12 00:00:00,DODO/USDT,0.3852,0.3953,0.3771,0.3772,284113.74739109,109644.928859036539
1646956800,2022-03-11 00:00:00,DODO/USDT,0.3846,0.3967,0.375,0.3852,313084.2014755,120883.885869592124
1646870400,2022-03-10 00:00:00,DODO/USDT,0.4076,0.4129,0.3769,0.3855,566867.50383317,219773.001977700548
1646784000,2022-03-09 00:00:00,DODO/USDT,0.3921,0.4239,0.3891,0.4079,603625.60866401,248880.661897735251
1646697600,2022-03-08 00:00:00,DODO/USDT,0.3797,0.3985,0.3777,0.3913,558971.1818301,217489.194360717917
1646611200,2022-03-07 00:00:00,DODO/USDT,0.3947,0.4012,0.37,0.3804,1126372.04349875,429005.569964113584
1646524800,2022-03-06 00:00:00,DODO/USDT,0.425,0.43,0.3933,0.3958,457109.10888707,186569.167179932514
1646438400,2022-03-05 00:00:00,DODO/USDT,0.4126,0.4273,0.4035,0.4251,155635.79098662,64734.130638684084
1646352000,2022-03-04 00:00:00,DODO/USDT,0.448,0.448,0.4112,0.4129,153071.49334044,65747.681507979329
1646265600,2022-03-03 00:00:00,DODO/USDT,0.4672,0.4708,0.4433,0.448,210532.44841599,96557.583847883901
1646179200,2022-03-02 00:00:00,DODO/USDT,0.4787,0.4897,0.4583,0.4686,575806.48131918,272566.23913391852
1646092800,2022-03-01 00:00:00,DODO/USDT,0.462,0.4806,0.4553,0.4797,713956.97496299,335120.983987681651
1646006400,2022-02-28 00:00:00,DODO/USDT,0.4164,0.4622,0.4131,0.4613,801297.77315069,349976.015831192246
1645920000,2022-02-27 00:00:00,DODO/USDT,0.4366,0.447,0.409,0.4165,574963.0802748,247153.209469503207
1645833600,2022-02-26 00:00:00,DODO/USDT,0.4458,0.4626,0.4348,0.437,568697.75280094,255144.177370245117
1645747200,2022-02-25 00:00:00,DODO/USDT,0.4229,0.4543,0.4192,0.4462,760945.42329714,331661.620314093443
1645660800,2022-02-24 00:00:00,DODO/USDT,0.4435,0.4477,0.3808,0.4228,1149728.54860105,468847.258428733245
1645574400,2022-02-23 00:00:00,DODO/USDT,0.4549,0.4936,0.4417,0.4433,1123943.84786175,524739.230761537678
1645488000,2022-02-22 00:00:00,DODO/USDT,0.4431,0.4561,0.433,0.4541,2220747.02165078,987952.263434739385
1645401600,2022-02-21 00:00:00,DODO/USDT,0.4719,0.5036,0.4411,0.4431,2126143.76198819,1002572.343804675692
1645315200,2022-02-20 00:00:00,DODO/USDT,0.4892,0.4892,0.4562,0.471,1302865.42208937,610540.33609034054
1645228800,2022-02-19 00:00:00,DODO/USDT,0.4944,0.5034,0.4749,0.49,1106643.52703135,543263.750791936561
1645142400,2022-02-18 00:00:00,DODO/USDT,0.4923,0.5201,0.485,0.495,2100957.67387182,1045171.094950621883
1645056000,2022-02-17 00:00:00,DODO/USDT,0.54,0.5434,0.482,0.4933,1624389.12951603,831209.260503422792
1644969600,2022-02-16 00:00:00,DODO/USDT,0.5401,0.553,0.5185,0.5381,1387955.7724408,741179.312791908934
1644883200,2022-02-15 00:00:00,DODO/USDT,0.5026,0.5425,0.498,0.5403,1791691.21392696,945088.419349770808
1644796800,2022-02-14 00:00:00,DODO/USDT,0.5001,0.5116,0.4819,0.5024,1460761.50635937,725426.38790373954
1644710400,2022-02-13 00:00:00,DODO/USDT,0.514,0.5248,0.4896,0.5,841790.77212348,428749.2481952632
1644624000,2022-02-12 00:00:00,DODO/USDT,0.5185,0.529,0.5018,0.5145,1614600.26181034,833390.353369066859
1644537600,2022-02-11 00:00:00,DODO/USDT,0.5611,0.6435,0.5127,0.5217,3315003.79555733,1950399.863956273245
1644451200,2022-02-10 00:00:00,DODO/USDT,0.5916,0.5977,0.5444,0.5624,3187230.57701505,1842028.544509802091
1644364800,2022-02-09 00:00:00,DODO/USDT,0.5578,0.5997,0.547,0.5909,2305423.30688698,1337267.374359290074
1644278400,2022-02-08 00:00:00,DODO/USDT,0.5827,0.6098,0.5405,0.5568,2822482.7053769,1604484.028390365938
1644192000,2022-02-07 00:00:00,DODO/USDT,0.5565,0.5929,0.5414,0.5816,4179365.68921926,2366750.660641569116
1644105600,2022-02-06 00:00:00,DODO/USDT,0.5342,0.5691,0.5267,0.5566,3911325.6177109,2137718.080329234616
1644019200,2022-02-05 00:00:00,DODO/USDT,0.5428,0.5653,0.5209,0.5341,4732699.06822613,2583207.146765660235
