https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OUSD,Volume BTC
1663459200,2022-09-18 00:00:00,OUSD/BTC,0.00004933,0.00004956,0.00004933,0.00004956,3576.8204,0.176987571854
1663372800,2022-09-17 00:00:00,OUSD/BTC,0.00005009,0.00005024,0.00004918,0.00004933,116582.2039,5.797912694866
1663286400,2022-09-16 00:00:00,OUSD/BTC,0.00005044,0.0000514,0.00004984,0.0000501,117836.9473,5.927234255675
1663200000,2022-09-15 00:00:00,OUSD/BTC,0.00004904,0.00005067,0.00004883,0.00005041,113862.1083,5.652869849345
1663113600,2022-09-14 00:00:00,OUSD/BTC,0.00004912,0.0000505,0.00004851,0.00004907,119004.8266,5.8410916842
1663027200,2022-09-13 00:00:00,OUSD/BTC,0.00004455,0.00005001,0.0000438,0.00004912,114909.1613,5.321793525415
1662940800,2022-09-12 00:00:00,OUSD/BTC,0.00004584,0.00004599,0.00004419,0.00004451,108726.8648,4.886986605587
1662854400,2022-09-11 00:00:00,OUSD/BTC,0.00004591,0.00004643,0.0000456,0.00004581,113209.0498,5.206290761799
1662768000,2022-09-10 00:00:00,OUSD/BTC,0.00004649,0.00004696,0.00004586,0.00004591,101983.87,4.74727448904
1662681600,2022-09-09 00:00:00,OUSD/BTC,0.00005162,0.00005166,0.00004629,0.00004645,116660.2376,5.618289591712
1662595200,2022-09-08 00:00:00,OUSD/BTC,0.00005162,0.00005226,0.00005125,0.0000516,108278.3765,5.594185980958
1662508800,2022-09-07 00:00:00,OUSD/BTC,0.00005232,0.00005326,0.00005124,0.00005158,111356.002,5.84890617431
1662422400,2022-09-06 00:00:00,OUSD/BTC,0.00005014,0.00005281,0.00004904,0.0000523,117081.8875,5.909668230498
1662336000,2022-09-05 00:00:00,OUSD/BTC,0.00004979,0.00005062,0.0000497,0.00005011,117731.2796,5.90268188924
1662249600,2022-09-04 00:00:00,OUSD/BTC,0.00005011,0.00005072,0.00004945,0.00004977,108247.2947,5.440687041828
1662163200,2022-09-03 00:00:00,OUSD/BTC,0.00004977,0.00005043,0.00004945,0.00005011,110665.0801,5.536574656022
1662076800,2022-09-02 00:00:00,OUSD/BTC,0.00004937,0.00005028,0.00004865,0.00004977,114663.4024,5.668898860689
1661990400,2022-09-01 00:00:00,OUSD/BTC,0.00004937,0.00005069,0.00004903,0.00004937,123301.2481,6.125490553245
1661904000,2022-08-31 00:00:00,OUSD/BTC,0.00005018,0.00005019,0.00004856,0.00004938,119736.7916,5.883899505987
1661817600,2022-08-30 00:00:00,OUSD/BTC,0.00004922,0.00005069,0.00004834,0.00005017,124087.0924,6.119761250879
1661731200,2022-08-29 00:00:00,OUSD/BTC,0.00005089,0.00005089,0.00004837,0.00004921,112042.3635,5.592075624642
1661644800,2022-08-28 00:00:00,OUSD/BTC,0.00004976,0.0000509,0.00004907,0.00005087,110118.6013,5.483810709056
1661558400,2022-08-27 00:00:00,OUSD/BTC,0.00004923,0.00005043,0.00004896,0.00004977,109813.8669,5.435629962043
1661472000,2022-08-26 00:00:00,OUSD/BTC,0.00004616,0.00004932,0.00004586,0.00004926,115706.8013,5.453436259719
1661385600,2022-08-25 00:00:00,OUSD/BTC,0.00004662,0.00004667,0.0000452,0.00004616,117796.7381,5.443547089935
1661299200,2022-08-24 00:00:00,OUSD/BTC,0.00004541,0.00004696,0.00004528,0.0000466,91097.8271,4.222860400009
1661212800,2022-08-23 00:00:00,OUSD/BTC,0.00004697,0.00004753,0.00004537,0.00004541,165049.3713,7.631551789686
1661126400,2022-08-22 00:00:00,OUSD/BTC,0.00004631,0.00004742,0.0000462,0.00004697,112446.0669,5.255925771564
1661040000,2022-08-21 00:00:00,OUSD/BTC,0.00004712,0.00004762,0.00004546,0.00004632,108637.5811,5.061567059411
1660953600,2022-08-20 00:00:00,OUSD/BTC,0.00004787,0.000048,0.00004651,0.00004712,108983.5333,5.12689472647
1660867200,2022-08-19 00:00:00,OUSD/BTC,0.00004275,0.0000479,0.00004273,0.00004788,136404.8516,6.216161350053
1660780800,2022-08-18 00:00:00,OUSD/BTC,0.00004258,0.00004273,0.0000419,0.00004268,148090.8265,6.268682550757
1660694400,2022-08-17 00:00:00,OUSD/BTC,0.00004163,0.00004342,0.00004068,0.00004257,115298.0019,4.828197678016
1660608000,2022-08-16 00:00:00,OUSD/BTC,0.0000414,0.00004186,0.000041,0.00004162,106685.8962,4.421968646037
1660521600,2022-08-15 00:00:00,OUSD/BTC,0.0000409,0.00004172,0.00003968,0.00004142,112814.3954,4.621216600743
1660435200,2022-08-14 00:00:00,OUSD/BTC,0.00004095,0.00004114,0.00003992,0.00004089,112344.1349,4.562893863707
1660348800,2022-08-13 00:00:00,OUSD/BTC,0.00004073,0.00004131,0.00003907,0.00004098,114783.0833,4.653397503688
1660262400,2022-08-12 00:00:00,OUSD/BTC,0.00004139,0.00004193,0.00004067,0.00004072,109073.2644,4.518553744915
1660176000,2022-08-11 00:00:00,OUSD/BTC,0.00004149,0.00004154,0.00004014,0.00004142,105882.1314,4.317610101756
1660089600,2022-08-10 00:00:00,OUSD/BTC,0.00004294,0.00004373,0.00004114,0.00004152,153666.8056,6.549133572398
1660003200,2022-08-09 00:00:00,OUSD/BTC,0.00004171,0.00004343,0.00004171,0.00004293,106142.3834,4.504446940227
1659916800,2022-08-08 00:00:00,OUSD/BTC,0.00004314,0.00004315,0.00004117,0.00004172,112357.1251,4.714717883741
1659830400,2022-08-07 00:00:00,OUSD/BTC,0.00004328,0.00004351,0.00004276,0.00004316,110320.7501,4.769498048614
1659744000,2022-08-06 00:00:00,OUSD/BTC,0.00004306,0.00004336,0.00004279,0.00004328,107713.7112,4.638494811571
1659657600,2022-08-05 00:00:00,OUSD/BTC,0.00004409,0.00004414,0.00004256,0.00004306,113873.4541,4.931134533468
1659571200,2022-08-04 00:00:00,OUSD/BTC,0.00004358,0.00004426,0.00004296,0.00004408,110932.0254,4.839506153931
1659484800,2022-08-03 00:00:00,OUSD/BTC,0.00004337,0.00004393,0.00004226,0.00004358,140764.7433,6.066327568794
1659398400,2022-08-02 00:00:00,OUSD/BTC,0.00004285,0.00004391,0.00004227,0.00004338,30527.9897,1.32371257423
1659312000,2022-08-01 00:00:00,OUSD/BTC,0.00004267,0.00004329,0.00004246,0.00004259,6531.2579,0.281738857022
1659225600,2022-07-31 00:00:00,OUSD/BTC,0.00004192,0.00004276,0.00004127,0.00004267,6228.2714,0.265109768869
1659139200,2022-07-30 00:00:00,OUSD/BTC,0.00004192,0.00004402,0.00004001,0.00004221,7517.3156,0.315972411878
1659052800,2022-07-29 00:00:00,OUSD/BTC,0.00004148,0.00004226,0.00004087,0.0000416,2288.4861,0.094647573898
1658966400,2022-07-28 00:00:00,OUSD/BTC,0.00004364,0.0000439,0.00004063,0.0000416,21550.7623,0.927851575342
1658880000,2022-07-27 00:00:00,OUSD/BTC,0.00004702,0.00004724,0.00004309,0.00004394,43219.9949,1.99891831177
1658793600,2022-07-26 00:00:00,OUSD/BTC,0.00004645,0.00004783,0.00004645,0.00004718,15437.99,0.730502679353
1658707200,2022-07-25 00:00:00,OUSD/BTC,0.00004438,0.00004656,0.00004438,0.00004644,3554.7287,0.162697754099
1658620800,2022-07-24 00:00:00,OUSD/BTC,0.00004468,0.00004475,0.00004334,0.00004392,13299.652,0.588992559017
1658534400,2022-07-23 00:00:00,OUSD/BTC,0.00004411,0.00004539,0.00004359,0.00004468,26821.9072,1.192673639501
1658448000,2022-07-22 00:00:00,OUSD/BTC,0.00004336,0.00004422,0.00004235,0.00004406,18088.0913,0.781210658304
1658361600,2022-07-21 00:00:00,OUSD/BTC,0.00004304,0.00004459,0.00004291,0.00004338,17573.5569,0.767197888663
1658275200,2022-07-20 00:00:00,OUSD/BTC,0.00004285,0.00004335,0.00004138,0.00004309,18185.1023,0.77449867303
1658188800,2022-07-19 00:00:00,OUSD/BTC,0.00004438,0.000046,0.00004242,0.0000428,376.6998,0.016247377254
1658102400,2022-07-18 00:00:00,OUSD/BTC,0.00004665,0.00004691,0.00003999,0.0000445,3734.3609,0.168208141323
1658016000,2022-07-17 00:00:00,OUSD/BTC,0.00004665,0.00004774,0.00004617,0.00004734,246.3667,0.011544561731
1657929600,2022-07-16 00:00:00,OUSD/BTC,0.00004823,0.00004833,0.00004629,0.00004723,1319.9814,0.061946160871
1657843200,2022-07-15 00:00:00,OUSD/BTC,0.00004855,0.00004898,0.00004741,0.00004812,1253.8072,0.060680346549
1657756800,2022-07-14 00:00:00,OUSD/BTC,0.00004917,0.0000505,0.00004802,0.00004849,10042.3103,0.495114271032
1657670400,2022-07-13 00:00:00,OUSD/BTC,0.00005187,0.00005285,0.0000494,0.0000494,8003.2362,0.415528813585
1657584000,2022-07-12 00:00:00,OUSD/BTC,0.0000496,0.00005171,0.0000496,0.00005139,16203.4869,0.81597798098
1657497600,2022-07-11 00:00:00,OUSD/BTC,0.00004846,0.00004978,0.00004801,0.00004958,10696.6186,0.521118471673
1657411200,2022-07-10 00:00:00,OUSD/BTC,0.00004638,0.00004847,0.00004638,0.00004847,399.3947,0.018777946005
1657324800,2022-07-09 00:00:00,OUSD/BTC,0.00004622,0.00004662,0.00004592,0.00004662,6365.8606,0.294010325142
1657238400,2022-07-08 00:00:00,OUSD/BTC,0.00004636,0.00004739,0.00002542,0.00004646,341.58828721,0.0140344836596231
1657152000,2022-07-07 00:00:00,OUSD/BTC,0.00004855,0.00004868,0.00004656,0.00004702,204.4155,0.009698310031
1657065600,2022-07-06 00:00:00,OUSD/BTC,0.0000494,0.0000501,0.0000494,0.00004943,338.93,0.016898733936
1656979200,2022-07-05 00:00:00,OUSD/BTC,0.00004993,0.00005108,0.00004879,0.00004926,1188.5506,0.059707350417
1656892800,2022-07-04 00:00:00,OUSD/BTC,0.00005204,0.00005253,0.00004922,0.00004922,59.55784696,0.0029411644326406
1656806400,2022-07-03 00:00:00,OUSD/BTC,0.00005169,0.000053,0.00005087,0.00005202,7344.6536,0.374998000055
1656720000,2022-07-02 00:00:00,OUSD/BTC,0.00005177,0.00005242,0.00005138,0.00005169,10288.1098,0.535506754839
1656633600,2022-07-01 00:00:00,OUSD/BTC,0.00005156,0.00005252,0.00004898,0.0000518,18374.19029666,0.9369254209298373
1656547200,2022-06-30 00:00:00,OUSD/BTC,0.00004966,0.00005336,0.00004955,0.00005169,20301.0113,1.047635042371
1656460800,2022-06-29 00:00:00,OUSD/BTC,0.00004928,0.0000501,0.00004892,0.00004964,15524.461,0.770657328477
1656374400,2022-06-28 00:00:00,OUSD/BTC,0.00004803,0.00004929,0.00004732,0.00004926,18463.562,0.891808667117
1656288000,2022-06-27 00:00:00,OUSD/BTC,0.00004708,0.00004822,0.00004619,0.00004804,15481.5333,0.731406596133
1656201600,2022-06-26 00:00:00,OUSD/BTC,0.00004644,0.00004723,0.00004556,0.00004711,15181.9042,0.706357232024
1656115200,2022-06-25 00:00:00,OUSD/BTC,0.00004694,0.00004744,0.00004593,0.00004644,15034.3529,0.703150159994
1656028800,2022-06-24 00:00:00,OUSD/BTC,0.00004754,0.00004818,0.00004641,0.00004693,15428.1501,0.731102380087
