https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFI,Volume USDT
1663459200,2022-09-18 00:00:00,YFI/USDT,9364.03,9366.06,9263.36,9285.19,2.13268869,19826.9893358472
1663372800,2022-09-17 00:00:00,YFI/USDT,8660.96,9396.92,8660.96,9347.82,44.5797956,405570.9145590787
1663286400,2022-09-16 00:00:00,YFI/USDT,8510.77,8845.39,8388.15,8666.42,40.97085561,353698.4950707776
1663200000,2022-09-15 00:00:00,YFI/USDT,9189.5,9219.18,8443.38,8519.56,66.39397089,583875.8672837436
1663113600,2022-09-14 00:00:00,YFI/USDT,9021.9,9355.52,8880.2,9195.47,32.09765367,293620.2448719825
1663027200,2022-09-13 00:00:00,YFI/USDT,9753.1,10187.62,8993.57,9017,69.52724867,663776.2837447074
1662940800,2022-09-12 00:00:00,YFI/USDT,10198.96,10400,9709.13,9741.3,44.14848943,447845.4672208777
1662854400,2022-09-11 00:00:00,YFI/USDT,10448.91,10644.86,9897.61,10201.07,29.64829816,305851.8650771602
1662768000,2022-09-10 00:00:00,YFI/USDT,10456.56,10556.78,10123.55,10436.79,52.66032486,543299.796503092
1662681600,2022-09-09 00:00:00,YFI/USDT,9272.8,11351.6,9241.79,10440.58,146.40668111,1505168.0698548497
1662595200,2022-09-08 00:00:00,YFI/USDT,9328.42,9545.93,9002.23,9268.17,58.06570671,537580.5498516387
1662508800,2022-09-07 00:00:00,YFI/USDT,8609.83,9597.12,8482.79,9334.63,64.95741611,587776.6994461228
1662422400,2022-09-06 00:00:00,YFI/USDT,9532.52,9767.27,8514.35,8619.94,70.54791084,648002.025286214
1662336000,2022-09-05 00:00:00,YFI/USDT,9445.42,9602.76,9278.42,9491.17,33.37775181,314857.0334872199
1662249600,2022-09-04 00:00:00,YFI/USDT,9807.01,9856.86,9272.2,9441.4,63.54072127,601847.6745629565
1662163200,2022-09-03 00:00:00,YFI/USDT,10082.29,10082.29,9372.13,9788.57,90.95255123,876315.5014268612
1662076800,2022-09-02 00:00:00,YFI/USDT,9215.53,10617.8,9074.5,10069.63,127.13121326,1259246.7579402439
