https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MNST,Volume USDT
1663459200,2022-09-18 00:00:00,MNST/USDT,0.005776,0.00608,0.005743,0.006004,839170.5161,4949.9115601291
1663372800,2022-09-17 00:00:00,MNST/USDT,0.005353,0.007262,0.005327,0.005776,29349035.4789,172824.2634642523
1663286400,2022-09-16 00:00:00,MNST/USDT,0.005493,0.005705,0.005274,0.005355,24183527.4742,130367.4730429145
1663200000,2022-09-15 00:00:00,MNST/USDT,0.005364,0.005769,0.005272,0.005494,17525575.5089,94362.1561285957
1663113600,2022-09-14 00:00:00,MNST/USDT,0.005404,0.005438,0.0051,0.005364,16905211.5732,89931.0268025671
1663027200,2022-09-13 00:00:00,MNST/USDT,0.005688,0.005772,0.00532,0.005404,19004638.9226,105150.7811292261
1662940800,2022-09-12 00:00:00,MNST/USDT,0.005818,0.00583,0.005604,0.005687,24642466.0308,141211.2335811135
1662854400,2022-09-11 00:00:00,MNST/USDT,0.005803,0.005951,0.00571,0.005815,23615016.4971,137266.9031750932
1662768000,2022-09-10 00:00:00,MNST/USDT,0.006086,0.006249,0.005593,0.005802,22719403.8277,133650.9637106754
1662681600,2022-09-09 00:00:00,MNST/USDT,0.006152,0.0062,0.005882,0.006083,24763847.3465,148610.7854285488
1662595200,2022-09-08 00:00:00,MNST/USDT,0.00589,0.006522,0.005655,0.006159,25549169.5606,149886.7628354806
1662508800,2022-09-07 00:00:00,MNST/USDT,0.005303,0.005988,0.005173,0.005887,27215825.2258,148453.6183734279
1662422400,2022-09-06 00:00:00,MNST/USDT,0.005771,0.005946,0.005301,0.005302,13671841.129,78098.7233985268
1662336000,2022-09-05 00:00:00,MNST/USDT,0.005945,0.005945,0.0057,0.005843,23619090.1349,137475.829521661
1662249600,2022-09-04 00:00:00,MNST/USDT,0.005968,0.006001,0.005786,0.005946,25579015.7827,152003.6332582365
1662163200,2022-09-03 00:00:00,MNST/USDT,0.005783,0.00612,0.005766,0.005999,24035771.3141,141974.681457359
1662076800,2022-09-02 00:00:00,MNST/USDT,0.005865,0.006001,0.005702,0.005782,26028176.4843,151826.9649996879
1661990400,2022-09-01 00:00:00,MNST/USDT,0.005928,0.005996,0.0057,0.005868,24619662.9474,144014.1054357668
1661904000,2022-08-31 00:00:00,MNST/USDT,0.005851,0.00617,0.005784,0.005931,24144052.2527,141751.5297931148
1661817600,2022-08-30 00:00:00,MNST/USDT,0.006008,0.006057,0.00576,0.005854,24977082.5944,148422.3570417496
1661731200,2022-08-29 00:00:00,MNST/USDT,0.005948,0.006009,0.005701,0.006008,24084690.652,141603.194629628
1661644800,2022-08-28 00:00:00,MNST/USDT,0.006206,0.006413,0.005835,0.005949,23268582.2131,144729.9531835394
1661558400,2022-08-27 00:00:00,MNST/USDT,0.006418,0.006447,0.006012,0.006209,21549453.7324,134551.1173448089
1661472000,2022-08-26 00:00:00,MNST/USDT,0.006727,0.00676,0.0064,0.006416,20634714.759,136818.3597456285
1661385600,2022-08-25 00:00:00,MNST/USDT,0.006782,0.006785,0.006503,0.006725,19674866.9036,131975.2771287451
1661299200,2022-08-24 00:00:00,MNST/USDT,0.006736,0.007254,0.0066,0.006782,23257846.383,157768.5000839998
1661212800,2022-08-23 00:00:00,MNST/USDT,0.006684,0.006768,0.00646,0.006737,22360380.4043,147977.5021532761
1661126400,2022-08-22 00:00:00,MNST/USDT,0.006829,0.007179,0.0066,0.006682,20646584.4432,141278.5229995545
1661040000,2022-08-21 00:00:00,MNST/USDT,0.006758,0.007026,0.006634,0.006827,18462001.6147,124238.0640054693
1660953600,2022-08-20 00:00:00,MNST/USDT,0.006739,0.00686,0.006541,0.006755,22262400.1501,149071.9638183835
1660867200,2022-08-19 00:00:00,MNST/USDT,0.007579,0.007595,0.006435,0.006739,22478194.1248,156393.2685666179
1660780800,2022-08-18 00:00:00,MNST/USDT,0.007634,0.00788,0.0075,0.007578,20154475.5498,153466.9640314749
1660694400,2022-08-17 00:00:00,MNST/USDT,0.007844,0.00819,0.00751,0.007686,18940417.0285,148134.4107159485
1660608000,2022-08-16 00:00:00,MNST/USDT,0.007683,0.00931,0.007489,0.00786,28540961.91596426,228888.7176632710454
1660521600,2022-08-15 00:00:00,MNST/USDT,0.007765,0.0082,0.007369,0.007681,20913778.3882,160216.7410870901
1660435200,2022-08-14 00:00:00,MNST/USDT,0.007814,0.007815,0.007449,0.007766,19238343.9736,147227.9139714392
1660348800,2022-08-13 00:00:00,MNST/USDT,0.007581,0.007994,0.007561,0.007812,19081659.2848,148185.83851342
1660262400,2022-08-12 00:00:00,MNST/USDT,0.007592,0.007833,0.007342,0.007579,18831741.169,141797.4441742544
1660176000,2022-08-11 00:00:00,MNST/USDT,0.007576,0.008099,0.007516,0.007593,18610891.3945,144244.8406739605
1660089600,2022-08-10 00:00:00,MNST/USDT,0.007582,0.008149,0.0072,0.007578,21290323.6407,159112.0852705937
1660003200,2022-08-09 00:00:00,MNST/USDT,0.007319,0.007948,0.007217,0.007581,18163876.8857,136635.3547739985
1659916800,2022-08-08 00:00:00,MNST/USDT,0.007268,0.007457,0.00714,0.007316,2951316.4374,21536.7146535642
1659830400,2022-08-07 00:00:00,MNST/USDT,0.007245,0.007462,0.006979,0.007271,4916268.2518,35429.466953905
1659744000,2022-08-06 00:00:00,MNST/USDT,0.007535,0.007738,0.007202,0.007248,6234778.00690815,46292.28569460593265
1659657600,2022-08-05 00:00:00,MNST/USDT,0.006998,0.0088,0.006976,0.007536,19592251.7326,155597.6264246608
1659571200,2022-08-04 00:00:00,MNST/USDT,0.006965,0.007202,0.006862,0.006997,3012836.347,21147.537099516
1659484800,2022-08-03 00:00:00,MNST/USDT,0.007036,0.007513,0.006916,0.006968,3897041.3405,27864.722836016
1659398400,2022-08-02 00:00:00,MNST/USDT,0.006931,0.0071,0.006742,0.007033,3647591.9483,25118.0630327619
1659312000,2022-08-01 00:00:00,MNST/USDT,0.00706,0.00714,0.0068,0.00693,3849810.147,26839.0817098556
1659225600,2022-07-31 00:00:00,MNST/USDT,0.007277,0.007441,0.007013,0.00709,4111298.9425,29694.7210343954
1659139200,2022-07-30 00:00:00,MNST/USDT,0.007496,0.0081,0.007236,0.007278,4556057.0944,34266.8680204593
1659052800,2022-07-29 00:00:00,MNST/USDT,0.007478,0.007812,0.006934,0.007495,9715246.2831,71834.0704075846
1658966400,2022-07-28 00:00:00,MNST/USDT,0.007429,0.008131,0.007311,0.007478,5566374.8528,42857.9757306428
1658880000,2022-07-27 00:00:00,MNST/USDT,0.007058,0.00791,0.00696,0.007432,5171431.0315,38146.1804132509
1658793600,2022-07-26 00:00:00,MNST/USDT,0.007223,0.007251,0.006702,0.007058,3496370.0279,24519.0587664877
1658707200,2022-07-25 00:00:00,MNST/USDT,0.00733,0.00747,0.007,0.007221,3829487.973,27443.5002977089
1658620800,2022-07-24 00:00:00,MNST/USDT,0.007231,0.007521,0.007152,0.007328,10147268.2068,74498.207235355
1658534400,2022-07-23 00:00:00,MNST/USDT,0.007559,0.007699,0.0072,0.0072,5638851.8142,41427.208233651
1658448000,2022-07-22 00:00:00,MNST/USDT,0.007784,0.007909,0.007429,0.007561,5303384.6586,40745.8914601309
1658361600,2022-07-21 00:00:00,MNST/USDT,0.007747,0.00816,0.0075,0.007787,5986981.3418,46204.6632815025
1658275200,2022-07-20 00:00:00,MNST/USDT,0.00833,0.008398,0.0075,0.007744,5542512.70750042,44375.56367771394595
1658188800,2022-07-19 00:00:00,MNST/USDT,0.00788,0.008602,0.007827,0.008333,8217908.14708405,67615.14766746091733
1658102400,2022-07-18 00:00:00,MNST/USDT,0.007444,0.008651,0.006928,0.007881,14905960.60971809,116766.39113913591668
1658016000,2022-07-17 00:00:00,MNST/USDT,0.007657,0.007989,0.00721,0.007443,5488678.41615845,41691.03452769922745
1657929600,2022-07-16 00:00:00,MNST/USDT,0.007269,0.0095,0.00671,0.007659,28085583.83893474,214580.68105469753015
1657843200,2022-07-15 00:00:00,MNST/USDT,0.006673,0.00771,0.006482,0.00728,10789578.13870418,75335.23028736316238
1657756800,2022-07-14 00:00:00,MNST/USDT,0.006843,0.006999,0.006313,0.006674,7097650.45832995,47025.36439328158342
1657670400,2022-07-13 00:00:00,MNST/USDT,0.006524,0.007504,0.006268,0.006842,13773916.81899858,90648.71260692573609
1657584000,2022-07-12 00:00:00,MNST/USDT,0.007148,0.007928,0.006427,0.006528,38937415.31129962,274139.65034405184932
1657497600,2022-07-11 00:00:00,MNST/USDT,0.006274,0.0088,0.006119,0.007196,62439519.18678094,416931.54128994507125
1657411200,2022-07-10 00:00:00,MNST/USDT,0.006683,0.006754,0.0062,0.006294,50633981.81598368,328254.12414466296326
1657324800,2022-07-09 00:00:00,MNST/USDT,0.006748,0.007211,0.006625,0.006686,51762471.55970596,352436.17389299970663
1657238400,2022-07-08 00:00:00,MNST/USDT,0.006682,0.0069,0.00635,0.006696,49086576.35785976,321247.15192974042185
1657152000,2022-07-07 00:00:00,MNST/USDT,0.006376,0.007,0.006181,0.006679,62099629.98047862,407734.93135947611595
1657065600,2022-07-06 00:00:00,MNST/USDT,0.007428,0.00757,0.005803,0.006378,63470541.08851681,428800.05079225499087
1656979200,2022-07-05 00:00:00,MNST/USDT,0.007324,0.00869,0.007246,0.007429,47653509.49480173,354278.63417027325104
1656892800,2022-07-04 00:00:00,MNST/USDT,0.007187,0.00792,0.007031,0.007321,47673450.35651583,345783.15240495805213
1656806400,2022-07-03 00:00:00,MNST/USDT,0.007081,0.007344,0.007054,0.007184,37418225.04096347,269424.50500831806248
1656720000,2022-07-02 00:00:00,MNST/USDT,0.00748,0.007532,0.0068,0.007084,43487989.68914629,310412.77992577372261
1656633600,2022-07-01 00:00:00,MNST/USDT,0.007262,0.007697,0.00721,0.007502,39191960.11231332,288182.68696713270221
1656547200,2022-06-30 00:00:00,MNST/USDT,0.007967,0.007978,0.007157,0.00729,37280825.31351542,283799.58363498086079
1656460800,2022-06-29 00:00:00,MNST/USDT,0.007916,0.008216,0.007573,0.007969,34666149.25684562,273635.64962260509489
1656374400,2022-06-28 00:00:00,MNST/USDT,0.00858,0.00862,0.007813,0.007918,33761785.11811546,274234.55690511090481
1656288000,2022-06-27 00:00:00,MNST/USDT,0.0088,0.00911,0.008502,0.008583,31589434.0265829,277271.02763613823468
1656201600,2022-06-26 00:00:00,MNST/USDT,0.008397,0.0097,0.008251,0.008816,33995464.29844897,298486.01541339344268
1656115200,2022-06-25 00:00:00,MNST/USDT,0.008542,0.00894,0.00818,0.008394,36378747.31114311,310872.68731071291209
1656028800,2022-06-24 00:00:00,MNST/USDT,0.008609,0.009,0.0085,0.008545,36462733.20301609,314426.61762254754761
1655942400,2022-06-23 00:00:00,MNST/USDT,0.00851,0.009,0.0085,0.008606,35953190.48235609,307288.29491368895543
1655856000,2022-06-22 00:00:00,MNST/USDT,0.00778,0.00989,0.0075,0.00855,99451546.20460917,878047.86014751469225
1655769600,2022-06-21 00:00:00,MNST/USDT,0.00624,0.008572,0.00602,0.00778,70782518.79462582,491985.37096988113074
1655683200,2022-06-20 00:00:00,MNST/USDT,0.006372,0.0068,0.006,0.00623,50443385.97963302,316887.42531500217396
1655596800,2022-06-19 00:00:00,MNST/USDT,0.00584,0.00699,0.005598,0.006411,54679505.94285765,334795.75894790785402
1655510400,2022-06-18 00:00:00,MNST/USDT,0.0065,0.007281,0.005421,0.0058,46693637.37362198,290281.07947595137062
1655424000,2022-06-17 00:00:00,MNST/USDT,0.00632,0.006711,0.00631,0.00652,38712964.5731005,251552.95994404848293
1655337600,2022-06-16 00:00:00,MNST/USDT,0.00721,0.007574,0.005738,0.00632,43499552.10047154,293504.40950813441896
