https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRADE,Volume USDT
1663459200,2022-09-18 00:00:00,TRADE/USDT,0.133512,0.133512,0.131771,0.131771,1682.0512,222.5016612458
1663372800,2022-09-17 00:00:00,TRADE/USDT,0.130563,0.135062,0.129574,0.133912,1408825.8062,186036.0862187262
1663286400,2022-09-16 00:00:00,TRADE/USDT,0.132753,0.135537,0.129932,0.130913,1929722.9425,256562.2398273467
1663200000,2022-09-15 00:00:00,TRADE/USDT,0.135456,0.141678,0.128,0.13333,1773489.5783,238948.4677885044
1663113600,2022-09-14 00:00:00,TRADE/USDT,0.132668,0.140688,0.132133,0.135311,1720245.4031,231652.1292779434
1663027200,2022-09-13 00:00:00,TRADE/USDT,0.132472,0.13877,0.1312,0.132538,1466824.2284,196146.4479283373
1662940800,2022-09-12 00:00:00,TRADE/USDT,0.136072,0.172721,0.128833,0.132046,2582548.3424,357679.6627718801
1662854400,2022-09-11 00:00:00,TRADE/USDT,0.134576,0.143562,0.134271,0.136613,1755102.3474,241500.0138883688
1662768000,2022-09-10 00:00:00,TRADE/USDT,0.13565,0.143137,0.129294,0.134652,2021050.1343,272011.8759423145
1662681600,2022-09-09 00:00:00,TRADE/USDT,0.130326,0.136331,0.127579,0.135491,1970163.5751,260495.884228317
1662595200,2022-09-08 00:00:00,TRADE/USDT,0.142779,0.144696,0.128904,0.130318,1859450.0592,255886.0414523295
1662508800,2022-09-07 00:00:00,TRADE/USDT,0.141171,0.14911,0.138889,0.14231,2081778.0407,299036.6454613773
1662422400,2022-09-06 00:00:00,TRADE/USDT,0.148102,0.158382,0.136,0.141186,2161197.6939,321238.26914753
1662336000,2022-09-05 00:00:00,TRADE/USDT,0.129421,0.157421,0.128002,0.148102,1632364.5954,231259.985442926
1662249600,2022-09-04 00:00:00,TRADE/USDT,0.128,0.130499,0.128,0.129424,313752.5601,40510.116835968
1662163200,2022-09-03 00:00:00,TRADE/USDT,0.124147,0.148463,0.121,0.128175,2088653.7152,267841.7383816811
1662076800,2022-09-02 00:00:00,TRADE/USDT,0.128867,0.1326,0.121,0.124038,1970951.663,249674.362560736
1661990400,2022-09-01 00:00:00,TRADE/USDT,0.123339,0.129294,0.121,0.128792,2184128.1465,277766.2738270936
1661904000,2022-08-31 00:00:00,TRADE/USDT,0.133143,0.147848,0.121,0.122853,2800128.5279,364538.8942649921
1661817600,2022-08-30 00:00:00,TRADE/USDT,0.130133,0.141679,0.128,0.133266,2350880.0411,306019.9234560217
1661731200,2022-08-29 00:00:00,TRADE/USDT,0.130407,0.13143,0.128,0.129936,1322980.2723,170410.5099782879
1661644800,2022-08-28 00:00:00,TRADE/USDT,0.128746,0.156,0.128,0.130285,434944.1673,59448.5991138757
1661558400,2022-08-27 00:00:00,TRADE/USDT,0.13,0.130769,0.128,0.128,60990.7762,7870.729572571
1661472000,2022-08-26 00:00:00,TRADE/USDT,0.143565,0.14482,0.129907,0.13,176189.3431,23387.6725855621
1661385600,2022-08-25 00:00:00,TRADE/USDT,0.143795,0.146789,0.142,0.143722,903264.5213,129543.2878436887
1661299200,2022-08-24 00:00:00,TRADE/USDT,0.151016,0.1734,0.142,0.143678,1584493.50937107,241930.11687948924226
1661212800,2022-08-23 00:00:00,TRADE/USDT,0.150316,0.154308,0.135,0.151,332406.8795,48247.5940465575
1661126400,2022-08-22 00:00:00,TRADE/USDT,0.177999,0.178569,0.139128,0.149173,1480400.3563,230361.7450886802
1661040000,2022-08-21 00:00:00,TRADE/USDT,0.118359,0.251966,0.1152,0.177579,5674580.31494686,981382.38211536994182
1660953600,2022-08-20 00:00:00,TRADE/USDT,0.116498,0.13449,0.115161,0.118996,2358254.9602,283207.7135887397
1660867200,2022-08-19 00:00:00,TRADE/USDT,0.131834,0.132371,0.115,0.116492,2387573.3757,287744.3889009698
1660780800,2022-08-18 00:00:00,TRADE/USDT,0.137728,0.156161,0.128268,0.131739,2749671.05657807,373495.10735873387012
1660694400,2022-08-17 00:00:00,TRADE/USDT,0.115708,0.147163,0.115086,0.137605,2872988.1163,349796.2069466068
1660608000,2022-08-16 00:00:00,TRADE/USDT,0.119053,0.1225,0.115001,0.115782,1993142.7592,237185.3329123233
1660521600,2022-08-15 00:00:00,TRADE/USDT,0.120528,0.12172,0.11902,0.119033,2403448.0109,288886.3332718953
1660435200,2022-08-14 00:00:00,TRADE/USDT,0.118266,0.124089,0.117685,0.120541,2282407.7933,277557.8030741307
1660348800,2022-08-13 00:00:00,TRADE/USDT,0.1259,0.126785,0.117928,0.118442,2076453.6892,253307.2010478314
1660262400,2022-08-12 00:00:00,TRADE/USDT,0.13231,0.1357,0.122865,0.125823,2385825.3334,305629.2977145911
1660176000,2022-08-11 00:00:00,TRADE/USDT,0.120344,0.13711,0.118303,0.132216,2335348.5311,291212.4208070266
1660089600,2022-08-10 00:00:00,TRADE/USDT,0.12068,0.121206,0.1175,0.120609,1866903.4999,222419.5047785236
1660003200,2022-08-09 00:00:00,TRADE/USDT,0.119815,0.1215,0.118359,0.120902,2522850.7424,302535.5671933956
1659916800,2022-08-08 00:00:00,TRADE/USDT,0.121015,0.121948,0.119058,0.119713,2021943.1271,243720.0635421084
1659830400,2022-08-07 00:00:00,TRADE/USDT,0.127398,0.128142,0.119897,0.121216,2212150.5938,276504.5237044083
1659744000,2022-08-06 00:00:00,TRADE/USDT,0.118235,0.132793,0.11649,0.127497,2119019.48137249,260747.61353601927407
1659657600,2022-08-05 00:00:00,TRADE/USDT,0.111957,0.119999,0.109005,0.118106,3027519.8719,344393.0109426282
1659571200,2022-08-04 00:00:00,TRADE/USDT,0.117916,0.119024,0.112,0.112,3158789.9253,367252.5189272635
1659484800,2022-08-03 00:00:00,TRADE/USDT,0.115623,0.122453,0.115103,0.118138,4055753.9937,480924.429703217
1659398400,2022-08-02 00:00:00,TRADE/USDT,0.113471,0.128033,0.110901,0.115973,5067420.3212,595137.5932249145
1659312000,2022-08-01 00:00:00,TRADE/USDT,0.109724,0.126308,0.109,0.113478,5468348.0824,608213.9039245806
1659225600,2022-07-31 00:00:00,TRADE/USDT,0.110391,0.111902,0.109,0.109636,5248956.3612,578127.7276201162
1659139200,2022-07-30 00:00:00,TRADE/USDT,0.11368,0.13217,0.109,0.110294,4218652.0725,473825.7159125967
1659052800,2022-07-29 00:00:00,TRADE/USDT,0.116381,0.122595,0.111667,0.113803,4643245.9387,538059.2063172525
1658966400,2022-07-28 00:00:00,TRADE/USDT,0.116399,0.118738,0.11342,0.116663,1710425.7611,198460.9512551676
1658880000,2022-07-27 00:00:00,TRADE/USDT,0.116132,0.118356,0.110866,0.117004,3416532.1379,393367.7135665084
1658793600,2022-07-26 00:00:00,TRADE/USDT,0.112101,0.125919,0.111068,0.116151,4193870.0321,476584.9713152793
1658707200,2022-07-25 00:00:00,TRADE/USDT,0.118152,0.119426,0.112001,0.112145,4085993.0854,477326.9526025703
1658620800,2022-07-24 00:00:00,TRADE/USDT,0.115073,0.119697,0.112503,0.118344,4389687.2092,509644.7156208786
1658534400,2022-07-23 00:00:00,TRADE/USDT,0.126487,0.127478,0.112503,0.115249,4254559.7398,503893.4159031372
1658448000,2022-07-22 00:00:00,TRADE/USDT,0.134769,0.141256,0.125244,0.126469,3461430.4252,459197.4925463183
1658361600,2022-07-21 00:00:00,TRADE/USDT,0.124042,0.139747,0.123749,0.134711,3866437.34129999,502771.1926769403727
1658275200,2022-07-20 00:00:00,TRADE/USDT,0.127115,0.130488,0.12388,0.12406,3207268.93009074,407727.87742810119342
1658188800,2022-07-19 00:00:00,TRADE/USDT,0.123533,0.13497,0.121,0.127042,3169600.49472887,401647.61109826358512
1658102400,2022-07-18 00:00:00,TRADE/USDT,0.125237,0.149974,0.121,0.123529,3744565.93112279,483927.95916000333415
1658016000,2022-07-17 00:00:00,TRADE/USDT,0.106534,0.155,0.105332,0.125203,4755466.88165551,574579.84461134923117
1657929600,2022-07-16 00:00:00,TRADE/USDT,0.109653,0.110039,0.1048,0.106467,3938952.12008648,425874.54826209924965
1657843200,2022-07-15 00:00:00,TRADE/USDT,0.121123,0.121445,0.109712,0.109948,3930392.20580527,456504.98934650161963
1657756800,2022-07-14 00:00:00,TRADE/USDT,0.104345,0.147665,0.104024,0.121124,3037728.30868458,378533.86683802265686
1657670400,2022-07-13 00:00:00,TRADE/USDT,0.110727,0.145,0.103001,0.104345,3246909.69706348,391158.78244006927757
1657584000,2022-07-12 00:00:00,TRADE/USDT,0.087865,0.167978,0.0877,0.110727,9061997.69451903,999137.95042335147021
1657497600,2022-07-11 00:00:00,TRADE/USDT,0.078205,0.1278,0.077104,0.088216,9033872.08241218,853502.26978677563545
1657411200,2022-07-10 00:00:00,TRADE/USDT,0.081755,0.081919,0.0725,0.077847,9621276.78504582,740531.96854314944962
1657324800,2022-07-09 00:00:00,TRADE/USDT,0.073225,0.083599,0.066488,0.081662,8257406.92907789,608231.64388547224131
1657238400,2022-07-08 00:00:00,TRADE/USDT,0.071585,0.07576,0.068934,0.073251,8897839.71669169,642131.62607146842035
1657152000,2022-07-07 00:00:00,TRADE/USDT,0.071513,0.072,0.065537,0.071573,11251917.36270798,780919.97651779813439
1657065600,2022-07-06 00:00:00,TRADE/USDT,0.058085,0.074521,0.058,0.071627,12397527.28153197,784165.0290491770158
1656979200,2022-07-05 00:00:00,TRADE/USDT,0.0572,0.065,0.056392,0.058099,7335451.3827478,432669.64963992235105
1656892800,2022-07-04 00:00:00,TRADE/USDT,0.0526,0.059,0.0516,0.0572,7028671.98991131,377430.36888710584301
1656806400,2022-07-03 00:00:00,TRADE/USDT,0.0531,0.0536,0.051263,0.0525,11552806.11256146,596555.41309013365353
1656720000,2022-07-02 00:00:00,TRADE/USDT,0.0556,0.055998,0.0524,0.0534,9485574.60967193,522156.9599845339009
1656633600,2022-07-01 00:00:00,TRADE/USDT,0.0551,0.062,0.0539,0.0556,6557016.61696082,368809.07125297176761
1656547200,2022-06-30 00:00:00,TRADE/USDT,0.0553,0.0559,0.053901,0.0551,9492856.1603709,519445.52464941476432
1656460800,2022-06-29 00:00:00,TRADE/USDT,0.0562,0.057959,0.054838,0.0553,4846674.01047306,272184.96448102485636
1656374400,2022-06-28 00:00:00,TRADE/USDT,0.057024,0.0584,0.0555,0.0562,3755906.39771733,211983.9467757589464
1656288000,2022-06-27 00:00:00,TRADE/USDT,0.056542,0.058,0.055944,0.057108,3665917.09919761,210085.84234732548391
1656201600,2022-06-26 00:00:00,TRADE/USDT,0.0576,0.057721,0.056542,0.0566,8503222.08284003,482790.14989018700926
1656115200,2022-06-25 00:00:00,TRADE/USDT,0.057293,0.057998,0.056002,0.0576,2017079.87074091,115745.03260313772985
1656028800,2022-06-24 00:00:00,TRADE/USDT,0.054479,0.0653,0.054479,0.057845,2777161.1830058,159306.22832441214495
1655942400,2022-06-23 00:00:00,TRADE/USDT,0.055138,0.0562,0.054,0.054401,7615506.93355259,421077.74746650354761
1655856000,2022-06-22 00:00:00,TRADE/USDT,0.055501,0.066882,0.053903,0.0553,7067780.9560041,403359.05539091595416
1655769600,2022-06-21 00:00:00,TRADE/USDT,0.056355,0.063,0.0544,0.05553,5344278.33954799,308555.15519697430135
1655683200,2022-06-20 00:00:00,TRADE/USDT,0.0601,0.061097,0.056024,0.0562,5330304.16814348,304990.80674607802154
1655596800,2022-06-19 00:00:00,TRADE/USDT,0.0558,0.064,0.054194,0.0601,8302684.98953242,479203.6069943744748
1655510400,2022-06-18 00:00:00,TRADE/USDT,0.0567,0.058482,0.0542,0.0558,12885963.03660712,713376.10864928892206
1655424000,2022-06-17 00:00:00,TRADE/USDT,0.055556,0.0613,0.055335,0.0567,10788468.42566084,608419.2070707688832
1655337600,2022-06-16 00:00:00,TRADE/USDT,0.061599,0.0619,0.0545,0.055461,7793214.18971801,459460.40567960733206
1655251200,2022-06-15 00:00:00,TRADE/USDT,0.06,0.0659,0.0573,0.0613,8597291.52088291,514360.80104601080436
1655164800,2022-06-14 00:00:00,TRADE/USDT,0.0579,0.0632,0.055,0.0599,10257141.35912553,591125.285044416321
1655078400,2022-06-13 00:00:00,TRADE/USDT,0.0611,0.0635,0.0577,0.058,9730120.70437314,581862.688618685693
1654992000,2022-06-12 00:00:00,TRADE/USDT,0.0675,0.0699,0.0612,0.0612,10262202.43208748,656951.088692690196
1654905600,2022-06-11 00:00:00,TRADE/USDT,0.0687,0.0764,0.0674,0.0675,8677789.97701825,595632.199945150817
1654819200,2022-06-10 00:00:00,TRADE/USDT,0.0729,0.0807,0.068,0.0689,8395226.29841466,588548.643477545018
1654732800,2022-06-09 00:00:00,TRADE/USDT,0.0756,0.0818,0.07,0.0729,6327671.65032193,463667.025384116754
1654646400,2022-06-08 00:00:00,TRADE/USDT,0.0699,0.1099,0.0694,0.0756,4866095.79688544,403484.455746803674
1654560000,2022-06-07 00:00:00,TRADE/USDT,0.0711,0.0752,0.0667,0.0692,3846561.35360013,267974.766978615332
1654473600,2022-06-06 00:00:00,TRADE/USDT,0.0742,0.079,0.0696,0.0714,6474313.11405307,465990.682356271637
1654387200,2022-06-05 00:00:00,TRADE/USDT,0.0688,0.0925,0.0674,0.0742,7536284.56169064,543706.402431123871
1654300800,2022-06-04 00:00:00,TRADE/USDT,0.0693,0.073,0.0676,0.0688,8950201.17466449,622278.297909297095
1654214400,2022-06-03 00:00:00,TRADE/USDT,0.0668,0.0824,0.0666,0.069,9972378.60899276,690074.051013526038
1654128000,2022-06-02 00:00:00,TRADE/USDT,0.0664,0.0681,0.0661,0.0668,9114802.62943524,610073.175171434566
1654041600,2022-06-01 00:00:00,TRADE/USDT,0.0749,0.0754,0.0657,0.0665,5117801.17369842,352518.744302377665
1653955200,2022-05-31 00:00:00,TRADE/USDT,0.0774,0.0787,0.0745,0.0745,8023477.74696124,614092.943126041586
1653868800,2022-05-30 00:00:00,TRADE/USDT,0.0765,0.0777,0.072,0.0774,8921075.46713288,678002.439654273757
1653782400,2022-05-29 00:00:00,TRADE/USDT,0.0693,0.077,0.0683,0.0766,9981570.94810157,715802.507920417484
1653696000,2022-05-28 00:00:00,TRADE/USDT,0.0686,0.0815,0.0683,0.0696,9331330.54990935,666822.587418821843
1653609600,2022-05-27 00:00:00,TRADE/USDT,0.0721,0.0775,0.068,0.0686,10092606.0621644,701613.791598950073
1653523200,2022-05-26 00:00:00,TRADE/USDT,0.0831,0.0837,0.0721,0.0722,9461930.96328083,728401.407855825932
1653436800,2022-05-25 00:00:00,TRADE/USDT,0.0843,0.1297,0.0796,0.0831,7632496.2846421,673848.148155539078
1653350400,2022-05-24 00:00:00,TRADE/USDT,0.0788,0.089,0.0785,0.0842,8483519.31625669,687946.516200564937
1653264000,2022-05-23 00:00:00,TRADE/USDT,0.0806,0.0887,0.0768,0.0788,6952979.58228787,572436.78870115549
1653177600,2022-05-22 00:00:00,TRADE/USDT,0.0832,0.0869,0.08,0.0811,7930033.91680057,646772.575130331656
1653091200,2022-05-21 00:00:00,TRADE/USDT,0.0863,0.0966,0.082,0.0834,8394884.10161556,731330.44582777035
