https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume USDC
1663462800,2022-09-18 01:00:00,ETH/USDC,1451.95,1453.97,1451.67,1453.17,7.5677347,10989.772593877
1663459200,2022-09-18 00:00:00,ETH/USDC,1469.4,1469.83,1448.98,1451.82,279.91553559,407415.5939109529
1663455600,2022-09-17 23:00:00,ETH/USDC,1465.42,1473.17,1462.16,1468.87,93.99798114,138026.9698269164
1663452000,2022-09-17 22:00:00,ETH/USDC,1452.98,1466.99,1451.32,1466.35,83.41333827,121700.8950517042
1663448400,2022-09-17 21:00:00,ETH/USDC,1462.35,1462.35,1446.92,1451.94,133.88971085,194530.5390881052
1663444800,2022-09-17 20:00:00,ETH/USDC,1464.94,1465.91,1460.92,1462.36,70.56490082,103299.1676338315
1663441200,2022-09-17 19:00:00,ETH/USDC,1467.98,1468.66,1458.71,1464.7,139.50496771,204218.4719622872
1663437600,2022-09-17 18:00:00,ETH/USDC,1470.28,1476,1465.56,1468.01,112.01052321,164582.1019941652
1663434000,2022-09-17 17:00:00,ETH/USDC,1467.1,1475.54,1463.19,1471.01,205.45402622,301487.2046172201
1663430400,2022-09-17 16:00:00,ETH/USDC,1444.54,1469.66,1442.65,1465.91,327.34615919,475123.9842659009
1663426800,2022-09-17 15:00:00,ETH/USDC,1444.97,1450.55,1437.18,1444.65,117.05482202,168911.223579439
1663423200,2022-09-17 14:00:00,ETH/USDC,1422.68,1445,1422.24,1445,197.51368961,282799.9042426209
1663419600,2022-09-17 13:00:00,ETH/USDC,1424.92,1426.96,1419.4,1422.96,146.83554164,208766.9436126627
1663416000,2022-09-17 12:00:00,ETH/USDC,1419.73,1427.67,1409.79,1424.68,97.71796904,138609.6757286652
1663412400,2022-09-17 11:00:00,ETH/USDC,1426.37,1427.98,1418.94,1419.65,63.62105222,90538.7862885413
1663408800,2022-09-17 10:00:00,ETH/USDC,1432.31,1433.05,1417.01,1426.8,93.03852881,132710.1339079507
1663405200,2022-09-17 09:00:00,ETH/USDC,1433.96,1435.21,1430.17,1432.25,72.50707442,103855.150005544
1663401600,2022-09-17 08:00:00,ETH/USDC,1432.51,1435.15,1430.67,1433.96,43.55796641,62420.681127982
1663398000,2022-09-17 07:00:00,ETH/USDC,1431.62,1433.32,1426.46,1432.2,62.50678599,89367.1215421404
1663394400,2022-09-17 06:00:00,ETH/USDC,1431.62,1433.34,1424.99,1431.45,78.3764192,112106.9083699224
1663390800,2022-09-17 05:00:00,ETH/USDC,1440.88,1440.88,1427.81,1431.6,78.86596613,113103.8995137804
1663387200,2022-09-17 04:00:00,ETH/USDC,1440.53,1447.55,1439.27,1441.13,88.42354068,127579.9981630521
1663383600,2022-09-17 03:00:00,ETH/USDC,1439.46,1442.04,1436.81,1439.46,61.01530234,87864.9973796434
1663380000,2022-09-17 02:00:00,ETH/USDC,1445.4,1446.03,1436.72,1439.96,55.03489999,79306.0651233609
1663376400,2022-09-17 01:00:00,ETH/USDC,1443.05,1448.11,1438.32,1446.14,60.45612292,87222.6252676443
1663372800,2022-09-17 00:00:00,ETH/USDC,1434.03,1456.3,1430.92,1442.88,122.1053628,176076.8197864651
1663369200,2022-09-16 23:00:00,ETH/USDC,1432.48,1434.5,1423.21,1434.32,159.65991582,228417.6282777729
1663365600,2022-09-16 22:00:00,ETH/USDC,1439.72,1442.26,1431.1,1431.49,108.40243793,155819.0046732454
1663362000,2022-09-16 21:00:00,ETH/USDC,1437.79,1448.7,1434.5,1439.15,158.64140719,228405.1193656841
1663358400,2022-09-16 20:00:00,ETH/USDC,1427.41,1437.67,1427.41,1437.67,106.49210847,152474.9378422983
1663354800,2022-09-16 19:00:00,ETH/USDC,1428.12,1438.27,1426.92,1428.6,150.80528331,215956.3855893781
1663351200,2022-09-16 18:00:00,ETH/USDC,1421.03,1433.6,1410,1427.87,315.80319169,450584.5632316262
1663347600,2022-09-16 17:00:00,ETH/USDC,1427.93,1431.82,1405.09,1420.85,824.44342152,1170351.27458466
1663344000,2022-09-16 16:00:00,ETH/USDC,1452.04,1452.04,1413.19,1426.49,361.13317188,517467.7434539532
1663340400,2022-09-16 15:00:00,ETH/USDC,1447.41,1456.66,1439.26,1452.94,320.03398031,463327.9813114382
1663336800,2022-09-16 14:00:00,ETH/USDC,1429.62,1458.71,1425.38,1447.71,390.17910512,564520.5564052663
1663333200,2022-09-16 13:00:00,ETH/USDC,1454.81,1464.3,1424.68,1430.99,355.32333974,513138.1420700988
1663329600,2022-09-16 12:00:00,ETH/USDC,1478.57,1478.65,1452.27,1454.33,185.26469437,271048.8066984134
1663326000,2022-09-16 11:00:00,ETH/USDC,1469.13,1483.51,1465.64,1478.39,94.57027009,139139.4455109477
1663322400,2022-09-16 10:00:00,ETH/USDC,1462.99,1473.98,1458.81,1469.37,112.59368944,165076.6488679115
1663318800,2022-09-16 09:00:00,ETH/USDC,1451.62,1465.87,1450.56,1462.78,156.02487135,227964.1505029084
1663315200,2022-09-16 08:00:00,ETH/USDC,1471.31,1471.76,1443.1,1451.49,210.1332824,306214.2956686569
1663311600,2022-09-16 07:00:00,ETH/USDC,1472.26,1476.91,1469.26,1471.49,129.6472639,190886.6759690894
1663308000,2022-09-16 06:00:00,ETH/USDC,1471.89,1476.45,1466.95,1471.92,91.81372961,135140.05690047
1663304400,2022-09-16 05:00:00,ETH/USDC,1470.04,1478.99,1469.78,1471.53,97.96806943,144435.4379696811
1663300800,2022-09-16 04:00:00,ETH/USDC,1473.55,1480.31,1469.36,1469.36,102.2961952,150890.9016117016
1663297200,2022-09-16 03:00:00,ETH/USDC,1466.76,1473.75,1460,1473.71,109.3688198,160633.9193142439
1663293600,2022-09-16 02:00:00,ETH/USDC,1471.61,1473.43,1453.95,1466.17,133.0917256,194740.4101848861
1663290000,2022-09-16 01:00:00,ETH/USDC,1482.37,1482.91,1466.07,1471.75,157.79381932,232883.4530415864
1663286400,2022-09-16 00:00:00,ETH/USDC,1473.09,1482.84,1446.32,1482.36,311.77672235,457018.1089744298
1663282800,2022-09-15 23:00:00,ETH/USDC,1475.06,1478.71,1462.39,1472.05,112.06666447,164925.0651437428
1663279200,2022-09-15 22:00:00,ETH/USDC,1489.95,1490.02,1458.72,1475.35,225.7254507,333026.7951867139
1663275600,2022-09-15 21:00:00,ETH/USDC,1503.91,1504.38,1484.15,1490.12,119.12936001,177725.9618547422
