https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FKX,Volume BTC
1658361600,2022-07-21 00:00:00,FKX/BTC,0.000000697,0.0000007236,0.0000006951,0.0000007093,21213.5395,0.01521124254325
1658275200,2022-07-20 00:00:00,FKX/BTC,0.0000008288,0.0000008793,0.0000006939,0.0000006962,776317.7469,0.60196976407186
1658188800,2022-07-19 00:00:00,FKX/BTC,0.0000007462,0.0000008995,0.0000007416,0.0000008289,658275.5231,0.54693090606215
1658102400,2022-07-18 00:00:00,FKX/BTC,0.0000007911,0.0000008371,0.0000007386,0.000000746,438823.752,0.3456527515046
1658016000,2022-07-17 00:00:00,FKX/BTC,0.000000794,0.0000008442,0.0000007415,0.0000007909,253639.9913,0.19748636214123
1657929600,2022-07-16 00:00:00,FKX/BTC,0.0000006721,0.0000009228,0.0000006624,0.0000007855,855437.8462,0.6941525241057
1657843200,2022-07-15 00:00:00,FKX/BTC,0.0000006783,0.0000007262,0.0000006404,0.0000006722,224212.7069,0.15262428687321
1657756800,2022-07-14 00:00:00,FKX/BTC,0.0000006967,0.0000007263,0.0000006521,0.0000006699,264020.3985,0.1809257029924
1657670400,2022-07-13 00:00:00,FKX/BTC,0.0000006997,0.0000007329,0.000000666,0.0000006965,327257.1997,0.22909726394639
1657584000,2022-07-12 00:00:00,FKX/BTC,0.0000006833,0.0000007128,0.0000006499,0.0000006994,382368.8185,0.26516138155034
1657497600,2022-07-11 00:00:00,FKX/BTC,0.000000665,0.0000006857,0.00000065,0.0000006755,100396.3311,0.0666675654296
1657411200,2022-07-10 00:00:00,FKX/BTC,0.0000006165,0.0000009739,0.0000006015,0.000000665,816889.2864,0.5910349132676
1657324800,2022-07-09 00:00:00,FKX/BTC,0.0000006855,0.000000716,0.0000006044,0.0000006201,648100.4898,0.42266998860105
1657238400,2022-07-08 00:00:00,FKX/BTC,0.0000007228,0.0000007485,0.0000006519,0.0000006848,202894.8722,0.14009052639068
1657152000,2022-07-07 00:00:00,FKX/BTC,0.0000007642,0.0000008221,0.0000007128,0.0000007233,138812.11602806,0.106164081722266176
1657065600,2022-07-06 00:00:00,FKX/BTC,0.0000006933,0.0000007996,0.0000006884,0.0000007762,444169.12228951,0.325175164359376001
1656979200,2022-07-05 00:00:00,FKX/BTC,0.0000007047,0.0000007478,0.0000006904,0.000000692,422328.85252132,0.304418106958262098
1656892800,2022-07-04 00:00:00,FKX/BTC,0.0000007488,0.0000007747,0.0000007042,0.0000007044,431137.58035248,0.31592967137104112
1656806400,2022-07-03 00:00:00,FKX/BTC,0.0000008627,0.0000008727,0.0000007417,0.0000007486,939541.31476231,0.760477171503947028
1656720000,2022-07-02 00:00:00,FKX/BTC,0.0000009071,0.000000918,0.0000008411,0.0000008627,650147.1816,0.56640109439503
1656633600,2022-07-01 00:00:00,FKX/BTC,0.0000008284,0.0000009437,0.000000803,0.0000009068,634258.9213,0.56798616255598
1656547200,2022-06-30 00:00:00,FKX/BTC,0.0000009116,0.000000943,0.0000008284,0.0000008284,437423.33433367,0.390680181114356586
1656460800,2022-06-29 00:00:00,FKX/BTC,0.0000008679,0.0000009127,0.0000008419,0.00000091,361944.83128139,0.31751996382531073
1656374400,2022-06-28 00:00:00,FKX/BTC,0.0000009433,0.0000009497,0.0000008679,0.0000008679,231563.14864163,0.213405946369256164
1656288000,2022-06-27 00:00:00,FKX/BTC,0.0000008902,0.0000011025,0.0000008635,0.0000009433,1868837.25912992,1.80367408169488921
1656201600,2022-06-26 00:00:00,FKX/BTC,0.0000008914,0.0000009048,0.0000008542,0.0000008902,522749.5009,0.45918826646463
1656115200,2022-06-25 00:00:00,FKX/BTC,0.0000008851,0.000000913,0.000000871,0.0000008846,843550.1467,0.75289512319866
1656028800,2022-06-24 00:00:00,FKX/BTC,0.0000008638,0.0000009081,0.0000008571,0.0000008849,906421.0179,0.80226745958233
1655942400,2022-06-23 00:00:00,FKX/BTC,0.0000008781,0.0000008936,0.000000845,0.0000008637,1570449.44462695,1.362236977346413277
1655856000,2022-06-22 00:00:00,FKX/BTC,0.0000008861,0.0000009081,0.0000008681,0.0000008785,1337840.4335338,1.183528837990440667
1655769600,2022-06-21 00:00:00,FKX/BTC,0.0000008794,0.000000926,0.0000008734,0.0000008859,1179844.86102222,1.049947076350675783
1655683200,2022-06-20 00:00:00,FKX/BTC,0.0000008847,0.0000009027,0.0000008789,0.000000879,781882.4748,0.69232242917226
1655596800,2022-06-19 00:00:00,FKX/BTC,0.0000009044,0.0000009425,0.0000008802,0.0000008846,1627292.86837922,1.484785127753539682
1655510400,2022-06-18 00:00:00,FKX/BTC,0.0000008825,0.0000009276,0.0000008528,0.0000009044,1643766.49124296,1.463476902198812951
1655424000,2022-06-17 00:00:00,FKX/BTC,0.0000008621,0.0000008888,0.0000008201,0.0000008824,1261145.5057937,1.0742628274746661
1655337600,2022-06-16 00:00:00,FKX/BTC,0.0000008486,0.0000008918,0.0000008305,0.0000008525,1018048.65197659,0.869806201949932339
1655251200,2022-06-15 00:00:00,FKX/BTC,0.0000008248,0.0000008586,0.0000007724,0.0000008483,1079767.26894344,0.889782669641706771
1655164800,2022-06-14 00:00:00,FKX/BTC,0.0000007807,0.0000008479,0.0000007766,0.0000008248,1283919.43242999,1.040970216172581462
1655078400,2022-06-13 00:00:00,FKX/BTC,0.0000007762,0.0000008374,0.0000007539,0.0000007808,1667471.02321379,1.320933632284594937
1654992000,2022-06-12 00:00:00,FKX/BTC,0.000000762,0.0000007813,0.0000007247,0.0000007748,951184.2598,0.7152500827926
1654905600,2022-06-11 00:00:00,FKX/BTC,0.0000008341,0.0000008499,0.0000007462,0.0000007623,534774.3798,0.43033680920405
1654819200,2022-06-10 00:00:00,FKX/BTC,0.0000008737,0.000000884,0.0000008306,0.000000834,1044089.80266849,0.893754181318072605
1654732800,2022-06-09 00:00:00,FKX/BTC,0.0000008444,0.0000008972,0.000000842,0.0000008737,707980.72664137,0.617126478784352094
1654646400,2022-06-08 00:00:00,FKX/BTC,0.0000008696,0.0000008915,0.0000008307,0.000000842,885159.96805863,0.758594626708697906
1654560000,2022-06-07 00:00:00,FKX/BTC,0.0000009142,0.0000009613,0.000000865,0.0000008695,753112.62944795,0.686176728796691778
1654473600,2022-06-06 00:00:00,FKX/BTC,0.0000009912,0.0000009988,0.0000008957,0.0000009067,1052179.28763075,0.998072358085240378
1654387200,2022-06-05 00:00:00,FKX/BTC,0.000000948,0.000001005,0.0000009404,0.0000009912,1255212.4704,1.20900162906682
1654300800,2022-06-04 00:00:00,FKX/BTC,0.0000009301,0.0000009678,0.000000927,0.0000009481,481433.22660145,0.45801147417701533
1654214400,2022-06-03 00:00:00,FKX/BTC,0.0000009243,0.0000009554,0.0000009112,0.0000009376,1102227.4604,1.02351068158427
1654128000,2022-06-02 00:00:00,FKX/BTC,0.0000009019,0.000000936,0.0000008902,0.0000009249,1012008.07142025,0.9234095195463866
1654041600,2022-06-01 00:00:00,FKX/BTC,0.000000887,0.0000009479,0.0000008683,0.0000009019,474640.4167,0.43096944484362
1653955200,2022-05-31 00:00:00,FKX/BTC,0.0000008702,0.0000010156,0.0000008593,0.0000008888,1027882.72815529,0.925480111573048182
1653868800,2022-05-30 00:00:00,FKX/BTC,0.0000008841,0.0000009325,0.0000008242,0.0000008701,968552.6037,0.84085220351291
1653782400,2022-05-29 00:00:00,FKX/BTC,0.0000008933,0.0000009025,0.000000815,0.0000008841,575624.56377252,0.495886465746974716
1653696000,2022-05-28 00:00:00,FKX/BTC,0.0000008705,0.0000009301,0.0000008635,0.0000008826,757212.64390062,0.675466109996745031
1653609600,2022-05-27 00:00:00,FKX/BTC,0.000000878,0.0000009226,0.0000008607,0.0000008704,1372508.67507456,1.216886545023470905
1653523200,2022-05-26 00:00:00,FKX/BTC,0.0000008872,0.0000009306,0.0000008384,0.0000008779,554903.8210695,0.49041254744160265
1653436800,2022-05-25 00:00:00,FKX/BTC,0.0000009313,0.0000009376,0.0000008704,0.0000008873,741945.8078,0.66610495252892
1653350400,2022-05-24 00:00:00,FKX/BTC,0.000000887,0.0000010432,0.0000008732,0.0000009311,1405304.78063897,1.317469229549258635
1653264000,2022-05-23 00:00:00,FKX/BTC,0.0000009324,0.0000009634,0.000000887,0.0000008899,1254578.07678576,1.160682635154624304
1653177600,2022-05-22 00:00:00,FKX/BTC,0.0000008546,0.0000010562,0.0000008542,0.0000009324,1502498.74297119,1.428453452861296942
1653091200,2022-05-21 00:00:00,FKX/BTC,0.0000008355,0.0000009229,0.0000008306,0.0000008546,825225.0313,0.71423429126388
1653004800,2022-05-20 00:00:00,FKX/BTC,0.0000009896,0.0000009897,0.0000008401,0.0000008513,83680.6801,0.07523846467313
1652918400,2022-05-19 00:00:00,FKX/BTC,0.0000008822,0.0000009983,0.0000008574,0.0000009859,178752.69977233,0.161126495113913167
1652832000,2022-05-18 00:00:00,FKX/BTC,0.0000009668,0.0000010558,0.0000008681,0.0000008842,427186.09907575,0.429616711419618037
1652745600,2022-05-17 00:00:00,FKX/BTC,0.0000007942,0.0000010135,0.0000007799,0.0000009739,253264.83311494,0.224982647214718146
1652659200,2022-05-16 00:00:00,FKX/BTC,0.0000007986,0.0000008468,0.0000007462,0.0000007888,237032.71511255,0.191740173770952765
1652572800,2022-05-15 00:00:00,FKX/BTC,0.0000006302,0.000000926,0.0000006151,0.0000007894,692980.36820505,0.563458018718441924
1652486400,2022-05-14 00:00:00,FKX/BTC,0.0000005249,0.0000008814,0.0000005167,0.0000006282,670626.01854766,0.417984301875317004
1652400000,2022-05-13 00:00:00,FKX/BTC,0.0000004467,0.0000006311,0.0000003909,0.0000005244,1641600.40385304,0.870114813784727074
1652313600,2022-05-12 00:00:00,FKX/BTC,0.0000004219,0.0000005324,0.0000003643,0.0000004131,1163150.34843635,0.480368319389618781
