https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SDAO,Volume USDT
1643760000,2022-02-02 00:00:00,SDAO/USDT,0.96,0.96,0.889,0.908,139093.59744574,127574.74296508225
1643673600,2022-02-01 00:00:00,SDAO/USDT,0.934,0.984,0.925,0.959,170797.70615442,162985.70370298156
1643587200,2022-01-31 00:00:00,SDAO/USDT,0.881,0.933,0.854,0.933,139549.22814182,124158.56670985343
1643500800,2022-01-30 00:00:00,SDAO/USDT,0.921,0.988,0.806,0.88,200861.93606644,179292.09391672239
1643414400,2022-01-29 00:00:00,SDAO/USDT,0.89,0.999,0.862,0.921,114248.26566315,104019.66564064801
1643328000,2022-01-28 00:00:00,SDAO/USDT,0.828,0.937,0.824,0.887,227612.26188715,193936.02669327327
1643241600,2022-01-27 00:00:00,SDAO/USDT,0.82,0.894,0.797,0.825,433669.92362351,363124.25656348864
1643155200,2022-01-26 00:00:00,SDAO/USDT,1.028,1.088,0.749,0.82,796312.85517365,718686.24700460946
1643068800,2022-01-25 00:00:00,SDAO/USDT,1.025,1.142,0.995,1.028,236722.07934748,242366.72963708824
1642982400,2022-01-24 00:00:00,SDAO/USDT,1.079,1.087,0.95,1.025,286271.75568831,293623.16642999542
1642896000,2022-01-23 00:00:00,SDAO/USDT,1.028,1.099,0.997,1.077,218002.98315822,228103.94538960339
1642809600,2022-01-22 00:00:00,SDAO/USDT,1.152,1.175,0.92,1.027,463640.24484307,502836.93955765656
1642723200,2022-01-21 00:00:00,SDAO/USDT,1.345,1.351,1.091,1.149,238326.55442996,300360.0359803813
1642636800,2022-01-20 00:00:00,SDAO/USDT,1.401,1.407,1.315,1.342,224718.43228016,306556.76392640232
1642550400,2022-01-19 00:00:00,SDAO/USDT,1.475,1.486,1.395,1.4,302466.24520001,432809.65685402192
1642464000,2022-01-18 00:00:00,SDAO/USDT,1.521,1.533,1.447,1.471,289569.84734539,430457.04474840263
1642377600,2022-01-17 00:00:00,SDAO/USDT,1.563,1.65,1.413,1.516,721017.6775338,1111914.25180684702
1642291200,2022-01-16 00:00:00,SDAO/USDT,1.325,1.823,1.291,1.563,1302128.298733,2064837.48926000833
1642204800,2022-01-15 00:00:00,SDAO/USDT,1.172,1.335,1.161,1.325,219077.26634214,275299.03901644151
1642118400,2022-01-14 00:00:00,SDAO/USDT,1.17,1.19,1.139,1.17,70049.92675081,81659.48206772898
1642032000,2022-01-13 00:00:00,SDAO/USDT,1.24,1.248,1.156,1.165,131442.35277668,159329.8998328115
1641945600,2022-01-12 00:00:00,SDAO/USDT,1.228,1.244,1.214,1.24,107595.03633199,132136.1512102869
1641859200,2022-01-11 00:00:00,SDAO/USDT,1.207,1.233,1.187,1.226,92642.099272,111830.2326786004
1641772800,2022-01-10 00:00:00,SDAO/USDT,1.236,1.244,1.19,1.206,137682.81686238,167959.47343411364
1641686400,2022-01-09 00:00:00,SDAO/USDT,1.283,1.283,1.222,1.234,162527.49317318,202338.33630942756
1641600000,2022-01-08 00:00:00,SDAO/USDT,1.282,1.415,1.238,1.283,214481.50537458,280766.87741667523
1641513600,2022-01-07 00:00:00,SDAO/USDT,1.232,1.308,1.207,1.281,437816.62872424,549627.62778217972
1641427200,2022-01-06 00:00:00,SDAO/USDT,1.19,1.242,1.138,1.23,221076.69413749,261429.8158908433
1641340800,2022-01-05 00:00:00,SDAO/USDT,1.214,1.272,1.176,1.186,140632.06521477,173783.496474406
1641254400,2022-01-04 00:00:00,SDAO/USDT,1.252,1.261,1.191,1.213,130741.74806178,160126.72049428354
1641168000,2022-01-03 00:00:00,SDAO/USDT,1.354,1.362,1.243,1.25,159417.72336107,209643.85355196096
1641081600,2022-01-02 00:00:00,SDAO/USDT,1.383,1.397,1.351,1.354,194834.0455337,267983.80421925871
1640995200,2022-01-01 00:00:00,SDAO/USDT,1.387,1.402,1.375,1.381,205851.49611331,286094.38320270521
1640908800,2021-12-31 00:00:00,SDAO/USDT,1.441,1.445,1.371,1.386,205401.5279802,289524.22445280609
1640822400,2021-12-30 00:00:00,SDAO/USDT,1.523,1.563,1.44,1.44,144382.77619663,219739.40483881439
1640736000,2021-12-29 00:00:00,SDAO/USDT,1.463,1.556,1.461,1.516,148715.27737938,225314.9874166578
1640649600,2021-12-28 00:00:00,SDAO/USDT,1.622,1.625,1.435,1.455,203069.50518821,311923.11312251465
