https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZRX,Volume BTC
1659225600,2022-07-31 00:00:00,ZRX/BTC,1.46e-05,1.469e-05,1.454e-05,1.454e-05,0.0031171,213.99828226
1659139200,2022-07-30 00:00:00,ZRX/BTC,1.414e-05,1.624e-05,1.414e-05,1.47e-05,0.31235694,20202.25675222
1659052800,2022-07-29 00:00:00,ZRX/BTC,1.407e-05,1.438e-05,1.369e-05,1.404e-05,0.04042478,2877.48324313
1658966400,2022-07-28 00:00:00,ZRX/BTC,1.35e-05,1.449e-05,1.339e-05,1.398e-05,0.05226221,3757.77425666
1658880000,2022-07-27 00:00:00,ZRX/BTC,1.345e-05,1.36e-05,1.319e-05,1.34e-05,0.12688893,9482.77239495
1658793600,2022-07-26 00:00:00,ZRX/BTC,1.324e-05,1.36e-05,1.322e-05,1.356e-05,0.00586255,441.48870789
1658707200,2022-07-25 00:00:00,ZRX/BTC,1.353e-05,1.383e-05,1.324e-05,1.324e-05,0.01614052,1196.08952859
1658620800,2022-07-24 00:00:00,ZRX/BTC,1.374e-05,1.425e-05,1.338e-05,1.364e-05,0.1005188,7405.6783149
1658534400,2022-07-23 00:00:00,ZRX/BTC,1.368e-05,1.377e-05,1.348e-05,1.372e-05,0.01350477,986.93719607
1658448000,2022-07-22 00:00:00,ZRX/BTC,1.398e-05,1.423e-05,1.342e-05,1.378e-05,0.05168108,3736.60501045
1658361600,2022-07-21 00:00:00,ZRX/BTC,1.361e-05,1.398e-05,1.331e-05,1.38e-05,0.00991374,728.00330937
1658275200,2022-07-20 00:00:00,ZRX/BTC,1.438e-05,1.461e-05,1.342e-05,1.36e-05,0.05382863,3913.02315877
1658188800,2022-07-19 00:00:00,ZRX/BTC,1.42e-05,1.478e-05,1.414e-05,1.427e-05,0.02612317,1822.84387581
1658102400,2022-07-18 00:00:00,ZRX/BTC,1.42e-05,1.457e-05,1.404e-05,1.43e-05,0.01020177,714.49330627
1658016000,2022-07-17 00:00:00,ZRX/BTC,1.437e-05,1.437e-05,1.419e-05,1.421e-05,0.0168777,1181.69057716
1657929600,2022-07-16 00:00:00,ZRX/BTC,1.417e-05,1.464e-05,1.417e-05,1.449e-05,0.00771592,536.39553296
1657843200,2022-07-15 00:00:00,ZRX/BTC,1.418e-05,1.451e-05,1.388e-05,1.417e-05,0.0135532,954.40852799
1657756800,2022-07-14 00:00:00,ZRX/BTC,1.392e-05,1.419e-05,1.383e-05,1.412e-05,0.03243494,2326.9316144
1657670400,2022-07-13 00:00:00,ZRX/BTC,1.412e-05,1.44e-05,1.366e-05,1.394e-05,0.02621485,1876.62037275
1657584000,2022-07-12 00:00:00,ZRX/BTC,1.423e-05,1.452e-05,1.415e-05,1.423e-05,0.00358948,250.19333074
1657497600,2022-07-11 00:00:00,ZRX/BTC,1.5e-05,1.5e-05,1.412e-05,1.412e-05,0.07421146,5125.38563893
1657411200,2022-07-10 00:00:00,ZRX/BTC,1.535e-05,1.591e-05,1.49e-05,1.512e-05,0.01413556,916.83315345
1657324800,2022-07-09 00:00:00,ZRX/BTC,1.477e-05,1.544e-05,1.477e-05,1.533e-05,0.02388946,1573.4143409
1657238400,2022-07-08 00:00:00,ZRX/BTC,1.464e-05,1.603e-05,1.464e-05,1.473e-05,0.08394205,5510.8491279
1657152000,2022-07-07 00:00:00,ZRX/BTC,1.494e-05,1.5e-05,1.453e-05,1.464e-05,0.01382426,932.22298005
1657065600,2022-07-06 00:00:00,ZRX/BTC,1.502e-05,1.522e-05,1.488e-05,1.497e-05,0.02824508,1873.4369666
