https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume H2O,Volume USDT
1658534400,2022-07-23 00:00:00,H2O/USDT,0.596,0.6002,0.58,0.5869,437752.1156,261323.43969683
1658448000,2022-07-22 00:00:00,H2O/USDT,0.5813,0.5964,0.5813,0.5937,449488.4642,265964.71491631
1658361600,2022-07-21 00:00:00,H2O/USDT,0.595,0.5954,0.5808,0.5813,494490.842,292089.36663973
1658275200,2022-07-20 00:00:00,H2O/USDT,0.5899,0.595,0.5865,0.595,580692.4536,343223.2482513
1658188800,2022-07-19 00:00:00,H2O/USDT,0.5919,0.6002,0.5801,0.594,666662.40330987,397034.067152494293
1658102400,2022-07-18 00:00:00,H2O/USDT,0.5965,0.605,0.5839,0.5941,805095.43936196,480647.86991581108
1658016000,2022-07-17 00:00:00,H2O/USDT,0.5969,0.6006,0.5954,0.5955,435.6522,260.22932064
1657929600,2022-07-16 00:00:00,H2O/USDT,0.5864,0.6006,0.577,0.6006,431347.84292781,258983.331477302686
1657843200,2022-07-15 00:00:00,H2O/USDT,0.579,0.6006,0.5681,0.5865,959082.06761681,567000.904527581393
1657756800,2022-07-14 00:00:00,H2O/USDT,0.5904,0.591,0.5499,0.5787,423954.92038532,250215.048297000468
1657670400,2022-07-13 00:00:00,H2O/USDT,0.5848,0.5911,0.5758,0.5911,4375.7818,2571.43258742
1657584000,2022-07-12 00:00:00,H2O/USDT,0.589,0.596,0.5848,0.5848,902718.80895725,534110.743243641
1657497600,2022-07-11 00:00:00,H2O/USDT,0.588,0.5907,0.5768,0.5816,402116.7403688,236441.60315980944
1657411200,2022-07-10 00:00:00,H2O/USDT,0.586,0.6,0.566,0.5888,407625.75878839,238889.245999163268
1657324800,2022-07-09 00:00:00,H2O/USDT,0.5999,0.6,0.581,0.581,604901.44724243,354526.797168169514
1657238400,2022-07-08 00:00:00,H2O/USDT,0.5954,0.6008,0.5818,0.5912,507682.02867828,299575.310456321724
1657152000,2022-07-07 00:00:00,H2O/USDT,0.605,0.605,0.5864,0.5905,402206.33840494,242921.4185379787
1657065600,2022-07-06 00:00:00,H2O/USDT,0.5999,0.605,0.5954,0.605,1094247.42496379,656846.820697712915
1656979200,2022-07-05 00:00:00,H2O/USDT,0.6002,0.6068,0.5693,0.5992,561557.16980063,336963.36206283407
1656892800,2022-07-04 00:00:00,H2O/USDT,0.5954,0.6014,0.5869,0.6007,1564196.17127591,936268.858384412151
1656806400,2022-07-03 00:00:00,H2O/USDT,0.5903,0.6002,0.5843,0.5898,619517.96412266,365587.488300373794
1656720000,2022-07-02 00:00:00,H2O/USDT,0.5808,0.5904,0.5808,0.5903,701301.51086584,407500.15485647673
1656633600,2022-07-01 00:00:00,H2O/USDT,0.578,0.5903,0.57,0.5759,721890.08075006,417375.102998751872
1656547200,2022-06-30 00:00:00,H2O/USDT,0.59,0.59,0.4904,0.5732,702168.56538636,410604.655496511244
1656460800,2022-06-29 00:00:00,H2O/USDT,0.5906,0.6001,0.569,0.5904,812593.61760221,487386.756823063203
1656374400,2022-06-28 00:00:00,H2O/USDT,0.59,0.6002,0.5859,0.5905,1012376.97608481,597377.782388794873
1656288000,2022-06-27 00:00:00,H2O/USDT,0.5856,0.6109,0.5797,0.5953,1027094.1148084,601227.048948404716
1656201600,2022-06-26 00:00:00,H2O/USDT,0.5737,0.5906,0.569,0.5906,708839.47533282,417447.918945763779
1656115200,2022-06-25 00:00:00,H2O/USDT,0.5855,0.5895,0.5723,0.5723,1004143.66331181,587429.228647124161
1656028800,2022-06-24 00:00:00,H2O/USDT,0.6066,0.609,0.5679,0.5854,1405394.04504801,855781.553705333265
1655942400,2022-06-23 00:00:00,H2O/USDT,0.565,0.6535,0.5649,0.6015,1338418.57530525,763609.90324936503
1655856000,2022-06-22 00:00:00,H2O/USDT,0.571,0.8915,0.546,0.5602,2099816.71743463,1306900.628927889129
1655769600,2022-06-21 00:00:00,H2O/USDT,0.6337,0.6502,0.55,0.5726,1369638.47769959,875315.644236004957
1655683200,2022-06-20 00:00:00,H2O/USDT,0.6181,0.7492,0.5975,0.6324,1430510.524337,885103.445060375308
1655596800,2022-06-19 00:00:00,H2O/USDT,0.6349,0.6459,0.5835,0.6153,10694.04005358,6617.284554358908
1655510400,2022-06-18 00:00:00,H2O/USDT,0.7032,0.7096,0.615,0.6349,1113006.14952467,781902.657221289247
1655424000,2022-06-17 00:00:00,H2O/USDT,0.7664,0.7834,0.6864,0.7033,1145184.21046302,880173.121673506801
1655337600,2022-06-16 00:00:00,H2O/USDT,0.7517,0.8198,0.6899,0.7664,74874.72372126,56993.823656375694
1655251200,2022-06-15 00:00:00,H2O/USDT,0.8013,0.8014,0.7516,0.7517,957599.44412897,767043.483344019355
1655164800,2022-06-14 00:00:00,H2O/USDT,0.7998,0.8092,0.7759,0.8013,1017351.14398799,809780.335983122224
1655078400,2022-06-13 00:00:00,H2O/USDT,0.7603,0.8,0.7603,0.7998,1131437.61584957,867110.094226105603
1654992000,2022-06-12 00:00:00,H2O/USDT,0.7991,0.8009,0.7536,0.7664,13002.85431823,10298.347146753839
1654905600,2022-06-11 00:00:00,H2O/USDT,0.7919,0.8009,0.7804,0.7994,2364969.15892427,1892264.731747966973
1654819200,2022-06-10 00:00:00,H2O/USDT,0.7955,0.8199,0.73,0.7919,3980890.18794454,3183960.159630600202
1654732800,2022-06-09 00:00:00,H2O/USDT,0.7768,0.8667,0.7522,0.7953,2067738.07496923,1655379.392307164454
1654646400,2022-06-08 00:00:00,H2O/USDT,0.7937,0.9402,0.7662,0.7822,49437.60076527,40016.508673732303
1654560000,2022-06-07 00:00:00,H2O/USDT,0.7901,0.851,0.7838,0.7933,2112814.32528051,1690958.968533146059
1654473600,2022-06-06 00:00:00,H2O/USDT,0.8003,0.8314,0.7629,0.7939,2262836.68522055,1812170.074610039358
1654387200,2022-06-05 00:00:00,H2O/USDT,0.7946,0.8082,0.7548,0.8003,2124391.39489957,1699362.472295630164
1654300800,2022-06-04 00:00:00,H2O/USDT,0.7908,0.8316,0.7522,0.7945,2321248.80499291,1858572.703397012598
1654214400,2022-06-03 00:00:00,H2O/USDT,0.7735,0.827,0.7035,0.7949,5262134.01768983,4209962.444834301787
1654128000,2022-06-02 00:00:00,H2O/USDT,0.7523,1.5,0.6956,0.7736,3916061.00436627,3119650.570660921628
1654041600,2022-06-01 00:00:00,H2O/USDT,0.611,0.94,0.5758,0.7523,311442.01995459,245551.997324716155
1653955200,2022-05-31 00:00:00,H2O/USDT,0.6632,0.75,0.5871,0.6062,1338667.37082118,883173.49337995181
1653868800,2022-05-30 00:00:00,H2O/USDT,0.8209,0.83,0.5951,0.66,1282105.64321414,937650.662892640503
1653782400,2022-05-29 00:00:00,H2O/USDT,0.6025,1,0.6025,0.8209,1736933.38149173,1097512.798974236523
1653696000,2022-05-28 00:00:00,H2O/USDT,0.6049,0.6767,0.5979,0.6025,11954.20392747,7423.223765039271
1653609600,2022-05-27 00:00:00,H2O/USDT,0.5901,0.6149,0.5723,0.6003,3720237.89651805,2225106.42188358411
1653523200,2022-05-26 00:00:00,H2O/USDT,0.5956,0.6025,0.5772,0.59,6465.06611354,3823.861548602177
1653436800,2022-05-25 00:00:00,H2O/USDT,0.5733,0.6152,0.5587,0.5956,6207790.51216597,3661598.335595796834
1653350400,2022-05-24 00:00:00,H2O/USDT,0.566,0.6,0.5436,0.5733,1609185.47656519,910831.307383343073
1653264000,2022-05-23 00:00:00,H2O/USDT,0.5401,0.605,0.5401,0.5577,20972.24503925,12357.60443319661
1653177600,2022-05-22 00:00:00,H2O/USDT,0.6039,0.6055,0.4424,0.5376,2043640.26798203,1225536.895048027474
1653091200,2022-05-21 00:00:00,H2O/USDT,0.6,0.615,0.5825,0.6,1586276.9849353,953161.068145094675
1653004800,2022-05-20 00:00:00,H2O/USDT,0.6039,0.6295,0.57,0.6,2834143.82632436,1703440.279509354444
1652918400,2022-05-19 00:00:00,H2O/USDT,0.6,0.6199,0.5943,0.6009,3077472.9254555,1848418.983355629774
1652832000,2022-05-18 00:00:00,H2O/USDT,0.6006,0.6227,0.572,0.5975,621516.76252888,374535.720998963681
1652745600,2022-05-17 00:00:00,H2O/USDT,0.5662,0.6003,0.56,0.6003,1653548.89368891,967995.32146557495
1652659200,2022-05-16 00:00:00,H2O/USDT,0.5969,0.6119,0.5626,0.5644,964614.19160424,577680.212313043513
1652572800,2022-05-15 00:00:00,H2O/USDT,0.6002,0.6159,0.57,0.6,4298.60867991,2550.928246751741
1652486400,2022-05-14 00:00:00,H2O/USDT,0.5896,0.6317,0.5389,0.6002,1827590.51397894,1041060.641661398269
1652400000,2022-05-13 00:00:00,H2O/USDT,0.5953,0.6896,0.49,0.5877,1689912.56979021,973148.39338153216
1652313600,2022-05-12 00:00:00,H2O/USDT,0.4186,0.7008,0.0603,0.598,325425.50019824,168854.171533176099
1652227200,2022-05-11 00:00:00,H2O/USDT,0.5969,1,0.3722,0.4176,2602564.79603687,1565608.69753347916
1652140800,2022-05-10 00:00:00,H2O/USDT,0.5698,0.99,0.5501,0.5969,5701320.9833955,3398020.079702842236
1652054400,2022-05-09 00:00:00,H2O/USDT,0.562,0.6252,0.5001,0.5698,18857.56567769,10711.986880697378
1651968000,2022-05-08 00:00:00,H2O/USDT,0.5989,0.6384,0.5515,0.562,8398672.189928,5054486.150730341404
1651881600,2022-05-07 00:00:00,H2O/USDT,0.6014,0.635,0.562,0.5989,120772.2623264,71454.551276291795
1651795200,2022-05-06 00:00:00,H2O/USDT,0.5414,0.89,0.51,0.6024,2256967.05026302,1461857.321514236606
