https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ETP
1660777200000,2022-08-17 23:00:00,ETP/BTC,1.98e-06,1.99e-06,1.98e-06,1.98e-06,0.009654100715397601,4875.80844212
1660773600000,2022-08-17 22:00:00,ETP/BTC,2.06e-06,2.06e-06,2.06e-06,2.06e-06,9.4984310104e-05,46.1088884
1660766400000,2022-08-17 20:00:00,ETP/BTC,1.98e-06,1.98e-06,1.98e-06,1.98e-06,8.76514309704e-05,44.26839948
1660755600000,2022-08-17 17:00:00,ETP/BTC,2.07e-06,2.07e-06,2.07e-06,2.07e-06,8.750553768270001e-05,42.27320661
1660752000000,2022-08-17 16:00:00,ETP/BTC,2.08e-06,2.08e-06,2e-06,2e-06,0.00072426952964,362.13476482
1660748400000,2022-08-17 15:00:00,ETP/BTC,2e-06,2e-06,2e-06,2e-06,0.00570307369238,2851.5368461900002
1660744800000,2022-08-17 14:00:00,ETP/BTC,2.06e-06,2.07e-06,2.06e-06,2.07e-06,9.57694913325e-05,46.26545475
1660741200000,2022-08-17 13:00:00,ETP/BTC,2.06e-06,2.06e-06,2.06e-06,2.06e-06,9.951691080000001e-05,48.30918
1660734000000,2022-08-17 11:00:00,ETP/BTC,2.07e-06,2.07e-06,1.96e-06,1.96e-06,0.0046250507896936,2359.71979066
1660730400000,2022-08-17 10:00:00,ETP/BTC,1.96e-06,2.1e-06,1.95e-06,1.95e-06,0.009371023150534499,4805.65289771
1660726800000,2022-08-17 09:00:00,ETP/BTC,1.88e-06,1.99e-06,1.88e-06,1.97e-06,0.0100809156094577,5117.216045409999
1660723200000,2022-08-17 08:00:00,ETP/BTC,1.87e-06,1.87e-06,1.87e-06,1.87e-06,0.0004100002582874,219.25147502
1660719600000,2022-08-17 07:00:00,ETP/BTC,1.87e-06,1.87e-06,1.77e-06,1.77e-06,0.0008956254590163,506.00308419
1660694400000,2022-08-17 00:00:00,ETP/BTC,1.89e-06,1.89e-06,1.89e-06,1.89e-06,0.00012598867368989998,66.66067391
1660683600000,2022-08-16 21:00:00,ETP/BTC,1.88e-06,1.88e-06,1.88e-06,1.88e-06,0.0001230780526276,65.46704927
1660680000000,2022-08-16 20:00:00,ETP/BTC,1.87e-06,1.88e-06,1.87e-06,1.88e-06,0.00027087849935959995,144.08430816999999
1660676400000,2022-08-16 19:00:00,ETP/BTC,1.89e-06,1.9e-06,1.89e-06,1.9e-06,0.000477296159158,251.20850481999997
1660672800000,2022-08-16 18:00:00,ETP/BTC,1.85e-06,1.94e-06,1.83e-06,1.83e-06,0.0327870919227612,17916.44367364
1660669200000,2022-08-16 17:00:00,ETP/BTC,1.89e-06,1.89e-06,1.89e-06,1.89e-06,0.0039892465409895,2110.71245555
1660665600000,2022-08-16 16:00:00,ETP/BTC,1.88e-06,1.88e-06,1.84e-06,1.84e-06,0.00799645008532,4345.8967855
1660662000000,2022-08-16 15:00:00,ETP/BTC,1.93e-06,1.93e-06,1.88e-06,1.88e-06,0.0026856328450892,1428.52810909
1660654800000,2022-08-16 13:00:00,ETP/BTC,1.93e-06,1.97e-06,1.92e-06,1.97e-06,0.0022141468388350003,1123.9324055
1660647600000,2022-08-16 11:00:00,ETP/BTC,1.98e-06,1.98e-06,1.97e-06,1.97e-06,0.00025221640111970005,128.02863001
1660644000000,2022-08-16 10:00:00,ETP/BTC,1.99e-06,1.99e-06,1.91e-06,1.91e-06,0.0003717053377186,194.61012446
