https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REVV,Volume BTC
1663462800,2022-09-18 01:00:00,REVV/BTC,0.0000008833,0.0000008842,0.0000008833,0.0000008842,435.8217,0.00038534274714
1663459200,2022-09-18 00:00:00,REVV/BTC,0.0000008806,0.0000008844,0.0000008801,0.0000008838,29133.4422,0.02570920968734
1663455600,2022-09-17 23:00:00,REVV/BTC,0.0000008761,0.000000881,0.0000008761,0.0000008806,11344.3269,0.00996320414931
1663452000,2022-09-17 22:00:00,REVV/BTC,0.0000008806,0.0000008806,0.0000008765,0.0000008765,21273.7689,0.01868747130406
1663448400,2022-09-17 21:00:00,REVV/BTC,0.0000008769,0.0000008811,0.0000008765,0.0000008806,25183.3048,0.02214964337119
1663444800,2022-09-17 20:00:00,REVV/BTC,0.0000008792,0.0000008802,0.0000008764,0.0000008769,9983.7565,0.00876559124556
1663441200,2022-09-17 19:00:00,REVV/BTC,0.0000008784,0.0000008806,0.0000008784,0.0000008806,12230.9275,0.01075672801339
1663437600,2022-09-17 18:00:00,REVV/BTC,0.0000008771,0.0000008789,0.0000008771,0.0000008779,11180.8178,0.00981911223072
1663434000,2022-09-17 17:00:00,REVV/BTC,0.0000008761,0.0000008893,0.0000008747,0.0000008776,22782.8666,0.01996343064736
1663430400,2022-09-17 16:00:00,REVV/BTC,0.0000008835,0.0000008862,0.0000008758,0.0000008761,27403.7198,0.02410710063571
1663426800,2022-09-17 15:00:00,REVV/BTC,0.0000008864,0.0000008865,0.0000008826,0.0000008835,13024.7364,0.01151566062358
1663423200,2022-09-17 14:00:00,REVV/BTC,0.0000008874,0.0000008874,0.0000008846,0.000000886,11296.0504,0.01000840286292
1663419600,2022-09-17 13:00:00,REVV/BTC,0.000000888,0.0000008888,0.0000008874,0.0000008874,3208.3581,0.0028476800372
1663416000,2022-09-17 12:00:00,REVV/BTC,0.0000008897,0.0000008906,0.0000008852,0.0000008873,14762.9566,0.01309928646656
1663412400,2022-09-17 11:00:00,REVV/BTC,0.0000008872,0.0000008887,0.0000008843,0.0000008881,10923.9956,0.00968582927944
1663408800,2022-09-17 10:00:00,REVV/BTC,0.0000009,0.0000009,0.000000887,0.0000008872,17900.5218,0.01595057714199
1663405200,2022-09-17 09:00:00,REVV/BTC,0.000000912,0.000000912,0.0000009,0.0000009,6166.7587,0.00560243569926
1663401600,2022-09-17 08:00:00,REVV/BTC,0.0000009197,0.0000009197,0.0000009125,0.0000009125,26364.8801,0.02421907382329
1663398000,2022-09-17 07:00:00,REVV/BTC,0.0000009169,0.0000009176,0.0000009121,0.0000009162,2286.9072,0.00209605638815
1663394400,2022-09-17 06:00:00,REVV/BTC,0.0000009109,0.0000009167,0.0000009109,0.0000009166,7206.5659,0.00660102783035
1663390800,2022-09-17 05:00:00,REVV/BTC,0.0000009139,0.0000009156,0.0000009139,0.0000009156,3148.042,0.00287931036484
1663387200,2022-09-17 04:00:00,REVV/BTC,0.0000009185,0.0000009185,0.0000009129,0.0000009134,1806.4166,0.00165129481323
1663383600,2022-09-17 03:00:00,REVV/BTC,0.0000009129,0.000000913,0.0000009126,0.0000009126,159.6627,0.00014575604881
1663380000,2022-09-17 02:00:00,REVV/BTC,0.0000008968,0.0000009133,0.0000008968,0.0000009133,8235.5853,0.00748034893128
1663376400,2022-09-17 01:00:00,REVV/BTC,0.0000008968,0.0000008968,0.0000008955,0.0000008959,8170.5004,0.00732181384701
1663372800,2022-09-17 00:00:00,REVV/BTC,0.0000008988,0.0000008988,0.0000008921,0.0000008968,10997.5448,0.00984981244475
1663369200,2022-09-16 23:00:00,REVV/BTC,0.0000008997,0.0000008997,0.0000008981,0.0000008981,2648.3598,0.00238030297798
1663365600,2022-09-16 22:00:00,REVV/BTC,0.0000008991,0.0000009,0.000000894,0.0000009,124.1131,0.00011167781781
1663362000,2022-09-16 21:00:00,REVV/BTC,0.0000008985,0.000000899,0.0000008976,0.000000899,7620.335,0.00684577587974
