https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume USDC
1663459200,2022-09-18 00:00:00,ETH/USDC,1469.4,1469.83,1448.98,1457.01,270.38474289,393554.6622765069
1663372800,2022-09-17 00:00:00,ETH/USDC,1434.03,1476,1409.79,1468.87,2604.81265163,3764210.2680795455
1663286400,2022-09-16 00:00:00,ETH/USDC,1473.09,1483.51,1405.09,1434.32,5143.26051584,7436535.6480203477
1663200000,2022-09-15 00:00:00,ETH/USDC,1637.78,1658.09,1458.33,1472.05,10014.28203998,15622914.818820595
1663113600,2022-09-14 00:00:00,ETH/USDC,1574.24,1647,1553.4,1638.65,4413.63256707,7053038.5180656522
1663027200,2022-09-13 00:00:00,ETH/USDC,1716.78,1760,1561.2,1574.19,8054.99221037,13260086.196293354
1662940800,2022-09-12 00:00:00,ETH/USDC,1766.92,1783.25,1692.93,1716.74,4719.74308713,8167782.000944655
1662854400,2022-09-11 00:00:00,ETH/USDC,1774.63,1789.08,1720.37,1767.79,3930.94622966,6907645.1823675275
1662768000,2022-09-10 00:00:00,ETH/USDC,1719.31,1789.69,1707.39,1774.56,2855.2291266,4959511.7106037393
1662681600,2022-09-09 00:00:00,ETH/USDC,1635.56,1746.05,1630.91,1719.24,6323.350948,10769453.2964147854
1662595200,2022-09-08 00:00:00,ETH/USDC,1630.01,1663.35,1595.72,1634.65,5157.83781667,8405963.991953233
1662508800,2022-09-07 00:00:00,ETH/USDC,1559,1657.3,1490.8,1630,6653.53540202,10377986.9878759325
1662422400,2022-09-06 00:00:00,ETH/USDC,1617.54,1686.9,1554.2,1558.7,6970.06104231,11341444.1780409857
1662336000,2022-09-05 00:00:00,ETH/USDC,1578.98,1629.79,1557,1616.9,2705.24226663,4293514.477551295
1662249600,2022-09-04 00:00:00,ETH/USDC,1557.76,1615.95,1541.05,1579.51,2801.72739394,4384015.5811092348
1662163200,2022-09-03 00:00:00,ETH/USDC,1575.42,1582.31,1533.43,1557.64,4273.4753332,6650528.6521777769
1662076800,2022-09-02 00:00:00,ETH/USDC,1585.79,1649,1546.99,1575.26,9581.25772915,15358038.8235800235
1661990400,2022-09-01 00:00:00,ETH/USDC,1554.08,1598.96,1513.15,1586.22,8852.83585437,13768654.0389453605
1661904000,2022-08-31 00:00:00,ETH/USDC,1524.75,1619.7,1524.75,1554.39,12037.87864779,19015462.1633859477
1661817600,2022-08-30 00:00:00,ETH/USDC,1551.94,1605.29,1473.16,1523.34,11588.37858596,17863675.694227339
1661731200,2022-08-29 00:00:00,ETH/USDC,1426.51,1559.85,1422.11,1552.44,6625.31992189,9900828.4022032058
1661644800,2022-08-28 00:00:00,ETH/USDC,1491.3,1510.59,1423.67,1426.17,4350.44481382,6447488.7984769791
1661558400,2022-08-27 00:00:00,ETH/USDC,1507.5,1518.4,1446.39,1491.32,5088.83557874,7570674.6286693082
