https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DINO,Volume USDT
1653609600,2022-05-27 00:00:00,DINO/USDT,0.0058,0.0058,0.0057,0.0057,116932.739,671.5226123
1653523200,2022-05-26 00:00:00,DINO/USDT,0.0057,0.009,0.0057,0.0058,9103488.63777456,61515.995787127522
1653436800,2022-05-25 00:00:00,DINO/USDT,0.006,0.006,0.0056,0.0057,757747.11081836,4414.350339406121
1653350400,2022-05-24 00:00:00,DINO/USDT,0.0063,0.0064,0.0057,0.0059,1227952.92328549,7408.353414169402
1653264000,2022-05-23 00:00:00,DINO/USDT,0.007,0.0093,0.006,0.0064,6399287.20859656,47489.047177330115
1653177600,2022-05-22 00:00:00,DINO/USDT,0.0071,0.0076,0.0067,0.007,1450005.16046714,10191.077328551225
1653091200,2022-05-21 00:00:00,DINO/USDT,0.0075,0.0078,0.0067,0.0071,4133607.61364323,29048.613942953158
1653004800,2022-05-20 00:00:00,DINO/USDT,0.0102,0.0105,0.007,0.0075,11743828.41940201,101822.408814406827
1652918400,2022-05-19 00:00:00,DINO/USDT,0.0064,0.0135,0.0062,0.0102,48041964.14786596,498114.018704678816
1652832000,2022-05-18 00:00:00,DINO/USDT,0.0068,0.0071,0.0062,0.0064,1529330.18307759,9982.443985519706
1652745600,2022-05-17 00:00:00,DINO/USDT,0.0069,0.0073,0.0064,0.0068,2559944.16720097,17926.222622243433
1652659200,2022-05-16 00:00:00,DINO/USDT,0.0069,0.01,0.0058,0.0069,6371404.88277655,47987.667178944657
1652572800,2022-05-15 00:00:00,DINO/USDT,0.0059,0.0079,0.0056,0.007,3463621.00927213,21817.231173571702
1652486400,2022-05-14 00:00:00,DINO/USDT,0.006,0.0068,0.0051,0.0057,3579225.83017532,21228.005048499747
1652400000,2022-05-13 00:00:00,DINO/USDT,0.0052,0.0071,0.0051,0.006,2881813.33677655,17673.963053849532
1652313600,2022-05-12 00:00:00,DINO/USDT,0.0065,0.0072,0.0051,0.0052,2467514.77167474,14237.56425531973
1652227200,2022-05-11 00:00:00,DINO/USDT,0.0074,0.0078,0.0058,0.0064,2521029.5518573,17142.239822055654
1652140800,2022-05-10 00:00:00,DINO/USDT,0.0079,0.0093,0.0072,0.0074,3823809.27684931,31007.580405252801
1652054400,2022-05-09 00:00:00,DINO/USDT,0.0093,0.0094,0.0078,0.008,1893970.08996589,15777.911867869723
1651968000,2022-05-08 00:00:00,DINO/USDT,0.0107,0.0112,0.0085,0.0093,5169302.91092115,50314.374395671252
1651881600,2022-05-07 00:00:00,DINO/USDT,0.0093,0.0139,0.0092,0.0107,13068197.1925748,150403.083621523564
1651795200,2022-05-06 00:00:00,DINO/USDT,0.0101,0.0104,0.0091,0.0094,1399703.54433555,13571.618368649781
1651708800,2022-05-05 00:00:00,DINO/USDT,0.0112,0.0115,0.0092,0.01,3943737.92730153,40468.135736094362
1651622400,2022-05-04 00:00:00,DINO/USDT,0.01,0.0119,0.01,0.0111,3511249.34569441,38309.355727637362
1651536000,2022-05-03 00:00:00,DINO/USDT,0.0105,0.0112,0.0099,0.0101,1731794.6240381,18116.777116839436
1651449600,2022-05-02 00:00:00,DINO/USDT,0.0107,0.0125,0.01,0.0106,2018251.48227014,21704.605548704887
1651363200,2022-05-01 00:00:00,DINO/USDT,0.0094,0.011,0.0092,0.0107,1224123.5526792,12529.086925418107
1651276800,2022-04-30 00:00:00,DINO/USDT,0.0105,0.0112,0.0091,0.0094,1534022.622391,15750.81605629223
1651190400,2022-04-29 00:00:00,DINO/USDT,0.011,0.0116,0.0105,0.0106,643721.68283031,7091.900904549647
1651104000,2022-04-28 00:00:00,DINO/USDT,0.0121,0.0123,0.0108,0.0111,1092358.42196996,12613.51646061098
1651017600,2022-04-27 00:00:00,DINO/USDT,0.0117,0.0122,0.0106,0.012,1821582.74432058,21269.744492725712
1650931200,2022-04-26 00:00:00,DINO/USDT,0.013,0.0136,0.0115,0.0118,1923158.65289058,24225.219095501629
1650844800,2022-04-25 00:00:00,DINO/USDT,0.0152,0.0155,0.0112,0.0131,8414716.58877806,106075.479958836428
1650758400,2022-04-24 00:00:00,DINO/USDT,0.0226,0.023,0.0149,0.0152,11315583.71719706,204524.961768506767
1650672000,2022-04-23 00:00:00,DINO/USDT,0.015,0.0239,0.0148,0.0225,7261821.17129525,124089.149682259448
1650585600,2022-04-22 00:00:00,DINO/USDT,0.015,0.0183,0.0145,0.0151,7988653.89663514,128717.15490736529
1650499200,2022-04-21 00:00:00,DINO/USDT,0.0157,0.0159,0.0146,0.0149,1381070.73161107,21266.089722402658
1650412800,2022-04-20 00:00:00,DINO/USDT,0.0161,0.0162,0.0147,0.0157,1943522.37951735,29833.242857192245
1650326400,2022-04-19 00:00:00,DINO/USDT,0.0163,0.0173,0.0152,0.0162,2824102.28849536,45454.533054308575
1650240000,2022-04-18 00:00:00,DINO/USDT,0.016,0.0175,0.0147,0.0163,3041770.29380629,49146.192188137523
1650153600,2022-04-17 00:00:00,DINO/USDT,0.0167,0.0167,0.0153,0.0159,1519997.72453312,24087.738283259984
1650067200,2022-04-16 00:00:00,DINO/USDT,0.0165,0.0184,0.016,0.0166,3366883.56865586,56841.907093789224
1649980800,2022-04-15 00:00:00,DINO/USDT,0.0158,0.0178,0.0154,0.0166,2798325.49481039,46777.599618519653
1649894400,2022-04-14 00:00:00,DINO/USDT,0.0161,0.0166,0.0146,0.0159,2252076.10341888,35368.728115755273
1649808000,2022-04-13 00:00:00,DINO/USDT,0.0163,0.0172,0.0158,0.016,1051863.19787432,17118.837935521052
1649721600,2022-04-12 00:00:00,DINO/USDT,0.0164,0.017,0.0158,0.0163,1159930.24208508,18878.941967978576
1649635200,2022-04-11 00:00:00,DINO/USDT,0.0192,0.0196,0.016,0.0165,3301274.43518627,57934.892385034692
1649548800,2022-04-10 00:00:00,DINO/USDT,0.0192,0.0208,0.0187,0.0193,2863548.5569329,55931.665317607525
1649462400,2022-04-09 00:00:00,DINO/USDT,0.019,0.0201,0.0189,0.0193,1259650.12000795,24612.58877614788
1649376000,2022-04-08 00:00:00,DINO/USDT,0.0203,0.0218,0.0189,0.019,3540977.01313365,72194.415798050526
1649289600,2022-04-07 00:00:00,DINO/USDT,0.021,0.0212,0.0198,0.0203,1926476.55629444,39273.139268580055
1649203200,2022-04-06 00:00:00,DINO/USDT,0.0232,0.0233,0.02,0.0211,5770444.8445528,121389.043581241442
1649116800,2022-04-05 00:00:00,DINO/USDT,0.025,0.0254,0.0226,0.0232,5659773.25184642,136547.529118605364
1649030400,2022-04-04 00:00:00,DINO/USDT,0.023,0.0277,0.022,0.0251,17272781.39486214,419615.092800963957
1648944000,2022-04-03 00:00:00,DINO/USDT,0.0208,0.025,0.0202,0.0231,12110831.78911596,277089.681914422476
1648857600,2022-04-02 00:00:00,DINO/USDT,0.0213,0.023,0.0204,0.0207,4546954.77213179,98353.476427078589
1648771200,2022-04-01 00:00:00,DINO/USDT,0.0208,0.0218,0.0204,0.0213,1922908.79511006,40682.498193582594
1648684800,2022-03-31 00:00:00,DINO/USDT,0.0221,0.0223,0.02,0.0209,2402292.25872765,50904.356239331976
1648598400,2022-03-30 00:00:00,DINO/USDT,0.0212,0.0239,0.0194,0.0221,4633120.44791131,99720.871184386685
1648512000,2022-03-29 00:00:00,DINO/USDT,0.0225,0.0226,0.0205,0.0212,3160268.05601665,67883.958452171826
1648425600,2022-03-28 00:00:00,DINO/USDT,0.0227,0.0236,0.0216,0.0225,2848795.79472892,64443.319554112313
1648339200,2022-03-27 00:00:00,DINO/USDT,0.0222,0.0238,0.0211,0.0228,2243215.71795127,49655.612691276058
1648252800,2022-03-26 00:00:00,DINO/USDT,0.0222,0.0227,0.0215,0.0223,1873277.83077545,41319.173472838378
1648166400,2022-03-25 00:00:00,DINO/USDT,0.0233,0.0244,0.0221,0.0222,3017416.05549918,70384.954755460965
1648080000,2022-03-24 00:00:00,DINO/USDT,0.0226,0.0243,0.0221,0.0232,3393561.90642763,78223.431266036466
1647993600,2022-03-23 00:00:00,DINO/USDT,0.0218,0.0287,0.021,0.0226,5236173.37667236,122677.258410168762
1647907200,2022-03-22 00:00:00,DINO/USDT,0.0211,0.0244,0.0209,0.0218,3487522.26122063,78194.295418526492
1647820800,2022-03-21 00:00:00,DINO/USDT,0.0238,0.0241,0.0209,0.0212,4094151.60116072,90375.295450126085
1647734400,2022-03-20 00:00:00,DINO/USDT,0.022,0.037,0.0216,0.0237,17811791.32116865,475188.820265074798
1647648000,2022-03-19 00:00:00,DINO/USDT,0.0208,0.0242,0.0204,0.0221,3831017.86055517,83504.722335172292
1647561600,2022-03-18 00:00:00,DINO/USDT,0.0229,0.023,0.0203,0.0208,2601563.37601198,56459.305014419403
1647475200,2022-03-17 00:00:00,DINO/USDT,0.0223,0.023,0.0216,0.0229,1209139.09932812,27179.470419447754
1647388800,2022-03-16 00:00:00,DINO/USDT,0.0244,0.0249,0.0211,0.0222,1600660.08063328,37529.95451001056
1647302400,2022-03-15 00:00:00,DINO/USDT,0.0243,0.0255,0.0223,0.0247,1288529.88739455,30996.73495823305
1647216000,2022-03-14 00:00:00,DINO/USDT,0.0271,0.0288,0.0238,0.0242,2239745.45339246,57005.906009466782
1647129600,2022-03-13 00:00:00,DINO/USDT,0.0299,0.0309,0.027,0.0273,1429437.16452364,41595.445586073412
1647043200,2022-03-12 00:00:00,DINO/USDT,0.0347,0.0349,0.0277,0.0301,6391756.55921534,193129.598809279494
1646956800,2022-03-11 00:00:00,DINO/USDT,0.0399,0.04,0.034,0.035,1506894.5636858,58103.658093331005
1646870400,2022-03-10 00:00:00,DINO/USDT,0.0446,0.0448,0.0395,0.0399,1401168.38734659,57003.220422274252
1646784000,2022-03-09 00:00:00,DINO/USDT,0.0495,0.05,0.0439,0.0444,1505667.32280099,68191.000882638071
1646697600,2022-03-08 00:00:00,DINO/USDT,0.0488,0.0499,0.048,0.0498,86985.80843268,4276.301913058753
1646611200,2022-03-07 00:00:00,DINO/USDT,0.0521,0.0536,0.0463,0.0486,642225.90460183,31997.735702867363
1646524800,2022-03-06 00:00:00,DINO/USDT,0.0564,0.0629,0.0518,0.052,2519760.87893222,140213.835472187686
1646438400,2022-03-05 00:00:00,DINO/USDT,0.0438,0.069,0.043,0.0564,6325950.51063677,358244.164135659917
1646352000,2022-03-04 00:00:00,DINO/USDT,0.0458,0.0465,0.0427,0.0441,210709.48658656,9255.212825239984
1646265600,2022-03-03 00:00:00,DINO/USDT,0.0475,0.0482,0.0436,0.0455,329992.48465261,15103.204518264747
