https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DINO,Volume USDT
1646179200,2022-03-02 00:00:00,DINO/USDT,0.0466,0.052,0.0446,0.0478,1799583.72889144,85989.058441161174
1646092800,2022-03-01 00:00:00,DINO/USDT,0.0454,0.05,0.0422,0.0466,1816879.77122513,83595.881889156753
1646006400,2022-02-28 00:00:00,DINO/USDT,0.0431,0.0462,0.0418,0.0453,446383.65912892,19643.194973618478
1645920000,2022-02-27 00:00:00,DINO/USDT,0.0432,0.05,0.042,0.0433,1464271.724575,67796.153168667887
1645833600,2022-02-26 00:00:00,DINO/USDT,0.0426,0.0449,0.0417,0.043,295310.72653279,12637.892599749173
1645747200,2022-02-25 00:00:00,DINO/USDT,0.0422,0.0434,0.0407,0.0423,400875.1436193,16728.977948069207
1645660800,2022-02-24 00:00:00,DINO/USDT,0.0417,0.0429,0.0357,0.0425,667148.41802144,26231.092036320499
1645574400,2022-02-23 00:00:00,DINO/USDT,0.041,0.0455,0.0404,0.0417,631148.2822027,26883.838047095165
1645488000,2022-02-22 00:00:00,DINO/USDT,0.0399,0.05,0.0391,0.0413,1861359.6148016,80901.27578563998
1645401600,2022-02-21 00:00:00,DINO/USDT,0.0425,0.045,0.0395,0.0399,362718.0891098,15223.643852674774
1645315200,2022-02-20 00:00:00,DINO/USDT,0.0444,0.0445,0.04,0.0424,515615.18352943,21824.325398356757
1645228800,2022-02-19 00:00:00,DINO/USDT,0.0446,0.0487,0.0429,0.0444,394996.02170183,17628.577770209242
1645142400,2022-02-18 00:00:00,DINO/USDT,0.0448,0.0464,0.0429,0.0446,614765.4138742,27340.218204182848
1645056000,2022-02-17 00:00:00,DINO/USDT,0.0452,0.0495,0.0431,0.0447,1361032.05290008,63006.396058771689
1644969600,2022-02-16 00:00:00,DINO/USDT,0.0445,0.0468,0.044,0.0452,500621.1501783,22661.355908156912
1644883200,2022-02-15 00:00:00,DINO/USDT,0.0447,0.0469,0.0442,0.0445,430802.7567482,19439.555658978556
1644796800,2022-02-14 00:00:00,DINO/USDT,0.0439,0.0518,0.0426,0.0447,1446984.6708254,67227.01357291847
1644710400,2022-02-13 00:00:00,DINO/USDT,0.0433,0.0461,0.042,0.0439,244020.16204202,10657.762842358329
1644624000,2022-02-12 00:00:00,DINO/USDT,0.0435,0.0464,0.0427,0.0431,518583.56013596,23113.604443009126
1644537600,2022-02-11 00:00:00,DINO/USDT,0.0485,0.0485,0.0424,0.0435,383706.55626572,17354.449422167742
1644451200,2022-02-10 00:00:00,DINO/USDT,0.048,0.0494,0.0471,0.0485,369931.18374205,17834.758452980368
1644364800,2022-02-09 00:00:00,DINO/USDT,0.0482,0.0504,0.0467,0.0481,782179.66523021,37588.930196825136
1644278400,2022-02-08 00:00:00,DINO/USDT,0.0494,0.0499,0.0433,0.0485,1157578.80895485,54651.720332234491
1644192000,2022-02-07 00:00:00,DINO/USDT,0.0471,0.052,0.0458,0.0496,1831593.43468609,89506.402638856605
1644105600,2022-02-06 00:00:00,DINO/USDT,0.048,0.0489,0.0462,0.0473,315251.03765128,14941.799689648431
1644019200,2022-02-05 00:00:00,DINO/USDT,0.0475,0.0493,0.0459,0.0481,1767779.23572874,83215.052573547033
1643932800,2022-02-04 00:00:00,DINO/USDT,0.0455,0.0481,0.0448,0.0475,1728787.79261079,80333.811140171252
1643846400,2022-02-03 00:00:00,DINO/USDT,0.0439,0.0529,0.042,0.0456,4403948.64252456,197616.247728163803
1643760000,2022-02-02 00:00:00,DINO/USDT,0.046,0.0477,0.0433,0.044,1708392.09278051,77102.986824479562
1643673600,2022-02-01 00:00:00,DINO/USDT,0.0464,0.048,0.0442,0.0461,539045.4750962,24802.542414123742
1643587200,2022-01-31 00:00:00,DINO/USDT,0.0469,0.0493,0.042,0.0464,2870224.24995702,131738.288547415463
1643500800,2022-01-30 00:00:00,DINO/USDT,0.0455,0.09,0.0435,0.0467,13310703.86967792,709055.914893332085
1643414400,2022-01-29 00:00:00,DINO/USDT,0.0453,0.0467,0.0426,0.0458,335199.09542036,15041.074427121488
1643328000,2022-01-28 00:00:00,DINO/USDT,0.0437,0.0512,0.0418,0.0453,892622.57388053,41007.203574032683
1643241600,2022-01-27 00:00:00,DINO/USDT,0.0427,0.0496,0.0402,0.0438,968426.73218947,42642.379472257528
1643155200,2022-01-26 00:00:00,DINO/USDT,0.0441,0.0529,0.0399,0.0424,1883781.63502715,85537.211445575879
1643068800,2022-01-25 00:00:00,DINO/USDT,0.0443,0.046,0.042,0.0441,545249.45142783,23560.021767473239
1642982400,2022-01-24 00:00:00,DINO/USDT,0.0464,0.049,0.0397,0.0446,618317.22301978,26966.032232922944
1642896000,2022-01-23 00:00:00,DINO/USDT,0.0453,0.047,0.043,0.0464,389532.09620598,17508.348999199747
1642809600,2022-01-22 00:00:00,DINO/USDT,0.0544,0.0547,0.0402,0.0453,5695462.09342641,278016.447720398473
1642723200,2022-01-21 00:00:00,DINO/USDT,0.0584,0.059,0.0535,0.0547,6444951.66521551,356920.498829389207
1642636800,2022-01-20 00:00:00,DINO/USDT,0.0622,0.0643,0.0581,0.0586,2279114.22499765,139576.318238828959
1642550400,2022-01-19 00:00:00,DINO/USDT,0.064,0.0652,0.0605,0.0622,329263.97115793,20674.460900823047
1642464000,2022-01-18 00:00:00,DINO/USDT,0.0654,0.0658,0.0617,0.064,1029400.98780466,65886.533612337128
1642377600,2022-01-17 00:00:00,DINO/USDT,0.0785,0.0786,0.0633,0.0652,2145903.92934156,148591.821270899114
1642291200,2022-01-16 00:00:00,DINO/USDT,0.0754,0.0786,0.0701,0.0785,1392440.7918041,102767.562431071259
1642204800,2022-01-15 00:00:00,DINO/USDT,0.072,0.0763,0.07,0.0757,1378880.97947823,101051.041533096468
1642118400,2022-01-14 00:00:00,DINO/USDT,0.0686,0.0793,0.0668,0.0719,3410557.44503826,245229.013473945723
1642032000,2022-01-13 00:00:00,DINO/USDT,0.0697,0.072,0.0668,0.0686,710790.98214967,49221.492699505893
1641945600,2022-01-12 00:00:00,DINO/USDT,0.0708,0.0726,0.0666,0.07,511125.00582147,35503.301045970326
1641859200,2022-01-11 00:00:00,DINO/USDT,0.0699,0.0736,0.0667,0.0708,384870.36314769,26753.788783009408
1641772800,2022-01-10 00:00:00,DINO/USDT,0.0716,0.073,0.0667,0.07,350413.0541131,24208.085351583504
1641686400,2022-01-09 00:00:00,DINO/USDT,0.0713,0.0729,0.0674,0.0717,291061.22825894,20418.001290965703
1641600000,2022-01-08 00:00:00,DINO/USDT,0.0763,0.0789,0.0666,0.0717,462900.88289017,33555.755994469893
1641513600,2022-01-07 00:00:00,DINO/USDT,0.0719,0.0797,0.07,0.0762,478124.5655092,35111.67514608158
1641427200,2022-01-06 00:00:00,DINO/USDT,0.0761,0.0797,0.0701,0.0719,411021.69241786,30199.904667857244
1641340800,2022-01-05 00:00:00,DINO/USDT,0.0876,0.0879,0.0744,0.076,641319.94769203,52457.226241644041
1641254400,2022-01-04 00:00:00,DINO/USDT,0.0886,0.0903,0.0857,0.0873,522112.28262233,45950.758320317751
1641168000,2022-01-03 00:00:00,DINO/USDT,0.0944,0.095,0.0842,0.0889,811997.39968424,71449.869892465953
1641081600,2022-01-02 00:00:00,DINO/USDT,0.0973,0.0995,0.0917,0.0944,1072389.27551641,102245.622482257137
1640995200,2022-01-01 00:00:00,DINO/USDT,0.0958,0.1007,0.0953,0.0977,1095796.09922665,106589.872091947109
1640908800,2021-12-31 00:00:00,DINO/USDT,0.1143,0.1147,0.0953,0.0958,1774849.46006476,187661.763477890359
1640822400,2021-12-30 00:00:00,DINO/USDT,0.1239,0.125,0.1,0.1147,1890072.8236415,221315.490334012035
1640736000,2021-12-29 00:00:00,DINO/USDT,0.1523,0.1523,0.1175,0.1244,1765052.72068738,231622.16228809115
1640649600,2021-12-28 00:00:00,DINO/USDT,0.119,0.1551,0.1151,0.1523,626635.48839421,77141.253701243165
