https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HAKA,Volume USDT
1661472000,2022-08-26 00:00:00,HAKA/USDT,0.01266,0.01329,0.012,0.01214,17111758.7309,211818.405073072
1661385600,2022-08-25 00:00:00,HAKA/USDT,0.01244,0.01298,0.01212,0.01261,18947431.3011,237689.264542281
1661299200,2022-08-24 00:00:00,HAKA/USDT,0.0124,0.01349,0.01222,0.01237,17103327.4756,217042.389925414
1661212800,2022-08-23 00:00:00,HAKA/USDT,0.01255,0.01298,0.01181,0.01241,18262112.7608,226046.390623699
1661126400,2022-08-22 00:00:00,HAKA/USDT,0.01295,0.01316,0.0123,0.01255,17213821.5187,217019.871813706
1661040000,2022-08-21 00:00:00,HAKA/USDT,0.01261,0.0136,0.0124,0.013,17607739.0846,231184.514402291
1660953600,2022-08-20 00:00:00,HAKA/USDT,0.01273,0.01308,0.01226,0.01263,19851030.1527,253150.974040335
1660867200,2022-08-19 00:00:00,HAKA/USDT,0.01404,0.01407,0.01242,0.01276,18527427.3396,243173.135355663
1660780800,2022-08-18 00:00:00,HAKA/USDT,0.01419,0.0146,0.01345,0.01397,16509295.7096,231627.765466193
1660694400,2022-08-17 00:00:00,HAKA/USDT,0.01478,0.01494,0.01386,0.01424,17301613.2445,247523.499660963
1660608000,2022-08-16 00:00:00,HAKA/USDT,0.01479,0.0152,0.0145,0.01481,18699127.978,276263.272136292
1660521600,2022-08-15 00:00:00,HAKA/USDT,0.01642,0.01689,0.01457,0.01476,4258814.26492552,65578.0173747090552
1660435200,2022-08-14 00:00:00,HAKA/USDT,0.01663,0.0169,0.01545,0.0165,1962392.3156,31668.077080133
1660348800,2022-08-13 00:00:00,HAKA/USDT,0.01655,0.017,0.01566,0.01663,2919400.2388,47539.775845077
1660262400,2022-08-12 00:00:00,HAKA/USDT,0.01442,0.01679,0.0144,0.01655,11348797.606,171644.243714216
1660176000,2022-08-11 00:00:00,HAKA/USDT,0.01535,0.01649,0.01421,0.01442,11250112.4039,166805.086586637
1660089600,2022-08-10 00:00:00,HAKA/USDT,0.01414,0.01579,0.01408,0.01536,13250454.7278,193665.642471043
1660003200,2022-08-09 00:00:00,HAKA/USDT,0.01462,0.01514,0.014,0.01415,17172548.085,248079.54798142
1659916800,2022-08-08 00:00:00,HAKA/USDT,0.01405,0.0169,0.01385,0.01461,14381526.5314,216940.071103738
1659830400,2022-08-07 00:00:00,HAKA/USDT,0.01358,0.0164,0.01312,0.01405,18125065.9339,260793.741202249
1659744000,2022-08-06 00:00:00,HAKA/USDT,0.01342,0.0136,0.01313,0.01359,15672676.4804,210070.620285194
1659657600,2022-08-05 00:00:00,HAKA/USDT,0.01312,0.0136,0.01301,0.01344,15761195.8769,210830.784943008
1659571200,2022-08-04 00:00:00,HAKA/USDT,0.0132,0.01354,0.01281,0.01317,15729613.5567,207594.161391314
1659484800,2022-08-03 00:00:00,HAKA/USDT,0.01306,0.014,0.01294,0.01325,13582426.6856,183318.286322418
1659398400,2022-08-02 00:00:00,HAKA/USDT,0.0133,0.01349,0.01262,0.01311,10799674.7382,141378.807907337
1659312000,2022-08-01 00:00:00,HAKA/USDT,0.01358,0.01372,0.01311,0.01327,8418643.3513,113057.138630687
1659225600,2022-07-31 00:00:00,HAKA/USDT,0.01371,0.0142,0.0133,0.01361,11408750.0075,156309.065987168
1659139200,2022-07-30 00:00:00,HAKA/USDT,0.01365,0.01441,0.01331,0.01368,13699362.5058,187531.59913625
1659052800,2022-07-29 00:00:00,HAKA/USDT,0.01391,0.01421,0.01298,0.01361,15691337.1339,213218.003747832
1658966400,2022-07-28 00:00:00,HAKA/USDT,0.01396,0.01453,0.01327,0.0139,16063577.6648,221518.918075618
1658880000,2022-07-27 00:00:00,HAKA/USDT,0.013,0.01418,0.01256,0.01403,14627236.1961,190789.28721789
1658793600,2022-07-26 00:00:00,HAKA/USDT,0.01285,0.01339,0.0122,0.01305,15365821.9115,193137.740434159
1658707200,2022-07-25 00:00:00,HAKA/USDT,0.01384,0.01398,0.0126,0.01288,14833973.66368534,196544.55207030942
1658620800,2022-07-24 00:00:00,HAKA/USDT,0.01376,0.0146,0.01326,0.01391,18644279.4408,258838.466685244
1658534400,2022-07-23 00:00:00,HAKA/USDT,0.01443,0.01488,0.01312,0.01379,15573390.20599375,221687.273120626
1658448000,2022-07-22 00:00:00,HAKA/USDT,0.01538,0.01641,0.01399,0.01443,10022101.8354,147344.528483352
1658361600,2022-07-21 00:00:00,HAKA/USDT,0.0152,0.01589,0.0145,0.01542,7979732.0377,119737.554210232
1658275200,2022-07-20 00:00:00,HAKA/USDT,0.01611,0.017,0.01493,0.01536,2651776.04045254,42405.5066417407917
1658188800,2022-07-19 00:00:00,HAKA/USDT,0.01545,0.0173,0.01471,0.0161,6030156.59173596,93533.547609916319
1658102400,2022-07-18 00:00:00,HAKA/USDT,0.01454,0.016,0.01454,0.0155,3121251.46846882,47728.3355717045177
1658016000,2022-07-17 00:00:00,HAKA/USDT,0.01519,0.01564,0.01451,0.01454,1228461.62686114,18332.6335769018657
1657929600,2022-07-16 00:00:00,HAKA/USDT,0.01536,0.0157,0.0145,0.01515,8786265.44606155,131005.7539710915629
1657843200,2022-07-15 00:00:00,HAKA/USDT,0.01441,0.0154,0.01388,0.01534,10430419.85271296,154310.3168871749948
1657756800,2022-07-14 00:00:00,HAKA/USDT,0.01535,0.0157,0.01416,0.01453,8039997.98676778,119811.3266491520912
1657670400,2022-07-13 00:00:00,HAKA/USDT,0.01471,0.01579,0.01411,0.01538,8494994.28832387,125581.5206253657864
1657584000,2022-07-12 00:00:00,HAKA/USDT,0.01502,0.01573,0.01404,0.01471,8659541.64002396,127193.6960664460626
1657497600,2022-07-11 00:00:00,HAKA/USDT,0.01571,0.0181,0.01454,0.01514,8660984.25871045,139993.4608346106289
1657411200,2022-07-10 00:00:00,HAKA/USDT,0.01516,0.01571,0.0139,0.01571,3788065.68907839,54826.6740822544977
1657324800,2022-07-09 00:00:00,HAKA/USDT,0.01528,0.016,0.01513,0.01519,691792.81723896,10682.5210960312687
1657238400,2022-07-08 00:00:00,HAKA/USDT,0.01574,0.01669,0.0151,0.01538,1318583.83078405,20520.5802690819036
1657152000,2022-07-07 00:00:00,HAKA/USDT,0.01533,0.01608,0.01515,0.01575,1372238.51710108,21427.359852571094
1657065600,2022-07-06 00:00:00,HAKA/USDT,0.01572,0.0168,0.014,0.01534,6432857.7103913,97960.3973279785982
1656979200,2022-07-05 00:00:00,HAKA/USDT,0.01531,0.01679,0.0144,0.01571,6542931.9018252,98659.2478768613026
1656892800,2022-07-04 00:00:00,HAKA/USDT,0.01417,0.0169,0.01393,0.01535,4775312.59287251,71131.6098366982553
1656806400,2022-07-03 00:00:00,HAKA/USDT,0.01424,0.018,0.0136,0.01411,8104874.285843,118145.3459045191235
1656720000,2022-07-02 00:00:00,HAKA/USDT,0.01491,0.01536,0.01402,0.01429,5414861.52308095,78421.8714267449557
1656633600,2022-07-01 00:00:00,HAKA/USDT,0.01474,0.01729,0.01437,0.01487,9053773.01855463,135937.0908015998467
1656547200,2022-06-30 00:00:00,HAKA/USDT,0.0163,0.0163,0.01401,0.01484,4278627.93423529,62295.1398592276207
1656460800,2022-06-29 00:00:00,HAKA/USDT,0.01671,0.017,0.0151,0.0163,1727808.60744349,27770.8736127304999
1656374400,2022-06-28 00:00:00,HAKA/USDT,0.01654,0.01779,0.016,0.01678,1962213.45836057,32622.6463126429499
1656288000,2022-06-27 00:00:00,HAKA/USDT,0.01656,0.01774,0.0159,0.01669,1152149.86561106,19095.4435726118292
1656201600,2022-06-26 00:00:00,HAKA/USDT,0.01771,0.01849,0.01642,0.01662,1410851.74319254,24809.4220155726593
1656115200,2022-06-25 00:00:00,HAKA/USDT,0.01771,0.02,0.01692,0.01771,2055982.40299768,37090.8366595038891
1656028800,2022-06-24 00:00:00,HAKA/USDT,0.01752,0.01935,0.0168,0.01785,3132006.844685,56135.7953852364566
1655942400,2022-06-23 00:00:00,HAKA/USDT,0.01363,0.019,0.01362,0.01751,9708752.44666559,157638.8427945336153
1655856000,2022-06-22 00:00:00,HAKA/USDT,0.01571,0.01648,0.01345,0.01363,8485387.58047592,123712.7674549545694
1655769600,2022-06-21 00:00:00,HAKA/USDT,0.01591,0.017,0.0151,0.01588,2239550.08997869,36121.225044133734
1655683200,2022-06-20 00:00:00,HAKA/USDT,0.0162,0.01759,0.0141,0.016,5115715.75352534,80102.3569211681329
1655596800,2022-06-19 00:00:00,HAKA/USDT,0.0135,0.0235,0.01301,0.0162,20580602.25884924,338113.0879320597625
1655510400,2022-06-18 00:00:00,HAKA/USDT,0.01611,0.0162,0.012,0.0134,11191406.265943,148207.2890109796626
1655424000,2022-06-17 00:00:00,HAKA/USDT,0.01772,0.01807,0.015,0.01611,3546081.56752759,57400.2141638291029
1655337600,2022-06-16 00:00:00,HAKA/USDT,0.02011,0.0204,0.0169,0.01785,3261817.08816458,60644.2497153725394
1655251200,2022-06-15 00:00:00,HAKA/USDT,0.0214,0.0215,0.01782,0.02029,6915658.43536213,137624.4054939944671
1655164800,2022-06-14 00:00:00,HAKA/USDT,0.0201,0.0223,0.0199,0.0213,13023114.69150327,276969.439078229231
1655078400,2022-06-13 00:00:00,HAKA/USDT,0.0222,0.0224,0.0191,0.02,12890828.16930769,265529.833219214199
1654992000,2022-06-12 00:00:00,HAKA/USDT,0.0246,0.0247,0.0216,0.0221,12118139.97861139,276225.062377780533
1654905600,2022-06-11 00:00:00,HAKA/USDT,0.0239,0.027,0.022,0.0247,14837453.94387642,362440.554168921999
1654819200,2022-06-10 00:00:00,HAKA/USDT,0.0269,0.027,0.0226,0.024,13779459.22069758,331226.579740197287
1654732800,2022-06-09 00:00:00,HAKA/USDT,0.0241,0.0283,0.0232,0.027,7726199.14034958,200604.358306701866
1654646400,2022-06-08 00:00:00,HAKA/USDT,0.0227,0.0266,0.022,0.0243,9205082.43323996,222776.917283130735
1654560000,2022-06-07 00:00:00,HAKA/USDT,0.0207,0.0289,0.0192,0.0228,21523669.92296972,502238.107656454418
1654473600,2022-06-06 00:00:00,HAKA/USDT,0.0196,0.0229,0.0193,0.0208,14622718.18546059,307901.754842531089
1654387200,2022-06-05 00:00:00,HAKA/USDT,0.019,0.0225,0.0188,0.0197,11560877.28070111,236149.517432410146
1654300800,2022-06-04 00:00:00,HAKA/USDT,0.0184,0.0225,0.0183,0.0191,4889626.86785769,97520.398515469707
1654214400,2022-06-03 00:00:00,HAKA/USDT,0.0194,0.0194,0.0181,0.0184,1292266.99016407,24111.633152738383
1654128000,2022-06-02 00:00:00,HAKA/USDT,0.0186,0.0205,0.0177,0.0193,2766330.56936816,52724.328797633059
1654041600,2022-06-01 00:00:00,HAKA/USDT,0.0214,0.0248,0.0178,0.0187,9865945.79989405,208611.189729756513
1653955200,2022-05-31 00:00:00,HAKA/USDT,0.0202,0.0289,0.0197,0.0215,20356940.78691344,471874.568231082124
1653868800,2022-05-30 00:00:00,HAKA/USDT,0.0194,0.0224,0.0192,0.0204,12172938.41092647,251659.309241109906
1653782400,2022-05-29 00:00:00,HAKA/USDT,0.0188,0.0199,0.0185,0.0195,1044259.72509859,19966.554192984262
1653696000,2022-05-28 00:00:00,HAKA/USDT,0.0189,0.0196,0.0183,0.0189,1252538.40317284,23553.472970991695
1653609600,2022-05-27 00:00:00,HAKA/USDT,0.0189,0.0191,0.0175,0.0191,1290107.62909892,23724.595565368603
1653523200,2022-05-26 00:00:00,HAKA/USDT,0.0214,0.0216,0.017,0.019,6381064.91682025,129387.293905451073
1653436800,2022-05-25 00:00:00,HAKA/USDT,0.0228,0.0238,0.0206,0.0215,8290506.39596514,182322.393745000465
1653350400,2022-05-24 00:00:00,HAKA/USDT,0.0213,0.0236,0.0208,0.0227,9225636.12147344,201535.271581996716
1653264000,2022-05-23 00:00:00,HAKA/USDT,0.024,0.0244,0.02,0.0214,10375698.87754365,234840.916888986682
1653177600,2022-05-22 00:00:00,HAKA/USDT,0.0233,0.027,0.0225,0.0241,10640405.92280629,256598.687888098216
1653091200,2022-05-21 00:00:00,HAKA/USDT,0.0225,0.0245,0.0215,0.0234,10236952.48635689,231884.49194267897
1653004800,2022-05-20 00:00:00,HAKA/USDT,0.0247,0.027,0.0205,0.0226,11300688.50965874,257309.157256360759
1652918400,2022-05-19 00:00:00,HAKA/USDT,0.0197,0.0266,0.0192,0.0246,13619910.0756296,317686.483921728922
1652832000,2022-05-18 00:00:00,HAKA/USDT,0.0238,0.0244,0.0195,0.0198,12760748.19432201,278987.738248819488
1652745600,2022-05-17 00:00:00,HAKA/USDT,0.0207,0.0395,0.0198,0.0239,26662168.78253121,725610.053394811293
1652659200,2022-05-16 00:00:00,HAKA/USDT,0.019,0.0241,0.0155,0.0208,12122773.25196249,233257.397064936308
1652572800,2022-05-15 00:00:00,HAKA/USDT,0.0167,0.0199,0.016,0.0191,3599877.93964855,63910.457675305267
1652486400,2022-05-14 00:00:00,HAKA/USDT,0.0176,0.0188,0.015,0.0169,4687361.0100496,76742.23371065992
1652400000,2022-05-13 00:00:00,HAKA/USDT,0.016,0.02,0.0158,0.0178,3836556.02459803,69615.717633194897
1652313600,2022-05-12 00:00:00,HAKA/USDT,0.0178,0.0214,0.0155,0.0162,3993135.25563158,69483.366965667317
1652227200,2022-05-11 00:00:00,HAKA/USDT,0.03,0.0306,0.015,0.0179,13122502.7001665,304557.450059564735
1652140800,2022-05-10 00:00:00,HAKA/USDT,0.0296,0.0346,0.0286,0.0301,14638951.14355533,451857.502807737462
1652054400,2022-05-09 00:00:00,HAKA/USDT,0.0318,0.0323,0.0291,0.0296,10993151.9145844,334635.267487771981
1651968000,2022-05-08 00:00:00,HAKA/USDT,0.0361,0.0374,0.0304,0.0319,12345962.49317562,413747.067939528318
1651881600,2022-05-07 00:00:00,HAKA/USDT,0.0384,0.039,0.0351,0.0363,1745381.98183448,64824.04075027835
1651795200,2022-05-06 00:00:00,HAKA/USDT,0.0407,0.0413,0.0376,0.0385,4836497.42615813,193165.030850835138
1651708800,2022-05-05 00:00:00,HAKA/USDT,0.0457,0.0481,0.0372,0.0407,9566281.27663065,408226.873047269016
1651622400,2022-05-04 00:00:00,HAKA/USDT,0.0423,0.0487,0.0415,0.0457,10869054.91213128,482439.427865635566
1651536000,2022-05-03 00:00:00,HAKA/USDT,0.0449,0.0474,0.0416,0.0425,8284736.80845712,364484.682318835358
1651449600,2022-05-02 00:00:00,HAKA/USDT,0.0479,0.0485,0.0426,0.0451,8865587.21220213,395123.682277275273
1651363200,2022-05-01 00:00:00,HAKA/USDT,0.0412,0.0485,0.0403,0.0479,12126274.58304413,525797.588378535249
1651276800,2022-04-30 00:00:00,HAKA/USDT,0.0413,0.0438,0.0403,0.0413,9495673.51709193,398690.540393599565
1651190400,2022-04-29 00:00:00,HAKA/USDT,0.0466,0.0494,0.0401,0.0415,9399235.93751766,406448.600434479253
1651104000,2022-04-28 00:00:00,HAKA/USDT,0.0422,0.0504,0.04,0.0467,9642756.51559209,434362.180646574007
1651017600,2022-04-27 00:00:00,HAKA/USDT,0.0434,0.0452,0.042,0.0425,10839547.22970069,473394.514154504979
1650931200,2022-04-26 00:00:00,HAKA/USDT,0.0505,0.0513,0.043,0.0434,6304733.66183161,302209.216476247289
1650844800,2022-04-25 00:00:00,HAKA/USDT,0.0487,0.0514,0.0452,0.0507,5393309.0428403,266153.029741685645
1650758400,2022-04-24 00:00:00,HAKA/USDT,0.0539,0.0539,0.0484,0.049,2227434.09237654,112945.571456457655
1650672000,2022-04-23 00:00:00,HAKA/USDT,0.0547,0.057,0.0524,0.0541,3118126.84969975,169471.607852283982
1650585600,2022-04-22 00:00:00,HAKA/USDT,0.0523,0.0561,0.0519,0.0545,5855182.65565592,310656.240155385277
1650499200,2022-04-21 00:00:00,HAKA/USDT,0.0528,0.0568,0.051,0.0524,5182694.9284148,275599.136549204958
1650412800,2022-04-20 00:00:00,HAKA/USDT,0.0543,0.0599,0.052,0.053,5713647.78044611,312312.664184539527
1650326400,2022-04-19 00:00:00,HAKA/USDT,0.0543,0.0584,0.0533,0.0546,6180264.79914539,338918.323967467715
1650240000,2022-04-18 00:00:00,HAKA/USDT,0.0523,0.0564,0.0497,0.0545,5641138.9024878,296468.208714200279
1650153600,2022-04-17 00:00:00,HAKA/USDT,0.0572,0.0596,0.0522,0.0526,2488985.37822454,139627.357082237494
1650067200,2022-04-16 00:00:00,HAKA/USDT,0.056,0.0584,0.0533,0.0573,2974089.32021923,163275.135500349433
1649980800,2022-04-15 00:00:00,HAKA/USDT,0.0553,0.0585,0.054,0.0561,800314.07266131,44847.649977517196
1649894400,2022-04-14 00:00:00,HAKA/USDT,0.054,0.0645,0.051,0.0555,3307941.44973923,187700.653600128117
1649808000,2022-04-13 00:00:00,HAKA/USDT,0.0492,0.0545,0.0487,0.0541,4829808.28576838,248610.843915622253
1649721600,2022-04-12 00:00:00,HAKA/USDT,0.0499,0.0537,0.045,0.0492,6440885.04650691,323092.453280077335
1649635200,2022-04-11 00:00:00,HAKA/USDT,0.0566,0.058,0.0483,0.0499,6703193.93930881,346612.600051519369
1649548800,2022-04-10 00:00:00,HAKA/USDT,0.0562,0.0604,0.0543,0.0565,2318414.69588066,131746.566811344867
1649462400,2022-04-09 00:00:00,HAKA/USDT,0.0521,0.0584,0.052,0.0563,4256113.34526948,233899.57413032463
1649376000,2022-04-08 00:00:00,HAKA/USDT,0.0613,0.0672,0.0519,0.0524,6331886.90983041,388644.792494409824
1649289600,2022-04-07 00:00:00,HAKA/USDT,0.0596,0.0619,0.0582,0.0616,4257470.44614711,256342.253072891197
1649203200,2022-04-06 00:00:00,HAKA/USDT,0.0701,0.0705,0.0576,0.0595,7702709.26628875,486405.065534841448
1649116800,2022-04-05 00:00:00,HAKA/USDT,0.0761,0.0809,0.07,0.0705,5842564.45527721,435029.957909736891
1649030400,2022-04-04 00:00:00,HAKA/USDT,0.0789,0.0805,0.07,0.0763,4992356.82084027,369466.22695168619
1648944000,2022-04-03 00:00:00,HAKA/USDT,0.0822,0.0855,0.0763,0.0789,4548686.6258908,366284.273012959692
1648857600,2022-04-02 00:00:00,HAKA/USDT,0.079,0.0864,0.0768,0.0825,4925696.0745654,404594.525507914144
1648771200,2022-04-01 00:00:00,HAKA/USDT,0.0608,0.0837,0.0601,0.0787,8526941.92631963,628823.131937216869
1648684800,2022-03-31 00:00:00,HAKA/USDT,0.0687,0.0717,0.0606,0.0612,5997576.17202946,397291.517576594096
1648598400,2022-03-30 00:00:00,HAKA/USDT,0.0602,0.081,0.057,0.0688,13920083.67181636,962180.960000694434
1648512000,2022-03-29 00:00:00,HAKA/USDT,0.0607,0.0642,0.0594,0.0604,5545251.04909015,340779.04868742882
1648425600,2022-03-28 00:00:00,HAKA/USDT,0.0617,0.0701,0.0594,0.061,6834952.23011899,432161.383896784772
1648339200,2022-03-27 00:00:00,HAKA/USDT,0.057,0.064,0.0549,0.0616,5027147.96313289,295153.518251399132
1648252800,2022-03-26 00:00:00,HAKA/USDT,0.0547,0.0601,0.0536,0.0572,6521762.73739449,361973.398523451514
1648166400,2022-03-25 00:00:00,HAKA/USDT,0.056,0.061,0.0534,0.0549,8183453.58792035,458338.589929546833
1648080000,2022-03-24 00:00:00,HAKA/USDT,0.0571,0.06,0.05,0.0561,5824906.21650311,320767.26551521878
1647993600,2022-03-23 00:00:00,HAKA/USDT,0.0575,0.0623,0.0537,0.0573,5818766.8622783,338110.372138042608
1647907200,2022-03-22 00:00:00,HAKA/USDT,0.0647,0.0771,0.0572,0.0578,7298734.84214563,477715.800041118309
1647820800,2022-03-21 00:00:00,HAKA/USDT,0.0558,0.0673,0.0555,0.0648,9751006.33341424,591328.484928499463
1647734400,2022-03-20 00:00:00,HAKA/USDT,0.0525,0.0569,0.0488,0.0557,7600017.31646758,401817.504809803717
1647648000,2022-03-19 00:00:00,HAKA/USDT,0.0533,0.0539,0.0484,0.0523,8207724.02781335,417463.953832181431
1647561600,2022-03-18 00:00:00,HAKA/USDT,0.0421,0.0551,0.042,0.0533,11400752.44164186,550721.723293955442
1647475200,2022-03-17 00:00:00,HAKA/USDT,0.0428,0.0463,0.0414,0.0423,9116140.76519294,387763.837933207172
1647388800,2022-03-16 00:00:00,HAKA/USDT,0.0422,0.0447,0.0401,0.0429,9885856.32059233,411290.369728317793
1647302400,2022-03-15 00:00:00,HAKA/USDT,0.046,0.0464,0.041,0.0423,10782042.94223224,470859.223909112207
1647216000,2022-03-14 00:00:00,HAKA/USDT,0.0434,0.0488,0.0405,0.0461,6399563.95948997,280852.06021557081
1647129600,2022-03-13 00:00:00,HAKA/USDT,0.0426,0.0477,0.0419,0.0435,8605338.20271653,381401.159649766858
1647043200,2022-03-12 00:00:00,HAKA/USDT,0.0497,0.0497,0.0401,0.0427,7924789.21593712,351034.000939244873
1646956800,2022-03-11 00:00:00,HAKA/USDT,0.0498,0.0511,0.0483,0.0499,8058591.58993387,404506.956907693207
1646870400,2022-03-10 00:00:00,HAKA/USDT,0.0541,0.0545,0.0492,0.0496,9099134.82472491,472926.149284869015
1646784000,2022-03-09 00:00:00,HAKA/USDT,0.0573,0.0598,0.0531,0.0541,5001217.98664016,278462.87226206889
1646697600,2022-03-08 00:00:00,HAKA/USDT,0.0587,0.0596,0.053,0.0572,6655554.8150939,369262.26105093234
1646611200,2022-03-07 00:00:00,HAKA/USDT,0.0611,0.0625,0.0559,0.0587,5253582.83827952,314318.138216095743
1646524800,2022-03-06 00:00:00,HAKA/USDT,0.06,0.0636,0.0579,0.0614,7565475.69356778,457011.884113299475
1646438400,2022-03-05 00:00:00,HAKA/USDT,0.0585,0.0617,0.0566,0.0602,5674851.37930268,341134.937152082179
1646352000,2022-03-04 00:00:00,HAKA/USDT,0.059,0.0638,0.0561,0.0584,1636149.69381281,99435.115239047592
1646265600,2022-03-03 00:00:00,HAKA/USDT,0.0624,0.0668,0.0582,0.0593,1844532.94129166,114968.073348733814
1646179200,2022-03-02 00:00:00,HAKA/USDT,0.0683,0.0683,0.06,0.0621,4464377.00449953,282712.544544585402
1646092800,2022-03-01 00:00:00,HAKA/USDT,0.0637,0.074,0.0616,0.0686,4594548.2349462,310659.626559012702
1646006400,2022-02-28 00:00:00,HAKA/USDT,0.058,0.0672,0.0549,0.0637,5002209.25689281,303894.485188090829
1645920000,2022-02-27 00:00:00,HAKA/USDT,0.0622,0.0654,0.0573,0.058,3787526.54959331,233322.92401525126
1645833600,2022-02-26 00:00:00,HAKA/USDT,0.0662,0.0674,0.06,0.062,3287836.6896131,207534.028732134002
1645747200,2022-02-25 00:00:00,HAKA/USDT,0.0617,0.0674,0.057,0.0662,4190182.86529259,262540.19503281394
1645660800,2022-02-24 00:00:00,HAKA/USDT,0.071,0.0725,0.05,0.0621,4536800.68449099,271732.289340898002
1645574400,2022-02-23 00:00:00,HAKA/USDT,0.0809,0.0872,0.0688,0.0716,6430688.196862,497334.509802793073
1645488000,2022-02-22 00:00:00,HAKA/USDT,0.0852,0.091,0.0796,0.0814,2337223.50235633,196246.331141804724
1645401600,2022-02-21 00:00:00,HAKA/USDT,0.0893,0.0946,0.0852,0.0858,2189329.51750263,196284.213326749821
1645315200,2022-02-20 00:00:00,HAKA/USDT,0.0985,0.0999,0.085,0.0893,3658916.7905487,337103.199568198946
1645228800,2022-02-19 00:00:00,HAKA/USDT,0.0855,0.102,0.0831,0.0981,4309325.70194122,402741.776481765879
1645142400,2022-02-18 00:00:00,HAKA/USDT,0.0867,0.0926,0.085,0.0855,1555428.82016772,136719.063388361597
1645056000,2022-02-17 00:00:00,HAKA/USDT,0.0927,0.0973,0.0865,0.0871,1628830.75779756,150762.047861565754
1644969600,2022-02-16 00:00:00,HAKA/USDT,0.097,0.097,0.0893,0.0931,1830020.88208997,169623.093150915083
1644883200,2022-02-15 00:00:00,HAKA/USDT,0.09,0.1044,0.087,0.0976,2649799.71189201,257007.127647034404
1644796800,2022-02-14 00:00:00,HAKA/USDT,0.087,0.0932,0.0827,0.09,1647875.13555427,144161.826987582113
1644710400,2022-02-13 00:00:00,HAKA/USDT,0.0943,0.0948,0.0854,0.087,1520113.49530312,138053.585177021083
1644624000,2022-02-12 00:00:00,HAKA/USDT,0.0956,0.0963,0.09,0.0947,1608511.56254819,149596.392970452831
1644537600,2022-02-11 00:00:00,HAKA/USDT,0.1061,0.1074,0.0932,0.0962,2377458.41146167,241767.669159294574
1644451200,2022-02-10 00:00:00,HAKA/USDT,0.1159,0.1198,0.103,0.1067,3114983.36802886,349620.809328986229
1644364800,2022-02-09 00:00:00,HAKA/USDT,0.1046,0.12,0.1007,0.1163,3758065.22855915,421993.304497708103
1644278400,2022-02-08 00:00:00,HAKA/USDT,0.1119,0.1145,0.1009,0.1047,2250308.48611686,243715.343036467428
