https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TOWER,Volume USDT
1663459200,2022-09-18 00:00:00,TOWER/USDT,0.003973,0.003977,0.003943,0.003955,1376697.4325,5448.1530352389
1663372800,2022-09-17 00:00:00,TOWER/USDT,0.004169,0.004399,0.003849,0.003963,21691451.9343,86738.7397836555
1663286400,2022-09-16 00:00:00,TOWER/USDT,0.004341,0.004582,0.004087,0.004137,16876750.4908,72421.3105663169
1663200000,2022-09-15 00:00:00,TOWER/USDT,0.004033,0.004595,0.004031,0.004344,37762399.1039,162347.618913329
1663113600,2022-09-14 00:00:00,TOWER/USDT,0.003961,0.004045,0.003939,0.004033,49074236.1052,195280.0708816747
1663027200,2022-09-13 00:00:00,TOWER/USDT,0.00419,0.004606,0.003951,0.003964,27517575.6454,115814.0228327267
1662940800,2022-09-12 00:00:00,TOWER/USDT,0.004086,0.004261,0.00406,0.004189,20484351.3761,85441.0359005935
1662854400,2022-09-11 00:00:00,TOWER/USDT,0.004065,0.004141,0.004011,0.00409,15813915.2647,64720.4194565847
1662768000,2022-09-10 00:00:00,TOWER/USDT,0.004329,0.004399,0.004031,0.00406,28805827.7265,121079.9990794972
1662681600,2022-09-09 00:00:00,TOWER/USDT,0.003977,0.004445,0.003893,0.004326,43323377.9956,179051.6109427488
1662595200,2022-09-08 00:00:00,TOWER/USDT,0.003658,0.004305,0.00364,0.003973,36727146.8916,144770.6594471596
1662508800,2022-09-07 00:00:00,TOWER/USDT,0.003749,0.00375,0.00353,0.003686,17950505.3482,65483.258945477
1662422400,2022-09-06 00:00:00,TOWER/USDT,0.003791,0.003989,0.003727,0.00374,32280911.0989,124966.2814738318
1662336000,2022-09-05 00:00:00,TOWER/USDT,0.003832,0.003939,0.003755,0.003783,29872432.8672,115375.4440574164
1662249600,2022-09-04 00:00:00,TOWER/USDT,0.00375,0.004159,0.003741,0.003832,60587819.9825,236638.3816595392
1662163200,2022-09-03 00:00:00,TOWER/USDT,0.003616,0.003755,0.003525,0.00374,38450330.4165,139613.5332022059
1662076800,2022-09-02 00:00:00,TOWER/USDT,0.0038,0.00416,0.003526,0.003616,46893187.3108,175644.878924174
1661990400,2022-09-01 00:00:00,TOWER/USDT,0.003533,0.003939,0.003388,0.003798,39103989.6708,140336.6629505022
1661904000,2022-08-31 00:00:00,TOWER/USDT,0.003456,0.0038,0.003413,0.003533,14265344.8483,50261.290807735
1661817600,2022-08-30 00:00:00,TOWER/USDT,0.003525,0.003662,0.00342,0.003427,5073474.0092,17849.9595020006
1661731200,2022-08-29 00:00:00,TOWER/USDT,0.003392,0.003708,0.003387,0.003524,8259351.3987,29121.711835308
1661644800,2022-08-28 00:00:00,TOWER/USDT,0.003436,0.003538,0.003341,0.003395,2312120.5355,7976.4397830207
1661558400,2022-08-27 00:00:00,TOWER/USDT,0.003537,0.003571,0.003387,0.003479,3301531.8097,11373.9315106065
1661472000,2022-08-26 00:00:00,TOWER/USDT,0.003859,0.004767,0.003433,0.003547,21566407.8596,85360.2643777777
1661385600,2022-08-25 00:00:00,TOWER/USDT,0.00389,0.003893,0.003795,0.003859,2223558.9772,8467.9869572816
1661299200,2022-08-24 00:00:00,TOWER/USDT,0.003857,0.003893,0.003715,0.00389,5412816.8023,20572.243800739
1661212800,2022-08-23 00:00:00,TOWER/USDT,0.003763,0.00409,0.003715,0.003857,7509348.5945,29000.0659746174
1661126400,2022-08-22 00:00:00,TOWER/USDT,0.003578,0.003893,0.003541,0.003757,12357080.3384,46450.2471995231
1661040000,2022-08-21 00:00:00,TOWER/USDT,0.003449,0.00361,0.00338,0.003578,1147300.3068,4009.2940708421
1660953600,2022-08-20 00:00:00,TOWER/USDT,0.003432,0.003553,0.00335,0.00345,3168991.3578,10846.807679815
1660867200,2022-08-19 00:00:00,TOWER/USDT,0.003862,0.0039,0.00339,0.003432,5635683.8283,20174.8902049696
1660780800,2022-08-18 00:00:00,TOWER/USDT,0.003842,0.00394,0.003734,0.003862,2708711.6866,10429.372379548
1660694400,2022-08-17 00:00:00,TOWER/USDT,0.00397,0.004169,0.003801,0.003853,6162085.3113,24391.0168815067
1660608000,2022-08-16 00:00:00,TOWER/USDT,0.00386,0.0057,0.003843,0.00397,43026028.3709,188913.2430383276
1660521600,2022-08-15 00:00:00,TOWER/USDT,0.003819,0.006398,0.00371,0.003882,77805029.9686,350372.2114058076
1660435200,2022-08-14 00:00:00,TOWER/USDT,0.003939,0.004016,0.003755,0.003795,2101338.7253,8163.1159892776
1660348800,2022-08-13 00:00:00,TOWER/USDT,0.003877,0.004031,0.003826,0.003939,1702663.3674,6688.0061121806
1660262400,2022-08-12 00:00:00,TOWER/USDT,0.003843,0.003889,0.00378,0.003826,1307505.0993,5029.0073882355
1660176000,2022-08-11 00:00:00,TOWER/USDT,0.003846,0.003945,0.003801,0.003801,791876.247,3072.9574266133
1660089600,2022-08-10 00:00:00,TOWER/USDT,0.003692,0.003939,0.003678,0.003848,1444431.5617,5543.2893001408
1660003200,2022-08-09 00:00:00,TOWER/USDT,0.00388,0.00398,0.00368,0.003695,1852989.1135,7074.7349866489
1659916800,2022-08-08 00:00:00,TOWER/USDT,0.00371,0.003943,0.003675,0.00388,2168912.8851,8305.5052376046
1659830400,2022-08-07 00:00:00,TOWER/USDT,0.00372,0.0038,0.003571,0.00371,5095654.6198,18694.8891816417
1659744000,2022-08-06 00:00:00,TOWER/USDT,0.003576,0.005394,0.003479,0.003718,56788022.07610506,238739.9234027251664
1659657600,2022-08-05 00:00:00,TOWER/USDT,0.003474,0.003988,0.003441,0.003576,3837597.8156,14068.2010123328
1659571200,2022-08-04 00:00:00,TOWER/USDT,0.003466,0.00384,0.003379,0.003452,3779139.9666,13514.626522877
1659484800,2022-08-03 00:00:00,TOWER/USDT,0.003533,0.0036,0.00336,0.003473,1788643.5765,6217.2914458143
1659398400,2022-08-02 00:00:00,TOWER/USDT,0.003625,0.003656,0.003301,0.003533,1504595.9416,5187.735976411
1659312000,2022-08-01 00:00:00,TOWER/USDT,0.00365,0.003743,0.003592,0.003625,425251.7376,1554.7901122191
1659225600,2022-07-31 00:00:00,TOWER/USDT,0.00364,0.00377,0.00358,0.003651,343396.8293,1271.4049032679
1659139200,2022-07-30 00:00:00,TOWER/USDT,0.003615,0.003948,0.003461,0.003632,2829196.7632,10513.9114494125
1659052800,2022-07-29 00:00:00,TOWER/USDT,0.00364,0.003762,0.003442,0.003625,2072119.3577,7461.494114832
1658966400,2022-07-28 00:00:00,TOWER/USDT,0.00349,0.003848,0.003379,0.003605,2785402.4809,9971.7267336232
1658880000,2022-07-27 00:00:00,TOWER/USDT,0.0033,0.003489,0.003261,0.003489,1928887.3564,6651.1300100691
1658793600,2022-07-26 00:00:00,TOWER/USDT,0.003405,0.003409,0.003132,0.0033,1924994.3563,6235.6597994934
1658707200,2022-07-25 00:00:00,TOWER/USDT,0.00364,0.003663,0.00334,0.0034,2912845.1581,10064.3190024986
1658620800,2022-07-24 00:00:00,TOWER/USDT,0.003938,0.004194,0.003451,0.003674,16868714.4482,63840.3968197372
1658534400,2022-07-23 00:00:00,TOWER/USDT,0.003772,0.004257,0.003694,0.003938,9243661.2543,36526.749298944
1658448000,2022-07-22 00:00:00,TOWER/USDT,0.0035,0.00443,0.003441,0.00381,21122190.3919,83919.5386878426
1658361600,2022-07-21 00:00:00,TOWER/USDT,0.003695,0.003879,0.003401,0.0035,10219706.4501,36567.9482829307
1658275200,2022-07-20 00:00:00,TOWER/USDT,0.0036,0.004459,0.003546,0.003694,25607365.19404893,102830.5644053487454
1658188800,2022-07-19 00:00:00,TOWER/USDT,0.00354,0.003787,0.003374,0.0036,5212569.34426184,18293.73784367008411
1658102400,2022-07-18 00:00:00,TOWER/USDT,0.003388,0.00359,0.00328,0.003534,2325522.39915365,7982.37348513576807
1658016000,2022-07-17 00:00:00,TOWER/USDT,0.003325,0.003579,0.0033,0.003388,3727860.54861429,12719.91829403052592
1657929600,2022-07-16 00:00:00,TOWER/USDT,0.003101,0.00368,0.003101,0.003325,4456280.66083912,14723.61118765233342
1657843200,2022-07-15 00:00:00,TOWER/USDT,0.003056,0.00316,0.003018,0.003101,1124470.01444777,3483.17643865282207
1657756800,2022-07-14 00:00:00,TOWER/USDT,0.003159,0.003187,0.002921,0.003089,1852189.54029339,5643.02087125503754
1657670400,2022-07-13 00:00:00,TOWER/USDT,0.003057,0.00318,0.002879,0.00315,1046605.33715397,3185.78097591137672
1657584000,2022-07-12 00:00:00,TOWER/USDT,0.003122,0.00323,0.003,0.003087,1635094.86365075,5082.82291497917215
1657497600,2022-07-11 00:00:00,TOWER/USDT,0.002992,0.00321,0.002981,0.003097,1404900.93863037,4336.14706685543329
1657411200,2022-07-10 00:00:00,TOWER/USDT,0.00335,0.00337,0.002982,0.003025,2525991.98342495,7980.57770940458553
1657324800,2022-07-09 00:00:00,TOWER/USDT,0.003194,0.0034,0.00317,0.00334,1193760.5604892,3973.46589073532014
1657238400,2022-07-08 00:00:00,TOWER/USDT,0.003255,0.00333,0.003097,0.003225,1291235.88986954,4131.4383617556767
1657152000,2022-07-07 00:00:00,TOWER/USDT,0.003066,0.003304,0.002975,0.003255,2764571.9886542,8661.2329667592104
1657065600,2022-07-06 00:00:00,TOWER/USDT,0.003027,0.003189,0.00279,0.003066,7051097.57102694,21130.31347690999282
1656979200,2022-07-05 00:00:00,TOWER/USDT,0.003,0.0039,0.00283,0.003026,28161285.93866498,90907.61842139842453
1656892800,2022-07-04 00:00:00,TOWER/USDT,0.002875,0.003049,0.002851,0.003,879379.47706417,2604.58389927230713
1656806400,2022-07-03 00:00:00,TOWER/USDT,0.002877,0.00295,0.002731,0.002851,3278726.94352304,9345.73991147935524
1656720000,2022-07-02 00:00:00,TOWER/USDT,0.002959,0.00409,0.0025,0.002877,20246524.91211208,64685.27749450510276
1656633600,2022-07-01 00:00:00,TOWER/USDT,0.002876,0.00323,0.002855,0.002981,2227092.5260816,6757.09238116805883
1656547200,2022-06-30 00:00:00,TOWER/USDT,0.003052,0.003115,0.002835,0.002874,3278445.69575767,9627.42682036824274
1656460800,2022-06-29 00:00:00,TOWER/USDT,0.003139,0.0045,0.002806,0.003052,21969769.2384949,74963.15633691851368
1656374400,2022-06-28 00:00:00,TOWER/USDT,0.003121,0.003239,0.003072,0.003139,3458898.98768697,10844.43757992676885
1656288000,2022-06-27 00:00:00,TOWER/USDT,0.003,0.00407,0.0029,0.00312,12677962.29125881,41668.20633008517209
1656201600,2022-06-26 00:00:00,TOWER/USDT,0.003169,0.003289,0.003001,0.003001,5517126.88777415,17379.15243325270741
1656115200,2022-06-25 00:00:00,TOWER/USDT,0.00314,0.00494,0.003,0.003166,26608373.90700668,94897.84131938675873
1656028800,2022-06-24 00:00:00,TOWER/USDT,0.003033,0.003209,0.00296,0.003209,2906781.47660994,8927.36555000814092
1655942400,2022-06-23 00:00:00,TOWER/USDT,0.00283,0.003223,0.002823,0.003031,3513997.72476892,10548.52003473004369
1655856000,2022-06-22 00:00:00,TOWER/USDT,0.003014,0.003452,0.002776,0.00288,5383923.37464711,16365.46235506381023
1655769600,2022-06-21 00:00:00,TOWER/USDT,0.00299,0.003619,0.002896,0.00296,7328675.31969605,22950.65428766630613
1655683200,2022-06-20 00:00:00,TOWER/USDT,0.00305,0.003264,0.002831,0.002982,5321590.90640815,16286.54551960381916
1655596800,2022-06-19 00:00:00,TOWER/USDT,0.00264,0.0046,0.002502,0.00309,18110161.32193826,61694.07725266958915
1655510400,2022-06-18 00:00:00,TOWER/USDT,0.00283,0.00292,0.002551,0.00258,2016031.02953105,5442.55237796194663
1655424000,2022-06-17 00:00:00,TOWER/USDT,0.003089,0.00316,0.002755,0.002807,2161790.06254035,6284.34639946005628
1655337600,2022-06-16 00:00:00,TOWER/USDT,0.003241,0.00359,0.00284,0.003,6607703.70326231,20751.04870031685933
1655251200,2022-06-15 00:00:00,TOWER/USDT,0.00317,0.00332,0.00284,0.003319,3000442.46524548,9206.22981185916144
1655164800,2022-06-14 00:00:00,TOWER/USDT,0.00361,0.00365,0.00303,0.00315,6329783.04464572,20678.0935446980908
1655078400,2022-06-13 00:00:00,TOWER/USDT,0.00381,0.00385,0.0029,0.00361,8863301.86176166,30099.1019440537494
1654992000,2022-06-12 00:00:00,TOWER/USDT,0.00418,0.00426,0.00379,0.00381,4822658.34929693,19271.6672066186547
1654905600,2022-06-11 00:00:00,TOWER/USDT,0.00455,0.00472,0.00416,0.00418,3882823.55696872,17012.2376778648166
1654819200,2022-06-10 00:00:00,TOWER/USDT,0.00503,0.00545,0.00402,0.00455,11552892.67289916,55227.5995522263781
1654732800,2022-06-09 00:00:00,TOWER/USDT,0.00506,0.0056,0.00478,0.00502,13089726.31671735,66129.1716281199166
1654646400,2022-06-08 00:00:00,TOWER/USDT,0.00468,0.0073,0.00457,0.00507,49931886.49396319,282750.0305993752293
1654560000,2022-06-07 00:00:00,TOWER/USDT,0.00476,0.00505,0.00411,0.00468,7909669.9153433,35967.0401961684736
1654473600,2022-06-06 00:00:00,TOWER/USDT,0.00517,0.00586,0.00469,0.00472,15425227.39904206,77817.9954344119921
1654387200,2022-06-05 00:00:00,TOWER/USDT,0.00448,0.0065,0.00421,0.00515,38738185.441412,196778.8389187801547
1654300800,2022-06-04 00:00:00,TOWER/USDT,0.00433,0.00728,0.00411,0.00445,49159892.46497587,267556.9387873523973
1654214400,2022-06-03 00:00:00,TOWER/USDT,0.00488,0.00493,0.00401,0.00436,3666883.60096861,15897.0187189065798
1654128000,2022-06-02 00:00:00,TOWER/USDT,0.00507,0.00518,0.00429,0.00482,21816532.02768101,107473.7946210313981
1654041600,2022-06-01 00:00:00,TOWER/USDT,0.00524,0.00536,0.00465,0.00497,11642470.71120673,57929.4443419667192
1653955200,2022-05-31 00:00:00,TOWER/USDT,0.00545,0.00551,0.00495,0.00523,4145904.51593634,22064.9748707644771
1653868800,2022-05-30 00:00:00,TOWER/USDT,0.00539,0.00606,0.00523,0.00545,32328911.59481194,176464.7052425191535
1653782400,2022-05-29 00:00:00,TOWER/USDT,0.00518,0.00552,0.005,0.00538,29514062.21779638,152964.0747271447402
1653696000,2022-05-28 00:00:00,TOWER/USDT,0.00444,0.00534,0.00444,0.00517,29916169.24014308,149985.0547521179163
