https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRX,Volume USDT
1663459200,2022-09-18 00:00:00,TRX/USDT,0.062279,0.062295,0.0619,0.062003,618685.11428961,38382.85547548640468
1663372800,2022-09-17 00:00:00,TRX/USDT,0.061325,0.062373,0.061312,0.062287,24942065.01715358,1540206.21499614117519
1663286400,2022-09-16 00:00:00,TRX/USDT,0.0613,0.061621,0.06057,0.061325,29324073.46788676,1794119.20028605829228
1663200000,2022-09-15 00:00:00,TRX/USDT,0.061622,0.06198,0.060555,0.061298,38897493.71775428,2382340.38118758843275
1663113600,2022-09-14 00:00:00,TRX/USDT,0.060659,0.061753,0.060551,0.061626,26779822.94127603,1640909.82413610892218
1663027200,2022-09-13 00:00:00,TRX/USDT,0.063856,0.064007,0.060636,0.060658,40835121.757139,2548721.14799570137464
1662940800,2022-09-12 00:00:00,TRX/USDT,0.064198,0.064776,0.063081,0.063862,38470689.53184565,2460048.33856984209181
1662854400,2022-09-11 00:00:00,TRX/USDT,0.064768,0.064999,0.063481,0.064189,29618735.98195052,1903917.20408375808712
1662768000,2022-09-10 00:00:00,TRX/USDT,0.06344,0.06485,0.062972,0.064756,43326721.84172417,2767188.74510263030055
1662681600,2022-09-09 00:00:00,TRX/USDT,0.061269,0.063749,0.061171,0.063429,53264325.0930358,3349241.16793089037315
1662595200,2022-09-08 00:00:00,TRX/USDT,0.061818,0.061951,0.060073,0.061269,51296482.11368951,3119440.54757407525306
1662508800,2022-09-07 00:00:00,TRX/USDT,0.060685,0.061939,0.060019,0.061819,33585408.75503274,2039899.98739256980472
1662422400,2022-09-06 00:00:00,TRX/USDT,0.062946,0.064069,0.060444,0.060698,44663196.43870353,2797621.87700432110854
1662336000,2022-09-05 00:00:00,TRX/USDT,0.063515,0.063682,0.062189,0.062947,34145556.15808305,2145595.12218585055526
1662249600,2022-09-04 00:00:00,TRX/USDT,0.063119,0.063673,0.062511,0.063515,24251101.84311026,1529487.65156161547865
1662163200,2022-09-03 00:00:00,TRX/USDT,0.062608,0.063173,0.062376,0.063122,22413379.0769333,1408394.62222471034223
1662076800,2022-09-02 00:00:00,TRX/USDT,0.0633,0.063639,0.06229,0.062611,31068464.44586282,1958888.31629826063934
1661990400,2022-09-01 00:00:00,TRX/USDT,0.063373,0.063719,0.062067,0.063288,34924345.11415,2197609.1584885677563
1661904000,2022-08-31 00:00:00,TRX/USDT,0.064714,0.065732,0.06315,0.06339,36821972.91018877,2366588.53698459851232
1661817600,2022-08-30 00:00:00,TRX/USDT,0.063372,0.067101,0.062872,0.06471,61042663.60390283,3944291.24344933089959
1661731200,2022-08-29 00:00:00,TRX/USDT,0.061407,0.06347,0.060929,0.063377,37852248.0857883,2355540.94469798479063
1661644800,2022-08-28 00:00:00,TRX/USDT,0.0629,0.063168,0.061331,0.061395,29150181.30365076,1823787.05293443436668
1661558400,2022-08-27 00:00:00,TRX/USDT,0.061578,0.063027,0.061121,0.062895,55628901.70240143,3452287.29663063042237
1661472000,2022-08-26 00:00:00,TRX/USDT,0.065487,0.065649,0.06139,0.061573,63857044.28683932,4087713.99352365718794
1661385600,2022-08-25 00:00:00,TRX/USDT,0.064805,0.065788,0.064697,0.065503,39133849.02502256,2557276.0209169634437
1661299200,2022-08-24 00:00:00,TRX/USDT,0.066358,0.066446,0.064719,0.064804,57973670.18593693,3791955.90112126002911
1661212800,2022-08-23 00:00:00,TRX/USDT,0.065629,0.066814,0.064861,0.066354,70014442.18654465,4615482.37715358604952
1661126400,2022-08-22 00:00:00,TRX/USDT,0.065888,0.066278,0.06452,0.065622,56984668.02319019,3721196.31497393240512
1661040000,2022-08-21 00:00:00,TRX/USDT,0.0658,0.06638,0.064568,0.06589,33521477.11616776,2195936.46237130968232
1660953600,2022-08-20 00:00:00,TRX/USDT,0.064056,0.065889,0.06394,0.065796,45467253.96521526,2970152.50818638726396
1660867200,2022-08-19 00:00:00,TRX/USDT,0.067407,0.067414,0.063899,0.06405,56657342.73439161,3698059.66679499531932
1660780800,2022-08-18 00:00:00,TRX/USDT,0.068309,0.068664,0.067363,0.067411,54724356.78862533,3731978.12200466715853
1660694400,2022-08-17 00:00:00,TRX/USDT,0.069728,0.07096,0.067923,0.068307,75305540.43879552,5227570.2230767213079
1660608000,2022-08-16 00:00:00,TRX/USDT,0.06886,0.070541,0.068344,0.069728,57479287.06903701,3982190.04197515941678
1660521600,2022-08-15 00:00:00,TRX/USDT,0.070365,0.071174,0.068247,0.06886,66352009.42870237,4600022.2284079455034
1660435200,2022-08-14 00:00:00,TRX/USDT,0.06994,0.0724,0.069453,0.070365,74755881.21711221,5292774.44817676207113
1660348800,2022-08-13 00:00:00,TRX/USDT,0.070443,0.071236,0.069551,0.069929,58487755.87694575,4111273.51069481097489
1660262400,2022-08-12 00:00:00,TRX/USDT,0.070347,0.07073,0.069259,0.070445,55705835.12501571,3901219.9281716717668
1660176000,2022-08-11 00:00:00,TRX/USDT,0.070377,0.071149,0.069983,0.070348,55235708.85355272,3906043.22864431656793
1660089600,2022-08-10 00:00:00,TRX/USDT,0.068374,0.070421,0.06784,0.070368,62338948.77574873,4321284.96646690875712
1660003200,2022-08-09 00:00:00,TRX/USDT,0.070093,0.071,0.068243,0.068369,62807755.20619546,4361829.77839602551799
1659916800,2022-08-08 00:00:00,TRX/USDT,0.069603,0.071098,0.069543,0.070093,56133645.16103297,3949073.4860510182257
1659830400,2022-08-07 00:00:00,TRX/USDT,0.069433,0.070335,0.0691,0.069602,61423973.31240407,4283308.23765246659916
1659744000,2022-08-06 00:00:00,TRX/USDT,0.069878,0.070599,0.069267,0.069434,63526330.51083523,4444898.85685539775658
1659657600,2022-08-05 00:00:00,TRX/USDT,0.068904,0.070114,0.068147,0.069877,68172049.83654743,4729387.23792395327408
1659571200,2022-08-04 00:00:00,TRX/USDT,0.067815,0.069591,0.067591,0.068877,80290459.56412349,5487519.65573700622878
1659484800,2022-08-03 00:00:00,TRX/USDT,0.068288,0.069277,0.067251,0.067816,75351150.2315392,5164322.15107772440669
1659398400,2022-08-02 00:00:00,TRX/USDT,0.069834,0.070466,0.06772,0.068269,107822986.51931852,7407456.64331156217488
1659312000,2022-08-01 00:00:00,TRX/USDT,0.068827,0.071515,0.068273,0.069846,80006642.97081965,5565057.65568185091203
1659225600,2022-07-31 00:00:00,TRX/USDT,0.069111,0.070826,0.068601,0.068844,77265835.8135724,5388048.28944174642291
1659139200,2022-07-30 00:00:00,TRX/USDT,0.069228,0.071317,0.06893,0.069082,83939730.27311101,5877550.02176879454074
1659052800,2022-07-29 00:00:00,TRX/USDT,0.069671,0.072055,0.06813,0.069228,100878546.19885205,7048450.71086523804726
1658966400,2022-07-28 00:00:00,TRX/USDT,0.068669,0.07044,0.067492,0.069671,75438442.05325392,5192311.23254369105281
1658880000,2022-07-27 00:00:00,TRX/USDT,0.065363,0.06876,0.065018,0.068679,80962914.1938401,5385840.6408469554642
1658793600,2022-07-26 00:00:00,TRX/USDT,0.063661,0.06541,0.06295,0.065363,72397856.21536948,4647028.41336386276386
1658707200,2022-07-25 00:00:00,TRX/USDT,0.06685,0.067,0.063608,0.06362,67093470.53436451,4367088.60450553364352
1658620800,2022-07-24 00:00:00,TRX/USDT,0.066967,0.067814,0.066738,0.066826,52140506.46961265,3507977.38969120330884
1658534400,2022-07-23 00:00:00,TRX/USDT,0.066984,0.06788,0.066,0.066967,42927840.81319281,2870797.62972081038693
1658448000,2022-07-22 00:00:00,TRX/USDT,0.068022,0.069059,0.0666,0.066976,59548836.00957146,4059683.52771972748411
1658361600,2022-07-21 00:00:00,TRX/USDT,0.067552,0.068277,0.066383,0.068034,67125377.27316001,4521203.83109292393489
1658275200,2022-07-20 00:00:00,TRX/USDT,0.06909,0.070328,0.06718,0.067551,100435432.9415238,6932913.94960531060706
1658188800,2022-07-19 00:00:00,TRX/USDT,0.068856,0.069835,0.067647,0.069094,105628982.09662478,7252451.32815317075896
1658102400,2022-07-18 00:00:00,TRX/USDT,0.067421,0.070797,0.067267,0.068835,91574603.24268881,6333313.1864479155298
1658016000,2022-07-17 00:00:00,TRX/USDT,0.068958,0.069368,0.067321,0.067414,53380386.42017041,3647916.09861808644783
1657929600,2022-07-16 00:00:00,TRX/USDT,0.067004,0.06942,0.066066,0.06896,62528175.17826907,4224287.67206179735272
1657843200,2022-07-15 00:00:00,TRX/USDT,0.066777,0.06795,0.066501,0.066997,50889916.80163495,3419956.12005057626148
1657756800,2022-07-14 00:00:00,TRX/USDT,0.066239,0.06755,0.064976,0.066786,52710247.92755145,3483103.10725794692289
1657670400,2022-07-13 00:00:00,TRX/USDT,0.064584,0.066349,0.063633,0.066242,68380705.01417203,4450769.85545248887191
1657584000,2022-07-12 00:00:00,TRX/USDT,0.064771,0.065773,0.064425,0.064587,50243098.06206055,3269562.0739267379101
1657497600,2022-07-11 00:00:00,TRX/USDT,0.067637,0.067741,0.064552,0.064762,46020852.08435608,3036172.60063036918014
1657411200,2022-07-10 00:00:00,TRX/USDT,0.069768,0.070089,0.067213,0.067637,46290441.58169455,3168375.0828271561288
1657324800,2022-07-09 00:00:00,TRX/USDT,0.069005,0.07154,0.068949,0.069761,63935256.81586416,4495396.54710472570901
1657238400,2022-07-08 00:00:00,TRX/USDT,0.068604,0.06984,0.067615,0.069045,76095373.5448239,5231972.04558300101634
1657152000,2022-07-07 00:00:00,TRX/USDT,0.067543,0.068838,0.06617,0.068635,70538301.13120313,4773750.91048052573204
1657065600,2022-07-06 00:00:00,TRX/USDT,0.068124,0.068619,0.066701,0.067553,70867418.34135713,4795764.97397386824434
1656979200,2022-07-05 00:00:00,TRX/USDT,0.067346,0.06969,0.066559,0.068119,89797084.26333693,6093550.9254487874244
