https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LYXE,Volume ETH
1663398000,2022-09-17 07:00:00,LYXE/ETH,0.0033023,0.0033023,0.0033018,0.0033018,0.8632,0.00285018876
1663394400,2022-09-17 06:00:00,LYXE/ETH,0.0033039,0.0033039,0.0033039,0.0033039,0,0
1663390800,2022-09-17 05:00:00,LYXE/ETH,0.0033018,0.0033302,0.0033018,0.0033039,79.3374,0.26345129754
1663387200,2022-09-17 04:00:00,LYXE/ETH,0.0033018,0.0033018,0.0033018,0.0033018,0,0
1663383600,2022-09-17 03:00:00,LYXE/ETH,0.0032724,0.0033018,0.0032724,0.0033018,7.4172,0.02443906828
1663380000,2022-09-17 02:00:00,LYXE/ETH,0.0032806,0.0032847,0.0032608,0.0032724,159.0981,0.52222511887
1663376400,2022-09-17 01:00:00,LYXE/ETH,0.0032676,0.0032745,0.0032676,0.0032745,2.12,0.00692757075
1663372800,2022-09-17 00:00:00,LYXE/ETH,0.0032676,0.0032745,0.0032453,0.0032453,154.3883,0.50146840933
1663369200,2022-09-16 23:00:00,LYXE/ETH,0.0032745,0.0032745,0.0032741,0.0032741,5.0769,0.01662237745
1663365600,2022-09-16 22:00:00,LYXE/ETH,0.0033136,0.0033189,0.0032818,0.0032818,89.4091,0.29378942046
1663362000,2022-09-16 21:00:00,LYXE/ETH,0.0033155,0.00334,0.00329,0.00329,866.1153,2.85296416845
1663358400,2022-09-16 20:00:00,LYXE/ETH,0.003292,0.003292,0.0032906,0.0032906,0.8973,0.00295361512
1663354800,2022-09-16 19:00:00,LYXE/ETH,0.003295,0.003295,0.0032906,0.0032906,0.9445,0.00310906246
1663351200,2022-09-16 18:00:00,LYXE/ETH,0.003295,0.0033221,0.0032847,0.0033189,62.6913,0.20794977114
1663347600,2022-09-16 17:00:00,LYXE/ETH,0.0032743,0.0033189,0.0032676,0.0033189,114.4505,0.37669178749
1663344000,2022-09-16 16:00:00,LYXE/ETH,0.0032745,0.003322,0.0032741,0.0032741,33.3165,0.10985214565
1663340400,2022-09-16 15:00:00,LYXE/ETH,0.0032578,0.0032578,0.0032505,0.0032505,0.7307,0.00237899516
1663336800,2022-09-16 14:00:00,LYXE/ETH,0.0032745,0.0033616,0.0032416,0.0032578,2160.8762,7.19128953105
1663333200,2022-09-16 13:00:00,LYXE/ETH,0.0032459,0.00338,0.0032163,0.0032961,3429.6292,11.3625901971
1663329600,2022-09-16 12:00:00,LYXE/ETH,0.0032242,0.0032242,0.0032242,0.0032242,2.2005,0.0070948521
1663326000,2022-09-16 11:00:00,LYXE/ETH,0.0032253,0.0032253,0.0032242,0.0032242,321.7449,1.03740503381
1663322400,2022-09-16 10:00:00,LYXE/ETH,0.0032253,0.0032253,0.0032253,0.0032253,1.4621,0.00471571113
1663318800,2022-09-16 09:00:00,LYXE/ETH,0.0032745,0.0032745,0.0032252,0.0032252,103.6984,0.33632366137
1663315200,2022-09-16 08:00:00,LYXE/ETH,0.0032334,0.003297,0.0032164,0.003297,487.5482,1.60259318244
1663311600,2022-09-16 07:00:00,LYXE/ETH,0.0032093,0.0032093,0.0032093,0.0032093,1.707,0.0054782751
1663308000,2022-09-16 06:00:00,LYXE/ETH,0.0032093,0.0032093,0.0032093,0.0032093,1.5775,0.00506267075
1663304400,2022-09-16 05:00:00,LYXE/ETH,0.0032163,0.0032163,0.003213,0.003213,2.2102,0.00710784819
1663300800,2022-09-16 04:00:00,LYXE/ETH,0.0031925,0.0032451,0.0031925,0.0032163,233.5707,0.7569534911
1663297200,2022-09-16 03:00:00,LYXE/ETH,0.0032454,0.0032676,0.003161,0.0031925,310.9538,0.98840855958
1663293600,2022-09-16 02:00:00,LYXE/ETH,0.0032093,0.0032479,0.0032093,0.0032479,16.6034,0.05362244465
1663290000,2022-09-16 01:00:00,LYXE/ETH,0.0032105,0.0032105,0.0032105,0.0032105,1.0289,0.00330328345
1663286400,2022-09-16 00:00:00,LYXE/ETH,0.0032317,0.0032335,0.003213,0.003213,9.5873,0.03095055765
1663282800,2022-09-15 23:00:00,LYXE/ETH,0.003254,0.003254,0.0032013,0.0032013,127.3854,0.40853910855
1663279200,2022-09-15 22:00:00,LYXE/ETH,0.0032505,0.0032762,0.0032505,0.0032552,114.9831,0.3765198528
1663275600,2022-09-15 21:00:00,LYXE/ETH,0.0031992,0.0032479,0.0031992,0.0032479,148.1797,0.48049808331
1663272000,2022-09-15 20:00:00,LYXE/ETH,0.0032008,0.0032008,0.0032008,0.0032008,1.1401,0.00364923208
1663268400,2022-09-15 19:00:00,LYXE/ETH,0.0032013,0.0032317,0.0032013,0.0032317,33.1046,0.10612463611
1663264800,2022-09-15 18:00:00,LYXE/ETH,0.0031932,0.0032013,0.0031524,0.0032013,327.3785,1.03831650499
1663261200,2022-09-15 17:00:00,LYXE/ETH,0.0031992,0.0032155,0.0031836,0.0032155,13.8185,0.04424004127
1663257600,2022-09-15 16:00:00,LYXE/ETH,0.0032451,0.0032451,0.0031932,0.0032163,124.547,0.39909691316
1663254000,2022-09-15 15:00:00,LYXE/ETH,0.0031995,0.0032451,0.0031995,0.0032451,151.864,0.49195479838
1663250400,2022-09-15 14:00:00,LYXE/ETH,0.0030893,0.0032335,0.0030893,0.0031992,1415.0987,4.50197522287
1663246800,2022-09-15 13:00:00,LYXE/ETH,0.0031204,0.003131,0.0030805,0.0031048,373.6288,1.15194741601
1663243200,2022-09-15 12:00:00,LYXE/ETH,0.0031137,0.0031204,0.0031137,0.0031204,3.081,0.00959999965
1663239600,2022-09-15 11:00:00,LYXE/ETH,0.0031143,0.0031479,0.0030966,0.0030966,17.206,0.05357084318
1663236000,2022-09-15 10:00:00,LYXE/ETH,0.0031143,0.0031143,0.0031143,0.0031143,1.5509,0.00482996787
1663232400,2022-09-15 09:00:00,LYXE/ETH,0.0031361,0.0031524,0.0031186,0.0031299,192.7178,0.60717011617
1663228800,2022-09-15 08:00:00,LYXE/ETH,0.0030432,0.0031361,0.0030381,0.0031361,547.5194,1.68935136008
1663225200,2022-09-15 07:00:00,LYXE/ETH,0.003049,0.0030613,0.003,0.0030357,221.7482,0.67119625413
1663221600,2022-09-15 06:00:00,LYXE/ETH,0.003049,0.0030805,0.0030071,0.0030738,872.5909,2.65734780512
1663218000,2022-09-15 05:00:00,LYXE/ETH,0.0030071,0.0030453,0.0030071,0.0030453,15.7348,0.04784363269
1663214400,2022-09-15 04:00:00,LYXE/ETH,0.0030111,0.0030111,0.0030071,0.0030071,2.0044,0.00603133435
1663210800,2022-09-15 03:00:00,LYXE/ETH,0.0029705,0.0030402,0.0029705,0.0030111,159.5101,0.48300633894
1663207200,2022-09-15 02:00:00,LYXE/ETH,0.0030827,0.0031137,0.0029703,0.0029703,759.9774,2.30435710283
1663203600,2022-09-15 01:00:00,LYXE/ETH,0.003049,0.0030827,0.003049,0.0030624,9.5382,0.02930743546
1663200000,2022-09-15 00:00:00,LYXE/ETH,0.0030624,0.0030624,0.0030526,0.0030526,7.2619,0.02218808444
1663196400,2022-09-14 23:00:00,LYXE/ETH,0.0030373,0.0030827,0.0030373,0.0030827,10.9484,0.03359128507
1663192800,2022-09-14 22:00:00,LYXE/ETH,0.0030739,0.0031005,0.0030373,0.0030373,124.6119,0.384769182
1663189200,2022-09-14 21:00:00,LYXE/ETH,0.0030526,0.0030526,0.0030526,0.0030526,4.0143,0.01225405218
1663185600,2022-09-14 20:00:00,LYXE/ETH,0.0030585,0.0030739,0.0030381,0.0030526,80.1855,0.24588078365
1663182000,2022-09-14 19:00:00,LYXE/ETH,0.0030833,0.0030833,0.0030211,0.0030433,448.657,1.36180549528
1663178400,2022-09-14 18:00:00,LYXE/ETH,0.00309,0.003131,0.0030833,0.00309,23.355,0.07258463516
1663174800,2022-09-14 17:00:00,LYXE/ETH,0.0031137,0.0031514,0.00309,0.0030966,239.9178,0.74668013997
1663171200,2022-09-14 16:00:00,LYXE/ETH,0.0031288,0.0031342,0.0031288,0.0031342,101.225,0.31720689678
1663167600,2022-09-14 15:00:00,LYXE/ETH,0.0031137,0.0031137,0.0030988,0.0030988,4.3742,0.01358870064
1663164000,2022-09-14 14:00:00,LYXE/ETH,0.0031204,0.0031332,0.0031204,0.0031332,4.0905,0.01277261154
1663160400,2022-09-14 13:00:00,LYXE/ETH,0.0030988,0.0031204,0.0030966,0.0031204,11.4016,0.03540240437
1663156800,2022-09-14 12:00:00,LYXE/ETH,0.0031006,0.0031008,0.0031006,0.0031006,28.8076,0.08932102086
1663153200,2022-09-14 11:00:00,LYXE/ETH,0.0031137,0.0031308,0.0031006,0.0031308,76.7315,0.23801596832
1663149600,2022-09-14 10:00:00,LYXE/ETH,0.0031118,0.0031361,0.0031007,0.0031361,109.442,0.34013865103
1663146000,2022-09-14 09:00:00,LYXE/ETH,0.0031479,0.0031524,0.0031105,0.0031106,102.939,0.32403766137
1663142400,2022-09-14 08:00:00,LYXE/ETH,0.0031283,0.0031361,0.0031283,0.0031361,110.9105,0.34757060223
1663138800,2022-09-14 07:00:00,LYXE/ETH,0.0031048,0.0031204,0.0030842,0.0031204,34.9471,0.10803216353
1663135200,2022-09-14 06:00:00,LYXE/ETH,0.0030695,0.0031048,0.0030671,0.0031048,21.2969,0.06569541422
1663131600,2022-09-14 05:00:00,LYXE/ETH,0.0030671,0.00309,0.0030671,0.00309,12.0578,0.03710338241
1663128000,2022-09-14 04:00:00,LYXE/ETH,0.0031137,0.0031137,0.0030671,0.0030671,72.2196,0.22166123227
1663124400,2022-09-14 03:00:00,LYXE/ETH,0.0031006,0.0031105,0.0030833,0.0031105,76.3337,0.23661639237
1663120800,2022-09-14 02:00:00,LYXE/ETH,0.0031143,0.0031143,0.0031105,0.0031105,3.0962,0.00964030414
1663117200,2022-09-14 01:00:00,LYXE/ETH,0.0031143,0.0031143,0.0031143,0.0031143,2.4778,0.00771661254
1663113600,2022-09-14 00:00:00,LYXE/ETH,0.003111,0.0031361,0.003111,0.0031143,33.4276,0.10469009962
1663110000,2022-09-13 23:00:00,LYXE/ETH,0.0031204,0.0031342,0.0031137,0.0031137,256.0047,0.80206191331
1663106400,2022-09-13 22:00:00,LYXE/ETH,0.0030978,0.0030978,0.0030978,0.0030978,0,0
1663102800,2022-09-13 21:00:00,LYXE/ETH,0.0031048,0.0031204,0.0030671,0.0030978,97.191,0.29996799847
1663099200,2022-09-13 20:00:00,LYXE/ETH,0.0030833,0.0030966,0.0030679,0.0030966,9.3769,0.02890150037
1663095600,2022-09-13 19:00:00,LYXE/ETH,0.0030833,0.0031105,0.00308,0.0030833,499.0682,1.53730721669
1663092000,2022-09-13 18:00:00,LYXE/ETH,0.0031308,0.0031524,0.0030834,0.00309,482.4484,1.5017123636
1663088400,2022-09-13 17:00:00,LYXE/ETH,0.0031137,0.0031137,0.0030988,0.0030988,4.8242,0.01498316064
1663084800,2022-09-13 16:00:00,LYXE/ETH,0.0030833,0.0031342,0.0030689,0.003131,84.0231,0.26145344763
1663081200,2022-09-13 15:00:00,LYXE/ETH,0.0030795,0.0031052,0.0030679,0.0031052,157.4383,0.48860461508
1663077600,2022-09-13 14:00:00,LYXE/ETH,0.0030671,0.0031006,0.0030624,0.0031006,649.199,2.00207478774
1663074000,2022-09-13 13:00:00,LYXE/ETH,0.0029703,0.0030671,0.0029623,0.0030671,3571.6454,10.94208877123
1663070400,2022-09-13 12:00:00,LYXE/ETH,0.0031308,0.0031499,0.0029703,0.0029703,3625.8949,11.2105587285
1663066800,2022-09-13 11:00:00,LYXE/ETH,0.0030988,0.0030988,0.0030988,0.0030988,4.6624,0.01444784512
1663063200,2022-09-13 10:00:00,LYXE/ETH,0.0030833,0.0031204,0.0030673,0.0031204,583.2808,1.80661683653
1663059600,2022-09-13 09:00:00,LYXE/ETH,0.0031992,0.0031992,0.0030795,0.0031048,4982.3072,15.56554269049
1663056000,2022-09-13 08:00:00,LYXE/ETH,0.0032098,0.0032098,0.0032093,0.0032093,5.0765,0.01629208645
1663052400,2022-09-13 07:00:00,LYXE/ETH,0.0032317,0.0032348,0.003213,0.003213,65.0575,0.21027016847
1663048800,2022-09-13 06:00:00,LYXE/ETH,0.0031992,0.0032317,0.0031917,0.0032317,56.2001,0.17958393214
1663045200,2022-09-13 05:00:00,LYXE/ETH,0.0032305,0.0032348,0.0031993,0.0031993,126.2187,0.4068688576
1663041600,2022-09-13 04:00:00,LYXE/ETH,0.0032015,0.0032163,0.0031932,0.0032163,122.7857,0.3929756678
1663038000,2022-09-13 03:00:00,LYXE/ETH,0.0032163,0.0032334,0.0032021,0.0032021,44.8361,0.14367367076
1663034400,2022-09-13 02:00:00,LYXE/ETH,0.0032348,0.0032348,0.0032254,0.0032254,70.4317,0.22778566837
1663030800,2022-09-13 01:00:00,LYXE/ETH,0.0032578,0.0032578,0.0032358,0.0032358,15.3851,0.04991528641
1663027200,2022-09-13 00:00:00,LYXE/ETH,0.003295,0.0032961,0.0032676,0.0032676,198.8882,0.65508810635
1663023600,2022-09-12 23:00:00,LYXE/ETH,0.0032961,0.0032961,0.0032677,0.0032677,5.3475,0.01757770155
1663020000,2022-09-12 22:00:00,LYXE/ETH,0.0032961,0.0032961,0.0032961,0.0032961,43.4755,0.14329959555
1663016400,2022-09-12 21:00:00,LYXE/ETH,0.003254,0.0032961,0.003254,0.0032961,273.0853,0.89479565559
1663012800,2022-09-12 20:00:00,LYXE/ETH,0.0031872,0.003254,0.0031823,0.0032334,216.3425,0.69656728992
1663009200,2022-09-12 19:00:00,LYXE/ETH,0.0031883,0.0031995,0.0031721,0.0031995,23.2081,0.07391369417
1663005600,2022-09-12 18:00:00,LYXE/ETH,0.0031907,0.0031995,0.0031695,0.0031995,134.8564,0.43023109294
1663002000,2022-09-12 17:00:00,LYXE/ETH,0.0031909,0.0031909,0.0031907,0.0031907,54.5492,0.1740549347
1662998400,2022-09-12 16:00:00,LYXE/ETH,0.0033018,0.0033136,0.0031911,0.0031911,668.7397,2.1600110274
1662994800,2022-09-12 15:00:00,LYXE/ETH,0.003295,0.0033208,0.003295,0.0033208,277.3566,0.91585927234
1662991200,2022-09-12 14:00:00,LYXE/ETH,0.0032676,0.0032847,0.0032578,0.0032847,10.5031,0.03429375196
1662987600,2022-09-12 13:00:00,LYXE/ETH,0.003254,0.0032961,0.0032512,0.0032677,163.8687,0.53973873806
1662984000,2022-09-12 12:00:00,LYXE/ETH,0.0032641,0.0032745,0.0032641,0.0032745,7.208,0.02353749971
1662980400,2022-09-12 11:00:00,LYXE/ETH,0.0032348,0.0032348,0.0032348,0.0032348,3.791,0.0122631268
1662976800,2022-09-12 10:00:00,LYXE/ETH,0.0032641,0.0032684,0.0032415,0.0032415,135.3461,0.44117336313
1662973200,2022-09-12 09:00:00,LYXE/ETH,0.0032847,0.003296,0.0032132,0.0032479,1423.3062,4.68249237699
1662969600,2022-09-12 08:00:00,LYXE/ETH,0.0031308,0.0032828,0.0031308,0.0032828,1386.4219,4.46522526055
1662966000,2022-09-12 07:00:00,LYXE/ETH,0.003148,0.003148,0.0031137,0.0031137,282.1616,0.88390438571
1662962400,2022-09-12 06:00:00,LYXE/ETH,0.0031515,0.0031515,0.0031515,0.0031515,0.2479,0.00078125685
1662958800,2022-09-12 05:00:00,LYXE/ETH,0.003172,0.0031821,0.003172,0.0031821,0.3893,0.00123628774
1662955200,2022-09-12 04:00:00,LYXE/ETH,0.0031678,0.0031678,0.003148,0.003148,73.836,0.23376252419
1662951600,2022-09-12 03:00:00,LYXE/ETH,0.0031821,0.0032242,0.003165,0.003172,129.1423,0.41205214756
1662948000,2022-09-12 02:00:00,LYXE/ETH,0.0031648,0.0032013,0.0031481,0.0032013,214.2605,0.68075640949
1662944400,2022-09-12 01:00:00,LYXE/ETH,0.0031526,0.0031526,0.0031056,0.0031518,679.527,2.12549074067
1662940800,2022-09-12 00:00:00,LYXE/ETH,0.0031524,0.0031527,0.0031524,0.0031524,278.235,0.87710887635
1662937200,2022-09-11 23:00:00,LYXE/ETH,0.0031821,0.0031821,0.0031614,0.0031614,227.6525,0.72143054589
1662933600,2022-09-11 22:00:00,LYXE/ETH,0.0032254,0.0032254,0.0031925,0.0031925,97.6938,0.31279102183
1662930000,2022-09-11 21:00:00,LYXE/ETH,0.0032242,0.0032479,0.0032164,0.0032479,487.3734,1.57481011043
1662926400,2022-09-11 20:00:00,LYXE/ETH,0.0031993,0.0032242,0.0031993,0.0032242,29.535,0.094502157
1662922800,2022-09-11 19:00:00,LYXE/ETH,0.0031925,0.0032242,0.0031822,0.0031992,53.6261,0.17275850448
1662919200,2022-09-11 18:00:00,LYXE/ETH,0.003172,0.003213,0.003172,0.003213,161.5155,0.516278749
1662915600,2022-09-11 17:00:00,LYXE/ETH,0.0030892,0.0031835,0.0030892,0.0031479,702.074,2.21041351516
1662912000,2022-09-11 16:00:00,LYXE/ETH,0.0030679,0.0030679,0.0030679,0.0030679,4.1854,0.01284038866
1662908400,2022-09-11 15:00:00,LYXE/ETH,0.0030695,0.0030695,0.0030679,0.0030679,1.2161,0.00373126983
1662904800,2022-09-11 14:00:00,LYXE/ETH,0.0030795,0.00309,0.0030527,0.00309,37.8822,0.11608843563
1662901200,2022-09-11 13:00:00,LYXE/ETH,0.0030464,0.0031006,0.0030464,0.0030795,61.4511,0.19008566391
1662897600,2022-09-11 12:00:00,LYXE/ETH,0.0030463,0.0030737,0.0030463,0.0030463,5.1547,0.01571432346
1662894000,2022-09-11 11:00:00,LYXE/ETH,0.0030805,0.0030805,0.003049,0.003049,159.4557,0.49007253173
1662890400,2022-09-11 10:00:00,LYXE/ETH,0.0030805,0.0030805,0.0030805,0.0030805,0,0
1662886800,2022-09-11 09:00:00,LYXE/ETH,0.0030805,0.0030805,0.0030805,0.0030805,161.1097,0.49629843085
1662883200,2022-09-11 08:00:00,LYXE/ETH,0.0030936,0.0030936,0.0030805,0.0030805,89.6193,0.27641404463
1662879600,2022-09-11 07:00:00,LYXE/ETH,0.0031324,0.0031518,0.0030936,0.0030936,242.9176,0.75334081551
1662876000,2022-09-11 06:00:00,LYXE/ETH,0.0031299,0.0031667,0.0031143,0.003131,18.4947,0.05813582876
1662872400,2022-09-11 05:00:00,LYXE/ETH,0.003131,0.003131,0.0031299,0.0031299,2.4937,0.00780717857
1662868800,2022-09-11 04:00:00,LYXE/ETH,0.0030988,0.0031907,0.0030833,0.003165,1665.6876,5.25512201915
1662865200,2022-09-11 03:00:00,LYXE/ETH,0.0030624,0.0031204,0.0030624,0.0031204,354.438,1.09841556376
1662861600,2022-09-11 02:00:00,LYXE/ETH,0.0030695,0.0030695,0.0030453,0.0030453,14.9938,0.04585742728
1662858000,2022-09-11 01:00:00,LYXE/ETH,0.0030373,0.00309,0.003,0.00309,431.7652,1.32376308583
1662854400,2022-09-11 00:00:00,LYXE/ETH,0.0029715,0.00306,0.0029598,0.0030373,945.1422,2.8684017776
1662850800,2022-09-10 23:00:00,LYXE/ETH,0.0030111,0.0030111,0.0029703,0.0029703,286.3364,0.8539596363
1662847200,2022-09-10 22:00:00,LYXE/ETH,0.0030285,0.0030805,0.0030071,0.0030222,404.7863,1.23522241576
1662843600,2022-09-10 21:00:00,LYXE/ETH,0.002942,0.0030671,0.002942,0.0030373,1347.3674,4.04137538474
1662840000,2022-09-10 20:00:00,LYXE/ETH,0.0028401,0.0029385,0.0028177,0.0029385,993.2817,2.87316358739
1662836400,2022-09-10 19:00:00,LYXE/ETH,0.002823,0.0028374,0.0028059,0.0028374,8.3772,0.02370030903
1662832800,2022-09-10 18:00:00,LYXE/ETH,0.0028059,0.0028348,0.0028059,0.0028059,3.6164,0.01019158647
1662829200,2022-09-10 17:00:00,LYXE/ETH,0.0028603,0.0028603,0.002806,0.0028374,162.066,0.45989677474
1662825600,2022-09-10 16:00:00,LYXE/ETH,0.0028663,0.0028806,0.0028645,0.0028645,433.0611,1.24090327396
1662822000,2022-09-10 15:00:00,LYXE/ETH,0.0028678,0.0028678,0.0028663,0.0028663,12.3785,0.03549036455
1662818400,2022-09-10 14:00:00,LYXE/ETH,0.0028914,0.0028914,0.0028914,0.0028914,0,0
1662814800,2022-09-10 13:00:00,LYXE/ETH,0.0028862,0.0028914,0.0028663,0.0028914,17.4283,0.05006903015
1662811200,2022-09-10 12:00:00,LYXE/ETH,0.0028862,0.0029043,0.0028862,0.0028862,17.1241,0.04969502674
1662807600,2022-09-10 11:00:00,LYXE/ETH,0.0029031,0.0029031,0.0029031,0.0029031,15.522,0.0450619182
1662804000,2022-09-10 10:00:00,LYXE/ETH,0.0029049,0.0029158,0.0028707,0.0029048,280.2588,0.81030419687
1662800400,2022-09-10 09:00:00,LYXE/ETH,0.0029239,0.0029239,0.0029239,0.0029239,1.1149,0.00325985611
1662796800,2022-09-10 08:00:00,LYXE/ETH,0.0029328,0.0029328,0.0029036,0.0029239,22.1397,0.06458486495
1662793200,2022-09-10 07:00:00,LYXE/ETH,0.0029477,0.0029509,0.0029427,0.0029427,7.9391,0.02339580081
1662789600,2022-09-10 06:00:00,LYXE/ETH,0.0029598,0.0029598,0.0029475,0.0029508,5.3467,0.01576650387
1662786000,2022-09-10 05:00:00,LYXE/ETH,0.0029769,0.002983,0.0029598,0.0029598,4.381,0.01301004615
1662782400,2022-09-10 04:00:00,LYXE/ETH,0.0029623,0.0029681,0.0029328,0.0029681,24.4816,0.07237441458
1662778800,2022-09-10 03:00:00,LYXE/ETH,0.002967,0.002967,0.0029623,0.0029623,0.923,0.00273536803
1662775200,2022-09-10 02:00:00,LYXE/ETH,0.0029771,0.0029771,0.0029769,0.0029769,7.3933,0.02201017693
1662771600,2022-09-10 01:00:00,LYXE/ETH,0.0029598,0.0030087,0.0029598,0.0029875,390.4186,1.17141617175
1662768000,2022-09-10 00:00:00,LYXE/ETH,0.0029026,0.0029533,0.0029026,0.0029533,485.1118,1.4253690141
1662764400,2022-09-09 23:00:00,LYXE/ETH,0.0029076,0.0029078,0.0028983,0.0028983,143.7283,0.41740552852
1662760800,2022-09-09 22:00:00,LYXE/ETH,0.0029256,0.0029343,0.0028488,0.0028915,913.3154,2.63626098709
1662757200,2022-09-09 21:00:00,LYXE/ETH,0.0028968,0.0029239,0.0028968,0.0029239,6.4945,0.01896022006
1662753600,2022-09-09 20:00:00,LYXE/ETH,0.002893,0.002893,0.0028914,0.0028914,1.3856,0.0040080464
1662750000,2022-09-09 19:00:00,LYXE/ETH,0.002893,0.0029022,0.002893,0.0029022,1.74,0.00504424544
1662746400,2022-09-09 18:00:00,LYXE/ETH,0.0028914,0.0028914,0.0028914,0.0028914,0,0
1662742800,2022-09-09 17:00:00,LYXE/ETH,0.0028761,0.0029239,0.0028707,0.0028914,26.4094,0.07638595155
1662739200,2022-09-09 16:00:00,LYXE/ETH,0.002865,0.002895,0.002865,0.002893,670.7148,1.92832119386
1662735600,2022-09-09 15:00:00,LYXE/ETH,0.0028572,0.002865,0.0028572,0.002865,5.7917,0.01657685305
1662732000,2022-09-09 14:00:00,LYXE/ETH,0.0028373,0.002853,0.00283,0.0028507,798.8246,2.27639583625
1662728400,2022-09-09 13:00:00,LYXE/ETH,0.0028741,0.0028886,0.0028075,0.0028177,1090.5271,3.08849881276
1662724800,2022-09-09 12:00:00,LYXE/ETH,0.0029487,0.0029533,0.002846,0.0028741,886.5819,2.56672862157
1662721200,2022-09-09 11:00:00,LYXE/ETH,0.0029623,0.0029769,0.0029465,0.0029769,19.2996,0.0571172567
1662717600,2022-09-09 10:00:00,LYXE/ETH,0.002967,0.002967,0.0029623,0.0029623,3.1232,0.00925345984
1662714000,2022-09-09 09:00:00,LYXE/ETH,0.0029239,0.0029979,0.0029096,0.0029769,67.025,0.19834301366
1662710400,2022-09-09 08:00:00,LYXE/ETH,0.0028828,0.002926,0.0028828,0.0029036,783.7721,2.26248626742
1662706800,2022-09-09 07:00:00,LYXE/ETH,0.0028743,0.0028828,0.0028743,0.0028828,55.7291,0.16063667973
1662703200,2022-09-09 06:00:00,LYXE/ETH,0.00285,0.00285,0.00285,0.00285,1.7981,0.005124585
1662699600,2022-09-09 05:00:00,LYXE/ETH,0.0028657,0.0028743,0.00285,0.00285,13.196,0.03775070984
1662696000,2022-09-09 04:00:00,LYXE/ETH,0.0028572,0.0028856,0.0028488,0.0028657,371.0815,1.06784250929
1662692400,2022-09-09 03:00:00,LYXE/ETH,0.0028743,0.0028858,0.002849,0.0028803,280.3123,0.80138012805
1662688800,2022-09-09 02:00:00,LYXE/ETH,0.0028803,0.0028865,0.0028803,0.0028865,163.6178,0.47223516388
1662685200,2022-09-09 01:00:00,LYXE/ETH,0.0028803,0.0029159,0.0028492,0.0028803,192.7574,0.55471317913
1662681600,2022-09-09 00:00:00,LYXE/ETH,0.0029289,0.0029289,0.0028603,0.0028603,153.0001,0.44012278564
1662678000,2022-09-08 23:00:00,LYXE/ETH,0.0029681,0.0030236,0.002865,0.0029468,942.7124,2.77736230036
1662674400,2022-09-08 22:00:00,LYXE/ETH,0.0029521,0.002967,0.0029435,0.002967,201.745,0.59390531497
1662670800,2022-09-08 21:00:00,LYXE/ETH,0.002983,0.0030198,0.002953,0.002953,618.841,1.86222999384
1662667200,2022-09-08 20:00:00,LYXE/ETH,0.0028942,0.0029979,0.0028942,0.002983,459.2943,1.34613139665
1662663600,2022-09-08 19:00:00,LYXE/ETH,0.0029181,0.0029181,0.002865,0.002865,340.7622,0.97848223512
1662660000,2022-09-08 18:00:00,LYXE/ETH,0.002926,0.002926,0.0029181,0.0029181,99.8809,0.29198857854
